sample;metabolite;derivative;isotopologue;isotopic_inchi;area;corrected_area;isotopologue_fraction;residuum;mean_enrichment
034_A17.cdf;Histidine;AccQ;6;/a(C6+1);0;0;0;-4.46E-07;0
035_A18.cdf;Histidine;AccQ;0;/a(C6+0);728713.8;887317.8451;1;0.002156645;0
035_A18.cdf;Histidine;AccQ;1;/a(C1+1),(C5+0);132982.5;0;0;-0.00949609;0
035_A18.cdf;Histidine;AccQ;2;/a(C2+1),(C4+0);6413;0;0;-0.012767367;0
035_A18.cdf;Histidine;AccQ;3;/a(C3+1),(C3+0);0;0;0;-0.001872175;0
035_A18.cdf;Histidine;AccQ;4;/a(C4+1),(C2+0);0;0;0;-0.000138444;0
035_A18.cdf;Histidine;AccQ;5;/a(C5+1),(C1+0);0;0;0;-8.49E-06;0
035_A18.cdf;Histidine;AccQ;6;/a(C6+1);0;0;0;-4.41E-07;0
036_A19.cdf;Histidine;AccQ;0;/a(C6+0);440217.2;534229.3259;1;0.005064895;0
036_A19.cdf;Histidine;AccQ;1;/a(C1+1),(C5+0);72733.5;0;0;-0.023894265;0
036_A19.cdf;Histidine;AccQ;2;/a(C2+1),(C4+0);1600.5;0;0;-0.017361997;0
036_A19.cdf;Histidine;AccQ;3;/a(C3+1),(C3+0);0;0;0;-0.001901695;0
036_A19.cdf;Histidine;AccQ;4;/a(C4+1),(C2+0);0;0;0;-0.000140626;0
036_A19.cdf;Histidine;AccQ;5;/a(C5+1),(C1+0);0;0;0;-8.63E-06;0
036_A19.cdf;Histidine;AccQ;6;/a(C6+1);0;0;0;-4.48E-07;0
037_A20.cdf;Histidine;AccQ;0;/a(C6+0);470823.9;571898.1445;1;0.004263947;0
037_A20.cdf;Histidine;AccQ;1;/a(C1+1),(C5+0);80083.3;0;0;-0.019794866;0
037_A20.cdf;Histidine;AccQ;2;/a(C2+1),(C4+0);1782.5;0;0;-0.017178544;0
037_A20.cdf;Histidine;AccQ;3;/a(C3+1),(C3+0);0;0;0;-0.001895305;0
037_A20.cdf;Histidine;AccQ;4;/a(C4+1),(C2+0);0;0;0;-0.000140154;0
037_A20.cdf;Histidine;AccQ;5;/a(C5+1),(C1+0);0;0;0;-8.60E-06;0
037_A20.cdf;Histidine;AccQ;6;/a(C6+1);0;0;0;-4.46E-07;0
038_QC_2.cdf;Histidine;AccQ;0;/a(C6+0);1965383.1;2398764.292;0.971331229;-5.62E-05;0.004778128
038_QC_2.cdf;Histidine;AccQ;1;/a(C1+1),(C5+0);442057;70799.35402;0.028668771;0.000865529;0.004778128
038_QC_2.cdf;Histidine;AccQ;2;/a(C2+1),(C4+0);47071.3;0;0;-0.004436785;0.004778128
038_QC_2.cdf;Histidine;AccQ;3;/a(C3+1),(C3+0);0;0;0;-0.002312771;0.004778128
038_QC_2.cdf;Histidine;AccQ;4;/a(C4+1),(C2+0);0;0;0;-0.000179627;0.004778128
038_QC_2.cdf;Histidine;AccQ;5;/a(C5+1),(C1+0);0;0;0;-1.15E-05;0.004778128
038_QC_2.cdf;Histidine;AccQ;6;/a(C6+1);0;0;0;-6.25E-07;0.004778128
039_A21.cdf;Histidine;AccQ;0;/a(C6+0);2882722.2;3518199.214;0.969256127;-3.20E-05;0.005123979
039_A21.cdf;Histidine;AccQ;1;/a(C1+1),(C5+0);653359.9;111593.8983;0.030743873;0.000485509;0.005123979
039_A21.cdf;Histidine;AccQ;2;/a(C2+1),(C4+0);77487.9;0;0;-0.002404054;0.005123979
039_A21.cdf;Histidine;AccQ;3;/a(C3+1),(C3+0);1259.7;0;0;-0.001993652;0.005123979
039_A21.cdf;Histidine;AccQ;4;/a(C4+1),(C2+0);0;0;0;-0.000182402;0.005123979
039_A21.cdf;Histidine;AccQ;5;/a(C5+1),(C1+0);0;0;0;-1.17E-05;0.005123979
039_A21.cdf;Histidine;AccQ;6;/a(C6+1);0;0;0;-6.37E-07;0.005123979
040_A22.cdf;Histidine;AccQ;0;/a(C6+0);4691120.8;5724936.04;0.967046375;-4.66E-08;0.005645212
040_A22.cdf;Histidine;AccQ;1;/a(C1+1),(C5+0);1066975.4;189653.702;0.032035978;-8.71E-06;0.005645212
040_A22.cdf;Histidine;AccQ;2;/a(C2+1),(C4+0);146832.3;5432.491964;0.000917647;0.000154533;0.005645212
040_A22.cdf;Histidine;AccQ;3;/a(C3+1),(C3+0);9539.6;0;0;-0.000871536;0.005645212
040_A22.cdf;Histidine;AccQ;4;/a(C4+1),(C2+0);0;0;0;-0.000198902;0.005645212
040_A22.cdf;Histidine;AccQ;5;/a(C5+1),(C1+0);0;0;0;-1.32E-05;0.005645212
040_A22.cdf;Histidine;AccQ;6;/a(C6+1);0;0;0;-7.37E-07;0.005645212
041_A23.cdf;Histidine;AccQ;0;/a(C6+0);3094259.4;3776375.445;0.968980029;-3.58E-05;0.005169995
041_A23.cdf;Histidine;AccQ;1;/a(C1+1),(C5+0);702472.3;120893.1581;0.031019971;0.000551059;0.005169995
041_A23.cdf;Histidine;AccQ;2;/a(C2+1),(C4+0);81745.8;0;0;-0.002814219;0.005169995
041_A23.cdf;Histidine;AccQ;3;/a(C3+1),(C3+0);3075.9;0;0;-0.001553997;0.005169995
041_A23.cdf;Histidine;AccQ;4;/a(C4+1),(C2+0);0;0;0;-0.000182802;0.005169995
041_A23.cdf;Histidine;AccQ;5;/a(C5+1),(C1+0);0;0;0;-1.18E-05;0.005169995
041_A23.cdf;Histidine;AccQ;6;/a(C6+1);0;0;0;-6.39E-07;0.005169995
042_A24.cdf;Histidine;AccQ;0;/a(C6+0);2411836;2943848.517;0.983816153;-8.63E-08;0.002712589
042_A24.cdf;Histidine;AccQ;1;/a(C1+1),(C5+0);508048.4;48152.17257;0.016092161;-1.53E-05;0.002712589
042_A24.cdf;Histidine;AccQ;2;/a(C2+1),(C4+0);66344.9;274.3474261;9.17E-05;0.00027441;0.002712589
042_A24.cdf;Histidine;AccQ;3;/a(C3+1),(C3+0);1612.1;0;0;-0.001570217;0.002712589
042_A24.cdf;Histidine;AccQ;4;/a(C4+1),(C2+0);0;0;0;-0.000161381;0.002712589
042_A24.cdf;Histidine;AccQ;5;/a(C5+1),(C1+0);0;0;0;-1.02E-05;0.002712589
042_A24.cdf;Histidine;AccQ;6;/a(C6+1);0;0;0;-5.48E-07;0.002712589
043_A25.cdf;Histidine;AccQ;0;/a(C6+0);3072743.9;3750257.672;0.973385243;-2.82E-05;0.004435793
043_A25.cdf;Histidine;AccQ;1;/a(C1+1),(C5+0);682791.4;102541.3071;0.026614757;0.000438921;0.004435793
043_A25.cdf;Histidine;AccQ;2;/a(C2+1),(C4+0);80548.4;0;0;-0.002301503;0.004435793
043_A25.cdf;Histidine;AccQ;3;/a(C3+1),(C3+0);5896.4;0;0;-0.000736862;0.004435793
043_A25.cdf;Histidine;AccQ;4;/a(C4+1),(C2+0);0;0;0;-0.000175939;0.004435793
043_A25.cdf;Histidine;AccQ;5;/a(C5+1),(C1+0);0;0;0;-1.13E-05;0.004435793
043_A25.cdf;Histidine;AccQ;6;/a(C6+1);0;0;0;-6.09E-07;0.004435793
044_A26.cdf;Histidine;AccQ;0;/a(C6+0);4039645.9;4929866.557;0.966292842;-1.01E-05;0.00561786
044_A26.cdf;Histidine;AccQ;1;/a(C1+1),(C5+0);926675.7;171968.3536;0.033707158;0.000158286;0.00561786
044_A26.cdf;Histidine;AccQ;2;/a(C2+1),(C4+0);118797.9;0;0;-0.000845237;0.00561786
044_A26.cdf;Histidine;AccQ;3;/a(C3+1),(C3+0);11494.7;0;0;-0.00012783;0.00561786
044_A26.cdf;Histidine;AccQ;4;/a(C4+1),(C2+0);0;0;0;-0.000186294;0.00561786
044_A26.cdf;Histidine;AccQ;5;/a(C5+1),(C1+0);0;0;0;-1.20E-05;0.00561786
044_A26.cdf;Histidine;AccQ;6;/a(C6+1);0;0;0;-6.55E-07;0.00561786
045_A27.cdf;Histidine;AccQ;0;/a(C6+0);3899132.2;4758611.988;0.970098306;-1.50E-05;0.004983616
045_A27.cdf;Histidine;AccQ;1;/a(C1+1),(C5+0);878957.3;146676.4349;0.029901694;0.000227999;0.004983616
045_A27.cdf;Histidine;AccQ;2;/a(C2+1),(C4+0);110381.9;0;0;-0.00113132;0.004983616
045_A27.cdf;Histidine;AccQ;3;/a(C3+1),(C3+0);6929.2;0;0;-0.000907991;0.004983616
045_A27.cdf;Histidine;AccQ;4;/a(C4+1),(C2+0);0;0;0;-0.000180749;0.004983616
045_A27.cdf;Histidine;AccQ;5;/a(C5+1),(C1+0);0;0;0;-1.16E-05;0.004983616
045_A27.cdf;Histidine;AccQ;6;/a(C6+1);0;0;0;-6.30E-07;0.004983616
046_A28.cdf;Histidine;AccQ;0;/a(C6+0);2463464.7;3006889.303;0.980591305;-3.44E-05;0.003234783
046_A28.cdf;Histidine;AccQ;1;/a(C1+1),(C5+0);529051;59514.9041;0.019408695;0.000522826;0.003234783
046_A28.cdf;Histidine;AccQ;2;/a(C2+1),(C4+0);60352.8;0;0;-0.002587911;0.003234783
046_A28.cdf;Histidine;AccQ;3;/a(C3+1),(C3+0);0;0;0;-0.002157346;0.003234783
046_A28.cdf;Histidine;AccQ;4;/a(C4+1),(C2+0);0;0;0;-0.000165345;0.003234783
046_A28.cdf;Histidine;AccQ;5;/a(C5+1),(C1+0);0;0;0;-1.05E-05;0.003234783
046_A28.cdf;Histidine;AccQ;6;/a(C6+1);0;0;0;-5.62E-07;0.003234783
047_A29.cdf;Histidine;AccQ;0;/a(C6+0);2711085.9;3308614.027;0.965682039;-3.54E-05;0.00571966
047_A29.cdf;Histidine;AccQ;1;/a(C1+1),(C5+0);625024;117579.9923;0.034317961;0.000545279;0.00571966
047_A29.cdf;Histidine;AccQ;2;/a(C2+1),(C4+0);73429.4;0;0;-0.002788929;0.00571966
047_A29.cdf;Histidine;AccQ;3;/a(C3+1),(C3+0);3065.4;0;0;-0.001501964;0.00571966
047_A29.cdf;Histidine;AccQ;4;/a(C4+1),(C2+0);0;0;0;-0.000187766;0.00571966
047_A29.cdf;Histidine;AccQ;5;/a(C5+1),(C1+0);0;0;0;-1.21E-05;0.00571966
047_A29.cdf;Histidine;AccQ;6;/a(C6+1);0;0;0;-6.61E-07;0.00571966
048_A30.cdf;Histidine;AccQ;0;/a(C6+0);4627422.7;5647298.396;0.968819529;-6.19E-06;0.005196745
048_A30.cdf;Histidine;AccQ;1;/a(C1+1),(C5+0);1048618.3;181752.5569;0.031180471;9.05E-05;0.005196745
048_A30.cdf;Histidine;AccQ;2;/a(C2+1),(C4+0);136350.9;0;0;-0.00040791;0.005196745
048_A30.cdf;Histidine;AccQ;3;/a(C3+1),(C3+0);9596.3;0;0;-0.000694143;0.005196745
048_A30.cdf;Histidine;AccQ;4;/a(C4+1),(C2+0);0;0;0;-0.000182528;0.005196745
048_A30.cdf;Histidine;AccQ;5;/a(C5+1),(C1+0);0;0;0;-1.17E-05;0.005196745
048_A30.cdf;Histidine;AccQ;6;/a(C6+1);0;0;0;-6.38E-07;0.005196745
049_QC_3.cdf;Histidine;AccQ;0;/a(C6+0);1959388.9;2391539.921;0.975829238;-4.86E-05;0.00402846
049_QC_3.cdf;Histidine;AccQ;1;/a(C1+1),(C5+0);431107.7;59237.14996;0.024170762;0.000746876;0.00402846
049_QC_3.cdf;Histidine;AccQ;2;/a(C2+1),(C4+0);46817.9;0;0;-0.003799235;0.00402846
049_QC_3.cdf;Histidine;AccQ;3;/a(C3+1),(C3+0);0;0;0;-0.002237691;0.00402846
049_QC_3.cdf;Histidine;AccQ;4;/a(C4+1),(C2+0);0;0;0;-0.000172721;0.00402846
049_QC_3.cdf;Histidine;AccQ;5;/a(C5+1),(C1+0);0;0;0;-1.10E-05;0.00402846
049_QC_3.cdf;Histidine;AccQ;6;/a(C6+1);0;0;0;-5.94E-07;0.00402846
050_A31.cdf;Histidine;AccQ;0;/a(C6+0);1576312.5;1924271.619;0.988148513;-6.99E-05;0.001975248
050_A31.cdf;Histidine;AccQ;1;/a(C1+1),(C5+0);327323.2;23079.00134;0.011851487;0.001086444;0.001975248
050_A31.cdf;Histidine;AccQ;2;/a(C2+1),(C4+0);30444.9;0;0;-0.005674061;0.001975248
050_A31.cdf;Histidine;AccQ;3;/a(C3+1),(C3+0);0;0;0;-0.002038605;0.001975248
050_A31.cdf;Histidine;AccQ;4;/a(C4+1),(C2+0);0;0;0;-0.000154309;0.001975248
050_A31.cdf;Histidine;AccQ;5;/a(C5+1),(C1+0);0;0;0;-9.67E-06;0.001975248
050_A31.cdf;Histidine;AccQ;6;/a(C6+1);0;0;0;-5.13E-07;0.001975248
051_A32.cdf;Histidine;AccQ;0;/a(C6+0);1218008.6;1485775.842;1;0.000640534;0
051_A32.cdf;Histidine;AccQ;1;/a(C1+1),(C5+0);232523;0;0;-0.002684766;0
051_A32.cdf;Histidine;AccQ;2;/a(C2+1),(C4+0);22277.7;0;0;-0.004765988;0
051_A32.cdf;Histidine;AccQ;3;/a(C3+1),(C3+0);0;0;0;-0.001847772;0
051_A32.cdf;Histidine;AccQ;4;/a(C4+1),(C2+0);0;0;0;-0.000136639;0
051_A32.cdf;Histidine;AccQ;5;/a(C5+1),(C1+0);0;0;0;-8.38E-06;0
051_A32.cdf;Histidine;AccQ;6;/a(C6+1);0;0;0;-4.35E-07;0
052_A33.cdf;Histidine;AccQ;0;/a(C6+0);1611544.2;1967229.987;0.988394426;-4.69E-05;0.001934262
052_A33.cdf;Histidine;AccQ;1;/a(C1+1),(C5+0);333503.8;23098.90973;0.011605574;0.000721324;0.001934262
052_A33.cdf;Histidine;AccQ;2;/a(C2+1),(C4+0);34972.6;0;0;-0.003685042;0.001934262
052_A33.cdf;Histidine;AccQ;3;/a(C3+1),(C3+0);0;0;0;-0.002031227;0.001934262
052_A33.cdf;Histidine;AccQ;4;/a(C4+1),(C2+0);0;0;0;-0.000153684;0.001934262
052_A33.cdf;Histidine;AccQ;5;/a(C5+1),(C1+0);0;0;0;-9.63E-06;0.001934262
052_A33.cdf;Histidine;AccQ;6;/a(C6+1);0;0;0;-5.11E-07;0.001934262
053_A34.cdf;Histidine;AccQ;0;/a(C6+0);1194249.7;1455871.593;1;0.001168366;0
053_A34.cdf;Histidine;AccQ;1;/a(C1+1),(C5+0);224205.8;0;0;-0.005222896;0
053_A34.cdf;Histidine;AccQ;2;/a(C2+1),(C4+0);19782.2;0;0;-0.00620567;0
053_A34.cdf;Histidine;AccQ;3;/a(C3+1),(C3+0);0;0;0;-0.001854104;0
053_A34.cdf;Histidine;AccQ;4;/a(C4+1),(C2+0);0;0;0;-0.000137107;0
053_A34.cdf;Histidine;AccQ;5;/a(C5+1),(C1+0);0;0;0;-8.41E-06;0
053_A34.cdf;Histidine;AccQ;6;/a(C6+1);0;0;0;-4.37E-07;0
054_A35.cdf;Histidine;AccQ;0;/a(C6+0);1708645.7;2085704.998;0.988569856;-2.28E-05;0.001905024
054_A35.cdf;Histidine;AccQ;1;/a(C1+1),(C5+0);352481;24115.55171;0.011430144;0.000339574;0.001905024
054_A35.cdf;Histidine;AccQ;2;/a(C2+1),(C4+0);41383.2;0;0;-0.001605267;0.001905024
054_A35.cdf;Histidine;AccQ;3;/a(C3+1),(C3+0);0;0;0;-0.002024865;0.001905024
054_A35.cdf;Histidine;AccQ;4;/a(C4+1),(C2+0);0;0;0;-0.000153155;0.001905024
054_A35.cdf;Histidine;AccQ;5;/a(C5+1),(C1+0);0;0;0;-9.60E-06;0.001905024
054_A35.cdf;Histidine;AccQ;6;/a(C6+1);0;0;0;-5.09E-07;0.001905024
055_A36.cdf;Histidine;AccQ;0;/a(C6+0);1229499.5;1500982.464;0.997373275;-3.66E-05;0.000437787
055_A36.cdf;Histidine;AccQ;1;/a(C1+1),(C5+0);242983.4;3953.05173;0.002626725;0.000560274;0.000437787
055_A36.cdf;Histidine;AccQ;2;/a(C2+1),(C4+0);25958.6;0;0;-0.002825357;0.000437787
055_A36.cdf;Histidine;AccQ;3;/a(C3+1),(C3+0);0;0;0;-0.001882561;0.000437787
055_A36.cdf;Histidine;AccQ;4;/a(C4+1),(C2+0);0;0;0;-0.000139998;0.000437787
055_A36.cdf;Histidine;AccQ;5;/a(C5+1),(C1+0);0;0;0;-8.63E-06;0.000437787
055_A36.cdf;Histidine;AccQ;6;/a(C6+1);0;0;0;-4.51E-07;0.000437787
056_A37.cdf;Histidine;AccQ;0;/a(C6+0);1351831.5;1650359.558;0.999378386;-3.65E-05;0.000103602
056_A37.cdf;Histidine;AccQ;1;/a(C1+1),(C5+0);264435.1;1026.524519;0.000621614;0.000559297;0.000103602
056_A37.cdf;Histidine;AccQ;2;/a(C2+1),(C4+0);28053.4;0;0;-0.002824025;0.000103602
056_A37.cdf;Histidine;AccQ;3;/a(C3+1),(C3+0);0;0;0;-0.001849688;0.000103602
056_A37.cdf;Histidine;AccQ;4;/a(C4+1),(C2+0);0;0;0;-0.000136967;0.000103602
056_A37.cdf;Histidine;AccQ;5;/a(C5+1),(C1+0);0;0;0;-8.41E-06;0.000103602
056_A37.cdf;Histidine;AccQ;6;/a(C6+1);0;0;0;-4.37E-07;0.000103602
057_A38.cdf;Histidine;AccQ;0;/a(C6+0);710986.5;865834.3243;1;0.002045481;0
057_A38.cdf;Histidine;AccQ;1;/a(C1+1),(C5+0);129531.1;0;0;-0.009711806;0
057_A38.cdf;Histidine;AccQ;2;/a(C2+1),(C4+0);11611.4;0;0;-0.006409182;0
057_A38.cdf;Histidine;AccQ;3;/a(C3+1),(C3+0);0;0;0;-0.001861106;0
057_A38.cdf;Histidine;AccQ;4;/a(C4+1),(C2+0);0;0;0;-0.000137625;0
057_A38.cdf;Histidine;AccQ;5;/a(C5+1),(C1+0);0;0;0;-8.44E-06;0
057_A38.cdf;Histidine;AccQ;6;/a(C6+1);0;0;0;-4.38E-07;0
058_A39.cdf;Histidine;AccQ;0;/a(C6+0);1203340.4;1464150.104;1;0.002776096;0
058_A39.cdf;Histidine;AccQ;1;/a(C1+1),(C5+0);213599.6;0;0;-0.013523277;0
058_A39.cdf;Histidine;AccQ;2;/a(C2+1),(C4+0);20254.6;0;0;-0.005995059;0
058_A39.cdf;Histidine;AccQ;3;/a(C3+1),(C3+0);0;0;0;-0.001866;0
058_A39.cdf;Histidine;AccQ;4;/a(C4+1),(C2+0);0;0;0;-0.000137987;0
058_A39.cdf;Histidine;AccQ;5;/a(C5+1),(C1+0);0;0;0;-8.47E-06;0
058_A39.cdf;Histidine;AccQ;6;/a(C6+1);0;0;0;-4.39E-07;0
059_A40.cdf;Histidine;AccQ;0;/a(C6+0);873849.6;1062665.421;1;0.003231849;0
059_A40.cdf;Histidine;AccQ;1;/a(C1+1),(C5+0);152211.8;0;0;-0.016214671;0
059_A40.cdf;Histidine;AccQ;2;/a(C2+1),(C4+0);17610.1;0;0;-0.003204016;0
059_A40.cdf;Histidine;AccQ;3;/a(C3+1),(C3+0);0;0;0;-0.001864981;0
059_A40.cdf;Histidine;AccQ;4;/a(C4+1),(C2+0);0;0;0;-0.000137912;0
059_A40.cdf;Histidine;AccQ;5;/a(C5+1),(C1+0);0;0;0;-8.46E-06;0
059_A40.cdf;Histidine;AccQ;6;/a(C6+1);0;0;0;-4.39E-07;0
060_QC_4.cdf;Histidine;AccQ;0;/a(C6+0);1936744.6;2363649.94;0.968636773;-2.47E-05;0.005227205
060_QC_4.cdf;Histidine;AccQ;1;/a(C1+1),(C5+0);439943.4;76531.98004;0.031363227;0.000366895;0.005227205
060_QC_4.cdf;Histidine;AccQ;2;/a(C2+1),(C4+0);53965;0;0;-0.001714486;0.005227205
060_QC_4.cdf;Histidine;AccQ;3;/a(C3+1),(C3+0);0;0;0;-0.002351751;0.005227205
060_QC_4.cdf;Histidine;AccQ;4;/a(C4+1),(C2+0);0;0;0;-0.000183297;0.005227205
060_QC_4.cdf;Histidine;AccQ;5;/a(C5+1),(C1+0);0;0;0;-1.18E-05;0.005227205
060_QC_4.cdf;Histidine;AccQ;6;/a(C6+1);0;0;0;-6.41E-07;0.005227205
061_A41.cdf;Histidine;AccQ;0;/a(C6+0);398329.8;483578.5371;1;0.004749467;0
061_A41.cdf;Histidine;AccQ;1;/a(C1+1),(C5+0);66789;0;0;-0.021881951;0
061_A41.cdf;Histidine;AccQ;2;/a(C2+1),(C4+0);0;0;0;-0.020500967;0
061_A41.cdf;Histidine;AccQ;3;/a(C3+1),(C3+0);0;0;0;-0.001904341;0
061_A41.cdf;Histidine;AccQ;4;/a(C4+1),(C2+0);0;0;0;-0.000140822;0
061_A41.cdf;Histidine;AccQ;5;/a(C5+1),(C1+0);0;0;0;-8.64E-06;0
061_A41.cdf;Histidine;AccQ;6;/a(C6+1);0;0;0;-4.48E-07;0
062_A42.cdf;Histidine;AccQ;0;/a(C6+0);714327.8;868886.9072;1;0.0030311;0
062_A42.cdf;Histidine;AccQ;1;/a(C1+1),(C5+0);125584.7;0;0;-0.014907891;0
062_A42.cdf;Histidine;AccQ;2;/a(C2+1),(C4+0);12519.5;0;0;-0.005412211;0
062_A42.cdf;Histidine;AccQ;3;/a(C3+1),(C3+0);0;0;0;-0.001867004;0
062_A42.cdf;Histidine;AccQ;4;/a(C4+1),(C2+0);0;0;0;-0.000138061;0
062_A42.cdf;Histidine;AccQ;5;/a(C5+1),(C1+0);0;0;0;-8.47E-06;0
062_A42.cdf;Histidine;AccQ;6;/a(C6+1);0;0;0;-4.40E-07;0
063_A43.cdf;Histidine;AccQ;0;/a(C6+0);837559.8;1017281.557;1;0.004300237;0
063_A43.cdf;Histidine;AccQ;1;/a(C1+1),(C5+0);141029.2;0;0;-0.021083579;0
063_A43.cdf;Histidine;AccQ;2;/a(C2+1),(C4+0);11853;0;0;-0.008285335;0
063_A43.cdf;Histidine;AccQ;3;/a(C3+1),(C3+0);0;0;0;-0.001881282;0
063_A43.cdf;Histidine;AccQ;4;/a(C4+1),(C2+0);0;0;0;-0.000139117;0
063_A43.cdf;Histidine;AccQ;5;/a(C5+1),(C1+0);0;0;0;-8.53E-06;0
063_A43.cdf;Histidine;AccQ;6;/a(C6+1);0;0;0;-4.43E-07;0
064_A44.cdf;Histidine;AccQ;0;/a(C6+0);662339.8;806115.25;1;0.002561506;0
064_A44.cdf;Histidine;AccQ;1;/a(C1+1),(C5+0);119305.1;0;0;-0.011437624;0
064_A44.cdf;Histidine;AccQ;2;/a(C2+1),(C4+0);4950.4;0;0;-0.013914253;0
064_A44.cdf;Histidine;AccQ;3;/a(C3+1),(C3+0);0;0;0;-0.0018771;0
064_A44.cdf;Histidine;AccQ;4;/a(C4+1),(C2+0);0;0;0;-0.000138808;0
064_A44.cdf;Histidine;AccQ;5;/a(C5+1),(C1+0);0;0;0;-8.52E-06;0
064_A44.cdf;Histidine;AccQ;6;/a(C6+1);0;0;0;-4.42E-07;0
065_A45.cdf;Histidine;AccQ;0;/a(C6+0);167454.6;202756.103;1;0.007081526;0
065_A45.cdf;Histidine;AccQ;1;/a(C1+1),(C5+0);25729.6;0;0;-0.033859947;0
065_A45.cdf;Histidine;AccQ;2;/a(C2+1),(C4+0);0;0;0;-0.020695387;0
065_A45.cdf;Histidine;AccQ;3;/a(C3+1),(C3+0);0;0;0;-0.001922401;0
065_A45.cdf;Histidine;AccQ;4;/a(C4+1),(C2+0);0;0;0;-0.000142158;0
065_A45.cdf;Histidine;AccQ;5;/a(C5+1),(C1+0);0;0;0;-8.72E-06;0
065_A45.cdf;Histidine;AccQ;6;/a(C6+1);0;0;0;-4.53E-07;0
066_A46.cdf;Histidine;AccQ;0;/a(C6+0);499081.3;606753.1262;1;0.003506012;0
066_A46.cdf;Histidine;AccQ;1;/a(C1+1),(C5+0);87192.5;0;0;-0.015940726;0
066_A46.cdf;Histidine;AccQ;2;/a(C2+1),(C4+0);2078.5;0;0;-0.016802328;0
066_A46.cdf;Histidine;AccQ;3;/a(C3+1),(C3+0);0;0;0;-0.001888932;0
066_A46.cdf;Histidine;AccQ;4;/a(C4+1),(C2+0);0;0;0;-0.000139683;0
066_A46.cdf;Histidine;AccQ;5;/a(C5+1),(C1+0);0;0;0;-8.57E-06;0
066_A46.cdf;Histidine;AccQ;6;/a(C6+1);0;0;0;-4.45E-07;0
067_A47.cdf;Histidine;AccQ;0;/a(C6+0);450766.8;547432.7678;1;0.004400592;0
067_A47.cdf;Histidine;AccQ;1;/a(C1+1),(C5+0);75784.6;0;0;-0.021333705;0
067_A47.cdf;Histidine;AccQ;2;/a(C2+1),(C4+0);5245.2;0;0;-0.01043498;0
067_A47.cdf;Histidine;AccQ;3;/a(C3+1),(C3+0);0;0;0;-0.001885502;0
067_A47.cdf;Histidine;AccQ;4;/a(C4+1),(C2+0);0;0;0;-0.000139429;0
067_A47.cdf;Histidine;AccQ;5;/a(C5+1),(C1+0);0;0;0;-8.55E-06;0
067_A47.cdf;Histidine;AccQ;6;/a(C6+1);0;0;0;-4.44E-07;0
068_A48.cdf;Histidine;AccQ;0;/a(C6+0);482749.5;586537.0317;1;0.004036462;0
068_A48.cdf;Histidine;AccQ;1;/a(C1+1),(C5+0);82755.9;0;0;-0.01867297;0
068_A48.cdf;Histidine;AccQ;2;/a(C2+1),(C4+0);2039.8;0;0;-0.016784143;0
068_A48.cdf;Histidine;AccQ;3;/a(C3+1),(C3+0);0;0;0;-0.001892939;0
068_A48.cdf;Histidine;AccQ;4;/a(C4+1),(C2+0);0;0;0;-0.000139979;0
068_A48.cdf;Histidine;AccQ;5;/a(C5+1),(C1+0);0;0;0;-8.59E-06;0
068_A48.cdf;Histidine;AccQ;6;/a(C6+1);0;0;0;-4.46E-07;0
069_A49.cdf;Histidine;AccQ;0;/a(C6+0);713377.3;868295.188;1;0.002502517;0
069_A49.cdf;Histidine;AccQ;1;/a(C1+1),(C5+0);128937.2;0;0;-0.010942593;0
069_A49.cdf;Histidine;AccQ;2;/a(C2+1),(C4+0);4037.4;0;0;-0.01545926;0
069_A49.cdf;Histidine;AccQ;3;/a(C3+1),(C3+0);0;0;0;-0.001879136;0
069_A49.cdf;Histidine;AccQ;4;/a(C4+1),(C2+0);0;0;0;-0.000138958;0
069_A49.cdf;Histidine;AccQ;5;/a(C5+1),(C1+0);0;0;0;-8.52E-06;0
069_A49.cdf;Histidine;AccQ;6;/a(C6+1);0;0;0;-4.42E-07;0
070_A50.cdf;Histidine;AccQ;0;/a(C6+0);1069224.3;1302938.466;1;0.001494294;0
070_A50.cdf;Histidine;AccQ;1;/a(C1+1),(C5+0);197652.9;0;0;-0.007531169;0
070_A50.cdf;Histidine;AccQ;2;/a(C2+1),(C4+0);24253.1;0;0;-0.001114322;0
070_A50.cdf;Histidine;AccQ;3;/a(C3+1),(C3+0);0;0;0;-0.001848398;0
070_A50.cdf;Histidine;AccQ;4;/a(C4+1),(C2+0);0;0;0;-0.000136685;0
070_A50.cdf;Histidine;AccQ;5;/a(C5+1),(C1+0);0;0;0;-8.39E-06;0
070_A50.cdf;Histidine;AccQ;6;/a(C6+1);0;0;0;-4.35E-07;0
071_QC_5.cdf;Histidine;AccQ;0;/a(C6+0);1902820.6;2322304.761;0.969465772;-3.71E-05;0.005089038
071_QC_5.cdf;Histidine;AccQ;1;/a(C1+1),(C5+0);431029.1;73143.15383;0.030534228;0.000562525;0.005089038
071_QC_5.cdf;Histidine;AccQ;2;/a(C2+1),(C4+0);50174.2;0;0;-0.002782076;0.005089038
071_QC_5.cdf;Histidine;AccQ;3;/a(C3+1),(C3+0);0;0;0;-0.002340224;0.005089038
071_QC_5.cdf;Histidine;AccQ;4;/a(C4+1),(C2+0);0;0;0;-0.000182204;0.005089038
071_QC_5.cdf;Histidine;AccQ;5;/a(C5+1),(C1+0);0;0;0;-1.17E-05;0.005089038
