Compound;Time;Labeling;Treatment;N;mean;sd;se
368;Phenylalanine;15min;L;Fe;4;12037130.25;1639694.99264353;819847.496321763
369;Phenylalanine;15min;L;P;5;36535768;7402102.86169883;3310321.03504086
370;Phenylalanine;15min;U;C;5;21032016;3581702.81028172;1601786.19179839
371;Phenylalanine;15min;U;Fe;5;8989657;4070371.1458383;1820325.31514963
372;Phenylalanine;15min;U;P;5;34128736;5760876.96296579;2576342.49984081
373;Phenylalanine;30min;L;C;5;12119012;3122463.77251522;1396408.2505249
374;Phenylalanine;30min;L;Fe;5;10860224.8;2971047.59119199;1328692.87565846
375;Phenylalanine;30min;L;P;5;28066082;10369358.2234085;4637317.97411758
376;Phenylalanine;30min;U;C;5;14832790;2981247.03412012;1333254.20520244
377;Phenylalanine;30min;U;Fe;5;10981170.4;5589259.39715118;2499592.79118191
378;Phenylalanine;30min;U;P;5;30474158;5868949.21194331;2624673.87887981
379;Phenylalanine;60min;L;C;5;11045835.4;2405379.78737263;1075718.54325384
380;Phenylalanine;60min;L;Fe;5;12387590;1699413.89093417;760000.996407242
381;Phenylalanine;60min;L;P;5;34456098;4417628.76662582;1975623.64430678
382;Phenylalanine;60min;U;C;5;11102295;2408487.62625013;1077108.41105248
383;Phenylalanine;60min;U;Fe;5;10593525;1396673.18879543;624611.238499597
384;Phenylalanine;60min;U;P;5;21825932;7121498.16696038;3184830.80059271
385;Proline;120min;L;C;5;5217574.4;1590398.56660015;711247.861247231
386;Proline;120min;L;Fe;5;4983374.6;1593447.73977445;712611.492945813
387;Proline;120min;L;P;5;5992197.6;3395678.01891409;1518593.37599874
388;Proline;120min;U;C;5;8893665.4;7000560.37505536;3130745.77584304
389;Proline;120min;U;Fe;5;3456408.2;548763.621150491;245414.552094288
390;Proline;120min;U;P;5;4116393.2;1928545.92294835;862471.956288516
391;Proline;15min;L;C;5;11022335;3545340.45858462;1585524.4537551
392;Proline;15min;L;Fe;4;6993635;1533005.61439089;766502.807195447
393;Proline;15min;L;P;5;5343043.4;809121.402568428;361850.091638596
394;Proline;15min;U;C;5;11681211;8010600.33982778;3582449.38008757
395;Proline;15min;U;Fe;5;6142019.6;2944863.72154151;1316983.09316796
396;Proline;15min;U;P;5;5772848.2;2754209.01128486;1231719.71469508
397;Proline;30min;L;C;5;5708037.4;1532667.76116003;685429.860175248
398;Proline;30min;L;Fe;5;4062511.8;1372573.55930063;613833.556543009
399;Proline;30min;L;P;5;5686916.2;4156213.2840752;1858715.08643596
400;Proline;30min;U;C;5;7146240.6;1986852.36887767;888547.39161339
401;Proline;30min;U;Fe;5;3729213.8;1684060.76539616;753134.869933228
402;Proline;30min;U;P;5;6700484.2;3008055.40645891;1345243.27378558
403;Proline;60min;L;C;5;5557325.4;962165.123559257;430293.324371597
404;Proline;60min;L;Fe;5;3851604.2;1444933.88030878;646194.075872597
405;Proline;60min;L;P;5;7531788;2856539.92614115;1277483.49105877
406;Proline;60min;U;C;5;4029683.2;1072301.3039378;479547.721593315
407;Proline;60min;U;Fe;5;4777785.2;1866146.77797077;834566.210306971
408;Proline;60min;U;P;5;3968554.8;1569301.05165857;701812.765734095
409;Serine;120min;L;C;5;11991963;2547133.88486353;1139112.9028696
410;Serine;120min;L;Fe;5;7233592.6;1558859.27444552;697143.061003235
411;Serine;120min;L;P;5;6459510.4;1833547.29793024;819987.279626617
412;Serine;120min;U;C;5;13035109.2;3420208.47003121;1529563.72724207
413;Serine;120min;U;Fe;5;6698232.4;700171.723152471;313126.313778418
414;Serine;120min;U;P;5;8545176.6;2241996.37162882;1002651.25845399
415;Serine;15min;L;C;5;12401771;2782747.96439688;1244482.72252812
416;Serine;15min;L;Fe;4;8388391.5;1210610.79493769;605305.397468845
417;Serine;15min;L;P;5;9611734.4;1468583.37067778;656770.449492256
418;Serine;15min;U;C;5;15090950;3179858.45372872;1422075.93227296
419;Serine;15min;U;Fe;5;7066865;3083107.19831901;1378807.45547205
420;Serine;15min;U;P;5;10033955.2;2133916.3847525;954316.418921439
421;Serine;30min;L;C;5;10738120.8;1324229.6897303;592213.52081208
422;Serine;30min;L;Fe;5;7926986.4;1716684.87391594;767724.814804341
423;Serine;30min;L;P;5;8696401.6;1701605.92947348;760981.305843882
424;Serine;30min;U;C;5;13554608;3195554.26186444;1429095.31106361
425;Serine;30min;U;Fe;5;8649080.6;3332929.11058198;1490531.21108985
426;Serine;30min;U;P;5;9394613;2165603.61848654;968487.380651085
427;Serine;60min;L;C;5;9804403.6;1652159.2753469;738868.089866493
428;Serine;60min;L;Fe;5;7967607;1588791.92122537;710529.347592483
429;Serine;60min;L;P;5;11493892;3578655.0742668;1600423.20281702
430;Serine;60min;U;C;5;12080052.8;3352602.32697306;1499329.34092715
431;Serine;60min;U;Fe;5;9471064.8;1590214.56395315;711165.572761885
432;Serine;60min;U;P;5;7516819.8;1120653.99216226;501171.701146264
433;Threonine;120min;L;C;5;17943536;3675229.65937232;1643612.67025598
434;Threonine;120min;L;Fe;5;14181456;2825631.4589893;1263660.8043324
435;Threonine;120min;L;P;5;45930070;17625567.0492044;7882393.21280028
436;Threonine;120min;U;C;5;25330672;3656233.9962207;1635117.55143904
437;Threonine;120min;U;Fe;5;13202528;926871.911307059;414509.720023548
438;Threonine;120min;U;P;5;48946340;12886695.8317813;5763105.57704524
439;Threonine;15min;L;C;5;22626236;4395530.39054788;1965740.95008625
440;Threonine;15min;L;Fe;4;15490817.5;2507578.98070862;1253789.49035431
441;Threonine;15min;L;P;5;51984702;7559077.06325448;3380522.0321193
442;Threonine;15min;U;C;5;22898948;4851490.90301322;2169652.69027188
443;Threonine;15min;U;Fe;5;13756086.4;7337444.39991574;3281404.89186735
444;Threonine;15min;U;P;5;51383486;11630509.0087635;5201321.7513038
445;Threonine;30min;L;C;5;21582002;4278952.19392785;1913605.59561891
446;Threonine;30min;L;Fe;5;15785030;4394349.43792594;1965212.81201808
447;Threonine;30min;L;P;5;46649124;11820135.75066;5286125.40835024
448;Threonine;30min;U;C;5;19873748;3524612.21731838;1576254.50245003
449;Threonine;30min;U;Fe;5;16623311;7485292.42015501;3347524.5365861
450;Threonine;30min;U;P;5;51551356;8676918.9029073;3880436.10043072
451;Threonine;60min;L;C;5;18627772;5180105.67698382;2316613.68487368
452;Threonine;60min;L;Fe;5;18022650;4576524.35649588;2046683.91236165
453;Threonine;60min;L;P;5;55467042;10690765.0892123;4781055.49419205
454;Threonine;60min;U;C;5;17210486.8;6215937.07147854;2779851.5671374
455;Threonine;60min;U;Fe;5;16607052;2770660.75723283;1239077.15915273
456;Threonine;60min;U;P;5;39835390;8490762.76996066;3797184.54689129
457;Tryptophan;120min;L;C;5;4732291.8;1385720.85796714;619713.207250773
458;Tryptophan;120min;L;Fe;5;3609297.2;1443158.43180286;645400.071162639
459;Tryptophan;120min;L;P;5;17551397.2;7674071.86942689;3431949.27285149
460;Tryptophan;120min;U;C;5;5490136.8;3750052.41633476;1677074.42442237
461;Tryptophan;120min;U;Fe;5;2835743.2;521999.418941918;233445.236993904
462;Tryptophan;120min;U;P;5;14369660;1921157.53500331;859167.768750667
463;Tryptophan;15min;L;C;5;8160474.2;5010803.58981303;2240899.48974438
464;Tryptophan;15min;L;Fe;4;2850798.25;691547.4750839;345773.73754195
465;Tryptophan;15min;L;P;5;16357676;4157277.45470879;1859190.99801123
466;Tryptophan;15min;U;C;5;7088321.8;7107934.74794354;3178765.05520692
467;Tryptophan;15min;U;Fe;5;2449235.2;691629.161514825;309305.964073666
468;Tryptophan;15min;U;P;5;19236246;5070061.98947113;2267400.65171906
469;Tryptophan;30min;L;C;5;5405701.6;3414605.29550639;1527057.91141661
470;Tryptophan;30min;L;Fe;5;3533866.6;2288554.57545605;1023472.72018758
471;Tryptophan;30min;L;P;5;14879982;3877007.87560072;1733850.63182905
472;Tryptophan;30min;U;C;5;6322186;1728261.20493446;772901.907421828
473;Tryptophan;30min;U;Fe;5;2997040.4;1641524.10923989;734111.898993035
474;Tryptophan;30min;U;P;5;18945624;5153889.97025839;2304889.66441042
475;Tryptophan;60min;L;C;5;6623025.4;4364078.58205032;1951675.27372308
476;Tryptophan;60min;L;Fe;5;4149387.8;1567374.03041415;700950.975634773
477;Tryptophan;60min;L;P;5;16031702;4002957.41269752;1790176.97716567
478;Tryptophan;60min;U;C;5;3976689.2;1708001.34611823;763841.423116304
479;Tryptophan;60min;U;Fe;5;3148349.4;1808683.85255779;808868.008825086
480;Tryptophan;60min;U;P;5;14128158;3569013.09138395;1596111.17698423
481;Tyrosine;120min;L;C;5;9037634;1884910.41382714;842957.563362949
482;Tyrosine;120min;L;Fe;5;3314352.8;1096694.53973871;490456.70828172
483;Tyrosine;120min;L;P;5;34101124;15155924.8606751;6777935.65006972
484;Tyrosine;120min;U;C;5;6539652.6;2305635.9976081;1031111.76440445
485;Tyrosine;120min;U;Fe;5;2578832.4;343231.286034359;153497.6975155
486;Tyrosine;120min;U;P;5;25446586;10247588.7371386;4582861.00434063
487;Tyrosine;15min;L;C;5;10211308.2;5897715.50227897;2637538.55501002
488;Tyrosine;15min;L;Fe;4;4318177.25;1143693.57269372;571846.786346858
489;Tyrosine;15min;L;P;5;46905926;6579914.68764451;2942627.30554449
490;Tyrosine;15min;U;C;5;4786808.6;837458.508383132;374522.830616052
491;Tyrosine;15min;U;Fe;5;1917867.2;866695.981136811;387598.225929557
492;Tyrosine;15min;U;P;5;33671470;5894226.04700142;2635978.02316901
493;Tyrosine;30min;L;C;5;7082075.4;2302889.12633507;1029883.32622606
494;Tyrosine;30min;L;Fe;5;4150618;319332.146690558;142809.677480204
495;Tyrosine;30min;L;P;5;35933636;11126689.1865114;4976006.67711027
496;Tyrosine;30min;U;C;5;6255363.6;1655233.94971128;740243.126043978
497;Tyrosine;30min;U;Fe;5;1888449;707561.777549141;316431.246576093
498;Tyrosine;30min;U;P;5;33312426;3624634.67599564;1620985.90582583
499;Tyrosine;60min;L;C;5;7419699.4;1717237.42861792;767971.924779324
500;Tyrosine;60min;L;Fe;5;4441023.2;1055800.03441263;472168.129518649
501;Tyrosine;60min;L;P;5;48025190;11699894.6554275;5232351.95582445
502;Tyrosine;60min;U;C;5;4560284.4;1796685.85203752;803502.339873606
503;Tyrosine;60min;U;Fe;5;3080541.6;801371.599612377;358384.274394204
504;Tyrosine;60min;U;P;5;20451304;8117744.69794906;3630365.79372052
505;Valine;120min;L;C;5;20496402;4932266.55789912;2205776.66132227
506;Valine;120min;L;Fe;5;10927909.8;2811887.71482668;1257514.4150898
507;Valine;120min;L;P;5;38264236;17337471.7816736;7753553.09236133
508;Valine;120min;U;C;5;28986786;12859084.9641403;5750757.62165265
509;Valine;120min;U;Fe;5;9947032.8;1626228.37481477;727271.438604968
510;Valine;120min;U;P;5;40307158;10422355.652477;4661019.14492356
511;Valine;15min;L;C;5;35679400;12048796.713303;5388385.69960429
512;Valine;15min;L;Fe;4;10792907.75;1732377.31583324;866188.65791662
513;Valine;15min;L;P;5;48488038;7156757.98832614;3200599.47208238
514;Valine;15min;U;C;5;32692012;11322587.0937132;5063614.88454088
515;Valine;15min;U;Fe;5;8750867.8;3836596.91697919;1715778.30172632
516;Valine;15min;U;P;5;46791008;11758355.5301377;5258496.4537997
517;Valine;30min;L;C;5;24455492;8997778.28204941;4023928.77702675
518;Valine;30min;L;Fe;5;10586771.2;2716459.63270894;1214837.67937426
519;Valine;30min;L;P;5;38623704;11580592.8341722;5178998.55939119
520;Valine;30min;U;C;5;28517838;6150275.77934274;2750486.94459617
521;Valine;30min;U;Fe;5;9263309.2;3998318.6923329;1788102.47835289
522;Valine;30min;U;P;5;43521658;10587349.3084492;4734806.55104556
523;Valine;60min;L;C;5;22362840;7807024.26549002;3491407.39192521
524;Valine;60min;L;Fe;5;10301067.6;1742377.73010412;779215.009398921
525;Valine;60min;L;P;5;50639894;12128791.744495;5424160.56512581
526;Valine;60min;U;C;5;16866259.8;6918606.25023423;3094094.77701573
527;Valine;60min;U;Fe;5;12178736.8;2830099.69528305;1265659.06035087
528;Valine;60min;U;P;5;30810868;5781162.13113505;2585414.30283311
