sample;metabolite;derivative;isotopologue
032_O14.cdf;Aconitate;3NPH;5
032_O14.cdf;Aconitate;3NPH;6
032_O14.cdf;Glycerate;NPH;0
032_O14.cdf;Glycerate;NPH;1
032_O14.cdf;Glycerate;NPH;2
032_O14.cdf;Glycerate;NPH;3
032_O14.cdf;Glycolate;NPH;0
032_O14.cdf;Glycolate;NPH;1
032_O14.cdf;Glycolate;NPH;2
032_O14.cdf;Hydroxyglutarate;2NPH;0
032_O14.cdf;Hydroxyglutarate;2NPH;1
032_O14.cdf;Hydroxyglutarate;2NPH;2
032_O14.cdf;Hydroxyglutarate;2NPH;3
032_O14.cdf;Hydroxyglutarate;2NPH;4
032_O14.cdf;Hydroxyglutarate;2NPH;5
032_O14.cdf;Oxalate;2NPH;0
032_O14.cdf;Oxalate;2NPH;1
032_O14.cdf;Oxalate;2NPH;2
032_O14.cdf;Itaconate;2NPH;0
032_O14.cdf;Itaconate;2NPH;1
032_O14.cdf;Itaconate;2NPH;2
032_O14.cdf;Itaconate;2NPH;3
032_O14.cdf;Itaconate;2NPH;4
032_O14.cdf;Itaconate;2NPH;5
033_O15.cdf;Lactate;NPH;0
033_O15.cdf;Lactate;NPH;1
033_O15.cdf;Lactate;NPH;2
033_O15.cdf;Lactate;NPH;3
033_O15.cdf;Pyruvate;2NPH;0
033_O15.cdf;Pyruvate;2NPH;1
033_O15.cdf;Pyruvate;2NPH;2
033_O15.cdf;Pyruvate;2NPH;3
033_O15.cdf;Fumarate;2NPH;0
033_O15.cdf;Fumarate;2NPH;1
033_O15.cdf;Fumarate;2NPH;2
033_O15.cdf;Fumarate;2NPH;3
033_O15.cdf;Fumarate;2NPH;4
033_O15.cdf;Succinate;2NPH;0
033_O15.cdf;Succinate;2NPH;1
033_O15.cdf;Succinate;2NPH;2
033_O15.cdf;Succinate;2NPH;3
033_O15.cdf;Succinate;2NPH;4
033_O15.cdf;Malate;2NPH;0
033_O15.cdf;Malate;2NPH;1
033_O15.cdf;Malate;2NPH;2
033_O15.cdf;Malate;2NPH;3
033_O15.cdf;Malate;2NPH;4
033_O15.cdf;Isocitrate;2NPH;0
033_O15.cdf;Isocitrate;2NPH;1
033_O15.cdf;Isocitrate;2NPH;2
033_O15.cdf;Isocitrate;2NPH;3
033_O15.cdf;Isocitrate;2NPH;4
033_O15.cdf;Isocitrate;2NPH;5
033_O15.cdf;Isocitrate;2NPH;6
033_O15.cdf;Citrate;2NPH;0
033_O15.cdf;Citrate;2NPH;1
033_O15.cdf;Citrate;2NPH;2
033_O15.cdf;Citrate;2NPH;3
033_O15.cdf;Citrate;2NPH;4
033_O15.cdf;Citrate;2NPH;5
033_O15.cdf;Citrate;2NPH;6
033_O15.cdf;Oxaloacetate;2NPH;0
033_O15.cdf;Oxaloacetate;2NPH;1
033_O15.cdf;Oxaloacetate;2NPH;2
033_O15.cdf;Oxaloacetate;2NPH;3
033_O15.cdf;Oxaloacetate;2NPH;4
033_O15.cdf;Oxoglutarate;3NPH;0
033_O15.cdf;Oxoglutarate;3NPH;1
033_O15.cdf;Oxoglutarate;3NPH;2
033_O15.cdf;Oxoglutarate;3NPH;3
033_O15.cdf;Oxoglutarate;3NPH;4
033_O15.cdf;Oxoglutarate;3NPH;5
033_O15.cdf;Aconitate;3NPH;0
033_O15.cdf;Aconitate;3NPH;1
033_O15.cdf;Aconitate;3NPH;2
033_O15.cdf;Aconitate;3NPH;3
033_O15.cdf;Aconitate;3NPH;4
033_O15.cdf;Aconitate;3NPH;5
033_O15.cdf;Aconitate;3NPH;6
033_O15.cdf;Glycerate;NPH;0
033_O15.cdf;Glycerate;NPH;1
033_O15.cdf;Glycerate;NPH;2
033_O15.cdf;Glycerate;NPH;3
033_O15.cdf;Glycolate;NPH;0
033_O15.cdf;Glycolate;NPH;1
033_O15.cdf;Glycolate;NPH;2
033_O15.cdf;Hydroxyglutarate;2NPH;0
033_O15.cdf;Hydroxyglutarate;2NPH;1
033_O15.cdf;Hydroxyglutarate;2NPH;2
033_O15.cdf;Hydroxyglutarate;2NPH;3
033_O15.cdf;Hydroxyglutarate;2NPH;4
033_O15.cdf;Hydroxyglutarate;2NPH;5
033_O15.cdf;Oxalate;2NPH;0
033_O15.cdf;Oxalate;2NPH;1
033_O15.cdf;Oxalate;2NPH;2
033_O15.cdf;Itaconate;2NPH;0
033_O15.cdf;Itaconate;2NPH;1
033_O15.cdf;Itaconate;2NPH;2
033_O15.cdf;Itaconate;2NPH;3
033_O15.cdf;Itaconate;2NPH;4
033_O15.cdf;Itaconate;2NPH;5
034_O17.cdf;Lactate;NPH;0
034_O17.cdf;Lactate;NPH;1
034_O17.cdf;Lactate;NPH;2
034_O17.cdf;Lactate;NPH;3
034_O17.cdf;Pyruvate;2NPH;0
034_O17.cdf;Pyruvate;2NPH;1
034_O17.cdf;Pyruvate;2NPH;2
034_O17.cdf;Pyruvate;2NPH;3
034_O17.cdf;Fumarate;2NPH;0
034_O17.cdf;Fumarate;2NPH;1
034_O17.cdf;Fumarate;2NPH;2
034_O17.cdf;Fumarate;2NPH;3
034_O17.cdf;Fumarate;2NPH;4
034_O17.cdf;Succinate;2NPH;0
034_O17.cdf;Succinate;2NPH;1
034_O17.cdf;Succinate;2NPH;2
034_O17.cdf;Succinate;2NPH;3
034_O17.cdf;Succinate;2NPH;4
034_O17.cdf;Malate;2NPH;0
034_O17.cdf;Malate;2NPH;1
034_O17.cdf;Malate;2NPH;2
034_O17.cdf;Malate;2NPH;3
034_O17.cdf;Malate;2NPH;4
034_O17.cdf;Isocitrate;2NPH;0
034_O17.cdf;Isocitrate;2NPH;1
034_O17.cdf;Isocitrate;2NPH;2
034_O17.cdf;Isocitrate;2NPH;3
034_O17.cdf;Isocitrate;2NPH;4
034_O17.cdf;Isocitrate;2NPH;5
034_O17.cdf;Isocitrate;2NPH;6
034_O17.cdf;Citrate;2NPH;0
034_O17.cdf;Citrate;2NPH;1
034_O17.cdf;Citrate;2NPH;2
034_O17.cdf;Citrate;2NPH;3
034_O17.cdf;Citrate;2NPH;4
034_O17.cdf;Citrate;2NPH;5
034_O17.cdf;Citrate;2NPH;6
034_O17.cdf;Oxaloacetate;2NPH;0
034_O17.cdf;Oxaloacetate;2NPH;1
034_O17.cdf;Oxaloacetate;2NPH;2
034_O17.cdf;Oxaloacetate;2NPH;3
034_O17.cdf;Oxaloacetate;2NPH;4
034_O17.cdf;Oxoglutarate;3NPH;0
034_O17.cdf;Oxoglutarate;3NPH;1
034_O17.cdf;Oxoglutarate;3NPH;2
034_O17.cdf;Oxoglutarate;3NPH;3
034_O17.cdf;Oxoglutarate;3NPH;4
034_O17.cdf;Oxoglutarate;3NPH;5
034_O17.cdf;Aconitate;3NPH;0
034_O17.cdf;Aconitate;3NPH;1
034_O17.cdf;Aconitate;3NPH;2
034_O17.cdf;Aconitate;3NPH;3
034_O17.cdf;Aconitate;3NPH;4
034_O17.cdf;Aconitate;3NPH;5
034_O17.cdf;Aconitate;3NPH;6
034_O17.cdf;Glycerate;NPH;0
034_O17.cdf;Glycerate;NPH;1
034_O17.cdf;Glycerate;NPH;2
034_O17.cdf;Glycerate;NPH;3
034_O17.cdf;Glycolate;NPH;0
034_O17.cdf;Glycolate;NPH;1
034_O17.cdf;Glycolate;NPH;2
034_O17.cdf;Hydroxyglutarate;2NPH;0
034_O17.cdf;Hydroxyglutarate;2NPH;1
034_O17.cdf;Hydroxyglutarate;2NPH;2
034_O17.cdf;Hydroxyglutarate;2NPH;3
034_O17.cdf;Hydroxyglutarate;2NPH;4
034_O17.cdf;Hydroxyglutarate;2NPH;5
034_O17.cdf;Oxalate;2NPH;0
034_O17.cdf;Oxalate;2NPH;1
034_O17.cdf;Oxalate;2NPH;2
034_O17.cdf;Itaconate;2NPH;0
034_O17.cdf;Itaconate;2NPH;1
034_O17.cdf;Itaconate;2NPH;2
034_O17.cdf;Itaconate;2NPH;3
034_O17.cdf;Itaconate;2NPH;4
034_O17.cdf;Itaconate;2NPH;5
035_O18.cdf;Lactate;NPH;0
035_O18.cdf;Lactate;NPH;1
035_O18.cdf;Lactate;NPH;2
035_O18.cdf;Lactate;NPH;3
035_O18.cdf;Pyruvate;2NPH;0
035_O18.cdf;Pyruvate;2NPH;1
035_O18.cdf;Pyruvate;2NPH;2
035_O18.cdf;Pyruvate;2NPH;3
035_O18.cdf;Fumarate;2NPH;0
035_O18.cdf;Fumarate;2NPH;1
035_O18.cdf;Fumarate;2NPH;2
035_O18.cdf;Fumarate;2NPH;3
035_O18.cdf;Fumarate;2NPH;4
035_O18.cdf;Succinate;2NPH;0
035_O18.cdf;Succinate;2NPH;1
035_O18.cdf;Succinate;2NPH;2
035_O18.cdf;Succinate;2NPH;3
035_O18.cdf;Succinate;2NPH;4
035_O18.cdf;Malate;2NPH;0
035_O18.cdf;Malate;2NPH;1
035_O18.cdf;Malate;2NPH;2
035_O18.cdf;Malate;2NPH;3
035_O18.cdf;Malate;2NPH;4
035_O18.cdf;Isocitrate;2NPH;0
035_O18.cdf;Isocitrate;2NPH;1
035_O18.cdf;Isocitrate;2NPH;2
035_O18.cdf;Isocitrate;2NPH;3
035_O18.cdf;Isocitrate;2NPH;4
035_O18.cdf;Isocitrate;2NPH;5
035_O18.cdf;Isocitrate;2NPH;6
035_O18.cdf;Citrate;2NPH;0
035_O18.cdf;Citrate;2NPH;1
035_O18.cdf;Citrate;2NPH;2
035_O18.cdf;Citrate;2NPH;3
035_O18.cdf;Citrate;2NPH;4
035_O18.cdf;Citrate;2NPH;5
035_O18.cdf;Citrate;2NPH;6
035_O18.cdf;Oxaloacetate;2NPH;0
035_O18.cdf;Oxaloacetate;2NPH;1
035_O18.cdf;Oxaloacetate;2NPH;2
035_O18.cdf;Oxaloacetate;2NPH;3
035_O18.cdf;Oxaloacetate;2NPH;4
035_O18.cdf;Oxoglutarate;3NPH;0
035_O18.cdf;Oxoglutarate;3NPH;1
035_O18.cdf;Oxoglutarate;3NPH;2
035_O18.cdf;Oxoglutarate;3NPH;3
035_O18.cdf;Oxoglutarate;3NPH;4
035_O18.cdf;Oxoglutarate;3NPH;5
035_O18.cdf;Aconitate;3NPH;0
035_O18.cdf;Aconitate;3NPH;1
035_O18.cdf;Aconitate;3NPH;2
035_O18.cdf;Aconitate;3NPH;3
035_O18.cdf;Aconitate;3NPH;4
035_O18.cdf;Aconitate;3NPH;5
035_O18.cdf;Aconitate;3NPH;6
035_O18.cdf;Glycerate;NPH;0
035_O18.cdf;Glycerate;NPH;1
035_O18.cdf;Glycerate;NPH;2
035_O18.cdf;Glycerate;NPH;3
035_O18.cdf;Glycolate;NPH;0
035_O18.cdf;Glycolate;NPH;1
035_O18.cdf;Glycolate;NPH;2
035_O18.cdf;Hydroxyglutarate;2NPH;0
035_O18.cdf;Hydroxyglutarate;2NPH;1
035_O18.cdf;Hydroxyglutarate;2NPH;2
035_O18.cdf;Hydroxyglutarate;2NPH;3
035_O18.cdf;Hydroxyglutarate;2NPH;4
035_O18.cdf;Hydroxyglutarate;2NPH;5
035_O18.cdf;Oxalate;2NPH;0
035_O18.cdf;Oxalate;2NPH;1
035_O18.cdf;Oxalate;2NPH;2
035_O18.cdf;Itaconate;2NPH;0
035_O18.cdf;Itaconate;2NPH;1
035_O18.cdf;Itaconate;2NPH;2
035_O18.cdf;Itaconate;2NPH;3
035_O18.cdf;Itaconate;2NPH;4
035_O18.cdf;Itaconate;2NPH;5
036_O19.cdf;Lactate;NPH;0
036_O19.cdf;Lactate;NPH;1
036_O19.cdf;Lactate;NPH;2
036_O19.cdf;Lactate;NPH;3
036_O19.cdf;Pyruvate;2NPH;0
036_O19.cdf;Pyruvate;2NPH;1
036_O19.cdf;Pyruvate;2NPH;2
036_O19.cdf;Pyruvate;2NPH;3
036_O19.cdf;Fumarate;2NPH;0
036_O19.cdf;Fumarate;2NPH;1
036_O19.cdf;Fumarate;2NPH;2
036_O19.cdf;Fumarate;2NPH;3
036_O19.cdf;Fumarate;2NPH;4
036_O19.cdf;Succinate;2NPH;0
036_O19.cdf;Succinate;2NPH;1
036_O19.cdf;Succinate;2NPH;2
036_O19.cdf;Succinate;2NPH;3
036_O19.cdf;Succinate;2NPH;4
036_O19.cdf;Malate;2NPH;0
036_O19.cdf;Malate;2NPH;1
036_O19.cdf;Malate;2NPH;2
036_O19.cdf;Malate;2NPH;3
036_O19.cdf;Malate;2NPH;4
036_O19.cdf;Isocitrate;2NPH;0
036_O19.cdf;Isocitrate;2NPH;1
036_O19.cdf;Isocitrate;2NPH;2
036_O19.cdf;Isocitrate;2NPH;3
036_O19.cdf;Isocitrate;2NPH;4
036_O19.cdf;Isocitrate;2NPH;5
036_O19.cdf;Isocitrate;2NPH;6
036_O19.cdf;Citrate;2NPH;0
036_O19.cdf;Citrate;2NPH;1
036_O19.cdf;Citrate;2NPH;2
036_O19.cdf;Citrate;2NPH;3
036_O19.cdf;Citrate;2NPH;4
036_O19.cdf;Citrate;2NPH;5
036_O19.cdf;Citrate;2NPH;6
036_O19.cdf;Oxaloacetate;2NPH;0
036_O19.cdf;Oxaloacetate;2NPH;1
036_O19.cdf;Oxaloacetate;2NPH;2
036_O19.cdf;Oxaloacetate;2NPH;3
036_O19.cdf;Oxaloacetate;2NPH;4
036_O19.cdf;Oxoglutarate;3NPH;0
036_O19.cdf;Oxoglutarate;3NPH;1
036_O19.cdf;Oxoglutarate;3NPH;2
036_O19.cdf;Oxoglutarate;3NPH;3
036_O19.cdf;Oxoglutarate;3NPH;4
036_O19.cdf;Oxoglutarate;3NPH;5
036_O19.cdf;Aconitate;3NPH;0
036_O19.cdf;Aconitate;3NPH;1
036_O19.cdf;Aconitate;3NPH;2
036_O19.cdf;Aconitate;3NPH;3
036_O19.cdf;Aconitate;3NPH;4
036_O19.cdf;Aconitate;3NPH;5
036_O19.cdf;Aconitate;3NPH;6
036_O19.cdf;Glycerate;NPH;0
036_O19.cdf;Glycerate;NPH;1
036_O19.cdf;Glycerate;NPH;2
036_O19.cdf;Glycerate;NPH;3
036_O19.cdf;Glycolate;NPH;0
036_O19.cdf;Glycolate;NPH;1
036_O19.cdf;Glycolate;NPH;2
036_O19.cdf;Hydroxyglutarate;2NPH;0
036_O19.cdf;Hydroxyglutarate;2NPH;1
036_O19.cdf;Hydroxyglutarate;2NPH;2
036_O19.cdf;Hydroxyglutarate;2NPH;3
036_O19.cdf;Hydroxyglutarate;2NPH;4
036_O19.cdf;Hydroxyglutarate;2NPH;5
036_O19.cdf;Oxalate;2NPH;0
036_O19.cdf;Oxalate;2NPH;1
036_O19.cdf;Oxalate;2NPH;2
036_O19.cdf;Itaconate;2NPH;0
036_O19.cdf;Itaconate;2NPH;1
036_O19.cdf;Itaconate;2NPH;2
036_O19.cdf;Itaconate;2NPH;3
036_O19.cdf;Itaconate;2NPH;4
036_O19.cdf;Itaconate;2NPH;5
019_O2.cdf;Lactate;NPH;0
019_O2.cdf;Lactate;NPH;1
019_O2.cdf;Lactate;NPH;2
019_O2.cdf;Lactate;NPH;3
019_O2.cdf;Pyruvate;2NPH;0
019_O2.cdf;Pyruvate;2NPH;1
019_O2.cdf;Pyruvate;2NPH;2
019_O2.cdf;Pyruvate;2NPH;3
019_O2.cdf;Fumarate;2NPH;0
019_O2.cdf;Fumarate;2NPH;1
019_O2.cdf;Fumarate;2NPH;2
019_O2.cdf;Fumarate;2NPH;3
019_O2.cdf;Fumarate;2NPH;4
019_O2.cdf;Succinate;2NPH;0
019_O2.cdf;Succinate;2NPH;1
019_O2.cdf;Succinate;2NPH;2
019_O2.cdf;Succinate;2NPH;3
019_O2.cdf;Succinate;2NPH;4
019_O2.cdf;Malate;2NPH;0
019_O2.cdf;Malate;2NPH;1
019_O2.cdf;Malate;2NPH;2
019_O2.cdf;Malate;2NPH;3
019_O2.cdf;Malate;2NPH;4
019_O2.cdf;Isocitrate;2NPH;0
019_O2.cdf;Isocitrate;2NPH;1
019_O2.cdf;Isocitrate;2NPH;2
019_O2.cdf;Isocitrate;2NPH;3
019_O2.cdf;Isocitrate;2NPH;4
019_O2.cdf;Isocitrate;2NPH;5
019_O2.cdf;Isocitrate;2NPH;6
019_O2.cdf;Citrate;2NPH;0
019_O2.cdf;Citrate;2NPH;1
019_O2.cdf;Citrate;2NPH;2
019_O2.cdf;Citrate;2NPH;3
019_O2.cdf;Citrate;2NPH;4
019_O2.cdf;Citrate;2NPH;5
019_O2.cdf;Citrate;2NPH;6
019_O2.cdf;Oxaloacetate;2NPH;0
019_O2.cdf;Oxaloacetate;2NPH;1
019_O2.cdf;Oxaloacetate;2NPH;2
019_O2.cdf;Oxaloacetate;2NPH;3
019_O2.cdf;Oxaloacetate;2NPH;4
019_O2.cdf;Oxoglutarate;3NPH;0
019_O2.cdf;Oxoglutarate;3NPH;1
019_O2.cdf;Oxoglutarate;3NPH;2
019_O2.cdf;Oxoglutarate;3NPH;3
019_O2.cdf;Oxoglutarate;3NPH;4
019_O2.cdf;Oxoglutarate;3NPH;5
019_O2.cdf;Aconitate;3NPH;0
019_O2.cdf;Aconitate;3NPH;1
019_O2.cdf;Aconitate;3NPH;2
019_O2.cdf;Aconitate;3NPH;3
019_O2.cdf;Aconitate;3NPH;4
019_O2.cdf;Aconitate;3NPH;5
019_O2.cdf;Aconitate;3NPH;6
019_O2.cdf;Glycerate;NPH;0
019_O2.cdf;Glycerate;NPH;1
019_O2.cdf;Glycerate;NPH;2
019_O2.cdf;Glycerate;NPH;3
019_O2.cdf;Glycolate;NPH;0
019_O2.cdf;Glycolate;NPH;1
019_O2.cdf;Glycolate;NPH;2
019_O2.cdf;Hydroxyglutarate;2NPH;0
019_O2.cdf;Hydroxyglutarate;2NPH;1
019_O2.cdf;Hydroxyglutarate;2NPH;2
019_O2.cdf;Hydroxyglutarate;2NPH;3
019_O2.cdf;Hydroxyglutarate;2NPH;4
019_O2.cdf;Hydroxyglutarate;2NPH;5
019_O2.cdf;Oxalate;2NPH;0
019_O2.cdf;Oxalate;2NPH;1
019_O2.cdf;Oxalate;2NPH;2
019_O2.cdf;Itaconate;2NPH;0
019_O2.cdf;Itaconate;2NPH;1
019_O2.cdf;Itaconate;2NPH;2
019_O2.cdf;Itaconate;2NPH;3
019_O2.cdf;Itaconate;2NPH;4
019_O2.cdf;Itaconate;2NPH;5
037_O20.cdf;Lactate;NPH;0
037_O20.cdf;Lactate;NPH;1
037_O20.cdf;Lactate;NPH;2
037_O20.cdf;Lactate;NPH;3
037_O20.cdf;Pyruvate;2NPH;0
037_O20.cdf;Pyruvate;2NPH;1
037_O20.cdf;Pyruvate;2NPH;2
037_O20.cdf;Pyruvate;2NPH;3
037_O20.cdf;Fumarate;2NPH;0
037_O20.cdf;Fumarate;2NPH;1
037_O20.cdf;Fumarate;2NPH;2
037_O20.cdf;Fumarate;2NPH;3
037_O20.cdf;Fumarate;2NPH;4
037_O20.cdf;Succinate;2NPH;0
037_O20.cdf;Succinate;2NPH;1
037_O20.cdf;Succinate;2NPH;2
037_O20.cdf;Succinate;2NPH;3
037_O20.cdf;Succinate;2NPH;4
037_O20.cdf;Malate;2NPH;0
037_O20.cdf;Malate;2NPH;1
037_O20.cdf;Malate;2NPH;2
037_O20.cdf;Malate;2NPH;3
037_O20.cdf;Malate;2NPH;4
037_O20.cdf;Isocitrate;2NPH;0
037_O20.cdf;Isocitrate;2NPH;1
037_O20.cdf;Isocitrate;2NPH;2
037_O20.cdf;Isocitrate;2NPH;3
037_O20.cdf;Isocitrate;2NPH;4
037_O20.cdf;Isocitrate;2NPH;5
037_O20.cdf;Isocitrate;2NPH;6
037_O20.cdf;Citrate;2NPH;0
037_O20.cdf;Citrate;2NPH;1
037_O20.cdf;Citrate;2NPH;2
037_O20.cdf;Citrate;2NPH;3
037_O20.cdf;Citrate;2NPH;4
037_O20.cdf;Citrate;2NPH;5
037_O20.cdf;Citrate;2NPH;6
037_O20.cdf;Oxaloacetate;2NPH;0
037_O20.cdf;Oxaloacetate;2NPH;1
037_O20.cdf;Oxaloacetate;2NPH;2
037_O20.cdf;Oxaloacetate;2NPH;3
037_O20.cdf;Oxaloacetate;2NPH;4
037_O20.cdf;Oxoglutarate;3NPH;0
037_O20.cdf;Oxoglutarate;3NPH;1
037_O20.cdf;Oxoglutarate;3NPH;2
037_O20.cdf;Oxoglutarate;3NPH;3
037_O20.cdf;Oxoglutarate;3NPH;4
037_O20.cdf;Oxoglutarate;3NPH;5
037_O20.cdf;Aconitate;3NPH;0
037_O20.cdf;Aconitate;3NPH;1
037_O20.cdf;Aconitate;3NPH;2
037_O20.cdf;Aconitate;3NPH;3
037_O20.cdf;Aconitate;3NPH;4
037_O20.cdf;Aconitate;3NPH;5
037_O20.cdf;Aconitate;3NPH;6
037_O20.cdf;Glycerate;NPH;0
037_O20.cdf;Glycerate;NPH;1
037_O20.cdf;Glycerate;NPH;2
037_O20.cdf;Glycerate;NPH;3
037_O20.cdf;Glycolate;NPH;0
037_O20.cdf;Glycolate;NPH;1
037_O20.cdf;Glycolate;NPH;2
037_O20.cdf;Hydroxyglutarate;2NPH;0
037_O20.cdf;Hydroxyglutarate;2NPH;1
037_O20.cdf;Hydroxyglutarate;2NPH;2
037_O20.cdf;Hydroxyglutarate;2NPH;3
037_O20.cdf;Hydroxyglutarate;2NPH;4
037_O20.cdf;Hydroxyglutarate;2NPH;5
037_O20.cdf;Oxalate;2NPH;0
037_O20.cdf;Oxalate;2NPH;1
037_O20.cdf;Oxalate;2NPH;2
037_O20.cdf;Itaconate;2NPH;0
037_O20.cdf;Itaconate;2NPH;1
037_O20.cdf;Itaconate;2NPH;2
037_O20.cdf;Itaconate;2NPH;3
037_O20.cdf;Itaconate;2NPH;4
037_O20.cdf;Itaconate;2NPH;5
039_O21.cdf;Lactate;NPH;0
039_O21.cdf;Lactate;NPH;1
039_O21.cdf;Lactate;NPH;2
039_O21.cdf;Lactate;NPH;3
039_O21.cdf;Pyruvate;2NPH;0
039_O21.cdf;Pyruvate;2NPH;1
039_O21.cdf;Pyruvate;2NPH;2
039_O21.cdf;Pyruvate;2NPH;3
039_O21.cdf;Fumarate;2NPH;0
039_O21.cdf;Fumarate;2NPH;1
039_O21.cdf;Fumarate;2NPH;2
039_O21.cdf;Fumarate;2NPH;3
039_O21.cdf;Fumarate;2NPH;4
039_O21.cdf;Succinate;2NPH;0
039_O21.cdf;Succinate;2NPH;1
039_O21.cdf;Succinate;2NPH;2
039_O21.cdf;Succinate;2NPH;3
039_O21.cdf;Succinate;2NPH;4
039_O21.cdf;Malate;2NPH;0
039_O21.cdf;Malate;2NPH;1
039_O21.cdf;Malate;2NPH;2
039_O21.cdf;Malate;2NPH;3
039_O21.cdf;Malate;2NPH;4
039_O21.cdf;Isocitrate;2NPH;0
039_O21.cdf;Isocitrate;2NPH;1
039_O21.cdf;Isocitrate;2NPH;2
039_O21.cdf;Isocitrate;2NPH;3
039_O21.cdf;Isocitrate;2NPH;4
039_O21.cdf;Isocitrate;2NPH;5
039_O21.cdf;Isocitrate;2NPH;6
039_O21.cdf;Citrate;2NPH;0
039_O21.cdf;Citrate;2NPH;1
039_O21.cdf;Citrate;2NPH;2
039_O21.cdf;Citrate;2NPH;3
039_O21.cdf;Citrate;2NPH;4
039_O21.cdf;Citrate;2NPH;5
039_O21.cdf;Citrate;2NPH;6
039_O21.cdf;Oxaloacetate;2NPH;0
039_O21.cdf;Oxaloacetate;2NPH;1
039_O21.cdf;Oxaloacetate;2NPH;2
039_O21.cdf;Oxaloacetate;2NPH;3
039_O21.cdf;Oxaloacetate;2NPH;4
039_O21.cdf;Oxoglutarate;3NPH;0
039_O21.cdf;Oxoglutarate;3NPH;1
039_O21.cdf;Oxoglutarate;3NPH;2
039_O21.cdf;Oxoglutarate;3NPH;3
039_O21.cdf;Oxoglutarate;3NPH;4
039_O21.cdf;Oxoglutarate;3NPH;5
039_O21.cdf;Aconitate;3NPH;0
039_O21.cdf;Aconitate;3NPH;1
039_O21.cdf;Aconitate;3NPH;2
039_O21.cdf;Aconitate;3NPH;3
039_O21.cdf;Aconitate;3NPH;4
039_O21.cdf;Aconitate;3NPH;5
039_O21.cdf;Aconitate;3NPH;6
039_O21.cdf;Glycerate;NPH;0
039_O21.cdf;Glycerate;NPH;1
039_O21.cdf;Glycerate;NPH;2
039_O21.cdf;Glycerate;NPH;3
039_O21.cdf;Glycolate;NPH;0
039_O21.cdf;Glycolate;NPH;1
039_O21.cdf;Glycolate;NPH;2
039_O21.cdf;Hydroxyglutarate;2NPH;0
039_O21.cdf;Hydroxyglutarate;2NPH;1
039_O21.cdf;Hydroxyglutarate;2NPH;2
039_O21.cdf;Hydroxyglutarate;2NPH;3
039_O21.cdf;Hydroxyglutarate;2NPH;4
039_O21.cdf;Hydroxyglutarate;2NPH;5
039_O21.cdf;Oxalate;2NPH;0
039_O21.cdf;Oxalate;2NPH;1
039_O21.cdf;Oxalate;2NPH;2
039_O21.cdf;Itaconate;2NPH;0
039_O21.cdf;Itaconate;2NPH;1
039_O21.cdf;Itaconate;2NPH;2
039_O21.cdf;Itaconate;2NPH;3
039_O21.cdf;Itaconate;2NPH;4
039_O21.cdf;Itaconate;2NPH;5
040_O22.cdf;Lactate;NPH;0
040_O22.cdf;Lactate;NPH;1
040_O22.cdf;Lactate;NPH;2
040_O22.cdf;Lactate;NPH;3
040_O22.cdf;Pyruvate;2NPH;0
040_O22.cdf;Pyruvate;2NPH;1
040_O22.cdf;Pyruvate;2NPH;2
040_O22.cdf;Pyruvate;2NPH;3
040_O22.cdf;Fumarate;2NPH;0
040_O22.cdf;Fumarate;2NPH;1
040_O22.cdf;Fumarate;2NPH;2
040_O22.cdf;Fumarate;2NPH;3
040_O22.cdf;Fumarate;2NPH;4
040_O22.cdf;Succinate;2NPH;0
040_O22.cdf;Succinate;2NPH;1
040_O22.cdf;Succinate;2NPH;2
040_O22.cdf;Succinate;2NPH;3
040_O22.cdf;Succinate;2NPH;4
040_O22.cdf;Malate;2NPH;0
040_O22.cdf;Malate;2NPH;1
040_O22.cdf;Malate;2NPH;2
040_O22.cdf;Malate;2NPH;3
040_O22.cdf;Malate;2NPH;4
040_O22.cdf;Isocitrate;2NPH;0
040_O22.cdf;Isocitrate;2NPH;1
040_O22.cdf;Isocitrate;2NPH;2
040_O22.cdf;Isocitrate;2NPH;3
040_O22.cdf;Isocitrate;2NPH;4
040_O22.cdf;Isocitrate;2NPH;5
040_O22.cdf;Isocitrate;2NPH;6
040_O22.cdf;Citrate;2NPH;0
040_O22.cdf;Citrate;2NPH;1
040_O22.cdf;Citrate;2NPH;2
040_O22.cdf;Citrate;2NPH;3
040_O22.cdf;Citrate;2NPH;4
040_O22.cdf;Citrate;2NPH;5
040_O22.cdf;Citrate;2NPH;6
040_O22.cdf;Oxaloacetate;2NPH;0
040_O22.cdf;Oxaloacetate;2NPH;1
040_O22.cdf;Oxaloacetate;2NPH;2
040_O22.cdf;Oxaloacetate;2NPH;3
040_O22.cdf;Oxaloacetate;2NPH;4
040_O22.cdf;Oxoglutarate;3NPH;0
040_O22.cdf;Oxoglutarate;3NPH;1
040_O22.cdf;Oxoglutarate;3NPH;2
040_O22.cdf;Oxoglutarate;3NPH;3
040_O22.cdf;Oxoglutarate;3NPH;4
040_O22.cdf;Oxoglutarate;3NPH;5
040_O22.cdf;Aconitate;3NPH;0
040_O22.cdf;Aconitate;3NPH;1
040_O22.cdf;Aconitate;3NPH;2
040_O22.cdf;Aconitate;3NPH;3
040_O22.cdf;Aconitate;3NPH;4
040_O22.cdf;Aconitate;3NPH;5
040_O22.cdf;Aconitate;3NPH;6
040_O22.cdf;Glycerate;NPH;0
040_O22.cdf;Glycerate;NPH;1
040_O22.cdf;Glycerate;NPH;2
040_O22.cdf;Glycerate;NPH;3
