sample;metabolite;derivative;isotopologue
018_O1.cdf;Lactate;NPH;0
018_O1.cdf;Lactate;NPH;1
018_O1.cdf;Lactate;NPH;2
018_O1.cdf;Lactate;NPH;3
018_O1.cdf;Pyruvate;2NPH;0
018_O1.cdf;Pyruvate;2NPH;1
018_O1.cdf;Pyruvate;2NPH;2
018_O1.cdf;Pyruvate;2NPH;3
018_O1.cdf;Fumarate;2NPH;0
018_O1.cdf;Fumarate;2NPH;1
018_O1.cdf;Fumarate;2NPH;2
018_O1.cdf;Fumarate;2NPH;3
018_O1.cdf;Fumarate;2NPH;4
018_O1.cdf;Succinate;2NPH;0
018_O1.cdf;Succinate;2NPH;1
018_O1.cdf;Succinate;2NPH;2
018_O1.cdf;Succinate;2NPH;3
018_O1.cdf;Succinate;2NPH;4
018_O1.cdf;Malate;2NPH;0
018_O1.cdf;Malate;2NPH;1
018_O1.cdf;Malate;2NPH;2
018_O1.cdf;Malate;2NPH;3
018_O1.cdf;Malate;2NPH;4
018_O1.cdf;Isocitrate;2NPH;0
018_O1.cdf;Isocitrate;2NPH;1
018_O1.cdf;Isocitrate;2NPH;2
018_O1.cdf;Isocitrate;2NPH;3
018_O1.cdf;Isocitrate;2NPH;4
018_O1.cdf;Isocitrate;2NPH;5
018_O1.cdf;Isocitrate;2NPH;6
018_O1.cdf;Citrate;2NPH;0
018_O1.cdf;Citrate;2NPH;1
018_O1.cdf;Citrate;2NPH;2
018_O1.cdf;Citrate;2NPH;3
018_O1.cdf;Citrate;2NPH;4
018_O1.cdf;Citrate;2NPH;5
018_O1.cdf;Citrate;2NPH;6
018_O1.cdf;Oxaloacetate;2NPH;0
018_O1.cdf;Oxaloacetate;2NPH;1
018_O1.cdf;Oxaloacetate;2NPH;2
018_O1.cdf;Oxaloacetate;2NPH;3
018_O1.cdf;Oxaloacetate;2NPH;4
018_O1.cdf;Oxoglutarate;3NPH;0
018_O1.cdf;Oxoglutarate;3NPH;1
018_O1.cdf;Oxoglutarate;3NPH;2
018_O1.cdf;Oxoglutarate;3NPH;3
018_O1.cdf;Oxoglutarate;3NPH;4
018_O1.cdf;Oxoglutarate;3NPH;5
018_O1.cdf;Aconitate;3NPH;0
018_O1.cdf;Aconitate;3NPH;1
018_O1.cdf;Aconitate;3NPH;2
018_O1.cdf;Aconitate;3NPH;3
018_O1.cdf;Aconitate;3NPH;4
018_O1.cdf;Aconitate;3NPH;5
018_O1.cdf;Aconitate;3NPH;6
018_O1.cdf;Glycerate;NPH;0
018_O1.cdf;Glycerate;NPH;1
018_O1.cdf;Glycerate;NPH;2
018_O1.cdf;Glycerate;NPH;3
018_O1.cdf;Glycolate;NPH;0
018_O1.cdf;Glycolate;NPH;1
018_O1.cdf;Glycolate;NPH;2
018_O1.cdf;Hydroxyglutarate;2NPH;0
018_O1.cdf;Hydroxyglutarate;2NPH;1
018_O1.cdf;Hydroxyglutarate;2NPH;2
018_O1.cdf;Hydroxyglutarate;2NPH;3
018_O1.cdf;Hydroxyglutarate;2NPH;4
018_O1.cdf;Hydroxyglutarate;2NPH;5
018_O1.cdf;Oxalate;2NPH;0
018_O1.cdf;Oxalate;2NPH;1
018_O1.cdf;Oxalate;2NPH;2
018_O1.cdf;Itaconate;2NPH;0
018_O1.cdf;Itaconate;2NPH;1
018_O1.cdf;Itaconate;2NPH;2
018_O1.cdf;Itaconate;2NPH;3
018_O1.cdf;Itaconate;2NPH;4
018_O1.cdf;Itaconate;2NPH;5
125_O100.cdf;Lactate;NPH;0
125_O100.cdf;Lactate;NPH;1
125_O100.cdf;Lactate;NPH;2
125_O100.cdf;Lactate;NPH;3
125_O100.cdf;Pyruvate;2NPH;0
125_O100.cdf;Pyruvate;2NPH;1
125_O100.cdf;Pyruvate;2NPH;2
125_O100.cdf;Pyruvate;2NPH;3
125_O100.cdf;Fumarate;2NPH;0
125_O100.cdf;Fumarate;2NPH;1
125_O100.cdf;Fumarate;2NPH;2
125_O100.cdf;Fumarate;2NPH;3
125_O100.cdf;Fumarate;2NPH;4
125_O100.cdf;Succinate;2NPH;0
125_O100.cdf;Succinate;2NPH;1
125_O100.cdf;Succinate;2NPH;2
125_O100.cdf;Succinate;2NPH;3
125_O100.cdf;Succinate;2NPH;4
125_O100.cdf;Malate;2NPH;0
125_O100.cdf;Malate;2NPH;1
125_O100.cdf;Malate;2NPH;2
125_O100.cdf;Malate;2NPH;3
125_O100.cdf;Malate;2NPH;4
125_O100.cdf;Isocitrate;2NPH;0
125_O100.cdf;Isocitrate;2NPH;1
125_O100.cdf;Isocitrate;2NPH;2
125_O100.cdf;Isocitrate;2NPH;3
125_O100.cdf;Isocitrate;2NPH;4
125_O100.cdf;Isocitrate;2NPH;5
125_O100.cdf;Isocitrate;2NPH;6
125_O100.cdf;Citrate;2NPH;0
125_O100.cdf;Citrate;2NPH;1
125_O100.cdf;Citrate;2NPH;2
125_O100.cdf;Citrate;2NPH;3
125_O100.cdf;Citrate;2NPH;4
125_O100.cdf;Citrate;2NPH;5
125_O100.cdf;Citrate;2NPH;6
125_O100.cdf;Oxaloacetate;2NPH;0
125_O100.cdf;Oxaloacetate;2NPH;1
125_O100.cdf;Oxaloacetate;2NPH;2
125_O100.cdf;Oxaloacetate;2NPH;3
125_O100.cdf;Oxaloacetate;2NPH;4
125_O100.cdf;Oxoglutarate;3NPH;0
125_O100.cdf;Oxoglutarate;3NPH;1
125_O100.cdf;Oxoglutarate;3NPH;2
125_O100.cdf;Oxoglutarate;3NPH;3
125_O100.cdf;Oxoglutarate;3NPH;4
125_O100.cdf;Oxoglutarate;3NPH;5
125_O100.cdf;Aconitate;3NPH;0
125_O100.cdf;Aconitate;3NPH;1
125_O100.cdf;Aconitate;3NPH;2
125_O100.cdf;Aconitate;3NPH;3
125_O100.cdf;Aconitate;3NPH;4
125_O100.cdf;Aconitate;3NPH;5
125_O100.cdf;Aconitate;3NPH;6
125_O100.cdf;Glycerate;NPH;0
125_O100.cdf;Glycerate;NPH;1
125_O100.cdf;Glycerate;NPH;2
125_O100.cdf;Glycerate;NPH;3
125_O100.cdf;Glycolate;NPH;0
125_O100.cdf;Glycolate;NPH;1
125_O100.cdf;Glycolate;NPH;2
125_O100.cdf;Hydroxyglutarate;2NPH;0
125_O100.cdf;Hydroxyglutarate;2NPH;1
125_O100.cdf;Hydroxyglutarate;2NPH;2
125_O100.cdf;Hydroxyglutarate;2NPH;3
125_O100.cdf;Hydroxyglutarate;2NPH;4
125_O100.cdf;Hydroxyglutarate;2NPH;5
125_O100.cdf;Oxalate;2NPH;0
125_O100.cdf;Oxalate;2NPH;1
125_O100.cdf;Oxalate;2NPH;2
125_O100.cdf;Itaconate;2NPH;0
125_O100.cdf;Itaconate;2NPH;1
125_O100.cdf;Itaconate;2NPH;2
125_O100.cdf;Itaconate;2NPH;3
125_O100.cdf;Itaconate;2NPH;4
125_O100.cdf;Itaconate;2NPH;5
127_O101.cdf;Lactate;NPH;0
127_O101.cdf;Lactate;NPH;1
127_O101.cdf;Lactate;NPH;2
127_O101.cdf;Lactate;NPH;3
127_O101.cdf;Pyruvate;2NPH;0
127_O101.cdf;Pyruvate;2NPH;1
127_O101.cdf;Pyruvate;2NPH;2
127_O101.cdf;Pyruvate;2NPH;3
127_O101.cdf;Fumarate;2NPH;0
127_O101.cdf;Fumarate;2NPH;1
127_O101.cdf;Fumarate;2NPH;2
127_O101.cdf;Fumarate;2NPH;3
127_O101.cdf;Fumarate;2NPH;4
127_O101.cdf;Succinate;2NPH;0
127_O101.cdf;Succinate;2NPH;1
127_O101.cdf;Succinate;2NPH;2
127_O101.cdf;Succinate;2NPH;3
127_O101.cdf;Succinate;2NPH;4
127_O101.cdf;Malate;2NPH;0
127_O101.cdf;Malate;2NPH;1
127_O101.cdf;Malate;2NPH;2
127_O101.cdf;Malate;2NPH;3
127_O101.cdf;Malate;2NPH;4
127_O101.cdf;Isocitrate;2NPH;0
127_O101.cdf;Isocitrate;2NPH;1
127_O101.cdf;Isocitrate;2NPH;2
127_O101.cdf;Isocitrate;2NPH;3
127_O101.cdf;Isocitrate;2NPH;4
127_O101.cdf;Isocitrate;2NPH;5
127_O101.cdf;Isocitrate;2NPH;6
127_O101.cdf;Citrate;2NPH;0
127_O101.cdf;Citrate;2NPH;1
127_O101.cdf;Citrate;2NPH;2
127_O101.cdf;Citrate;2NPH;3
127_O101.cdf;Citrate;2NPH;4
127_O101.cdf;Citrate;2NPH;5
127_O101.cdf;Citrate;2NPH;6
127_O101.cdf;Oxaloacetate;2NPH;0
127_O101.cdf;Oxaloacetate;2NPH;1
127_O101.cdf;Oxaloacetate;2NPH;2
127_O101.cdf;Oxaloacetate;2NPH;3
127_O101.cdf;Oxaloacetate;2NPH;4
127_O101.cdf;Oxoglutarate;3NPH;0
127_O101.cdf;Oxoglutarate;3NPH;1
127_O101.cdf;Oxoglutarate;3NPH;2
127_O101.cdf;Oxoglutarate;3NPH;3
127_O101.cdf;Oxoglutarate;3NPH;4
127_O101.cdf;Oxoglutarate;3NPH;5
127_O101.cdf;Aconitate;3NPH;0
127_O101.cdf;Aconitate;3NPH;1
127_O101.cdf;Aconitate;3NPH;2
127_O101.cdf;Aconitate;3NPH;3
127_O101.cdf;Aconitate;3NPH;4
127_O101.cdf;Aconitate;3NPH;5
127_O101.cdf;Aconitate;3NPH;6
127_O101.cdf;Glycerate;NPH;0
127_O101.cdf;Glycerate;NPH;1
127_O101.cdf;Glycerate;NPH;2
127_O101.cdf;Glycerate;NPH;3
127_O101.cdf;Glycolate;NPH;0
127_O101.cdf;Glycolate;NPH;1
127_O101.cdf;Glycolate;NPH;2
127_O101.cdf;Hydroxyglutarate;2NPH;0
127_O101.cdf;Hydroxyglutarate;2NPH;1
127_O101.cdf;Hydroxyglutarate;2NPH;2
127_O101.cdf;Hydroxyglutarate;2NPH;3
127_O101.cdf;Hydroxyglutarate;2NPH;4
127_O101.cdf;Hydroxyglutarate;2NPH;5
127_O101.cdf;Oxalate;2NPH;0
127_O101.cdf;Oxalate;2NPH;1
127_O101.cdf;Oxalate;2NPH;2
127_O101.cdf;Itaconate;2NPH;0
127_O101.cdf;Itaconate;2NPH;1
127_O101.cdf;Itaconate;2NPH;2
127_O101.cdf;Itaconate;2NPH;3
127_O101.cdf;Itaconate;2NPH;4
127_O101.cdf;Itaconate;2NPH;5
128_O102.cdf;Lactate;NPH;0
128_O102.cdf;Lactate;NPH;1
128_O102.cdf;Lactate;NPH;2
128_O102.cdf;Lactate;NPH;3
128_O102.cdf;Pyruvate;2NPH;0
128_O102.cdf;Pyruvate;2NPH;1
128_O102.cdf;Pyruvate;2NPH;2
128_O102.cdf;Pyruvate;2NPH;3
128_O102.cdf;Fumarate;2NPH;0
128_O102.cdf;Fumarate;2NPH;1
128_O102.cdf;Fumarate;2NPH;2
128_O102.cdf;Fumarate;2NPH;3
128_O102.cdf;Fumarate;2NPH;4
128_O102.cdf;Succinate;2NPH;0
128_O102.cdf;Succinate;2NPH;1
128_O102.cdf;Succinate;2NPH;2
128_O102.cdf;Succinate;2NPH;3
128_O102.cdf;Succinate;2NPH;4
128_O102.cdf;Malate;2NPH;0
128_O102.cdf;Malate;2NPH;1
128_O102.cdf;Malate;2NPH;2
128_O102.cdf;Malate;2NPH;3
128_O102.cdf;Malate;2NPH;4
128_O102.cdf;Isocitrate;2NPH;0
128_O102.cdf;Isocitrate;2NPH;1
128_O102.cdf;Isocitrate;2NPH;2
128_O102.cdf;Isocitrate;2NPH;3
128_O102.cdf;Isocitrate;2NPH;4
128_O102.cdf;Isocitrate;2NPH;5
128_O102.cdf;Isocitrate;2NPH;6
128_O102.cdf;Citrate;2NPH;0
128_O102.cdf;Citrate;2NPH;1
128_O102.cdf;Citrate;2NPH;2
128_O102.cdf;Citrate;2NPH;3
128_O102.cdf;Citrate;2NPH;4
128_O102.cdf;Citrate;2NPH;5
128_O102.cdf;Citrate;2NPH;6
128_O102.cdf;Oxaloacetate;2NPH;0
128_O102.cdf;Oxaloacetate;2NPH;1
128_O102.cdf;Oxaloacetate;2NPH;2
128_O102.cdf;Oxaloacetate;2NPH;3
128_O102.cdf;Oxaloacetate;2NPH;4
128_O102.cdf;Oxoglutarate;3NPH;0
128_O102.cdf;Oxoglutarate;3NPH;1
128_O102.cdf;Oxoglutarate;3NPH;2
128_O102.cdf;Oxoglutarate;3NPH;3
128_O102.cdf;Oxoglutarate;3NPH;4
128_O102.cdf;Oxoglutarate;3NPH;5
128_O102.cdf;Aconitate;3NPH;0
128_O102.cdf;Aconitate;3NPH;1
128_O102.cdf;Aconitate;3NPH;2
128_O102.cdf;Aconitate;3NPH;3
128_O102.cdf;Aconitate;3NPH;4
128_O102.cdf;Aconitate;3NPH;5
128_O102.cdf;Aconitate;3NPH;6
128_O102.cdf;Glycerate;NPH;0
128_O102.cdf;Glycerate;NPH;1
128_O102.cdf;Glycerate;NPH;2
128_O102.cdf;Glycerate;NPH;3
128_O102.cdf;Glycolate;NPH;0
128_O102.cdf;Glycolate;NPH;1
128_O102.cdf;Glycolate;NPH;2
128_O102.cdf;Hydroxyglutarate;2NPH;0
128_O102.cdf;Hydroxyglutarate;2NPH;1
128_O102.cdf;Hydroxyglutarate;2NPH;2
128_O102.cdf;Hydroxyglutarate;2NPH;3
128_O102.cdf;Hydroxyglutarate;2NPH;4
128_O102.cdf;Hydroxyglutarate;2NPH;5
128_O102.cdf;Oxalate;2NPH;0
128_O102.cdf;Oxalate;2NPH;1
128_O102.cdf;Oxalate;2NPH;2
128_O102.cdf;Itaconate;2NPH;0
128_O102.cdf;Itaconate;2NPH;1
128_O102.cdf;Itaconate;2NPH;2
128_O102.cdf;Itaconate;2NPH;3
128_O102.cdf;Itaconate;2NPH;4
128_O102.cdf;Itaconate;2NPH;5
129_O103.cdf;Lactate;NPH;0
129_O103.cdf;Lactate;NPH;1
129_O103.cdf;Lactate;NPH;2
129_O103.cdf;Lactate;NPH;3
129_O103.cdf;Pyruvate;2NPH;0
129_O103.cdf;Pyruvate;2NPH;1
129_O103.cdf;Pyruvate;2NPH;2
129_O103.cdf;Pyruvate;2NPH;3
129_O103.cdf;Fumarate;2NPH;0
129_O103.cdf;Fumarate;2NPH;1
129_O103.cdf;Fumarate;2NPH;2
129_O103.cdf;Fumarate;2NPH;3
129_O103.cdf;Fumarate;2NPH;4
129_O103.cdf;Succinate;2NPH;0
129_O103.cdf;Succinate;2NPH;1
129_O103.cdf;Succinate;2NPH;2
129_O103.cdf;Succinate;2NPH;3
129_O103.cdf;Succinate;2NPH;4
129_O103.cdf;Malate;2NPH;0
129_O103.cdf;Malate;2NPH;1
129_O103.cdf;Malate;2NPH;2
129_O103.cdf;Malate;2NPH;3
129_O103.cdf;Malate;2NPH;4
129_O103.cdf;Isocitrate;2NPH;0
129_O103.cdf;Isocitrate;2NPH;1
129_O103.cdf;Isocitrate;2NPH;2
129_O103.cdf;Isocitrate;2NPH;3
129_O103.cdf;Isocitrate;2NPH;4
129_O103.cdf;Isocitrate;2NPH;5
129_O103.cdf;Isocitrate;2NPH;6
129_O103.cdf;Citrate;2NPH;0
129_O103.cdf;Citrate;2NPH;1
129_O103.cdf;Citrate;2NPH;2
129_O103.cdf;Citrate;2NPH;3
129_O103.cdf;Citrate;2NPH;4
129_O103.cdf;Citrate;2NPH;5
129_O103.cdf;Citrate;2NPH;6
129_O103.cdf;Oxaloacetate;2NPH;0
129_O103.cdf;Oxaloacetate;2NPH;1
129_O103.cdf;Oxaloacetate;2NPH;2
129_O103.cdf;Oxaloacetate;2NPH;3
129_O103.cdf;Oxaloacetate;2NPH;4
129_O103.cdf;Oxoglutarate;3NPH;0
129_O103.cdf;Oxoglutarate;3NPH;1
129_O103.cdf;Oxoglutarate;3NPH;2
129_O103.cdf;Oxoglutarate;3NPH;3
129_O103.cdf;Oxoglutarate;3NPH;4
129_O103.cdf;Oxoglutarate;3NPH;5
129_O103.cdf;Aconitate;3NPH;0
129_O103.cdf;Aconitate;3NPH;1
129_O103.cdf;Aconitate;3NPH;2
129_O103.cdf;Aconitate;3NPH;3
129_O103.cdf;Aconitate;3NPH;4
129_O103.cdf;Aconitate;3NPH;5
129_O103.cdf;Aconitate;3NPH;6
129_O103.cdf;Glycerate;NPH;0
129_O103.cdf;Glycerate;NPH;1
129_O103.cdf;Glycerate;NPH;2
129_O103.cdf;Glycerate;NPH;3
129_O103.cdf;Glycolate;NPH;0
129_O103.cdf;Glycolate;NPH;1
129_O103.cdf;Glycolate;NPH;2
129_O103.cdf;Hydroxyglutarate;2NPH;0
129_O103.cdf;Hydroxyglutarate;2NPH;1
129_O103.cdf;Hydroxyglutarate;2NPH;2
129_O103.cdf;Hydroxyglutarate;2NPH;3
129_O103.cdf;Hydroxyglutarate;2NPH;4
129_O103.cdf;Hydroxyglutarate;2NPH;5
129_O103.cdf;Oxalate;2NPH;0
129_O103.cdf;Oxalate;2NPH;1
129_O103.cdf;Oxalate;2NPH;2
129_O103.cdf;Itaconate;2NPH;0
129_O103.cdf;Itaconate;2NPH;1
129_O103.cdf;Itaconate;2NPH;2
129_O103.cdf;Itaconate;2NPH;3
129_O103.cdf;Itaconate;2NPH;4
129_O103.cdf;Itaconate;2NPH;5
130_O104.cdf;Lactate;NPH;0
130_O104.cdf;Lactate;NPH;1
130_O104.cdf;Lactate;NPH;2
130_O104.cdf;Lactate;NPH;3
130_O104.cdf;Pyruvate;2NPH;0
130_O104.cdf;Pyruvate;2NPH;1
130_O104.cdf;Pyruvate;2NPH;2
130_O104.cdf;Pyruvate;2NPH;3
130_O104.cdf;Fumarate;2NPH;0
130_O104.cdf;Fumarate;2NPH;1
130_O104.cdf;Fumarate;2NPH;2
130_O104.cdf;Fumarate;2NPH;3
130_O104.cdf;Fumarate;2NPH;4
130_O104.cdf;Succinate;2NPH;0
130_O104.cdf;Succinate;2NPH;1
130_O104.cdf;Succinate;2NPH;2
130_O104.cdf;Succinate;2NPH;3
130_O104.cdf;Succinate;2NPH;4
130_O104.cdf;Malate;2NPH;0
130_O104.cdf;Malate;2NPH;1
130_O104.cdf;Malate;2NPH;2
130_O104.cdf;Malate;2NPH;3
130_O104.cdf;Malate;2NPH;4
130_O104.cdf;Isocitrate;2NPH;0
130_O104.cdf;Isocitrate;2NPH;1
130_O104.cdf;Isocitrate;2NPH;2
130_O104.cdf;Isocitrate;2NPH;3
130_O104.cdf;Isocitrate;2NPH;4
130_O104.cdf;Isocitrate;2NPH;5
130_O104.cdf;Isocitrate;2NPH;6
130_O104.cdf;Citrate;2NPH;0
130_O104.cdf;Citrate;2NPH;1
130_O104.cdf;Citrate;2NPH;2
130_O104.cdf;Citrate;2NPH;3
130_O104.cdf;Citrate;2NPH;4
130_O104.cdf;Citrate;2NPH;5
130_O104.cdf;Citrate;2NPH;6
130_O104.cdf;Oxaloacetate;2NPH;0
130_O104.cdf;Oxaloacetate;2NPH;1
130_O104.cdf;Oxaloacetate;2NPH;2
130_O104.cdf;Oxaloacetate;2NPH;3
130_O104.cdf;Oxaloacetate;2NPH;4
130_O104.cdf;Oxoglutarate;3NPH;0
130_O104.cdf;Oxoglutarate;3NPH;1
130_O104.cdf;Oxoglutarate;3NPH;2
130_O104.cdf;Oxoglutarate;3NPH;3
130_O104.cdf;Oxoglutarate;3NPH;4
130_O104.cdf;Oxoglutarate;3NPH;5
130_O104.cdf;Aconitate;3NPH;0
130_O104.cdf;Aconitate;3NPH;1
130_O104.cdf;Aconitate;3NPH;2
130_O104.cdf;Aconitate;3NPH;3
130_O104.cdf;Aconitate;3NPH;4
130_O104.cdf;Aconitate;3NPH;5
130_O104.cdf;Aconitate;3NPH;6
130_O104.cdf;Glycerate;NPH;0
130_O104.cdf;Glycerate;NPH;1
130_O104.cdf;Glycerate;NPH;2
130_O104.cdf;Glycerate;NPH;3
130_O104.cdf;Glycolate;NPH;0
130_O104.cdf;Glycolate;NPH;1
130_O104.cdf;Glycolate;NPH;2
130_O104.cdf;Hydroxyglutarate;2NPH;0
130_O104.cdf;Hydroxyglutarate;2NPH;1
130_O104.cdf;Hydroxyglutarate;2NPH;2
130_O104.cdf;Hydroxyglutarate;2NPH;3
130_O104.cdf;Hydroxyglutarate;2NPH;4
130_O104.cdf;Hydroxyglutarate;2NPH;5
130_O104.cdf;Oxalate;2NPH;0
130_O104.cdf;Oxalate;2NPH;1
130_O104.cdf;Oxalate;2NPH;2
130_O104.cdf;Itaconate;2NPH;0
130_O104.cdf;Itaconate;2NPH;1
130_O104.cdf;Itaconate;2NPH;2
130_O104.cdf;Itaconate;2NPH;3
130_O104.cdf;Itaconate;2NPH;4
130_O104.cdf;Itaconate;2NPH;5
131_O105.cdf;Lactate;NPH;0
131_O105.cdf;Lactate;NPH;1
131_O105.cdf;Lactate;NPH;2
131_O105.cdf;Lactate;NPH;3
131_O105.cdf;Pyruvate;2NPH;0
131_O105.cdf;Pyruvate;2NPH;1
131_O105.cdf;Pyruvate;2NPH;2
131_O105.cdf;Pyruvate;2NPH;3
131_O105.cdf;Fumarate;2NPH;0
131_O105.cdf;Fumarate;2NPH;1
131_O105.cdf;Fumarate;2NPH;2
131_O105.cdf;Fumarate;2NPH;3
131_O105.cdf;Fumarate;2NPH;4
131_O105.cdf;Succinate;2NPH;0
131_O105.cdf;Succinate;2NPH;1
131_O105.cdf;Succinate;2NPH;2
131_O105.cdf;Succinate;2NPH;3
131_O105.cdf;Succinate;2NPH;4
131_O105.cdf;Malate;2NPH;0
131_O105.cdf;Malate;2NPH;1
131_O105.cdf;Malate;2NPH;2
131_O105.cdf;Malate;2NPH;3
131_O105.cdf;Malate;2NPH;4
131_O105.cdf;Isocitrate;2NPH;0
131_O105.cdf;Isocitrate;2NPH;1
131_O105.cdf;Isocitrate;2NPH;2
131_O105.cdf;Isocitrate;2NPH;3
131_O105.cdf;Isocitrate;2NPH;4
131_O105.cdf;Isocitrate;2NPH;5
131_O105.cdf;Isocitrate;2NPH;6
131_O105.cdf;Citrate;2NPH;0
131_O105.cdf;Citrate;2NPH;1
131_O105.cdf;Citrate;2NPH;2
131_O105.cdf;Citrate;2NPH;3
131_O105.cdf;Citrate;2NPH;4
131_O105.cdf;Citrate;2NPH;5
131_O105.cdf;Citrate;2NPH;6
131_O105.cdf;Oxaloacetate;2NPH;0
131_O105.cdf;Oxaloacetate;2NPH;1
131_O105.cdf;Oxaloacetate;2NPH;2
131_O105.cdf;Oxaloacetate;2NPH;3
131_O105.cdf;Oxaloacetate;2NPH;4
131_O105.cdf;Oxoglutarate;3NPH;0
131_O105.cdf;Oxoglutarate;3NPH;1
131_O105.cdf;Oxoglutarate;3NPH;2
131_O105.cdf;Oxoglutarate;3NPH;3
131_O105.cdf;Oxoglutarate;3NPH;4
131_O105.cdf;Oxoglutarate;3NPH;5
131_O105.cdf;Aconitate;3NPH;0
131_O105.cdf;Aconitate;3NPH;1
131_O105.cdf;Aconitate;3NPH;2
131_O105.cdf;Aconitate;3NPH;3
131_O105.cdf;Aconitate;3NPH;4
131_O105.cdf;Aconitate;3NPH;5
131_O105.cdf;Aconitate;3NPH;6
131_O105.cdf;Glycerate;NPH;0
131_O105.cdf;Glycerate;NPH;1
131_O105.cdf;Glycerate;NPH;2
131_O105.cdf;Glycerate;NPH;3
131_O105.cdf;Glycolate;NPH;0
131_O105.cdf;Glycolate;NPH;1
131_O105.cdf;Glycolate;NPH;2
131_O105.cdf;Hydroxyglutarate;2NPH;0
131_O105.cdf;Hydroxyglutarate;2NPH;1
131_O105.cdf;Hydroxyglutarate;2NPH;2
131_O105.cdf;Hydroxyglutarate;2NPH;3
131_O105.cdf;Hydroxyglutarate;2NPH;4
131_O105.cdf;Hydroxyglutarate;2NPH;5
131_O105.cdf;Oxalate;2NPH;0
131_O105.cdf;Oxalate;2NPH;1
131_O105.cdf;Oxalate;2NPH;2
131_O105.cdf;Itaconate;2NPH;0
131_O105.cdf;Itaconate;2NPH;1
131_O105.cdf;Itaconate;2NPH;2
131_O105.cdf;Itaconate;2NPH;3
131_O105.cdf;Itaconate;2NPH;4
131_O105.cdf;Itaconate;2NPH;5
132_O106.cdf;Lactate;NPH;0
132_O106.cdf;Lactate;NPH;1
132_O106.cdf;Lactate;NPH;2
132_O106.cdf;Lactate;NPH;3
132_O106.cdf;Pyruvate;2NPH;0
132_O106.cdf;Pyruvate;2NPH;1
132_O106.cdf;Pyruvate;2NPH;2
132_O106.cdf;Pyruvate;2NPH;3
132_O106.cdf;Fumarate;2NPH;0
132_O106.cdf;Fumarate;2NPH;1
132_O106.cdf;Fumarate;2NPH;2
132_O106.cdf;Fumarate;2NPH;3
132_O106.cdf;Fumarate;2NPH;4
132_O106.cdf;Succinate;2NPH;0
132_O106.cdf;Succinate;2NPH;1
132_O106.cdf;Succinate;2NPH;2
132_O106.cdf;Succinate;2NPH;3
132_O106.cdf;Succinate;2NPH;4
132_O106.cdf;Malate;2NPH;0
132_O106.cdf;Malate;2NPH;1
132_O106.cdf;Malate;2NPH;2
132_O106.cdf;Malate;2NPH;3
132_O106.cdf;Malate;2NPH;4
132_O106.cdf;Isocitrate;2NPH;0
132_O106.cdf;Isocitrate;2NPH;1
132_O106.cdf;Isocitrate;2NPH;2
132_O106.cdf;Isocitrate;2NPH;3
132_O106.cdf;Isocitrate;2NPH;4
132_O106.cdf;Isocitrate;2NPH;5
132_O106.cdf;Isocitrate;2NPH;6
132_O106.cdf;Citrate;2NPH;0
132_O106.cdf;Citrate;2NPH;1
132_O106.cdf;Citrate;2NPH;2
132_O106.cdf;Citrate;2NPH;3
132_O106.cdf;Citrate;2NPH;4
132_O106.cdf;Citrate;2NPH;5
132_O106.cdf;Citrate;2NPH;6
132_O106.cdf;Oxaloacetate;2NPH;0
132_O106.cdf;Oxaloacetate;2NPH;1
132_O106.cdf;Oxaloacetate;2NPH;2
132_O106.cdf;Oxaloacetate;2NPH;3
132_O106.cdf;Oxaloacetate;2NPH;4
132_O106.cdf;Oxoglutarate;3NPH;0
132_O106.cdf;Oxoglutarate;3NPH;1
132_O106.cdf;Oxoglutarate;3NPH;2
132_O106.cdf;Oxoglutarate;3NPH;3
132_O106.cdf;Oxoglutarate;3NPH;4
132_O106.cdf;Oxoglutarate;3NPH;5
132_O106.cdf;Aconitate;3NPH;0
132_O106.cdf;Aconitate;3NPH;1
132_O106.cdf;Aconitate;3NPH;2
132_O106.cdf;Aconitate;3NPH;3
132_O106.cdf;Aconitate;3NPH;4
132_O106.cdf;Aconitate;3NPH;5
132_O106.cdf;Aconitate;3NPH;6
132_O106.cdf;Glycerate;NPH;0
132_O106.cdf;Glycerate;NPH;1
132_O106.cdf;Glycerate;NPH;2
132_O106.cdf;Glycerate;NPH;3
132_O106.cdf;Glycolate;NPH;0
132_O106.cdf;Glycolate;NPH;1
132_O106.cdf;Glycolate;NPH;2
132_O106.cdf;Hydroxyglutarate;2NPH;0
132_O106.cdf;Hydroxyglutarate;2NPH;1
132_O106.cdf;Hydroxyglutarate;2NPH;2
132_O106.cdf;Hydroxyglutarate;2NPH;3
132_O106.cdf;Hydroxyglutarate;2NPH;4
132_O106.cdf;Hydroxyglutarate;2NPH;5
132_O106.cdf;Oxalate;2NPH;0
132_O106.cdf;Oxalate;2NPH;1
132_O106.cdf;Oxalate;2NPH;2
132_O106.cdf;Itaconate;2NPH;0
132_O106.cdf;Itaconate;2NPH;1
132_O106.cdf;Itaconate;2NPH;2
132_O106.cdf;Itaconate;2NPH;3
132_O106.cdf;Itaconate;2NPH;4
132_O106.cdf;Itaconate;2NPH;5
133_O107.cdf;Lactate;NPH;0
133_O107.cdf;Lactate;NPH;1
133_O107.cdf;Lactate;NPH;2
133_O107.cdf;Lactate;NPH;3
133_O107.cdf;Pyruvate;2NPH;0
133_O107.cdf;Pyruvate;2NPH;1
