"metabolite";"derivative";"isotopologue";"sample";"area"
"1320";"Fumarate";"2NPH";2;"036_O19.cdf";9739.56413449564
"1321";"Fumarate";"2NPH";3;"036_O19.cdf";957.216687422167
"1322";"Fumarate";"2NPH";4;"036_O19.cdf";0
"1323";"Succinate";"2NPH";0;"036_O19.cdf";811603.480697385
"1324";"Succinate";"2NPH";1;"036_O19.cdf";136826.556662516
"1325";"Succinate";"2NPH";2;"036_O19.cdf";22048.3810709838
"1326";"Succinate";"2NPH";3;"036_O19.cdf";2721.72478206725
"1327";"Succinate";"2NPH";4;"036_O19.cdf";0
"1328";"Malate";"2NPH";0;"036_O19.cdf";12077546.6749689
"1329";"Malate";"2NPH";1;"036_O19.cdf";2782074.48941469
"1330";"Malate";"2NPH";2;"036_O19.cdf";415505.666251557
"1331";"Malate";"2NPH";3;"036_O19.cdf";48801.2640099626
"1332";"Malate";"2NPH";4;"036_O19.cdf";0
"1333";"Isocitrate";"2NPH";0;"036_O19.cdf";247243.349937734
"1334";"Isocitrate";"2NPH";1;"036_O19.cdf";52044.4831880448
"1335";"Isocitrate";"2NPH";2;"036_O19.cdf";9562.81444582814
"1336";"Isocitrate";"2NPH";3;"036_O19.cdf";1530.70361145704
"1337";"Isocitrate";"2NPH";4;"036_O19.cdf";527.029887920299
"1338";"Isocitrate";"2NPH";5;"036_O19.cdf";1390.31133250311
"1339";"Isocitrate";"2NPH";6;"036_O19.cdf";509.053549190536
"1340";"Citrate";"2NPH";0;"036_O19.cdf";5080017.59651308
"1341";"Citrate";"2NPH";1;"036_O19.cdf";986217.453300125
"1342";"Citrate";"2NPH";2;"036_O19.cdf";208848.312577833
"1343";"Citrate";"2NPH";3;"036_O19.cdf";30828.399750934
"1344";"Citrate";"2NPH";4;"036_O19.cdf";0
"1345";"Citrate";"2NPH";5;"036_O19.cdf";0
"1346";"Citrate";"2NPH";6;"036_O19.cdf";0
"1347";"Oxaloacetate";"2NPH";0;"036_O19.cdf";1560.80323785803
"1348";"Oxaloacetate";"2NPH";1;"036_O19.cdf";304.016189290162
"1349";"Oxaloacetate";"2NPH";2;"036_O19.cdf";79.6575342465754
"1350";"Oxaloacetate";"2NPH";3;"036_O19.cdf";0
"1351";"Oxaloacetate";"2NPH";4;"036_O19.cdf";0
"1352";"Oxoglutarate";"3NPH";0;"036_O19.cdf";4163940.91531756
"1353";"Oxoglutarate";"3NPH";1;"036_O19.cdf";1032799.70734745
"1354";"Oxoglutarate";"3NPH";2;"036_O19.cdf";207212.820672478
"1355";"Oxoglutarate";"3NPH";3;"036_O19.cdf";33200.902864259
"1356";"Oxoglutarate";"3NPH";4;"036_O19.cdf";2351.80572851806
"1357";"Oxoglutarate";"3NPH";5;"036_O19.cdf";0
"1358";"Aconitate";"3NPH";0;"036_O19.cdf";6172.83935242839
"1359";"Aconitate";"3NPH";1;"036_O19.cdf";2169.32129514321
"1360";"Aconitate";"3NPH";2;"036_O19.cdf";705.722291407223
"1361";"Aconitate";"3NPH";3;"036_O19.cdf";110.653798256538
"1362";"Aconitate";"3NPH";4;"036_O19.cdf";0
"1363";"Aconitate";"3NPH";5;"036_O19.cdf";65.6849315068493
"1364";"Aconitate";"3NPH";6;"036_O19.cdf";0
"1365";"Glycerate";"NPH";0;"036_O19.cdf";173949.819427148
"1366";"Glycerate";"NPH";1;"036_O19.cdf";16627.2914072229
"1367";"Glycerate";"NPH";2;"036_O19.cdf";2182.75217932752
"1368";"Glycerate";"NPH";3;"036_O19.cdf";244.800747198007
"1369";"Glycolate";"NPH";0;"036_O19.cdf";0
"1370";"Glycolate";"NPH";1;"036_O19.cdf";0
"1371";"Glycolate";"NPH";2;"036_O19.cdf";0
"1372";"Hydroxyglutarate";"2NPH";0;"036_O19.cdf";16733.8854296389
"1373";"Hydroxyglutarate";"2NPH";1;"036_O19.cdf";4239.28393524284
"1374";"Hydroxyglutarate";"2NPH";2;"036_O19.cdf";950.267745952678
"1375";"Hydroxyglutarate";"2NPH";3;"036_O19.cdf";0
"1376";"Hydroxyglutarate";"2NPH";4;"036_O19.cdf";0
"1377";"Hydroxyglutarate";"2NPH";5;"036_O19.cdf";0
"1378";"Oxalate";"2NPH";0;"036_O19.cdf";9717877.06724782
"1379";"Oxalate";"2NPH";1;"036_O19.cdf";1698067.51556663
"1380";"Oxalate";"2NPH";2;"036_O19.cdf";215900.342465753
"1381";"Itaconate";"2NPH";0;"036_O19.cdf";1636.90535491905
"1382";"Itaconate";"2NPH";1;"036_O19.cdf";216.046077210461
"1383";"Itaconate";"2NPH";2;"036_O19.cdf";0
"1384";"Itaconate";"2NPH";3;"036_O19.cdf";0
"1385";"Itaconate";"2NPH";4;"036_O19.cdf";33393.6799501868
"1386";"Itaconate";"2NPH";5;"036_O19.cdf";6493.65504358655
"1387";"Lactate";"NPH";0;"037_O20.cdf";0
"1388";"Lactate";"NPH";1;"037_O20.cdf";0
"1389";"Lactate";"NPH";2;"037_O20.cdf";0
"1390";"Lactate";"NPH";3;"037_O20.cdf";0
"1391";"Pyruvate";"2NPH";0;"037_O20.cdf";164552.231553689
"1392";"Pyruvate";"2NPH";1;"037_O20.cdf";29423.2873425315
"1393";"Pyruvate";"2NPH";2;"037_O20.cdf";4857.7024595081
"1394";"Pyruvate";"2NPH";3;"037_O20.cdf";351.361727654469
"1395";"Fumarate";"2NPH";0;"037_O20.cdf";265856.280743851
"1396";"Fumarate";"2NPH";1;"037_O20.cdf";47137.7564487103
"1397";"Fumarate";"2NPH";2;"037_O20.cdf";7385.48890221956
"1398";"Fumarate";"2NPH";3;"037_O20.cdf";797.834433113377
"1399";"Fumarate";"2NPH";4;"037_O20.cdf";0
"1400";"Succinate";"2NPH";0;"037_O20.cdf";721646.316736653
"1401";"Succinate";"2NPH";1;"037_O20.cdf";119672.363527295
"1402";"Succinate";"2NPH";2;"037_O20.cdf";18639.3641271746
"1403";"Succinate";"2NPH";3;"037_O20.cdf";2596.34073185363
"1404";"Succinate";"2NPH";4;"037_O20.cdf";0
"1405";"Malate";"2NPH";0;"037_O20.cdf";9651760.55188962
"1406";"Malate";"2NPH";1;"037_O20.cdf";2049908.38632274
"1407";"Malate";"2NPH";2;"037_O20.cdf";308598.164367127
"1408";"Malate";"2NPH";3;"037_O20.cdf";35228.9682063587
"1409";"Malate";"2NPH";4;"037_O20.cdf";0
"1410";"Isocitrate";"2NPH";0;"037_O20.cdf";143614.547090582
"1411";"Isocitrate";"2NPH";1;"037_O20.cdf";31398.050389922
"1412";"Isocitrate";"2NPH";2;"037_O20.cdf";5665.45890821836
"1413";"Isocitrate";"2NPH";3;"037_O20.cdf";981.127774445111
"1414";"Isocitrate";"2NPH";4;"037_O20.cdf";312.069586082783
"1415";"Isocitrate";"2NPH";5;"037_O20.cdf";828.398320335933
"1416";"Isocitrate";"2NPH";6;"037_O20.cdf";560.881823635273
"1417";"Citrate";"2NPH";0;"037_O20.cdf";2500249.71205759
"1418";"Citrate";"2NPH";1;"037_O20.cdf";490649.712057588
"1419";"Citrate";"2NPH";2;"037_O20.cdf";206093.857228554
"1420";"Citrate";"2NPH";3;"037_O20.cdf";31215.1469706059
"1421";"Citrate";"2NPH";4;"037_O20.cdf";1776.10077984403
"1422";"Citrate";"2NPH";5;"037_O20.cdf";0
"1423";"Citrate";"2NPH";6;"037_O20.cdf";0
"1424";"Oxaloacetate";"2NPH";0;"037_O20.cdf";1216.46070785843
"1425";"Oxaloacetate";"2NPH";1;"037_O20.cdf";299.496100779844
"1426";"Oxaloacetate";"2NPH";2;"037_O20.cdf";68.1583683263347
"1427";"Oxaloacetate";"2NPH";3;"037_O20.cdf";0
"1428";"Oxaloacetate";"2NPH";4;"037_O20.cdf";0
"1429";"Oxoglutarate";"3NPH";0;"037_O20.cdf";4278003.55728854
"1430";"Oxoglutarate";"3NPH";1;"037_O20.cdf";1055518.86622675
"1431";"Oxoglutarate";"3NPH";2;"037_O20.cdf";216542.381523695
"1432";"Oxoglutarate";"3NPH";3;"037_O20.cdf";35982.1235752849
"1433";"Oxoglutarate";"3NPH";4;"037_O20.cdf";3620.0299940012
"1434";"Oxoglutarate";"3NPH";5;"037_O20.cdf";0
"1435";"Aconitate";"3NPH";0;"037_O20.cdf";4896.95860827834
"1436";"Aconitate";"3NPH";1;"037_O20.cdf";1728.72825434913
"1437";"Aconitate";"3NPH";2;"037_O20.cdf";473.089382123575
"1438";"Aconitate";"3NPH";3;"037_O20.cdf";40.9118176364727
"1439";"Aconitate";"3NPH";4;"037_O20.cdf";0
"1440";"Aconitate";"3NPH";5;"037_O20.cdf";75.9628074385123
"1441";"Aconitate";"3NPH";6;"037_O20.cdf";0
"1442";"Glycerate";"NPH";0;"037_O20.cdf";123075.0089982
"1443";"Glycerate";"NPH";1;"037_O20.cdf";11022.7834433113
"1444";"Glycerate";"NPH";2;"037_O20.cdf";2092.39352129574
"1445";"Glycerate";"NPH";3;"037_O20.cdf";0
"1446";"Glycolate";"NPH";0;"037_O20.cdf";0
"1447";"Glycolate";"NPH";1;"037_O20.cdf";0
"1448";"Glycolate";"NPH";2;"037_O20.cdf";0
"1449";"Hydroxyglutarate";"2NPH";0;"037_O20.cdf";13222.8074385123
"1450";"Hydroxyglutarate";"2NPH";1;"037_O20.cdf";2573.88722255549
"1451";"Hydroxyglutarate";"2NPH";2;"037_O20.cdf";561.907618476305
"1452";"Hydroxyglutarate";"2NPH";3;"037_O20.cdf";0
"1453";"Hydroxyglutarate";"2NPH";4;"037_O20.cdf";0
"1454";"Hydroxyglutarate";"2NPH";5;"037_O20.cdf";0
"1455";"Oxalate";"2NPH";0;"037_O20.cdf";8460111.84163167
"1456";"Oxalate";"2NPH";1;"037_O20.cdf";1440278.55428914
"1457";"Oxalate";"2NPH";2;"037_O20.cdf";185904.901019796
"1458";"Itaconate";"2NPH";0;"037_O20.cdf";1040.25794841032
"1459";"Itaconate";"2NPH";1;"037_O20.cdf";173.089382123575
"1460";"Itaconate";"2NPH";2;"037_O20.cdf";0
"1461";"Itaconate";"2NPH";3;"037_O20.cdf";110.617876424715
"1462";"Itaconate";"2NPH";4;"037_O20.cdf";15998.2363527295
"1463";"Itaconate";"2NPH";5;"037_O20.cdf";4210.65386922615
"1464";"Lactate";"NPH";0;"039_O21.cdf";0
"1465";"Lactate";"NPH";1;"039_O21.cdf";0
"1466";"Lactate";"NPH";2;"039_O21.cdf";0
"1467";"Lactate";"NPH";3;"039_O21.cdf";0
"1468";"Pyruvate";"2NPH";0;"039_O21.cdf";294292.579553148
"1469";"Pyruvate";"2NPH";1;"039_O21.cdf";49002.0988490183
"1470";"Pyruvate";"2NPH";2;"039_O21.cdf";7762.70142180095
"1471";"Pyruvate";"2NPH";3;"039_O21.cdf";722.755585646581
"1472";"Fumarate";"2NPH";0;"039_O21.cdf";416135.125253893
"1473";"Fumarate";"2NPH";1;"039_O21.cdf";74121.9498984428
"1474";"Fumarate";"2NPH";2;"039_O21.cdf";10397.8131347326
"1475";"Fumarate";"2NPH";3;"039_O21.cdf";1121.86865267434
"1476";"Fumarate";"2NPH";4;"039_O21.cdf";0
"1477";"Succinate";"2NPH";0;"039_O21.cdf";1191503.77115775
"1478";"Succinate";"2NPH";1;"039_O21.cdf";210794.102911307
"1479";"Succinate";"2NPH";2;"039_O21.cdf";31345.3825321598
"1480";"Succinate";"2NPH";3;"039_O21.cdf";3640.45362220718
"1481";"Succinate";"2NPH";4;"039_O21.cdf";0
"1482";"Malate";"2NPH";0;"039_O21.cdf";13457533.8253216
"1483";"Malate";"2NPH";1;"039_O21.cdf";3069632.60663507
"1484";"Malate";"2NPH";2;"039_O21.cdf";458976.63507109
"1485";"Malate";"2NPH";3;"039_O21.cdf";53135.605958023
"1486";"Malate";"2NPH";4;"039_O21.cdf";0
"1487";"Isocitrate";"2NPH";0;"039_O21.cdf";349054.671631686
"1488";"Isocitrate";"2NPH";1;"039_O21.cdf";71236.6215301286
"1489";"Isocitrate";"2NPH";2;"039_O21.cdf";12094.0758293839
"1490";"Isocitrate";"2NPH";3;"039_O21.cdf";2415.4096140826
"1491";"Isocitrate";"2NPH";4;"039_O21.cdf";472.044685172647
"1492";"Isocitrate";"2NPH";5;"039_O21.cdf";697.90115098172
"1493";"Isocitrate";"2NPH";6;"039_O21.cdf";0
"1494";"Citrate";"2NPH";0;"039_O21.cdf";4946158.50372376
"1495";"Citrate";"2NPH";1;"039_O21.cdf";943607.610020312
"1496";"Citrate";"2NPH";2;"039_O21.cdf";262314.245091402
"1497";"Citrate";"2NPH";3;"039_O21.cdf";39363.3513879485
"1498";"Citrate";"2NPH";4;"039_O21.cdf";1956.82464454976
"1499";"Citrate";"2NPH";5;"039_O21.cdf";0
"1500";"Citrate";"2NPH";6;"039_O21.cdf";0
"1501";"Oxaloacetate";"2NPH";0;"039_O21.cdf";1860.03385240352
"1502";"Oxaloacetate";"2NPH";1;"039_O21.cdf";520.93432633717
"1503";"Oxaloacetate";"2NPH";2;"039_O21.cdf";202.979011509817
"1504";"Oxaloacetate";"2NPH";3;"039_O21.cdf";0
"1505";"Oxaloacetate";"2NPH";4;"039_O21.cdf";0
"1506";"Oxoglutarate";"3NPH";0;"039_O21.cdf";5103603.33784699
"1507";"Oxoglutarate";"3NPH";1;"039_O21.cdf";1270169.81042654
"1508";"Oxoglutarate";"3NPH";2;"039_O21.cdf";289676.106973595
"1509";"Oxoglutarate";"3NPH";3;"039_O21.cdf";49175.4570074475
"1510";"Oxoglutarate";"3NPH";4;"039_O21.cdf";4192.48476641842
"1511";"Oxoglutarate";"3NPH";5;"039_O21.cdf";0
"1512";"Aconitate";"3NPH";0;"039_O21.cdf";9635.93771157752
"1513";"Aconitate";"3NPH";1;"039_O21.cdf";2921.74001354096
"1514";"Aconitate";"3NPH";2;"039_O21.cdf";1330.06770480704
"1515";"Aconitate";"3NPH";3;"039_O21.cdf";275.253893026405
"1516";"Aconitate";"3NPH";4;"039_O21.cdf";0
"1517";"Aconitate";"3NPH";5;"039_O21.cdf";152.112389979689
"1518";"Aconitate";"3NPH";6;"039_O21.cdf";0
"1519";"Glycerate";"NPH";0;"039_O21.cdf";65219.0115098172
"1520";"Glycerate";"NPH";1;"039_O21.cdf";6408.16519972918
"1521";"Glycerate";"NPH";2;"039_O21.cdf";752.464454976303
"1522";"Glycerate";"NPH";3;"039_O21.cdf";0
"1523";"Glycolate";"NPH";0;"039_O21.cdf";0
"1524";"Glycolate";"NPH";1;"039_O21.cdf";0
"1525";"Glycolate";"NPH";2;"039_O21.cdf";0
"1526";"Hydroxyglutarate";"2NPH";0;"039_O21.cdf";15624.5633039946
"1527";"Hydroxyglutarate";"2NPH";1;"039_O21.cdf";3427.58293838863
"1528";"Hydroxyglutarate";"2NPH";2;"039_O21.cdf";674.509140148951
"1529";"Hydroxyglutarate";"2NPH";3;"039_O21.cdf";0
"1530";"Hydroxyglutarate";"2NPH";4;"039_O21.cdf";0
"1531";"Hydroxyglutarate";"2NPH";5;"039_O21.cdf";0
"1532";"Oxalate";"2NPH";0;"039_O21.cdf";11109692.4847664
"1533";"Oxalate";"2NPH";1;"039_O21.cdf";1972556.84495599
"1534";"Oxalate";"2NPH";2;"039_O21.cdf";259576.696005416
"1535";"Itaconate";"2NPH";0;"039_O21.cdf";1935.68043331077
"1536";"Itaconate";"2NPH";1;"039_O21.cdf";258.733920108328
"1537";"Itaconate";"2NPH";2;"039_O21.cdf";0
"1538";"Itaconate";"2NPH";3;"039_O21.cdf";226.607989167231
"1539";"Itaconate";"2NPH";4;"039_O21.cdf";56976.086662153
"1540";"Itaconate";"2NPH";5;"039_O21.cdf";5611.76709546378
"1541";"Lactate";"NPH";0;"040_O22.cdf";0
"1542";"Lactate";"NPH";1;"040_O22.cdf";0
"1543";"Lactate";"NPH";2;"040_O22.cdf";0
"1544";"Lactate";"NPH";3;"040_O22.cdf";0
"1545";"Pyruvate";"2NPH";0;"040_O22.cdf";157882.43083004
"1546";"Pyruvate";"2NPH";1;"040_O22.cdf";25207.3386034256
"1547";"Pyruvate";"2NPH";2;"040_O22.cdf";3862.63504611331
"1548";"Pyruvate";"2NPH";3;"040_O22.cdf";373.70882740448
"1549";"Fumarate";"2NPH";0;"040_O22.cdf";174065.803689065
"1550";"Fumarate";"2NPH";1;"040_O22.cdf";29278.9657444005
"1551";"Fumarate";"2NPH";2;"040_O22.cdf";4155.56653491436
"1552";"Fumarate";"2NPH";3;"040_O22.cdf";239.868247694335
"1553";"Fumarate";"2NPH";4;"040_O22.cdf";0
"1554";"Succinate";"2NPH";0;"040_O22.cdf";813243.274044796
"1555";"Succinate";"2NPH";1;"040_O22.cdf";136120.164690382
"1556";"Succinate";"2NPH";2;"040_O22.cdf";20083.906455863
"1557";"Succinate";"2NPH";3;"040_O22.cdf";2620.97496706192
"1558";"Succinate";"2NPH";4;"040_O22.cdf";0
"1559";"Malate";"2NPH";0;"040_O22.cdf";13743222.516469
"1560";"Malate";"2NPH";1;"040_O22.cdf";3255266.89064559
"1561";"Malate";"2NPH";2;"040_O22.cdf";487268.60342556
"1562";"Malate";"2NPH";3;"040_O22.cdf";54288.4584980237
"1563";"Malate";"2NPH";4;"040_O22.cdf";0
"1564";"Isocitrate";"2NPH";0;"040_O22.cdf";552352.694334651
"1565";"Isocitrate";"2NPH";1;"040_O22.cdf";104905.797101449
"1566";"Isocitrate";"2NPH";2;"040_O22.cdf";17928.4584980237
"1567";"Isocitrate";"2NPH";3;"040_O22.cdf";3081.5744400527
"1568";"Isocitrate";"2NPH";4;"040_O22.cdf";749.631093544137
"1569";"Isocitrate";"2NPH";5;"040_O22.cdf";862.529644268775
"1570";"Isocitrate";"2NPH";6;"040_O22.cdf";485.355731225296
"1571";"Citrate";"2NPH";0;"040_O22.cdf";11804752.5032938
"1572";"Citrate";"2NPH";1;"040_O22.cdf";2400818.28063241
"1573";"Citrate";"2NPH";2;"040_O22.cdf";364562.127799736
"1574";"Citrate";"2NPH";3;"040_O22.cdf";55398.4255599473
"1575";"Citrate";"2NPH";4;"040_O22.cdf";0
"1576";"Citrate";"2NPH";5;"040_O22.cdf";0
"1577";"Citrate";"2NPH";6;"040_O22.cdf";0
"1578";"Oxaloacetate";"2NPH";0;"040_O22.cdf";3326.6930171278
"1579";"Oxaloacetate";"2NPH";1;"040_O22.cdf";516.646903820817
"1580";"Oxaloacetate";"2NPH";2;"040_O22.cdf";267.905138339921
"1581";"Oxaloacetate";"2NPH";3;"040_O22.cdf";406.429512516469
"1582";"Oxaloacetate";"2NPH";4;"040_O22.cdf";310.065876152833
"1583";"Oxoglutarate";"3NPH";0;"040_O22.cdf";19231421.6139657
"1584";"Oxoglutarate";"3NPH";1;"040_O22.cdf";5723744.37417655
"1585";"Oxoglutarate";"3NPH";2;"040_O22.cdf";1018280.37549407
"1586";"Oxoglutarate";"3NPH";3;"040_O22.cdf";147746.040843215
"1587";"Oxoglutarate";"3NPH";4;"040_O22.cdf";7559.93412384717
"1588";"Oxoglutarate";"3NPH";5;"040_O22.cdf";0
"1589";"Aconitate";"3NPH";0;"040_O22.cdf";27604.7101449275
"1590";"Aconitate";"3NPH";1;"040_O22.cdf";8898.24769433465
"1591";"Aconitate";"3NPH";2;"040_O22.cdf";2305.37549407115
"1592";"Aconitate";"3NPH";3;"040_O22.cdf";273.458498023715
"1593";"Aconitate";"3NPH";4;"040_O22.cdf";0
"1594";"Aconitate";"3NPH";5;"040_O22.cdf";129.776021080369
"1595";"Aconitate";"3NPH";6;"040_O22.cdf";0
"1596";"Glycerate";"NPH";0;"040_O22.cdf";63513.6166007905
"1597";"Glycerate";"NPH";1;"040_O22.cdf";6591.3768115942
"1598";"Glycerate";"NPH";2;"040_O22.cdf";890.434782608696
"1599";"Glycerate";"NPH";3;"040_O22.cdf";0
"1600";"Glycolate";"NPH";0;"040_O22.cdf";0
"1601";"Glycolate";"NPH";1;"040_O22.cdf";0
"1602";"Glycolate";"NPH";2;"040_O22.cdf";0
"1603";"Hydroxyglutarate";"2NPH";0;"040_O22.cdf";34263.6561264822
"1604";"Hydroxyglutarate";"2NPH";1;"040_O22.cdf";6951.16600790514
"1605";"Hydroxyglutarate";"2NPH";2;"040_O22.cdf";1453.14229249012
"1606";"Hydroxyglutarate";"2NPH";3;"040_O22.cdf";0
"1607";"Hydroxyglutarate";"2NPH";4;"040_O22.cdf";0
"1608";"Hydroxyglutarate";"2NPH";5;"040_O22.cdf";0
"1609";"Oxalate";"2NPH";0;"040_O22.cdf";7637872.43741765
"1610";"Oxalate";"2NPH";1;"040_O22.cdf";1258683.59025033
"1611";"Oxalate";"2NPH";2;"040_O22.cdf";156318.774703557
"1612";"Itaconate";"2NPH";0;"040_O22.cdf";8245.36890645586
"1613";"Itaconate";"2NPH";1;"040_O22.cdf";977.404479578393
"1614";"Itaconate";"2NPH";2;"040_O22.cdf";0
"1615";"Itaconate";"2NPH";3;"040_O22.cdf";0
"1616";"Itaconate";"2NPH";4;"040_O22.cdf";45199.1370223979
"1617";"Itaconate";"2NPH";5;"040_O22.cdf";9781.66007905138
"1618";"Lactate";"NPH";0;"042_O24.cdf";0
"1619";"Lactate";"NPH";1;"042_O24.cdf";0
"1620";"Lactate";"NPH";2;"042_O24.cdf";0
"1621";"Lactate";"NPH";3;"042_O24.cdf";0
"1622";"Pyruvate";"2NPH";0;"042_O24.cdf";135529.020979021
"1623";"Pyruvate";"2NPH";1;"042_O24.cdf";22504.4545454545
"1624";"Pyruvate";"2NPH";2;"042_O24.cdf";3479.6993006993
"1625";"Pyruvate";"2NPH";3;"042_O24.cdf";170.412587412587
"1626";"Fumarate";"2NPH";0;"042_O24.cdf";130322.272727273
"1627";"Fumarate";"2NPH";1;"042_O24.cdf";22954.6433566434
"1628";"Fumarate";"2NPH";2;"042_O24.cdf";3188.1958041958
"1629";"Fumarate";"2NPH";3;"042_O24.cdf";65.2237762237762
"1630";"Fumarate";"2NPH";4;"042_O24.cdf";0
"1631";"Succinate";"2NPH";0;"042_O24.cdf";735528.993006993
"1632";"Succinate";"2NPH";1;"042_O24.cdf";121601.636363636
"1633";"Succinate";"2NPH";2;"042_O24.cdf";18397.6293706294
"1634";"Succinate";"2NPH";3;"042_O24.cdf";2495.41258741259
"1635";"Succinate";"2NPH";4;"042_O24.cdf";0
"1636";"Malate";"2NPH";0;"042_O24.cdf";15159389.4125874
"1637";"Malate";"2NPH";1;"042_O24.cdf";3691351.32867133
"1638";"Malate";"2NPH";2;"042_O24.cdf";538869.825174825
"1639";"Malate";"2NPH";3;"042_O24.cdf";62041.2937062937
"1640";"Malate";"2NPH";4;"042_O24.cdf";89.4055944055944
"1641";"Isocitrate";"2NPH";0;"042_O24.cdf";408015.475524476
"1642";"Isocitrate";"2NPH";1;"042_O24.cdf";80416.0629370629
"1643";"Isocitrate";"2NPH";2;"042_O24.cdf";13998.5244755245
"1644";"Isocitrate";"2NPH";3;"042_O24.cdf";2442.61538461538
"1645";"Isocitrate";"2NPH";4;"042_O24.cdf";502.006993006993
"1646";"Isocitrate";"2NPH";5;"042_O24.cdf";679.895104895105
"1647";"Isocitrate";"2NPH";6;"042_O24.cdf";0
"1648";"Citrate";"2NPH";0;"042_O24.cdf";10805491.1258741
"1649";"Citrate";"2NPH";1;"042_O24.cdf";2072190.7972028
"1650";"Citrate";"2NPH";2;"042_O24.cdf";329779.636363636
"1651";"Citrate";"2NPH";3;"042_O24.cdf";45933.4615384615
"1652";"Citrate";"2NPH";4;"042_O24.cdf";0
"1653";"Citrate";"2NPH";5;"042_O24.cdf";0
"1654";"Citrate";"2NPH";6;"042_O24.cdf";0
"1655";"Oxaloacetate";"2NPH";0;"042_O24.cdf";4338.55244755245
"1656";"Oxaloacetate";"2NPH";1;"042_O24.cdf";1606.93006993007
"1657";"Oxaloacetate";"2NPH";2;"042_O24.cdf";151.727272727273
"1658";"Oxaloacetate";"2NPH";3;"042_O24.cdf";0
"1659";"Oxaloacetate";"2NPH";4;"042_O24.cdf";208.832167832168
"1660";"Oxoglutarate";"3NPH";0;"042_O24.cdf";16827860.8741259
"1661";"Oxoglutarate";"3NPH";1;"042_O24.cdf";4915579.76223776
"1662";"Oxoglutarate";"3NPH";2;"042_O24.cdf";884718.727272727
"1663";"Oxoglutarate";"3NPH";3;"042_O24.cdf";124064.93006993
"1664";"Oxoglutarate";"3NPH";4;"042_O24.cdf";7642.44055944056
"1665";"Oxoglutarate";"3NPH";5;"042_O24.cdf";0
"1666";"Aconitate";"3NPH";0;"042_O24.cdf";17835.4825174825
"1667";"Aconitate";"3NPH";1;"042_O24.cdf";4843.81818181818
"1668";"Aconitate";"3NPH";2;"042_O24.cdf";1275.8951048951
"1669";"Aconitate";"3NPH";3;"042_O24.cdf";125.195804195804
"1670";"Aconitate";"3NPH";4;"042_O24.cdf";0
"1671";"Aconitate";"3NPH";5;"042_O24.cdf";36.7202797202797
"1672";"Aconitate";"3NPH";6;"042_O24.cdf";0
"1673";"Glycerate";"NPH";0;"042_O24.cdf";47264.6853146853
"1674";"Glycerate";"NPH";1;"042_O24.cdf";4605.34965034965
"1675";"Glycerate";"NPH";2;"042_O24.cdf";756.125874125874
"1676";"Glycerate";"NPH";3;"042_O24.cdf";0
"1677";"Glycolate";"NPH";0;"042_O24.cdf";26916.5804195804
"1678";"Glycolate";"NPH";1;"042_O24.cdf";0
"1679";"Glycolate";"NPH";2;"042_O24.cdf";0
"1680";"Hydroxyglutarate";"2NPH";0;"042_O24.cdf";20201.2937062937
"1681";"Hydroxyglutarate";"2NPH";1;"042_O24.cdf";3832.96503496504
"1682";"Hydroxyglutarate";"2NPH";2;"042_O24.cdf";0
"1683";"Hydroxyglutarate";"2NPH";3;"042_O24.cdf";0
"1684";"Hydroxyglutarate";"2NPH";4;"042_O24.cdf";0
"1685";"Hydroxyglutarate";"2NPH";5;"042_O24.cdf";0
"1686";"Oxalate";"2NPH";0;"042_O24.cdf";8056732.11188811
"1687";"Oxalate";"2NPH";1;"042_O24.cdf";1298990.32867133
"1688";"Oxalate";"2NPH";2;"042_O24.cdf";162274.965034965
"1689";"Itaconate";"2NPH";0;"042_O24.cdf";7100.74125874126
"1690";"Itaconate";"2NPH";1;"042_O24.cdf";624.517482517483
"1691";"Itaconate";"2NPH";2;"042_O24.cdf";0
"1692";"Itaconate";"2NPH";3;"042_O24.cdf";207.146853146853
"1693";"Itaconate";"2NPH";4;"042_O24.cdf";44743.8881118881
"1694";"Itaconate";"2NPH";5;"042_O24.cdf";9089.81818181818
"1695";"Lactate";"NPH";0;"043_O25.cdf";0
"1696";"Lactate";"NPH";1;"043_O25.cdf";0
"1697";"Lactate";"NPH";2;"043_O25.cdf";0
"1698";"Lactate";"NPH";3;"043_O25.cdf";0
"1699";"Pyruvate";"2NPH";0;"043_O25.cdf";130445.018939394
"1700";"Pyruvate";"2NPH";1;"043_O25.cdf";21332.6767676768
"1701";"Pyruvate";"2NPH";2;"043_O25.cdf";3277.08964646465
"1702";"Pyruvate";"2NPH";3;"043_O25.cdf";385.176767676768
"1703";"Fumarate";"2NPH";0;"043_O25.cdf";120779.892676768
"1704";"Fumarate";"2NPH";1;"043_O25.cdf";21254.2361111111
"1705";"Fumarate";"2NPH";2;"043_O25.cdf";2767.94191919192
"1706";"Fumarate";"2NPH";3;"043_O25.cdf";44.2550505050505
"1707";"Fumarate";"2NPH";4;"043_O25.cdf";0
"1708";"Succinate";"2NPH";0;"043_O25.cdf";802524.741161616
"1709";"Succinate";"2NPH";1;"043_O25.cdf";131631.660353535
"1710";"Succinate";"2NPH";2;"043_O25.cdf";21768.970959596
"1711";"Succinate";"2NPH";3;"043_O25.cdf";3111.12373737374
"1712";"Succinate";"2NPH";4;"043_O25.cdf";0
"1713";"Malate";"2NPH";0;"043_O25.cdf";11686798.4217172
