metabolite;Time;Labeling;Treatment;N;mean;sd;se
74;Aspartate;15;L;Fe;4;0.00524916644397358;0.000611093166426329;0.000305546583213164
75;Aspartate;15;L;P;5;0.00456016385492538;0.000800169376543623;0.000357846623893033
76;Aspartate;15;U;C;5;0.004987101087195;0.00125756015643776;0.000562397999118019
77;Aspartate;15;U;Fe;5;0.00756553865254904;0.00323198306057549;0.00144538676511492
78;Aspartate;15;U;P;5;0.00483582833235198;0.000827337425892371;0.000369996544925007
79;Aspartate;30;L;C;5;0.00707783304332979;0.00222404874160823;0.000994624834301771
80;Aspartate;30;L;Fe;5;0.00661766772006588;0.000921544923230069;0.000412127418532452
81;Aspartate;30;L;P;5;0.00629096848490875;0.00147335563082789;0.000658904669112648
82;Aspartate;30;U;C;5;0.00474613265497603;0.000937042413493879;0.000419058106874556
83;Aspartate;30;U;Fe;5;0.00716298848258064;0.0027184125166032;0.00121571103560221
84;Aspartate;30;U;P;5;0.0054433542481676;0.00167955781546111;0.000751121089502419
85;Aspartate;60;L;C;5;0.00777305913320692;0.00204241053461259;0.000913393758671085
86;Aspartate;60;L;Fe;5;0.00583851418991264;0.00072246114303741;0.000323094445386769
87;Aspartate;60;L;P;5;0.00593482525119906;0.000794237078670697;0.000355193619631705
88;Aspartate;60;U;C;5;0.00467099630270362;0.00124885344356876;0.00055850423875089
89;Aspartate;60;U;Fe;5;0.0045849858280409;0.00110144104907511;0.000492579411788123
90;Aspartate;60;U;P;5;0.00719138089537357;0.00192526001312178;0.000861002452740488
91;Aspartate;120;L;C;5;0.00748622070276074;0.00113533286894532;0.000507736294410319
92;Aspartate;120;L;Fe;5;0.00973609798842848;0.00255415062876974;0.00114225088614059
93;Aspartate;120;L;P;5;0.00762175054553833;0.00456450138129879;0.00204130707439516
94;Aspartate;120;U;C;5;0.00636148711811574;0.00400577441868133;0.00179143678054023
95;Aspartate;120;U;Fe;5;0.00460482854793549;0.00175348854736313;0.000784183917934262
96;Aspartate;120;U;P;5;0.00726554240481399;0.00283953684636087;0.00126987948261565
97;Citrulline;15;L;C;5;0.00716860276319219;0.00127948403450911;0.00057220265545761
98;Citrulline;15;L;Fe;4;0.0186540181706656;0.00858380516448093;0.00429190258224046
99;Citrulline;15;L;P;5;0.00764733423745491;0.000601617319833782;0.000269051444717914
100;Citrulline;15;U;C;5;0.00989990421052527;0.00348207287936647;0.00155723033217437
101;Citrulline;15;U;Fe;5;0.0181689851748804;0.0064309863298761;0.00287602451919497
102;Citrulline;15;U;P;5;0.00726965175979251;0.000375448374715693;0.000167905617581221
103;Citrulline;30;L;C;5;0.00906592580480191;0.00164476547411817;0.000735561481434578
104;Citrulline;30;L;Fe;5;0.00983970043828652;0.00249153048900854;0.00111424630828728
105;Citrulline;30;L;P;5;0.00819311748093675;0.000624968576073727;0.000279494443980421
106;Citrulline;30;U;C;5;0.00767567967711504;0.00113003544552813;0.000505367214637031
107;Citrulline;30;U;Fe;5;0.00904789674367744;0.00179454803272496;0.000802546278012303
108;Citrulline;30;U;P;5;0.00726826820967047;0.00176367816397015;0.000788740853013856
109;Citrulline;60;L;C;5;0.0145740085660343;0.00398512561774097;0.00178220235602893
110;Citrulline;60;L;Fe;5;0.0176935502560566;0.00469166761399909;0.00209817754254724
111;Citrulline;60;L;P;5;0.0102171862738525;0.0048714482531659;0.00217857788859031
112;Citrulline;60;U;C;5;0.00760978674827215;0.00067685479645674;0.000302698667154811
113;Citrulline;60;U;Fe;5;0.0121319320190858;0.00508173936778916;0.00227262293406267
114;Citrulline;60;U;P;5;0.0080651829597493;0.00109324848516512;0.000488915585825574
115;Citrulline;120;L;C;5;0.0162414657195502;0.00252414678722285;0.0011288327602836
116;Citrulline;120;L;Fe;5;0.023045358644922;0.00404994810366644;0.00181119185302891
117;Citrulline;120;L;P;5;0.0127395097727051;0.00209988138238675;0.000939095503140602
118;Citrulline;120;U;C;5;0.00784853624861204;0.00235006644123912;0.00105098166285034
119;Citrulline;120;U;Fe;5;0.0211044943598944;0.00785680162798473;0.00351366850518098
120;Citrulline;120;U;P;5;0.00812777317563011;0.0010904963505781;0.000487684793821615
121;GABA;15;L;C;5;0.0195559156117732;0.00571594769513848;0.00255624952043258
122;GABA;15;L;Fe;4;0.0148098758841144;0.00314398325020019;0.0015719916251001
123;GABA;15;L;P;5;0.020423983291325;0.00252534941201668;0.00112937059044168
124;GABA;15;U;C;5;0.0179672332692571;0.00926025696933452;0.00414131281450963
125;GABA;15;U;Fe;5;0.00893383077187364;0.00329471397269656;0.00147344088187358
126;GABA;15;U;P;5;0.00759542670137559;0.00163124653382739;0.000729515627539791
127;GABA;30;L;C;5;0.0202077875418547;0.00338648784534532;0.00151448340543378
128;GABA;30;L;Fe;5;0.0191112055473378;0.00237091173229314;0.00106030396041185
129;GABA;30;L;P;5;0.0294576806673079;0.0072411650036164;0.00323834743687576
130;GABA;30;U;C;5;0.0141652239618354;0.00554978746308425;0.0024819404056265
131;GABA;30;U;Fe;5;0.00952338362407222;0.00111441571033549;0.000498381856700774
132;GABA;30;U;P;5;0.00845231036216979;0.000789556212398353;0.000353100272595996
133;GABA;60;L;C;5;0.0202019422448901;0.00548146650159083;0.00245138634278901
134;GABA;60;L;Fe;5;0.0248028325846127;0.00355245198312472;0.00158870482421416
135;GABA;60;L;P;5;0.0400335443752506;0.0050962248212121;0.00227910102577039
136;GABA;60;U;C;5;0.0136028725632581;0.00784454351805168;0.00350818651176378
137;GABA;60;U;Fe;5;0.0138740228215173;0.00405843053329596;0.0018149853108821
138;GABA;60;U;P;5;0.00702213658521639;0.00117842487175847;0.000527007623925682
139;GABA;120;L;C;5;0.0212526533353659;0.00391156762340115;0.00174930622090245
140;GABA;120;L;Fe;5;0.019997976972363;0.00247084375577981;0.00110499491994091
141;GABA;120;L;P;5;0.0385962184246236;0.0110755526837285;0.00495313773783942
142;GABA;120;U;C;5;0.0182876353123892;0.00994185332368931;0.0044461319708203
143;GABA;120;U;Fe;5;0.00613897662901236;0.000702340363603095;0.000314096159271688
144;GABA;120;U;P;5;0.00678724154620938;0.000793820892601515;0.000355007495563309
145;Glutamate;15;L;C;5;0.0162085323684264;0.00231855671413564;0.00103689008449917
146;Glutamate;15;L;Fe;4;0.0138569698201086;0.00262867240597947;0.00131433620298973
147;Glutamate;15;L;P;5;0.0222766786784812;0.00346497519806474;0.00154958401664471
148;Glutamate;15;U;C;5;0.00833181543034569;0.00113160722673928;0.000506070136563809
149;Glutamate;15;U;Fe;5;0.00634097987414664;0.00250678684822843;0.00112106915954824
150;Glutamate;15;U;P;5;0.00955675630150545;0.00171297214744526;0.000766064433050279
151;Glutamate;30;L;C;5;0.0232428875464731;0.00560820793087537;0.00250806683307815
152;Glutamate;30;L;Fe;5;0.0198959414061766;0.00413160215776695;0.00184770865615034
153;Glutamate;30;L;P;5;0.0221906497150599;0.00466079070411782;0.00208436896866131
154;Glutamate;30;U;C;5;0.0105486344778165;0.00120801871309937;0.000540242392116402
155;Glutamate;30;U;Fe;5;0.00741048902997828;0.00206004091837261;0.00092127830598245
156;Glutamate;30;U;P;5;0.0107783354407104;0.0019261606544543;0.000861405231789061
157;Glutamate;60;L;C;5;0.0270299386521872;0.0025574323613086;0.00114371852154877
158;Glutamate;60;L;Fe;5;0.020779805138897;0.00275361362365756;0.00123145344925357
159;Glutamate;60;L;P;5;0.0264522345617706;0.00245061670676398;0.00109594910862418
160;Glutamate;60;U;C;5;0.00765841559986771;0.00188808390622559;0.000844376792308753
161;Glutamate;60;U;Fe;5;0.00888635285369672;0.00222806921935994;0.000996422846612745
162;Glutamate;60;U;P;5;0.0096613595276276;0.00201150666155548;0.000899573126486342
163;Glutamate;120;L;C;5;0.0226162069934935;0.00328459284591292;0.00146891457637416
164;Glutamate;120;L;Fe;5;0.0200661207046856;0.0041526226109478;0.00185710928859639
165;Glutamate;120;L;P;5;0.0262528161558149;0.00317264373938042;0.00141884941392875
166;Glutamate;120;U;C;5;0.00828086318665797;0.0017918224080316;0.000801327341593205
167;Glutamate;120;U;Fe;5;0.00655196611600469;0.00154074824438099;0.000689043562129868
168;Glutamate;120;U;P;5;0.0117085795475846;0.00340489562049176;0.00152271561274218
169;Glutamine;15;L;C;5;0.0159566539791254;0.00318337908810747;0.00142365040783192
170;Glutamine;15;L;Fe;4;0.0110364265306997;0.00118707545229248;0.000593537726146238
171;Glutamine;15;L;P;5;0.0363247097875479;0.0030960121895664;0.00138457874300769
172;Glutamine;15;U;C;5;0.0109699778218312;0.00316636213299447;0.00141604019415137
173;Glutamine;15;U;Fe;5;0.00470992548117077;0.00270997039698506;0.00121193560493414
174;Glutamine;15;U;P;5;0.0346917715007359;0.00654789298679362;0.00292830676557293
175;Glutamine;30;L;C;5;0.0266503756546769;0.00718483893444984;0.0032131576529634
176;Glutamine;30;L;Fe;5;0.0219215526861794;0.00326161821465146;0.00145864000892243
177;Glutamine;30;L;P;5;0.0347934095486408;0.00519267954177619;0.0023222368881568
178;Glutamine;30;U;C;5;0.011819373682683;0.00217798310746895;0.00097402365642936
179;Glutamine;30;U;Fe;5;0.00412622239968579;0.00145407506061866;0.000650282135986092
180;Glutamine;30;U;P;5;0.0364149949710171;0.0043714716197433;0.00195498154069143
181;Glutamine;60;L;C;5;0.0343151125234828;0.00437221371994545;0.00195531341799105
182;Glutamine;60;L;Fe;5;0.0258221784400933;0.00426963555158474;0.00190943906649866
183;Glutamine;60;L;P;5;0.0350438642073028;0.00604540921513327;0.00270358919136833
184;Glutamine;60;U;C;5;0.0056155523016255;0.00149678548779011;0.000669382819686774
185;Glutamine;60;U;Fe;5;0.00386835586211252;0.00122292227580521;0.000546907467979838
186;Glutamine;60;U;P;5;0.0342142342218489;0.00288816001062592;0.00129162442273121
187;Glutamine;120;L;C;5;0.0176787956999788;0.00436712686679602;0.00195303850810432
188;Glutamine;120;L;Fe;5;0.0245417425747264;0.00791944073314723;0.0035416815646196
189;Glutamine;120;L;P;5;0.0324113061883;0.0111936601099567;0.00500595698457818
190;Glutamine;120;U;C;5;0.00826736848093372;0.00325356221118669;0.00145503725464759
191;Glutamine;120;U;Fe;5;0.00255184536486557;0.000484422029326742;0.000216640117474598
192;Glutamine;120;U;P;5;0.0330040400150244;0.0108782998416555;0.00486492358511338
193;Glycine;15;L;C;5;0.0162010647994159;0.0016890764231003;0.000755377940248893
194;Glycine;15;L;Fe;4;0.0158376680697414;0.00306885942185208;0.00153442971092604
195;Glycine;15;L;P;5;0.0167918968497796;0.00301032485021559;0.00134625819988778
196;Glycine;15;U;C;5;0.0165050634584031;0.00136731139785562;0.000611480246403084
197;Glycine;15;U;Fe;5;0.0127907579511724;0.00446150236889458;0.00199524451572492
198;Glycine;15;U;P;5;0.0164383532693717;0.0034516879838797;0.00154364179381484
199;Glycine;30;L;C;5;0.0171864564521994;0.00237215396840547;0.00106085950529011
200;Glycine;30;L;Fe;5;0.0138894395193854;0.00318694749258606;0.00142524624682899
201;Glycine;30;L;P;5;0.0164766186718249;0.00274907727129044;0.00122942473080101
202;Glycine;30;U;C;5;0.0146043881070362;0.00193663754894834;0.000866090641445411
203;Glycine;30;U;Fe;5;0.0128461060540812;0.00729198113415913;0.00326107310132516
204;Glycine;30;U;P;5;0.016278180006502;0.00297336993356322;0.00132973145874028
205;Glycine;60;L;C;5;0.0159744451965338;0.00335075134010581;0.00149850155443502
206;Glycine;60;L;Fe;5;0.0145167927642343;0.00360476326678678;0.00161209914146589
207;Glycine;60;L;P;5;0.0158323306717295;0.00307427954954973;0.00137485961092613
208;Glycine;60;U;C;5;0.0157862138599749;0.00348909897747991;0.00156037249877402
209;Glycine;60;U;Fe;5;0.0148764103092559;0.00340036819845141;0.00152069088805317
210;Glycine;60;U;P;5;0.0198383497839107;0.00265240657644091;0.00118619228177787
211;Glycine;120;L;C;5;0.018346946427044;0.000760462906697096;0.000340089350748357
212;Glycine;120;L;Fe;5;0.0136738804812046;0.00486927297972646;0.00217760507673426
213;Glycine;120;L;P;5;0.0181857422510844;0.00277433075112408;0.0012407184303163
214;Glycine;120;U;C;5;0.0169215839161879;0.00192530790498283;0.000861023870631864
215;Glycine;120;U;Fe;5;0.012350060682002;0.0025517363716335;0.00114117119752624
216;Glycine;120;U;P;5;0.0181077061918141;0.00192344230447327;0.000860189548720215
217;Histidine;15;L;C;5;0.0011215697085417;0.00220647721644992;0.000986766609357307
218;Histidine;15;L;Fe;4;1.6192611163627e-07;1.84196782858557e-09;9.20983914292785e-10
219;Histidine;15;L;P;5;0.00495053264385486;0.00100528553911849;0.000449577360453296
220;Histidine;15;U;C;5;0.000571077230475725;0.00119475487604313;0.000534310623856355
221;Histidine;15;U;Fe;5;1.56016991429579e-07;3.20341411494592e-09;1.43261034422028e-09
222;Histidine;15;U;P;5;0.00461721505974065;0.00114871221266722;0.000513719718821621
223;Histidine;30;L;C;5;0.000108375001332658;0.000189516297319971;8.47542647303031e-05
224;Histidine;30;L;Fe;5;1.53808531066265e-07;9.11247919052703e-09;4.07522458271414e-09
225;Histidine;30;L;P;5;0.00478259459278037;0.0012972981014248;0.000580169348373452
226;Histidine;30;U;C;5;0.00116296717766465;0.00106179424664686;0.00047484882272411
227;Histidine;30;U;Fe;5;1.617336560636e-07;5.03492790026043e-09;2.25168820935852e-09
228;Histidine;30;U;P;5;0.00548575832157757;0.000964486032808446;0.000431331266541756
229;Histidine;60;L;C;5;0.00040339754244048;0.000562167951699489;0.000251409150954375
230;Histidine;60;L;Fe;5;1.56330512497204e-07;8.47712131450828e-09;3.79108390255058e-09
231;Histidine;60;L;P;5;0.00566055559934556;0.000899993044682359;0.000402489125437352
232;Histidine;60;U;C;5;1.60552282212565e-07;9.6746380613891e-09;4.32662967259456e-09
233;Histidine;60;U;Fe;5;1.59474587262734e-07;1.12375290379416e-08;5.02557576559305e-09
234;Histidine;60;U;P;5;0.0036059526894562;0.00234734313619806;0.00104976376381128
235;Histidine;120;L;C;5;0.00120091504807029;0.00170738167455162;0.00076356429756697
236;Histidine;120;L;Fe;5;1.65416053107409e-07;6.16385770718665e-09;2.75656096738107e-09
237;Histidine;120;L;P;5;0.00395406041533133;0.00225632155991781;0.00100905767741492
238;Histidine;120;U;C;5;0.00142693871042295;0.000936122663570642;0.000418646782204424
239;Histidine;120;U;Fe;5;1.62062191994322e-07;1.24998497914562e-08;5.59010276844653e-09
240;Histidine;120;U;P;5;0.00433678572049236;0.00208583744983234;0.000932814865567983
241;Isoleucine;15;L;C;5;0.00897560047836785;0.00446061058658572;0.00199484569855218
242;Isoleucine;15;L;Fe;4;0.00189084695194866;9.2847224209889e-05;4.64236121049445e-05
243;Isoleucine;15;L;P;5;0.0243819180362858;0.00406678729952586;0.00181872257035452
244;Isoleucine;15;U;C;5;0.00766878501851351;0.00291548349103099;0.00130384385464474
245;Isoleucine;15;U;Fe;5;0.00368337072211249;0.00387456149728276;0.00173275657818553
246;Isoleucine;15;U;P;5;0.0234152234508355;0.00531252773054813;0.00237583462757166
247;Isoleucine;30;L;C;5;0.00561192536984764;0.00385064585968008;0.00172206117990456
248;Isoleucine;30;L;Fe;5;0.002133409946509;0.000289200107196683;0.000129334219758402
249;Isoleucine;30;L;P;5;0.0221962322361599;0.00591511397844686;0.00264531939009328
250;Isoleucine;30;U;C;5;0.00756605518282992;0.00239284878598062;0.0010701145090661
251;Isoleucine;30;U;Fe;5;0.0033985500713292;0.00348618989703674;0.00155907151844943
252;Isoleucine;30;U;P;5;0.0219365259401594;0.00543287980370872;0.00242965771093568
253;Isoleucine;60;L;C;5;0.00519368923143323;0.00294451624970963;0.0013168276990407
254;Isoleucine;60;L;Fe;5;0.00206140850504924;0.000205741760852049;9.20105126151375e-05
255;Isoleucine;60;L;P;5;0.025742431536774;0.00239526739191656;0.00107119614252281
256;Isoleucine;60;U;C;5;0.0030006800332466;0.00113878552745015;0.000509280370234298
257;Isoleucine;60;U;Fe;5;0.00202241412847285;0.000444236471527024;0.000198668589683815
258;Isoleucine;60;U;P;5;0.0166234223553707;0.00501243295398522;0.00224162816355421
259;Isoleucine;120;L;C;5;0.00404515539253342;0.00153471829559074;0.000686346887050702
260;Isoleucine;120;L;Fe;5;0.00255582874743757;0.000692129940799053;0.000309529919377918
261;Isoleucine;120;L;P;5;0.0188235188158453;0.00965018619499445;0.00431569446550752
262;Isoleucine;120;U;C;5;0.00671805763436257;0.00362682600155558;0.00162196589640841
263;Isoleucine;120;U;Fe;5;0.00225711296893259;0.000508241151353333;0.000227292352677762
264;Isoleucine;120;U;P;5;0.0209642437190925;0.00639560133446132;0.00286019986816877
265;Leucine;15;L;C;5;0.00357499735024788;0.00242659195358455;0.00108520491237382
266;Leucine;15;L;Fe;4;0.00452883556397837;0.00102439356822036;0.000512196784110178
267;Leucine;15;L;P;5;0.0104539842045028;0.00329906099124164;0.00147538492766683
268;Leucine;15;U;C;5;0.00257168159582513;0.00179954114320449;0.000804779264902587
269;Leucine;15;U;Fe;5;0.00550053246341349;0.00223644693504086;0.00100016947496448
270;Leucine;15;U;P;5;0.0104124088356183;0.00372331301638461;0.00166511620122916
271;Leucine;30;L;C;5;0.00295550752935003;0.00141783772410365;0.00063407630643187
272;Leucine;30;L;Fe;5;0.00517855962895241;0.00190821643609694;0.000853380333379028
273;Leucine;30;L;P;5;0.00914261378938458;0.00441901898798778;0.0019762453702006
274;Leucine;30;U;C;5;0.00247024465138216;0.00120448248687764;0.000538660943673281
275;Leucine;30;U;Fe;5;0.00520093324911964;0.0021173123352416;0.000946890862239806
276;Leucine;30;U;P;5;0.00980535228333293;0.00313688449064149;0.00140285739172783
277;Leucine;60;L;C;5;0.00267477371833082;0.000918407042282703;0.000410724115511729
278;Leucine;60;L;Fe;5;0.00472700541293653;0.00106216004057025;0.000475012410739803
279;Leucine;60;L;P;5;0.0118442771465806;0.00358733084624413;0.00160430312599675
280;Leucine;60;U;C;5;0.00299106073661386;0.00185186038361328;0.000828177140519626
281;Leucine;60;U;Fe;5;0.00412867767148973;0.00123128346651336;0.000550646706139093
282;Leucine;60;U;P;5;0.0060125432898529;0.00248925292693936;0.00111322775156535
283;Leucine;120;L;C;5;0.00227036248608622;0.000787797456392648;0.000352313732999077
284;Leucine;120;L;Fe;5;0.00436383164291068;0.0011405087555224;0.000510051021256353
285;Leucine;120;L;P;5;0.00930769741146489;0.0052019726302926;0.00232639288368553
286;Leucine;120;U;C;5;0.00245359463834062;0.00106040879240684;0.000474229228752032
287;Leucine;120;U;Fe;5;0.00515429098706337;0.00123938842860108;0.00055427135537573
288;Leucine;120;U;P;5;0.00894744873922785;0.00394677256304892;0.00176505034854169
289;Lysine;15;L;C;5;0.0228474182925317;0.00169120962313065;0.000756331936304386
290;Lysine;15;L;Fe;4;0.0274471046392923;0.00180325930591703;0.000901629652958516
291;Lysine;15;L;P;5;0.0207197377546176;0.00070585769529482;0.00031566915782411
292;Lysine;15;U;C;5;0.0228997783487056;0.00130159253314288;0.000582089876622725
293;Lysine;15;U;Fe;5;0.0255881569857293;0.00053748055281466;0.000240368610535549
294;Lysine;15;U;P;5;0.0205644198743137;0.000495073026761331;0.000221403388332982
295;Lysine;30;L;C;5;0.0232313713009225;0.00221658975226182;0.000991289072857369
296;Lysine;30;L;Fe;5;0.0256069992363716;0.00126332293887681;0.000564975193772672
297;Lysine;30;L;P;5;0.0207315935834917;0.000511930989264934;0.000228942498357022
298;Lysine;30;U;C;5;0.0209792213069637;0.00101462447210981;0.000453753858254475
299;Lysine;30;U;Fe;5;0.0253983413575175;0.00294926568712556;0.00131895171202407
300;Lysine;30;U;P;5;0.0199842538539897;0.000757951669871139;0.000338966291498269
301;Lysine;60;L;C;5;0.0239034637770629;0.00120463142149434;0.000538727549258708
302;Lysine;60;L;Fe;5;0.0267083693434492;0.00194539580403423;0.000870007452192679
303;Lysine;60;L;P;5;0.0203845150058369;0.00107615946287523;0.000481273142723734
304;Lysine;60;U;C;5;0.0233602600901342;0.00180282616831057;0.000806248372791583
305;Lysine;60;U;Fe;5;0.0253441888482549;0.000760428697578506;0.000340074051965434
306;Lysine;60;U;P;5;0.0205424853194435;0.00121390464447911;0.000542874660651601
307;Lysine;120;L;C;5;0.0234599878939995;0.000533117822238957;0.000238417538108591
308;Lysine;120;L;Fe;5;0.0244806753294348;0.00328248328024822;0.0014679711499283
309;Lysine;120;L;P;5;0.0213268065286362;0.00175833754985294;0.000786352457772319
310;Lysine;120;U;C;5;0.0236510540183224;0.00173018817917694;0.000773763676501243
311;Lysine;120;U;Fe;5;0.0247180590776725;0.00220958166929149;0.000988154962874648
312;Lysine;120;U;P;5;0.0209012914532813;0.00117971131887721;0.000527582940567077
313;Methionine;15;L;C;5;0.00686862639879459;0.00157355565688518;0.000703715483034921
314;Methionine;15;L;Fe;4;0.00594331383189592;0.00105966805813419;0.000529834029067097
315;Methionine;15;L;P;5;0.00727351325766504;0.00131000901750284;0.000585853842854815
316;Methionine;15;U;C;5;0.00662917204525438;0.00135461834718722;0.000605803741575806
317;Methionine;15;U;Fe;5;0.00709606363587163;0.00187057088160755;0.000836544729601237
318;Methionine;15;U;P;5;0.00673311379523642;0.00164014774594544;0.000733496370615414
319;Methionine;30;L;C;5;0.0064818366561839;0.00194510112817592;0.000869875669142579
320;Methionine;30;L;Fe;5;0.00408062347855101;0.00168827363317486;0.000755018921679908
321;Methionine;30;L;P;5;0.00870344827152639;0.00102170668580431;0.00045692112050489
