metabolite	derivative	isotopologue	sample	area
Citrate	2NPH	1	051_O32.cdf	1095145.97402597
Citrate	2NPH	2	051_O32.cdf	174641.523022432
Citrate	2NPH	3	051_O32.cdf	23120.7378984652
Citrate	2NPH	4	051_O32.cdf	0
Citrate	2NPH	5	051_O32.cdf	0
Citrate	2NPH	6	051_O32.cdf	0
Oxaloacetate	2NPH	0	051_O32.cdf	7778.67768595041
Oxaloacetate	2NPH	1	051_O32.cdf	945.318772136954
Oxaloacetate	2NPH	2	051_O32.cdf	199.598583234947
Oxaloacetate	2NPH	3	051_O32.cdf	0
Oxaloacetate	2NPH	4	051_O32.cdf	0
Oxoglutarate	3NPH	0	051_O32.cdf	20368957.5855962
Oxoglutarate	3NPH	1	051_O32.cdf	6132931.48170012
Oxoglutarate	3NPH	2	051_O32.cdf	1110368.32939787
Oxoglutarate	3NPH	3	051_O32.cdf	155791.523022432
Oxoglutarate	3NPH	4	051_O32.cdf	9799.37426210153
Oxoglutarate	3NPH	5	051_O32.cdf	0
Aconitate	3NPH	0	051_O32.cdf	7221.12160566706
Aconitate	3NPH	1	051_O32.cdf	2088.3412042503
Aconitate	3NPH	2	051_O32.cdf	206.25147579693
Aconitate	3NPH	3	051_O32.cdf	38.2939787485242
Aconitate	3NPH	4	051_O32.cdf	0
Aconitate	3NPH	5	051_O32.cdf	94.409681227863
Aconitate	3NPH	6	051_O32.cdf	0
Glycerate	NPH	0	051_O32.cdf	272267.12514758
Glycerate	NPH	1	051_O32.cdf	24876.1747343566
Glycerate	NPH	2	051_O32.cdf	3392.71546635183
Glycerate	NPH	3	051_O32.cdf	236.3813459268
Glycolate	NPH	0	051_O32.cdf	56627.6623376623
Glycolate	NPH	1	051_O32.cdf	5292.70365997639
Glycolate	NPH	2	051_O32.cdf	656.263282172373
Hydroxyglutarate	2NPH	0	051_O32.cdf	51829.7638724911
Hydroxyglutarate	2NPH	1	051_O32.cdf	9194.96458087367
Hydroxyglutarate	2NPH	2	051_O32.cdf	0
Hydroxyglutarate	2NPH	3	051_O32.cdf	0
Hydroxyglutarate	2NPH	4	051_O32.cdf	0
Hydroxyglutarate	2NPH	5	051_O32.cdf	0
Oxalate	2NPH	0	051_O32.cdf	5047869.71664699
Oxalate	2NPH	1	051_O32.cdf	887113.766233766
Oxalate	2NPH	2	051_O32.cdf	98656.6824085006
Itaconate	2NPH	0	051_O32.cdf	2482.10743801653
Itaconate	2NPH	1	051_O32.cdf	471.198347107438
Itaconate	2NPH	2	051_O32.cdf	0
Itaconate	2NPH	3	051_O32.cdf	113.984651711924
Itaconate	2NPH	4	051_O32.cdf	57111.3754427391
Itaconate	2NPH	5	051_O32.cdf	15302.2077922078
Lactate	NPH	0	052_O33.cdf	0
Lactate	NPH	1	052_O33.cdf	0
Lactate	NPH	2	052_O33.cdf	0
Lactate	NPH	3	052_O33.cdf	0
Pyruvate	2NPH	0	052_O33.cdf	344243.289655172
Pyruvate	2NPH	1	052_O33.cdf	53178.5517241379
Pyruvate	2NPH	2	052_O33.cdf	6630.73793103448
Pyruvate	2NPH	3	052_O33.cdf	576.765517241379
Fumarate	2NPH	0	052_O33.cdf	482121.227586207
Fumarate	2NPH	1	052_O33.cdf	84326.6137931034
Fumarate	2NPH	2	052_O33.cdf	11955.8413793103
Fumarate	2NPH	3	052_O33.cdf	1220.71034482759
Fumarate	2NPH	4	052_O33.cdf	0
Succinate	2NPH	0	052_O33.cdf	1617716.99310345
Succinate	2NPH	1	052_O33.cdf	272959.468965517
Succinate	2NPH	2	052_O33.cdf	39858.8275862069
Succinate	2NPH	3	052_O33.cdf	5073.34482758621
Succinate	2NPH	4	052_O33.cdf	0
Malate	2NPH	0	052_O33.cdf	19433635.9724138
Malate	2NPH	1	052_O33.cdf	5194145.9862069
Malate	2NPH	2	052_O33.cdf	752267.227586207
Malate	2NPH	3	052_O33.cdf	84140.075862069
Malate	2NPH	4	052_O33.cdf	0
Isocitrate	2NPH	0	052_O33.cdf	102238.862068966
Isocitrate	2NPH	1	052_O33.cdf	19222.4827586207
Isocitrate	2NPH	2	052_O33.cdf	4463.98620689655
Isocitrate	2NPH	3	052_O33.cdf	312.158620689655
Isocitrate	2NPH	4	052_O33.cdf	280.779310344828
Isocitrate	2NPH	5	052_O33.cdf	307.08275862069
Isocitrate	2NPH	6	052_O33.cdf	0
Citrate	2NPH	0	052_O33.cdf	4451381.15862069
Citrate	2NPH	1	052_O33.cdf	827245.055172414
Citrate	2NPH	2	052_O33.cdf	144476.172413793
Citrate	2NPH	3	052_O33.cdf	18693.3310344828
Citrate	2NPH	4	052_O33.cdf	0
Citrate	2NPH	5	052_O33.cdf	0
Citrate	2NPH	6	052_O33.cdf	0
Oxaloacetate	2NPH	0	052_O33.cdf	10920.6137931034
Oxaloacetate	2NPH	1	052_O33.cdf	1695.09655172414
Oxaloacetate	2NPH	2	052_O33.cdf	48.2206896551724
Oxaloacetate	2NPH	3	052_O33.cdf	0
Oxaloacetate	2NPH	4	052_O33.cdf	0
Oxoglutarate	3NPH	0	052_O33.cdf	23776758.8137931
Oxoglutarate	3NPH	1	052_O33.cdf	7148819.87586207
Oxoglutarate	3NPH	2	052_O33.cdf	1283315.46206897
Oxoglutarate	3NPH	3	052_O33.cdf	186006.772413793
Oxoglutarate	3NPH	4	052_O33.cdf	9638.23448275862
Oxoglutarate	3NPH	5	052_O33.cdf	0
Aconitate	3NPH	0	052_O33.cdf	5980.37931034483
Aconitate	3NPH	1	052_O33.cdf	1669.25517241379
Aconitate	3NPH	2	052_O33.cdf	787.903448275862
Aconitate	3NPH	3	052_O33.cdf	0
Aconitate	3NPH	4	052_O33.cdf	0
Aconitate	3NPH	5	052_O33.cdf	36.5793103448276
Aconitate	3NPH	6	052_O33.cdf	0
Glycerate	NPH	0	052_O33.cdf	367053.317241379
Glycerate	NPH	1	052_O33.cdf	33963.7931034483
Glycerate	NPH	2	052_O33.cdf	4531.62068965517
Glycerate	NPH	3	052_O33.cdf	448.206896551724
Glycolate	NPH	0	052_O33.cdf	70824.0206896552
Glycolate	NPH	1	052_O33.cdf	6606.56551724138
Glycolate	NPH	2	052_O33.cdf	834.324137931035
Hydroxyglutarate	2NPH	0	052_O33.cdf	62772.524137931
Hydroxyglutarate	2NPH	1	052_O33.cdf	11209.3655172414
Hydroxyglutarate	2NPH	2	052_O33.cdf	1500.64137931034
Hydroxyglutarate	2NPH	3	052_O33.cdf	0
Hydroxyglutarate	2NPH	4	052_O33.cdf	0
Hydroxyglutarate	2NPH	5	052_O33.cdf	0
Oxalate	2NPH	0	052_O33.cdf	5983906.60689655
Oxalate	2NPH	1	052_O33.cdf	912302.551724138
Oxalate	2NPH	2	052_O33.cdf	115367.44137931
Itaconate	2NPH	0	052_O33.cdf	1747.13793103448
Itaconate	2NPH	1	052_O33.cdf	372.724137931034
Itaconate	2NPH	2	052_O33.cdf	0
Itaconate	2NPH	3	052_O33.cdf	0
Itaconate	2NPH	4	052_O33.cdf	51477.5517241379
Itaconate	2NPH	5	052_O33.cdf	10416.1379310345
Lactate	NPH	0	053_O34.cdf	0
Lactate	NPH	1	053_O34.cdf	0
Lactate	NPH	2	053_O34.cdf	0
Lactate	NPH	3	053_O34.cdf	0
Pyruvate	2NPH	0	053_O34.cdf	452924.763491006
Pyruvate	2NPH	1	053_O34.cdf	67973.81745503
Pyruvate	2NPH	2	053_O34.cdf	9246.5489673551
Pyruvate	2NPH	3	053_O34.cdf	901.818787475017
Fumarate	2NPH	0	053_O34.cdf	504037.321785476
Fumarate	2NPH	1	053_O34.cdf	87514.9700199867
Fumarate	2NPH	2	053_O34.cdf	13479.2671552298
Fumarate	2NPH	3	053_O34.cdf	1429.11392405063
Fumarate	2NPH	4	053_O34.cdf	0
Succinate	2NPH	0	053_O34.cdf	1128889.06728847
Succinate	2NPH	1	053_O34.cdf	188776.395736176
Succinate	2NPH	2	053_O34.cdf	28180.0799467022
Succinate	2NPH	3	053_O34.cdf	3344.763491006
Succinate	2NPH	4	053_O34.cdf	0
Malate	2NPH	0	053_O34.cdf	17013067.5416389
Malate	2NPH	1	053_O34.cdf	4398343.19120586
Malate	2NPH	2	053_O34.cdf	631476.775483011
Malate	2NPH	3	053_O34.cdf	74819.5736175883
Malate	2NPH	4	053_O34.cdf	0
Isocitrate	2NPH	0	053_O34.cdf	68920.5529646902
Isocitrate	2NPH	1	053_O34.cdf	14020.2398401066
Isocitrate	2NPH	2	053_O34.cdf	2840.47301798801
Isocitrate	2NPH	3	053_O34.cdf	238.227848101266
Isocitrate	2NPH	4	053_O34.cdf	401.272485009993
Isocitrate	2NPH	5	053_O34.cdf	325.922718187875
Isocitrate	2NPH	6	053_O34.cdf	0
Citrate	2NPH	0	053_O34.cdf	3157674.75682878
Citrate	2NPH	1	053_O34.cdf	605306.049300466
Citrate	2NPH	2	053_O34.cdf	116462.551632245
Citrate	2NPH	3	053_O34.cdf	13890.399733511
Citrate	2NPH	4	053_O34.cdf	0
Citrate	2NPH	5	053_O34.cdf	0
Citrate	2NPH	6	053_O34.cdf	0
Oxaloacetate	2NPH	0	053_O34.cdf	6826.15589606929
Oxaloacetate	2NPH	1	053_O34.cdf	1158.38107928048
Oxaloacetate	2NPH	2	053_O34.cdf	104.143904063957
Oxaloacetate	2NPH	3	053_O34.cdf	0
Oxaloacetate	2NPH	4	053_O34.cdf	0
Oxoglutarate	3NPH	0	053_O34.cdf	21285335.4497002
Oxoglutarate	3NPH	1	053_O34.cdf	6351402.02531646
Oxoglutarate	3NPH	2	053_O34.cdf	1153950.53964024
Oxoglutarate	3NPH	3	053_O34.cdf	162653.124583611
Oxoglutarate	3NPH	4	053_O34.cdf	10892.2651565623
Oxoglutarate	3NPH	5	053_O34.cdf	0
Aconitate	3NPH	0	053_O34.cdf	7909.45369753498
Aconitate	3NPH	1	053_O34.cdf	1724.22385076616
Aconitate	3NPH	2	053_O34.cdf	610.486342438374
Aconitate	3NPH	3	053_O34.cdf	63.0446369087275
Aconitate	3NPH	4	053_O34.cdf	0
Aconitate	3NPH	5	053_O34.cdf	169.487008660893
Aconitate	3NPH	6	053_O34.cdf	0
Glycerate	NPH	0	053_O34.cdf	210327.774816789
Glycerate	NPH	1	053_O34.cdf	20021.598934044
Glycerate	NPH	2	053_O34.cdf	2722.03197868088
Glycerate	NPH	3	053_O34.cdf	0
Glycolate	NPH	0	053_O34.cdf	43834.0439706862
Glycolate	NPH	1	053_O34.cdf	4161.63224516989
Glycolate	NPH	2	053_O34.cdf	988.247834776815
Hydroxyglutarate	2NPH	0	053_O34.cdf	37055.9227181879
Hydroxyglutarate	2NPH	1	053_O34.cdf	7457.90806129247
Hydroxyglutarate	2NPH	2	053_O34.cdf	738.614257161892
Hydroxyglutarate	2NPH	3	053_O34.cdf	0
Hydroxyglutarate	2NPH	4	053_O34.cdf	0
Hydroxyglutarate	2NPH	5	053_O34.cdf	0
Oxalate	2NPH	0	053_O34.cdf	8474758.06129247
Oxalate	2NPH	1	053_O34.cdf	1402779.16722185
Oxalate	2NPH	2	053_O34.cdf	177460.486342438
Itaconate	2NPH	0	053_O34.cdf	1531.52564956696
Itaconate	2NPH	1	053_O34.cdf	0
Itaconate	2NPH	2	053_O34.cdf	0
Itaconate	2NPH	3	053_O34.cdf	686.74217188541
Itaconate	2NPH	4	053_O34.cdf	52582.0519653564
Itaconate	2NPH	5	053_O34.cdf	9442.05196535643
Lactate	NPH	0	054_O35.cdf	0
Lactate	NPH	1	054_O35.cdf	0
Lactate	NPH	2	054_O35.cdf	0
Lactate	NPH	3	054_O35.cdf	0
Pyruvate	2NPH	0	054_O35.cdf	240338.481711525
Pyruvate	2NPH	1	054_O35.cdf	38700.358868185
Pyruvate	2NPH	2	054_O35.cdf	4921.10420979986
Pyruvate	2NPH	3	054_O35.cdf	249.309868875086
Fumarate	2NPH	0	054_O35.cdf	424445.362318841
Fumarate	2NPH	1	054_O35.cdf	72225.4589371981
Fumarate	2NPH	2	054_O35.cdf	12060.5659075224
Fumarate	2NPH	3	054_O35.cdf	928.647342995169
Fumarate	2NPH	4	054_O35.cdf	0
Succinate	2NPH	0	054_O35.cdf	1303983.93374741
Succinate	2NPH	1	054_O35.cdf	219344.251207729
Succinate	2NPH	2	054_O35.cdf	32167.9089026915
Succinate	2NPH	3	054_O35.cdf	3885.73498964803
Succinate	2NPH	4	054_O35.cdf	0
Malate	2NPH	0	054_O35.cdf	19073079.9654934
Malate	2NPH	1	054_O35.cdf	5053457.80538302
Malate	2NPH	2	054_O35.cdf	734082.456866805
Malate	2NPH	3	054_O35.cdf	83496.4527260179
Malate	2NPH	4	054_O35.cdf	0
Isocitrate	2NPH	0	054_O35.cdf	79282.8364389234
Isocitrate	2NPH	1	054_O35.cdf	17004.0579710145
Isocitrate	2NPH	2	054_O35.cdf	3813.14009661836
Isocitrate	2NPH	3	054_O35.cdf	390.248447204969
Isocitrate	2NPH	4	054_O35.cdf	285.797101449275
Isocitrate	2NPH	5	054_O35.cdf	222.967563837129
Isocitrate	2NPH	6	054_O35.cdf	0
Citrate	2NPH	0	054_O35.cdf	4054753.69220152
Citrate	2NPH	1	054_O35.cdf	756323.126293996
Citrate	2NPH	2	054_O35.cdf	132675.410628019
Citrate	2NPH	3	054_O35.cdf	17670.2070393375
Citrate	2NPH	4	054_O35.cdf	0
Citrate	2NPH	5	054_O35.cdf	0
Citrate	2NPH	6	054_O35.cdf	0
Oxaloacetate	2NPH	0	054_O35.cdf	9520.11042097999
Oxaloacetate	2NPH	1	054_O35.cdf	1143.80262249827
Oxaloacetate	2NPH	2	054_O35.cdf	307.646652864044
Oxaloacetate	2NPH	3	054_O35.cdf	0
Oxaloacetate	2NPH	4	054_O35.cdf	0
Oxoglutarate	3NPH	0	054_O35.cdf	23811170.7936508
Oxoglutarate	3NPH	1	054_O35.cdf	7172729.71704624
Oxoglutarate	3NPH	2	054_O35.cdf	1291276.29399586
Oxoglutarate	3NPH	3	054_O35.cdf	184895.755693582
Oxoglutarate	3NPH	4	054_O35.cdf	10182.270531401
Oxoglutarate	3NPH	5	054_O35.cdf	0
Aconitate	3NPH	0	054_O35.cdf	4974.47204968944
Aconitate	3NPH	1	054_O35.cdf	831.20082815735
Aconitate	3NPH	2	054_O35.cdf	214.416839199448
Aconitate	3NPH	3	054_O35.cdf	0
Aconitate	3NPH	4	054_O35.cdf	0
Aconitate	3NPH	5	054_O35.cdf	0
Aconitate	3NPH	6	054_O35.cdf	0
Glycerate	NPH	0	054_O35.cdf	200814.258109041
Glycerate	NPH	1	054_O35.cdf	20408.7025534852
Glycerate	NPH	2	054_O35.cdf	2840.17943409248
Glycerate	NPH	3	054_O35.cdf	0
Glycolate	NPH	0	054_O35.cdf	64158.171152519
Glycolate	NPH	1	054_O35.cdf	7110.74534161491
Glycolate	NPH	2	054_O35.cdf	644.630779848171
Hydroxyglutarate	2NPH	0	054_O35.cdf	68883.4299516908
Hydroxyglutarate	2NPH	1	054_O35.cdf	13052.1463077985
Hydroxyglutarate	2NPH	2	054_O35.cdf	1876.46652864044
Hydroxyglutarate	2NPH	3	054_O35.cdf	0
Hydroxyglutarate	2NPH	4	054_O35.cdf	0
Hydroxyglutarate	2NPH	5	054_O35.cdf	0
Oxalate	2NPH	0	054_O35.cdf	7112489.15113872
Oxalate	2NPH	1	054_O35.cdf	1113716.75638371
Oxalate	2NPH	2	054_O35.cdf	145099.599723948
Itaconate	2NPH	0	054_O35.cdf	1502.71911663216
Itaconate	2NPH	1	054_O35.cdf	398.267770876466
Itaconate	2NPH	2	054_O35.cdf	0
Itaconate	2NPH	3	054_O35.cdf	300
Itaconate	2NPH	4	054_O35.cdf	54959.7101449275
Itaconate	2NPH	5	054_O35.cdf	11003.1884057971
Lactate	NPH	0	055_O36.cdf	0
Lactate	NPH	1	055_O36.cdf	0
Lactate	NPH	2	055_O36.cdf	0
Lactate	NPH	3	055_O36.cdf	0
Pyruvate	2NPH	0	055_O36.cdf	226877.392857143
Pyruvate	2NPH	1	055_O36.cdf	34891.2285714286
Pyruvate	2NPH	2	055_O36.cdf	5309.88571428571
Pyruvate	2NPH	3	055_O36.cdf	186.907142857143
Fumarate	2NPH	0	055_O36.cdf	305516.457142857
Fumarate	2NPH	1	055_O36.cdf	54587.1285714286
Fumarate	2NPH	2	055_O36.cdf	8946.02142857143
Fumarate	2NPH	3	055_O36.cdf	501.421428571429
Fumarate	2NPH	4	055_O36.cdf	0
Succinate	2NPH	0	055_O36.cdf	1287019.47857143
Succinate	2NPH	1	055_O36.cdf	231257.392857143
Succinate	2NPH	2	055_O36.cdf	34073.5142857143
Succinate	2NPH	3	055_O36.cdf	4037.00714285714
Succinate	2NPH	4	055_O36.cdf	0
Malate	2NPH	0	055_O36.cdf	19035491.15
Malate	2NPH	1	055_O36.cdf	5033945.07142857
Malate	2NPH	2	055_O36.cdf	728698.521428571
Malate	2NPH	3	055_O36.cdf	84620.95
Malate	2NPH	4	055_O36.cdf	0
Isocitrate	2NPH	0	055_O36.cdf	107040.035714286
Isocitrate	2NPH	1	055_O36.cdf	22291.5285714286
Isocitrate	2NPH	2	055_O36.cdf	4856.95
Isocitrate	2NPH	3	055_O36.cdf	983.785714285714
Isocitrate	2NPH	4	055_O36.cdf	0
Isocitrate	2NPH	5	055_O36.cdf	228.071428571429
Isocitrate	2NPH	6	055_O36.cdf	1279.23571428571
Citrate	2NPH	0	055_O36.cdf	6202149.48571429
Citrate	2NPH	1	055_O36.cdf	1208403.30714286
Citrate	2NPH	2	055_O36.cdf	352705.8
Citrate	2NPH	3	055_O36.cdf	50279.7285714286
Citrate	2NPH	4	055_O36.cdf	3759.32142857143
Citrate	2NPH	5	055_O36.cdf	0
Citrate	2NPH	6	055_O36.cdf	0
Oxaloacetate	2NPH	0	055_O36.cdf	6048.55714285714
Oxaloacetate	2NPH	1	055_O36.cdf	232.942857142857
Oxaloacetate	2NPH	2	055_O36.cdf	84.0357142857143
Oxaloacetate	2NPH	3	055_O36.cdf	924.528571428571
Oxaloacetate	2NPH	4	055_O36.cdf	1247.3
Oxoglutarate	3NPH	0	055_O36.cdf	25030450.9571429
Oxoglutarate	3NPH	1	055_O36.cdf	7599195.8
Oxoglutarate	3NPH	2	055_O36.cdf	1420228.42142857
Oxoglutarate	3NPH	3	055_O36.cdf	201724.221428571
Oxoglutarate	3NPH	4	055_O36.cdf	7754.52142857143
Oxoglutarate	3NPH	5	055_O36.cdf	0
Aconitate	3NPH	0	055_O36.cdf	7189.12857142857
Aconitate	3NPH	1	055_O36.cdf	1979.84285714286
Aconitate	3NPH	2	055_O36.cdf	479.185714285714
Aconitate	3NPH	3	055_O36.cdf	36.0357142857143
Aconitate	3NPH	4	055_O36.cdf	0
Aconitate	3NPH	5	055_O36.cdf	46.4428571428571
Aconitate	3NPH	6	055_O36.cdf	0
Glycerate	NPH	0	055_O36.cdf	166156.492857143
Glycerate	NPH	1	055_O36.cdf	16740.4857142857
Glycerate	NPH	2	055_O36.cdf	2683.94285714286
Glycerate	NPH	3	055_O36.cdf	0
Glycolate	NPH	0	055_O36.cdf	60201.7714285714
Glycolate	NPH	1	055_O36.cdf	6486.81428571429
Glycolate	NPH	2	055_O36.cdf	639.2
Hydroxyglutarate	2NPH	0	055_O36.cdf	82884.8428571429
Hydroxyglutarate	2NPH	1	055_O36.cdf	17205.0642857143
Hydroxyglutarate	2NPH	2	055_O36.cdf	2721.65
Hydroxyglutarate	2NPH	3	055_O36.cdf	0
Hydroxyglutarate	2NPH	4	055_O36.cdf	0
Hydroxyglutarate	2NPH	5	055_O36.cdf	0
Oxalate	2NPH	0	055_O36.cdf	9007848.45
Oxalate	2NPH	1	055_O36.cdf	1502148.13571429
Oxalate	2NPH	2	055_O36.cdf	183589.978571429
Itaconate	2NPH	0	055_O36.cdf	3135.03571428571
Itaconate	2NPH	1	055_O36.cdf	511.2
Itaconate	2NPH	2	055_O36.cdf	0
Itaconate	2NPH	3	055_O36.cdf	0
Itaconate	2NPH	4	055_O36.cdf	43447.9857142857
Itaconate	2NPH	5	055_O36.cdf	5507.48571428571
Lactate	NPH	0	056_O37.cdf	0
Lactate	NPH	1	056_O37.cdf	0
Lactate	NPH	2	056_O37.cdf	0
Lactate	NPH	3	056_O37.cdf	0
Pyruvate	2NPH	0	056_O37.cdf	246293.690398432
Pyruvate	2NPH	1	056_O37.cdf	40039.9281515349
Pyruvate	2NPH	2	056_O37.cdf	4731.58066623122
Pyruvate	2NPH	3	056_O37.cdf	255.042455911169
Fumarate	2NPH	0	056_O37.cdf	329164.513389941
Fumarate	2NPH	1	056_O37.cdf	59005.1012410189
Fumarate	2NPH	2	056_O37.cdf	9662.09013716525
Fumarate	2NPH	3	056_O37.cdf	394.539516655781
Fumarate	2NPH	4	056_O37.cdf	0
Succinate	2NPH	0	056_O37.cdf	1133090.51600261
Succinate	2NPH	1	056_O37.cdf	199230.640104507
Succinate	2NPH	2	056_O37.cdf	29830.3788373612
Succinate	2NPH	3	056_O37.cdf	3435.10777269758
Succinate	2NPH	4	056_O37.cdf	0
Malate	2NPH	0	056_O37.cdf	18737778.0862182
Malate	2NPH	1	056_O37.cdf	5034199.43827564
Malate	2NPH	2	056_O37.cdf	733446.094056172
Malate	2NPH	3	056_O37.cdf	82911.2279555846
Malate	2NPH	4	056_O37.cdf	0
Isocitrate	2NPH	0	056_O37.cdf	98546.4010450686
Isocitrate	2NPH	1	056_O37.cdf	19342.2142390594
Isocitrate	2NPH	2	056_O37.cdf	4336.85826257348
Isocitrate	2NPH	3	056_O37.cdf	641.43696930111
Isocitrate	2NPH	4	056_O37.cdf	163.736120182887
Isocitrate	2NPH	5	056_O37.cdf	336.368386675376
Isocitrate	2NPH	6	056_O37.cdf	0
Citrate	2NPH	0	056_O37.cdf	5640284.35662965
Citrate	2NPH	1	056_O37.cdf	1088199.82364468
Citrate	2NPH	2	056_O37.cdf	323472.926192031
Citrate	2NPH	3	056_O37.cdf	49947.341606793
Citrate	2NPH	4	056_O37.cdf	2706.47289353364
Citrate	2NPH	5	056_O37.cdf	0
Citrate	2NPH	6	056_O37.cdf	0
Oxaloacetate	2NPH	0	056_O37.cdf	7650.66623122142
Oxaloacetate	2NPH	1	056_O37.cdf	265.7413455258
Oxaloacetate	2NPH	2	056_O37.cdf	37.7531025473547
Oxaloacetate	2NPH	3	056_O37.cdf	692.893533638145
Oxaloacetate	2NPH	4	056_O37.cdf	373.755715218811
Oxoglutarate	3NPH	0	056_O37.cdf	22991080.8164598
Oxoglutarate	3NPH	1	056_O37.cdf	6944112.48203788
Oxoglutarate	3NPH	2	056_O37.cdf	1301536.88438929
Oxoglutarate	3NPH	3	056_O37.cdf	188029.751796212
Oxoglutarate	3NPH	4	056_O37.cdf	11527.8249510124
Oxoglutarate	3NPH	5	056_O37.cdf	0
Aconitate	3NPH	0	056_O37.cdf	6554.93794905291
Aconitate	3NPH	1	056_O37.cdf	1452.50163291966
Aconitate	3NPH	2	056_O37.cdf	577.54408883083
Aconitate	3NPH	3	056_O37.cdf	0
Aconitate	3NPH	4	056_O37.cdf	0
Aconitate	3NPH	5	056_O37.cdf	117.060744611365
Aconitate	3NPH	6	056_O37.cdf	0
Glycerate	NPH	0	056_O37.cdf	209540.450685826
Glycerate	NPH	1	056_O37.cdf	20696.7537557152
Glycerate	NPH	2	056_O37.cdf	2940.54866100588
Glycerate	NPH	3	056_O37.cdf	0
Glycolate	NPH	0	056_O37.cdf	57649.5427824951
Glycolate	NPH	1	056_O37.cdf	5485.69562377531
Glycolate	NPH	2	056_O37.cdf	584.951012410189
Hydroxyglutarate	2NPH	0	056_O37.cdf	83743.2266492489
Hydroxyglutarate	2NPH	1	056_O37.cdf	16506.8386675376
Hydroxyglutarate	2NPH	2	056_O37.cdf	2896.25734813847
Hydroxyglutarate	2NPH	3	056_O37.cdf	0
Hydroxyglutarate	2NPH	4	056_O37.cdf	0
Hydroxyglutarate	2NPH	5	056_O37.cdf	0
Oxalate	2NPH	0	056_O37.cdf	8792577.07380797
Oxalate	2NPH	1	056_O37.cdf	1470003.70999347
Oxalate	2NPH	2	056_O37.cdf	185277.504898759
Itaconate	2NPH	0	056_O37.cdf	2421.90725016329
Itaconate	2NPH	1	056_O37.cdf	236.054866100588
Itaconate	2NPH	2	056_O37.cdf	0
Itaconate	2NPH	3	056_O37.cdf	0
Itaconate	2NPH	4	056_O37.cdf	42976.0548661006
Itaconate	2NPH	5	056_O37.cdf	11527.6551273677
Lactate	NPH	0	057_O38.cdf	0
Lactate	NPH	1	057_O38.cdf	0
Lactate	NPH	2	057_O38.cdf	0
Lactate	NPH	3	057_O38.cdf	0
Pyruvate	2NPH	0	057_O38.cdf	314021.066666667
Pyruvate	2NPH	1	057_O38.cdf	51768.0066666667
Pyruvate	2NPH	2	057_O38.cdf	7231.84666666667
Pyruvate	2NPH	3	057_O38.cdf	827.446666666667
Fumarate	2NPH	0	057_O38.cdf	539208.946666667
Fumarate	2NPH	1	057_O38.cdf	93248.1066666667
Fumarate	2NPH	2	057_O38.cdf	14179.6333333333
Fumarate	2NPH	3	057_O38.cdf	1154.82
Fumarate	2NPH	4	057_O38.cdf	0
Succinate	2NPH	0	057_O38.cdf	1038799.34666667
Succinate	2NPH	1	057_O38.cdf	183211.953333333
Succinate	2NPH	2	057_O38.cdf	27994.7266666667
Succinate	2NPH	3	057_O38.cdf	3119.84
Succinate	2NPH	4	057_O38.cdf	0
Malate	2NPH	0	057_O38.cdf	15028903.2533333
Malate	2NPH	1	057_O38.cdf	3765645.84666667
Malate	2NPH	2	057_O38.cdf	545245.806666667
Malate	2NPH	3	057_O38.cdf	63365.04
Malate	2NPH	4	057_O38.cdf	0
Isocitrate	2NPH	0	057_O38.cdf	109405.5
Isocitrate	2NPH	1	057_O38.cdf	23880.4133333333
Isocitrate	2NPH	2	057_O38.cdf	4636.18666666667
Isocitrate	2NPH	3	057_O38.cdf	1247.13333333333
Isocitrate	2NPH	4	057_O38.cdf	466.813333333333
Isocitrate	2NPH	5	057_O38.cdf	340.746666666667
Isocitrate	2NPH	6	057_O38.cdf	0
Citrate	2NPH	0	057_O38.cdf	3309301.21333333
Citrate	2NPH	1	057_O38.cdf	630540.153333333
Citrate	2NPH	2	057_O38.cdf	443953.346666667
Citrate	2NPH	3	057_O38.cdf	70323.2866666667
Citrate	2NPH	4	057_O38.cdf	0
Citrate	2NPH	5	057_O38.cdf	0
Citrate	2NPH	6	057_O38.cdf	0
Oxaloacetate	2NPH	0	057_O38.cdf	7510.80666666667
Oxaloacetate	2NPH	1	057_O38.cdf	2633.26666666667
Oxaloacetate	2NPH	2	057_O38.cdf	348.426666666667
Oxaloacetate	2NPH	3	057_O38.cdf	0
Oxaloacetate	2NPH	4	057_O38.cdf	0
Oxoglutarate	3NPH	0	057_O38.cdf	14057377
Oxoglutarate	3NPH	1	057_O38.cdf	4019565.7
Oxoglutarate	3NPH	2	057_O38.cdf	746608.646666667
Oxoglutarate	3NPH	3	057_O38.cdf	109355.6
Oxoglutarate	3NPH	4	057_O38.cdf	6369.32
Oxoglutarate	3NPH	5	057_O38.cdf	0
Aconitate	3NPH	0	057_O38.cdf	5834.8
Aconitate	3NPH	1	057_O38.cdf	1641.06666666667
Aconitate	3NPH	2	057_O38.cdf	1008.52
Aconitate	3NPH	3	057_O38.cdf	263.213333333333
Aconitate	3NPH	4	057_O38.cdf	0
Aconitate	3NPH	5	057_O38.cdf	40.6133333333333
Aconitate	3NPH	6	057_O38.cdf	0
Glycerate	NPH	0	057_O38.cdf	201828.013333333
Glycerate	NPH	1	057_O38.cdf	17358.9933333333
Glycerate	NPH	2	057_O38.cdf	2144.62666666667
Glycerate	NPH	3	057_O38.cdf	0
Glycolate	NPH	0	057_O38.cdf	40335.9466666667
