sample;metabolite;derivative;isotopologue
018_A1.cdf;Alanine;AccQ;0
018_A1.cdf;Alanine;AccQ;1
018_A1.cdf;Alanine;AccQ;2
018_A1.cdf;Alanine;AccQ;3
018_A1.cdf;Arginine;AccQ;0
018_A1.cdf;Arginine;AccQ;1
018_A1.cdf;Arginine;AccQ;2
018_A1.cdf;Arginine;AccQ;3
018_A1.cdf;Arginine;AccQ;4
018_A1.cdf;Arginine;AccQ;5
018_A1.cdf;Arginine;AccQ;6
018_A1.cdf;Asparagine;AccQ;0
018_A1.cdf;Asparagine;AccQ;1
018_A1.cdf;Asparagine;AccQ;2
018_A1.cdf;Asparagine;AccQ;3
018_A1.cdf;Asparagine;AccQ;4
018_A1.cdf;Aspartate;AccQ;0
018_A1.cdf;Aspartate;AccQ;1
018_A1.cdf;Aspartate;AccQ;2
018_A1.cdf;Aspartate;AccQ;3
018_A1.cdf;Aspartate;AccQ;4
018_A1.cdf;Citrulline;AccQ;0
018_A1.cdf;Citrulline;AccQ;1
018_A1.cdf;Citrulline;AccQ;2
018_A1.cdf;Citrulline;AccQ;3
018_A1.cdf;Citrulline;AccQ;4
018_A1.cdf;Citrulline;AccQ;5
018_A1.cdf;Citrulline;AccQ;6
018_A1.cdf;Glutamine;AccQ;0
018_A1.cdf;Glutamine;AccQ;1
018_A1.cdf;Glutamine;AccQ;2
018_A1.cdf;Glutamine;AccQ;3
018_A1.cdf;Glutamine;AccQ;4
018_A1.cdf;Glutamine;AccQ;5
018_A1.cdf;Glycine;AccQ;0
018_A1.cdf;Glycine;AccQ;1
018_A1.cdf;Glycine;AccQ;2
018_A1.cdf;Histidine;AccQ;0
018_A1.cdf;Histidine;AccQ;1
018_A1.cdf;Histidine;AccQ;2
018_A1.cdf;Histidine;AccQ;3
018_A1.cdf;Histidine;AccQ;4
018_A1.cdf;Histidine;AccQ;5
018_A1.cdf;Histidine;AccQ;6
018_A1.cdf;Isoleucine;AccQ;0
018_A1.cdf;Isoleucine;AccQ;1
018_A1.cdf;Isoleucine;AccQ;2
018_A1.cdf;Isoleucine;AccQ;3
018_A1.cdf;Isoleucine;AccQ;4
018_A1.cdf;Isoleucine;AccQ;5
018_A1.cdf;Isoleucine;AccQ;6
018_A1.cdf;Leucine;AccQ;0
018_A1.cdf;Leucine;AccQ;1
018_A1.cdf;Leucine;AccQ;2
018_A1.cdf;Leucine;AccQ;3
018_A1.cdf;Leucine;AccQ;4
018_A1.cdf;Leucine;AccQ;5
018_A1.cdf;Leucine;AccQ;6
018_A1.cdf;Lysine;AccQ;0
018_A1.cdf;Lysine;AccQ;1
018_A1.cdf;Lysine;AccQ;2
018_A1.cdf;Lysine;AccQ;3
018_A1.cdf;Lysine;AccQ;4
018_A1.cdf;Lysine;AccQ;5
018_A1.cdf;Lysine;AccQ;6
018_A1.cdf;Methionine;AccQ;0
018_A1.cdf;Methionine;AccQ;1
018_A1.cdf;Methionine;AccQ;2
018_A1.cdf;Methionine;AccQ;3
018_A1.cdf;Methionine;AccQ;4
018_A1.cdf;Methionine;AccQ;5
018_A1.cdf;Norvaline;AccQ;0
018_A1.cdf;Norvaline;AccQ;1
018_A1.cdf;Norvaline;AccQ;2
018_A1.cdf;Norvaline;AccQ;3
018_A1.cdf;Norvaline;AccQ;4
018_A1.cdf;Norvaline;AccQ;5
018_A1.cdf;Phenylalanine;AccQ;0
018_A1.cdf;Phenylalanine;AccQ;1
018_A1.cdf;Phenylalanine;AccQ;2
018_A1.cdf;Phenylalanine;AccQ;3
018_A1.cdf;Phenylalanine;AccQ;4
018_A1.cdf;Phenylalanine;AccQ;5
018_A1.cdf;Phenylalanine;AccQ;6
018_A1.cdf;Phenylalanine;AccQ;7
018_A1.cdf;Phenylalanine;AccQ;8
018_A1.cdf;Phenylalanine;AccQ;9
018_A1.cdf;Proline;AccQ;0
018_A1.cdf;Proline;AccQ;1
018_A1.cdf;Proline;AccQ;2
018_A1.cdf;Proline;AccQ;3
018_A1.cdf;Proline;AccQ;4
018_A1.cdf;Proline;AccQ;5
018_A1.cdf;Serine;AccQ;0
018_A1.cdf;Serine;AccQ;1
018_A1.cdf;Serine;AccQ;2
018_A1.cdf;Serine;AccQ;3
018_A1.cdf;Threonine;AccQ;0
018_A1.cdf;Threonine;AccQ;1
018_A1.cdf;Threonine;AccQ;2
018_A1.cdf;Threonine;AccQ;3
018_A1.cdf;Threonine;AccQ;4
018_A1.cdf;Tryptophan;AccQ;0
018_A1.cdf;Tryptophan;AccQ;1
018_A1.cdf;Tryptophan;AccQ;2
018_A1.cdf;Tryptophan;AccQ;3
018_A1.cdf;Tryptophan;AccQ;4
018_A1.cdf;Tryptophan;AccQ;5
018_A1.cdf;Tryptophan;AccQ;6
018_A1.cdf;Tryptophan;AccQ;7
018_A1.cdf;Tryptophan;AccQ;8
018_A1.cdf;Tryptophan;AccQ;9
018_A1.cdf;Tryptophan;AccQ;10
018_A1.cdf;Tryptophan;AccQ;11
018_A1.cdf;Tyrosine;AccQ;0
018_A1.cdf;Tyrosine;AccQ;1
018_A1.cdf;Tyrosine;AccQ;2
018_A1.cdf;Tyrosine;AccQ;3
018_A1.cdf;Tyrosine;AccQ;4
018_A1.cdf;Tyrosine;AccQ;5
018_A1.cdf;Tyrosine;AccQ;6
018_A1.cdf;Tyrosine;AccQ;7
018_A1.cdf;Tyrosine;AccQ;8
018_A1.cdf;Tyrosine;AccQ;9
018_A1.cdf;Valine;AccQ;0
018_A1.cdf;Valine;AccQ;1
018_A1.cdf;Valine;AccQ;2
018_A1.cdf;Valine;AccQ;3
018_A1.cdf;Valine;AccQ;4
018_A1.cdf;Valine;AccQ;5
018_A1.cdf;GABA;AccQ;0
018_A1.cdf;GABA;AccQ;1
018_A1.cdf;GABA;AccQ;2
018_A1.cdf;GABA;AccQ;3
018_A1.cdf;GABA;AccQ;4
018_A1.cdf;Glutamate;AccQ;0
018_A1.cdf;Glutamate;AccQ;1
018_A1.cdf;Glutamate;AccQ;2
018_A1.cdf;Glutamate;AccQ;3
018_A1.cdf;Glutamate;AccQ;4
018_A1.cdf;Glutamate;AccQ;5
018_A1.cdf;Ornithine;2AccQ;0
018_A1.cdf;Ornithine;2AccQ;1
018_A1.cdf;Ornithine;2AccQ;2
018_A1.cdf;Ornithine;2AccQ;3
018_A1.cdf;Ornithine;2AccQ;4
018_A1.cdf;Ornithine;2AccQ;5
027_A10.cdf;Alanine;AccQ;0
027_A10.cdf;Alanine;AccQ;1
027_A10.cdf;Alanine;AccQ;2
027_A10.cdf;Alanine;AccQ;3
027_A10.cdf;Arginine;AccQ;0
027_A10.cdf;Arginine;AccQ;1
027_A10.cdf;Arginine;AccQ;2
027_A10.cdf;Arginine;AccQ;3
027_A10.cdf;Arginine;AccQ;4
027_A10.cdf;Arginine;AccQ;5
027_A10.cdf;Arginine;AccQ;6
027_A10.cdf;Asparagine;AccQ;0
027_A10.cdf;Asparagine;AccQ;1
027_A10.cdf;Asparagine;AccQ;2
027_A10.cdf;Asparagine;AccQ;3
027_A10.cdf;Asparagine;AccQ;4
027_A10.cdf;Aspartate;AccQ;0
027_A10.cdf;Aspartate;AccQ;1
027_A10.cdf;Aspartate;AccQ;2
027_A10.cdf;Aspartate;AccQ;3
027_A10.cdf;Aspartate;AccQ;4
027_A10.cdf;Citrulline;AccQ;0
027_A10.cdf;Citrulline;AccQ;1
027_A10.cdf;Citrulline;AccQ;2
027_A10.cdf;Citrulline;AccQ;3
027_A10.cdf;Citrulline;AccQ;4
027_A10.cdf;Citrulline;AccQ;5
027_A10.cdf;Citrulline;AccQ;6
027_A10.cdf;Glutamine;AccQ;0
027_A10.cdf;Glutamine;AccQ;1
027_A10.cdf;Glutamine;AccQ;2
027_A10.cdf;Glutamine;AccQ;3
027_A10.cdf;Glutamine;AccQ;4
027_A10.cdf;Glutamine;AccQ;5
027_A10.cdf;Glycine;AccQ;0
027_A10.cdf;Glycine;AccQ;1
027_A10.cdf;Glycine;AccQ;2
027_A10.cdf;Histidine;AccQ;0
027_A10.cdf;Histidine;AccQ;1
027_A10.cdf;Histidine;AccQ;2
027_A10.cdf;Histidine;AccQ;3
027_A10.cdf;Histidine;AccQ;4
027_A10.cdf;Histidine;AccQ;5
027_A10.cdf;Histidine;AccQ;6
027_A10.cdf;Isoleucine;AccQ;0
027_A10.cdf;Isoleucine;AccQ;1
027_A10.cdf;Isoleucine;AccQ;2
027_A10.cdf;Isoleucine;AccQ;3
027_A10.cdf;Isoleucine;AccQ;4
027_A10.cdf;Isoleucine;AccQ;5
027_A10.cdf;Isoleucine;AccQ;6
027_A10.cdf;Leucine;AccQ;0
027_A10.cdf;Leucine;AccQ;1
027_A10.cdf;Leucine;AccQ;2
027_A10.cdf;Leucine;AccQ;3
027_A10.cdf;Leucine;AccQ;4
027_A10.cdf;Leucine;AccQ;5
027_A10.cdf;Leucine;AccQ;6
027_A10.cdf;Lysine;AccQ;0
027_A10.cdf;Lysine;AccQ;1
027_A10.cdf;Lysine;AccQ;2
027_A10.cdf;Lysine;AccQ;3
027_A10.cdf;Lysine;AccQ;4
027_A10.cdf;Lysine;AccQ;5
027_A10.cdf;Lysine;AccQ;6
027_A10.cdf;Methionine;AccQ;0
027_A10.cdf;Methionine;AccQ;1
027_A10.cdf;Methionine;AccQ;2
027_A10.cdf;Methionine;AccQ;3
027_A10.cdf;Methionine;AccQ;4
027_A10.cdf;Methionine;AccQ;5
027_A10.cdf;Norvaline;AccQ;0
027_A10.cdf;Norvaline;AccQ;1
027_A10.cdf;Norvaline;AccQ;2
027_A10.cdf;Norvaline;AccQ;3
027_A10.cdf;Norvaline;AccQ;4
027_A10.cdf;Norvaline;AccQ;5
027_A10.cdf;Phenylalanine;AccQ;0
027_A10.cdf;Phenylalanine;AccQ;1
027_A10.cdf;Phenylalanine;AccQ;2
027_A10.cdf;Phenylalanine;AccQ;3
027_A10.cdf;Phenylalanine;AccQ;4
027_A10.cdf;Phenylalanine;AccQ;5
027_A10.cdf;Phenylalanine;AccQ;6
027_A10.cdf;Phenylalanine;AccQ;7
027_A10.cdf;Phenylalanine;AccQ;8
027_A10.cdf;Phenylalanine;AccQ;9
027_A10.cdf;Proline;AccQ;0
027_A10.cdf;Proline;AccQ;1
027_A10.cdf;Proline;AccQ;2
027_A10.cdf;Proline;AccQ;3
027_A10.cdf;Proline;AccQ;4
027_A10.cdf;Proline;AccQ;5
027_A10.cdf;Serine;AccQ;0
027_A10.cdf;Serine;AccQ;1
027_A10.cdf;Serine;AccQ;2
027_A10.cdf;Serine;AccQ;3
027_A10.cdf;Threonine;AccQ;0
027_A10.cdf;Threonine;AccQ;1
027_A10.cdf;Threonine;AccQ;2
027_A10.cdf;Threonine;AccQ;3
027_A10.cdf;Threonine;AccQ;4
027_A10.cdf;Tryptophan;AccQ;0
027_A10.cdf;Tryptophan;AccQ;1
027_A10.cdf;Tryptophan;AccQ;2
027_A10.cdf;Tryptophan;AccQ;3
027_A10.cdf;Tryptophan;AccQ;4
027_A10.cdf;Tryptophan;AccQ;5
027_A10.cdf;Tryptophan;AccQ;6
027_A10.cdf;Tryptophan;AccQ;7
027_A10.cdf;Tryptophan;AccQ;8
027_A10.cdf;Tryptophan;AccQ;9
027_A10.cdf;Tryptophan;AccQ;10
027_A10.cdf;Tryptophan;AccQ;11
027_A10.cdf;Tyrosine;AccQ;0
027_A10.cdf;Tyrosine;AccQ;1
027_A10.cdf;Tyrosine;AccQ;2
027_A10.cdf;Tyrosine;AccQ;3
027_A10.cdf;Tyrosine;AccQ;4
027_A10.cdf;Tyrosine;AccQ;5
027_A10.cdf;Tyrosine;AccQ;6
027_A10.cdf;Tyrosine;AccQ;7
027_A10.cdf;Tyrosine;AccQ;8
027_A10.cdf;Tyrosine;AccQ;9
027_A10.cdf;Valine;AccQ;0
027_A10.cdf;Valine;AccQ;1
027_A10.cdf;Valine;AccQ;2
027_A10.cdf;Valine;AccQ;3
027_A10.cdf;Valine;AccQ;4
027_A10.cdf;Valine;AccQ;5
027_A10.cdf;GABA;AccQ;0
027_A10.cdf;GABA;AccQ;1
027_A10.cdf;GABA;AccQ;2
027_A10.cdf;GABA;AccQ;3
027_A10.cdf;GABA;AccQ;4
027_A10.cdf;Glutamate;AccQ;0
027_A10.cdf;Glutamate;AccQ;1
027_A10.cdf;Glutamate;AccQ;2
027_A10.cdf;Glutamate;AccQ;3
027_A10.cdf;Glutamate;AccQ;4
027_A10.cdf;Glutamate;AccQ;5
027_A10.cdf;Ornithine;2AccQ;0
027_A10.cdf;Ornithine;2AccQ;1
027_A10.cdf;Ornithine;2AccQ;2
027_A10.cdf;Ornithine;2AccQ;3
027_A10.cdf;Ornithine;2AccQ;4
027_A10.cdf;Ornithine;2AccQ;5
029_A11.cdf;Alanine;AccQ;0
029_A11.cdf;Alanine;AccQ;1
029_A11.cdf;Alanine;AccQ;2
029_A11.cdf;Alanine;AccQ;3
029_A11.cdf;Arginine;AccQ;0
029_A11.cdf;Arginine;AccQ;1
029_A11.cdf;Arginine;AccQ;2
029_A11.cdf;Arginine;AccQ;3
029_A11.cdf;Arginine;AccQ;4
029_A11.cdf;Arginine;AccQ;5
029_A11.cdf;Arginine;AccQ;6
029_A11.cdf;Asparagine;AccQ;0
029_A11.cdf;Asparagine;AccQ;1
029_A11.cdf;Asparagine;AccQ;2
029_A11.cdf;Asparagine;AccQ;3
029_A11.cdf;Asparagine;AccQ;4
029_A11.cdf;Aspartate;AccQ;0
029_A11.cdf;Aspartate;AccQ;1
029_A11.cdf;Aspartate;AccQ;2
029_A11.cdf;Aspartate;AccQ;3
029_A11.cdf;Aspartate;AccQ;4
029_A11.cdf;Citrulline;AccQ;0
029_A11.cdf;Citrulline;AccQ;1
029_A11.cdf;Citrulline;AccQ;2
029_A11.cdf;Citrulline;AccQ;3
029_A11.cdf;Citrulline;AccQ;4
029_A11.cdf;Citrulline;AccQ;5
029_A11.cdf;Citrulline;AccQ;6
029_A11.cdf;Glutamine;AccQ;0
029_A11.cdf;Glutamine;AccQ;1
029_A11.cdf;Glutamine;AccQ;2
029_A11.cdf;Glutamine;AccQ;3
029_A11.cdf;Glutamine;AccQ;4
029_A11.cdf;Glutamine;AccQ;5
029_A11.cdf;Glycine;AccQ;0
029_A11.cdf;Glycine;AccQ;1
029_A11.cdf;Glycine;AccQ;2
029_A11.cdf;Histidine;AccQ;0
029_A11.cdf;Histidine;AccQ;1
029_A11.cdf;Histidine;AccQ;2
029_A11.cdf;Histidine;AccQ;3
029_A11.cdf;Histidine;AccQ;4
029_A11.cdf;Histidine;AccQ;5
029_A11.cdf;Histidine;AccQ;6
029_A11.cdf;Isoleucine;AccQ;0
029_A11.cdf;Isoleucine;AccQ;1
029_A11.cdf;Isoleucine;AccQ;2
029_A11.cdf;Isoleucine;AccQ;3
029_A11.cdf;Isoleucine;AccQ;4
029_A11.cdf;Isoleucine;AccQ;5
029_A11.cdf;Isoleucine;AccQ;6
029_A11.cdf;Leucine;AccQ;0
029_A11.cdf;Leucine;AccQ;1
029_A11.cdf;Leucine;AccQ;2
029_A11.cdf;Leucine;AccQ;3
029_A11.cdf;Leucine;AccQ;4
029_A11.cdf;Leucine;AccQ;5
029_A11.cdf;Leucine;AccQ;6
029_A11.cdf;Lysine;AccQ;0
029_A11.cdf;Lysine;AccQ;1
029_A11.cdf;Lysine;AccQ;2
029_A11.cdf;Lysine;AccQ;3
029_A11.cdf;Lysine;AccQ;4
029_A11.cdf;Lysine;AccQ;5
029_A11.cdf;Lysine;AccQ;6
029_A11.cdf;Methionine;AccQ;0
029_A11.cdf;Methionine;AccQ;1
029_A11.cdf;Methionine;AccQ;2
029_A11.cdf;Methionine;AccQ;3
029_A11.cdf;Methionine;AccQ;4
029_A11.cdf;Methionine;AccQ;5
029_A11.cdf;Norvaline;AccQ;0
029_A11.cdf;Norvaline;AccQ;1
029_A11.cdf;Norvaline;AccQ;2
029_A11.cdf;Norvaline;AccQ;3
029_A11.cdf;Norvaline;AccQ;4
029_A11.cdf;Norvaline;AccQ;5
029_A11.cdf;Phenylalanine;AccQ;0
029_A11.cdf;Phenylalanine;AccQ;1
029_A11.cdf;Phenylalanine;AccQ;2
029_A11.cdf;Phenylalanine;AccQ;3
029_A11.cdf;Phenylalanine;AccQ;4
029_A11.cdf;Phenylalanine;AccQ;5
029_A11.cdf;Phenylalanine;AccQ;6
029_A11.cdf;Phenylalanine;AccQ;7
029_A11.cdf;Phenylalanine;AccQ;8
029_A11.cdf;Phenylalanine;AccQ;9
029_A11.cdf;Proline;AccQ;0
029_A11.cdf;Proline;AccQ;1
029_A11.cdf;Proline;AccQ;2
029_A11.cdf;Proline;AccQ;3
029_A11.cdf;Proline;AccQ;4
029_A11.cdf;Proline;AccQ;5
029_A11.cdf;Serine;AccQ;0
029_A11.cdf;Serine;AccQ;1
029_A11.cdf;Serine;AccQ;2
029_A11.cdf;Serine;AccQ;3
029_A11.cdf;Threonine;AccQ;0
029_A11.cdf;Threonine;AccQ;1
029_A11.cdf;Threonine;AccQ;2
029_A11.cdf;Threonine;AccQ;3
029_A11.cdf;Threonine;AccQ;4
029_A11.cdf;Tryptophan;AccQ;0
029_A11.cdf;Tryptophan;AccQ;1
029_A11.cdf;Tryptophan;AccQ;2
029_A11.cdf;Tryptophan;AccQ;3
029_A11.cdf;Tryptophan;AccQ;4
029_A11.cdf;Tryptophan;AccQ;5
029_A11.cdf;Tryptophan;AccQ;6
029_A11.cdf;Tryptophan;AccQ;7
029_A11.cdf;Tryptophan;AccQ;8
029_A11.cdf;Tryptophan;AccQ;9
029_A11.cdf;Tryptophan;AccQ;10
029_A11.cdf;Tryptophan;AccQ;11
029_A11.cdf;Tyrosine;AccQ;0
029_A11.cdf;Tyrosine;AccQ;1
029_A11.cdf;Tyrosine;AccQ;2
029_A11.cdf;Tyrosine;AccQ;3
029_A11.cdf;Tyrosine;AccQ;4
029_A11.cdf;Tyrosine;AccQ;5
029_A11.cdf;Tyrosine;AccQ;6
029_A11.cdf;Tyrosine;AccQ;7
029_A11.cdf;Tyrosine;AccQ;8
029_A11.cdf;Tyrosine;AccQ;9
029_A11.cdf;Valine;AccQ;0
029_A11.cdf;Valine;AccQ;1
029_A11.cdf;Valine;AccQ;2
029_A11.cdf;Valine;AccQ;3
029_A11.cdf;Valine;AccQ;4
029_A11.cdf;Valine;AccQ;5
029_A11.cdf;GABA;AccQ;0
029_A11.cdf;GABA;AccQ;1
029_A11.cdf;GABA;AccQ;2
029_A11.cdf;GABA;AccQ;3
029_A11.cdf;GABA;AccQ;4
029_A11.cdf;Glutamate;AccQ;0
029_A11.cdf;Glutamate;AccQ;1
029_A11.cdf;Glutamate;AccQ;2
029_A11.cdf;Glutamate;AccQ;3
029_A11.cdf;Glutamate;AccQ;4
029_A11.cdf;Glutamate;AccQ;5
029_A11.cdf;Ornithine;2AccQ;0
029_A11.cdf;Ornithine;2AccQ;1
029_A11.cdf;Ornithine;2AccQ;2
029_A11.cdf;Ornithine;2AccQ;3
029_A11.cdf;Ornithine;2AccQ;4
029_A11.cdf;Ornithine;2AccQ;5
030_A12.cdf;Alanine;AccQ;0
030_A12.cdf;Alanine;AccQ;1
030_A12.cdf;Alanine;AccQ;2
030_A12.cdf;Alanine;AccQ;3
030_A12.cdf;Arginine;AccQ;0
030_A12.cdf;Arginine;AccQ;1
030_A12.cdf;Arginine;AccQ;2
030_A12.cdf;Arginine;AccQ;3
030_A12.cdf;Arginine;AccQ;4
030_A12.cdf;Arginine;AccQ;5
030_A12.cdf;Arginine;AccQ;6
030_A12.cdf;Asparagine;AccQ;0
030_A12.cdf;Asparagine;AccQ;1
030_A12.cdf;Asparagine;AccQ;2
030_A12.cdf;Asparagine;AccQ;3
030_A12.cdf;Asparagine;AccQ;4
030_A12.cdf;Aspartate;AccQ;0
030_A12.cdf;Aspartate;AccQ;1
030_A12.cdf;Aspartate;AccQ;2
030_A12.cdf;Aspartate;AccQ;3
030_A12.cdf;Aspartate;AccQ;4
030_A12.cdf;Citrulline;AccQ;0
030_A12.cdf;Citrulline;AccQ;1
030_A12.cdf;Citrulline;AccQ;2
030_A12.cdf;Citrulline;AccQ;3
030_A12.cdf;Citrulline;AccQ;4
030_A12.cdf;Citrulline;AccQ;5
030_A12.cdf;Citrulline;AccQ;6
030_A12.cdf;Glutamine;AccQ;0
030_A12.cdf;Glutamine;AccQ;1
030_A12.cdf;Glutamine;AccQ;2
030_A12.cdf;Glutamine;AccQ;3
030_A12.cdf;Glutamine;AccQ;4
030_A12.cdf;Glutamine;AccQ;5
030_A12.cdf;Glycine;AccQ;0
030_A12.cdf;Glycine;AccQ;1
030_A12.cdf;Glycine;AccQ;2
030_A12.cdf;Histidine;AccQ;0
030_A12.cdf;Histidine;AccQ;1
030_A12.cdf;Histidine;AccQ;2
030_A12.cdf;Histidine;AccQ;3
030_A12.cdf;Histidine;AccQ;4
030_A12.cdf;Histidine;AccQ;5
030_A12.cdf;Histidine;AccQ;6
030_A12.cdf;Isoleucine;AccQ;0
030_A12.cdf;Isoleucine;AccQ;1
030_A12.cdf;Isoleucine;AccQ;2
030_A12.cdf;Isoleucine;AccQ;3
030_A12.cdf;Isoleucine;AccQ;4
030_A12.cdf;Isoleucine;AccQ;5
030_A12.cdf;Isoleucine;AccQ;6
030_A12.cdf;Leucine;AccQ;0
030_A12.cdf;Leucine;AccQ;1
030_A12.cdf;Leucine;AccQ;2
030_A12.cdf;Leucine;AccQ;3
030_A12.cdf;Leucine;AccQ;4
030_A12.cdf;Leucine;AccQ;5
030_A12.cdf;Leucine;AccQ;6
030_A12.cdf;Lysine;AccQ;0
030_A12.cdf;Lysine;AccQ;1
030_A12.cdf;Lysine;AccQ;2
030_A12.cdf;Lysine;AccQ;3
030_A12.cdf;Lysine;AccQ;4
030_A12.cdf;Lysine;AccQ;5
030_A12.cdf;Lysine;AccQ;6
030_A12.cdf;Methionine;AccQ;0
030_A12.cdf;Methionine;AccQ;1
030_A12.cdf;Methionine;AccQ;2
030_A12.cdf;Methionine;AccQ;3
030_A12.cdf;Methionine;AccQ;4
030_A12.cdf;Methionine;AccQ;5
030_A12.cdf;Norvaline;AccQ;0
030_A12.cdf;Norvaline;AccQ;1
030_A12.cdf;Norvaline;AccQ;2
030_A12.cdf;Norvaline;AccQ;3
030_A12.cdf;Norvaline;AccQ;4
030_A12.cdf;Norvaline;AccQ;5
030_A12.cdf;Phenylalanine;AccQ;0
030_A12.cdf;Phenylalanine;AccQ;1
030_A12.cdf;Phenylalanine;AccQ;2
030_A12.cdf;Phenylalanine;AccQ;3
030_A12.cdf;Phenylalanine;AccQ;4
030_A12.cdf;Phenylalanine;AccQ;5
030_A12.cdf;Phenylalanine;AccQ;6
030_A12.cdf;Phenylalanine;AccQ;7
030_A12.cdf;Phenylalanine;AccQ;8
030_A12.cdf;Phenylalanine;AccQ;9
030_A12.cdf;Proline;AccQ;0
030_A12.cdf;Proline;AccQ;1
030_A12.cdf;Proline;AccQ;2
030_A12.cdf;Proline;AccQ;3
030_A12.cdf;Proline;AccQ;4
030_A12.cdf;Proline;AccQ;5
030_A12.cdf;Serine;AccQ;0
030_A12.cdf;Serine;AccQ;1
030_A12.cdf;Serine;AccQ;2
030_A12.cdf;Serine;AccQ;3
030_A12.cdf;Threonine;AccQ;0
030_A12.cdf;Threonine;AccQ;1
030_A12.cdf;Threonine;AccQ;2
030_A12.cdf;Threonine;AccQ;3
030_A12.cdf;Threonine;AccQ;4
030_A12.cdf;Tryptophan;AccQ;0
030_A12.cdf;Tryptophan;AccQ;1
030_A12.cdf;Tryptophan;AccQ;2
030_A12.cdf;Tryptophan;AccQ;3
030_A12.cdf;Tryptophan;AccQ;4
030_A12.cdf;Tryptophan;AccQ;5
030_A12.cdf;Tryptophan;AccQ;6
030_A12.cdf;Tryptophan;AccQ;7
030_A12.cdf;Tryptophan;AccQ;8
030_A12.cdf;Tryptophan;AccQ;9
030_A12.cdf;Tryptophan;AccQ;10
030_A12.cdf;Tryptophan;AccQ;11
030_A12.cdf;Tyrosine;AccQ;0
030_A12.cdf;Tyrosine;AccQ;1
030_A12.cdf;Tyrosine;AccQ;2
030_A12.cdf;Tyrosine;AccQ;3
030_A12.cdf;Tyrosine;AccQ;4
030_A12.cdf;Tyrosine;AccQ;5
030_A12.cdf;Tyrosine;AccQ;6
030_A12.cdf;Tyrosine;AccQ;7
030_A12.cdf;Tyrosine;AccQ;8
030_A12.cdf;Tyrosine;AccQ;9
030_A12.cdf;Valine;AccQ;0
030_A12.cdf;Valine;AccQ;1
030_A12.cdf;Valine;AccQ;2
030_A12.cdf;Valine;AccQ;3
030_A12.cdf;Valine;AccQ;4
030_A12.cdf;Valine;AccQ;5
030_A12.cdf;GABA;AccQ;0
030_A12.cdf;GABA;AccQ;1
030_A12.cdf;GABA;AccQ;2
030_A12.cdf;GABA;AccQ;3
030_A12.cdf;GABA;AccQ;4
030_A12.cdf;Glutamate;AccQ;0
030_A12.cdf;Glutamate;AccQ;1
030_A12.cdf;Glutamate;AccQ;2
030_A12.cdf;Glutamate;AccQ;3
030_A12.cdf;Glutamate;AccQ;4
030_A12.cdf;Glutamate;AccQ;5
030_A12.cdf;Ornithine;2AccQ;0
030_A12.cdf;Ornithine;2AccQ;1
030_A12.cdf;Ornithine;2AccQ;2
030_A12.cdf;Ornithine;2AccQ;3
030_A12.cdf;Ornithine;2AccQ;4
030_A12.cdf;Ornithine;2AccQ;5
031_A13.cdf;Alanine;AccQ;0
031_A13.cdf;Alanine;AccQ;1
031_A13.cdf;Alanine;AccQ;2
031_A13.cdf;Alanine;AccQ;3
031_A13.cdf;Arginine;AccQ;0
031_A13.cdf;Arginine;AccQ;1
031_A13.cdf;Arginine;AccQ;2
031_A13.cdf;Arginine;AccQ;3
031_A13.cdf;Arginine;AccQ;4
031_A13.cdf;Arginine;AccQ;5
031_A13.cdf;Arginine;AccQ;6
031_A13.cdf;Asparagine;AccQ;0
031_A13.cdf;Asparagine;AccQ;1
031_A13.cdf;Asparagine;AccQ;2
031_A13.cdf;Asparagine;AccQ;3
031_A13.cdf;Asparagine;AccQ;4
031_A13.cdf;Aspartate;AccQ;0
031_A13.cdf;Aspartate;AccQ;1
031_A13.cdf;Aspartate;AccQ;2
031_A13.cdf;Aspartate;AccQ;3
031_A13.cdf;Aspartate;AccQ;4
031_A13.cdf;Citrulline;AccQ;0
031_A13.cdf;Citrulline;AccQ;1
031_A13.cdf;Citrulline;AccQ;2
031_A13.cdf;Citrulline;AccQ;3
031_A13.cdf;Citrulline;AccQ;4
031_A13.cdf;Citrulline;AccQ;5
031_A13.cdf;Citrulline;AccQ;6
031_A13.cdf;Glutamine;AccQ;0
031_A13.cdf;Glutamine;AccQ;1
031_A13.cdf;Glutamine;AccQ;2
031_A13.cdf;Glutamine;AccQ;3
031_A13.cdf;Glutamine;AccQ;4
031_A13.cdf;Glutamine;AccQ;5
031_A13.cdf;Glycine;AccQ;0
031_A13.cdf;Glycine;AccQ;1
031_A13.cdf;Glycine;AccQ;2
031_A13.cdf;Histidine;AccQ;0
031_A13.cdf;Histidine;AccQ;1
031_A13.cdf;Histidine;AccQ;2
031_A13.cdf;Histidine;AccQ;3
031_A13.cdf;Histidine;AccQ;4
031_A13.cdf;Histidine;AccQ;5
031_A13.cdf;Histidine;AccQ;6
031_A13.cdf;Isoleucine;AccQ;0
031_A13.cdf;Isoleucine;AccQ;1
031_A13.cdf;Isoleucine;AccQ;2
031_A13.cdf;Isoleucine;AccQ;3
031_A13.cdf;Isoleucine;AccQ;4
031_A13.cdf;Isoleucine;AccQ;5
031_A13.cdf;Isoleucine;AccQ;6
031_A13.cdf;Leucine;AccQ;0
031_A13.cdf;Leucine;AccQ;1
031_A13.cdf;Leucine;AccQ;2
