metabolite	derivative	isotopologue	sample	area
Asparagine	AccQ	3	041_A23.cdf	13102.5808580858
Asparagine	AccQ	4	041_A23.cdf	78.4290429042904
Aspartate	AccQ	0	041_A23.cdf	1184431.97359736
Aspartate	AccQ	1	041_A23.cdf	199936.303630363
Aspartate	AccQ	2	041_A23.cdf	33940.6732673267
Aspartate	AccQ	3	041_A23.cdf	5148.34323432343
Aspartate	AccQ	4	041_A23.cdf	0
Citrulline	AccQ	0	041_A23.cdf	157608.330033003
Citrulline	AccQ	1	041_A23.cdf	35592.5808580858
Citrulline	AccQ	2	041_A23.cdf	6065.57755775578
Citrulline	AccQ	3	041_A23.cdf	768.06600660066
Citrulline	AccQ	4	041_A23.cdf	0
Citrulline	AccQ	5	041_A23.cdf	0
Citrulline	AccQ	6	041_A23.cdf	0
Glutamine	AccQ	0	041_A23.cdf	3801864.46864686
Glutamine	AccQ	1	041_A23.cdf	1198602.38283828
Glutamine	AccQ	2	041_A23.cdf	153923.676567657
Glutamine	AccQ	3	041_A23.cdf	19488.5082508251
Glutamine	AccQ	4	041_A23.cdf	792.613861386139
Glutamine	AccQ	5	041_A23.cdf	0
Glycine	AccQ	0	041_A23.cdf	401884.02640264
Glycine	AccQ	1	041_A23.cdf	73944.0858085808
Glycine	AccQ	2	041_A23.cdf	8528.13201320132
Histidine	AccQ	0	041_A23.cdf	204241.544554455
Histidine	AccQ	1	041_A23.cdf	46367.8085808581
Histidine	AccQ	2	041_A23.cdf	5395.76237623762
Histidine	AccQ	3	041_A23.cdf	203.029702970297
Histidine	AccQ	4	041_A23.cdf	0
Histidine	AccQ	5	041_A23.cdf	0
Histidine	AccQ	6	041_A23.cdf	0
Isoleucine	AccQ	0	041_A23.cdf	5021624.10561056
Isoleucine	AccQ	1	041_A23.cdf	1455165.13531353
Isoleucine	AccQ	2	041_A23.cdf	197467.452145215
Isoleucine	AccQ	3	041_A23.cdf	23140.1848184818
Isoleucine	AccQ	4	041_A23.cdf	436.039603960396
Isoleucine	AccQ	5	041_A23.cdf	0
Isoleucine	AccQ	6	041_A23.cdf	0
Leucine	AccQ	0	041_A23.cdf	3238102.91089109
Leucine	AccQ	1	041_A23.cdf	666419.663366337
Leucine	AccQ	2	041_A23.cdf	103103.399339934
Leucine	AccQ	3	041_A23.cdf	11882.7854785479
Leucine	AccQ	4	041_A23.cdf	0
Leucine	AccQ	5	041_A23.cdf	0
Leucine	AccQ	6	041_A23.cdf	0
Lysine	AccQ	0	041_A23.cdf	421523.366336634
Lysine	AccQ	1	041_A23.cdf	124961.749174917
Lysine	AccQ	2	041_A23.cdf	22595.5379537954
Lysine	AccQ	3	041_A23.cdf	3696.50165016502
Lysine	AccQ	4	041_A23.cdf	0
Lysine	AccQ	5	041_A23.cdf	0
Lysine	AccQ	6	041_A23.cdf	0
Methionine	AccQ	0	041_A23.cdf	271079.656765677
Methionine	AccQ	1	041_A23.cdf	61740.5808580858
Methionine	AccQ	2	041_A23.cdf	12404.9174917492
Methionine	AccQ	3	041_A23.cdf	0
Methionine	AccQ	4	041_A23.cdf	0
Methionine	AccQ	5	041_A23.cdf	0
Norvaline	AccQ	0	041_A23.cdf	208851.768976898
Norvaline	AccQ	1	041_A23.cdf	50577.3201320132
Norvaline	AccQ	2	041_A23.cdf	5927.3597359736
Norvaline	AccQ	3	041_A23.cdf	1049.80198019802
Norvaline	AccQ	4	041_A23.cdf	0
Norvaline	AccQ	5	041_A23.cdf	0
Phenylalanine	AccQ	0	041_A23.cdf	2422619.14851485
Phenylalanine	AccQ	1	041_A23.cdf	538725.181518152
Phenylalanine	AccQ	2	041_A23.cdf	85209.7095709571
Phenylalanine	AccQ	3	041_A23.cdf	10535.3795379538
Phenylalanine	AccQ	4	041_A23.cdf	0
Phenylalanine	AccQ	5	041_A23.cdf	0
Phenylalanine	AccQ	6	041_A23.cdf	0
Phenylalanine	AccQ	7	041_A23.cdf	0
Phenylalanine	AccQ	8	041_A23.cdf	0
Phenylalanine	AccQ	9	041_A23.cdf	0
Proline	AccQ	0	041_A23.cdf	236316.541254125
Proline	AccQ	1	041_A23.cdf	50878.303630363
Proline	AccQ	2	041_A23.cdf	7998.43564356436
Proline	AccQ	3	041_A23.cdf	2264.38943894389
Proline	AccQ	4	041_A23.cdf	0
Proline	AccQ	5	041_A23.cdf	0
Serine	AccQ	0	041_A23.cdf	796916.871287129
Serine	AccQ	1	041_A23.cdf	129898.97029703
Serine	AccQ	2	041_A23.cdf	19017.7821782178
Serine	AccQ	3	041_A23.cdf	1063.20792079208
Threonine	AccQ	0	041_A23.cdf	2284763.50495049
Threonine	AccQ	1	041_A23.cdf	411301.425742574
Threonine	AccQ	2	041_A23.cdf	64392.4158415842
Threonine	AccQ	3	041_A23.cdf	7496.20462046205
Threonine	AccQ	4	041_A23.cdf	0
Tryptophan	AccQ	0	041_A23.cdf	1740626.99009901
Tryptophan	AccQ	1	041_A23.cdf	386466.627062706
Tryptophan	AccQ	2	041_A23.cdf	65907.8349834983
Tryptophan	AccQ	3	041_A23.cdf	8720.25082508251
Tryptophan	AccQ	4	041_A23.cdf	0
Tryptophan	AccQ	5	041_A23.cdf	0
Tryptophan	AccQ	6	041_A23.cdf	0
Tryptophan	AccQ	7	041_A23.cdf	0
Tryptophan	AccQ	8	041_A23.cdf	0
Tryptophan	AccQ	9	041_A23.cdf	0
Tryptophan	AccQ	10	041_A23.cdf	0
Tryptophan	AccQ	11	041_A23.cdf	0
Tyrosine	AccQ	0	041_A23.cdf	1959836.50825083
Tyrosine	AccQ	1	041_A23.cdf	397256.726072607
Tyrosine	AccQ	2	041_A23.cdf	70000.2112211221
Tyrosine	AccQ	3	041_A23.cdf	8777.04290429043
Tyrosine	AccQ	4	041_A23.cdf	0
Tyrosine	AccQ	5	041_A23.cdf	0
Tyrosine	AccQ	6	041_A23.cdf	0
Tyrosine	AccQ	7	041_A23.cdf	0
Tyrosine	AccQ	8	041_A23.cdf	0
Tyrosine	AccQ	9	041_A23.cdf	0
Valine	AccQ	0	041_A23.cdf	2205445.63036304
Valine	AccQ	1	041_A23.cdf	438269.808580858
Valine	AccQ	2	041_A23.cdf	62635.0099009901
Valine	AccQ	3	041_A23.cdf	7402.24422442244
Valine	AccQ	4	041_A23.cdf	0
Valine	AccQ	5	041_A23.cdf	0
GABA	AccQ	0	041_A23.cdf	1774185.30693069
GABA	AccQ	1	041_A23.cdf	317323.524752475
GABA	AccQ	2	041_A23.cdf	43260
GABA	AccQ	3	041_A23.cdf	6256.61386138614
GABA	AccQ	4	041_A23.cdf	0
Glutamate	AccQ	0	041_A23.cdf	2376602.02640264
Glutamate	AccQ	1	041_A23.cdf	485162.085808581
Glutamate	AccQ	2	041_A23.cdf	82128.5544554456
Glutamate	AccQ	3	041_A23.cdf	10058.2244224422
Glutamate	AccQ	4	041_A23.cdf	243.445544554455
Glutamate	AccQ	5	041_A23.cdf	0
Ornithine	2AccQ	0	041_A23.cdf	100148.561056106
Ornithine	2AccQ	1	041_A23.cdf	31468.7524752475
Ornithine	2AccQ	2	041_A23.cdf	5071.08910891089
Ornithine	2AccQ	3	041_A23.cdf	436.092409240924
Ornithine	2AccQ	4	041_A23.cdf	0
Ornithine	2AccQ	5	041_A23.cdf	0
Alanine	AccQ	0	042_A24.cdf	658707.888888889
Alanine	AccQ	1	042_A24.cdf	120545.444444444
Alanine	AccQ	2	042_A24.cdf	13906.3958333333
Alanine	AccQ	3	042_A24.cdf	1684.19444444444
Arginine	AccQ	0	042_A24.cdf	1524376.83333333
Arginine	AccQ	1	042_A24.cdf	278702.458333333
Arginine	AccQ	2	042_A24.cdf	43767.0486111111
Arginine	AccQ	3	042_A24.cdf	4022.76388888889
Arginine	AccQ	4	042_A24.cdf	0
Arginine	AccQ	5	042_A24.cdf	0
Arginine	AccQ	6	042_A24.cdf	0
Asparagine	AccQ	0	042_A24.cdf	4201890.27083333
Asparagine	AccQ	1	042_A24.cdf	1169096.17361111
Asparagine	AccQ	2	042_A24.cdf	156059.555555556
Asparagine	AccQ	3	042_A24.cdf	20201.3055555556
Asparagine	AccQ	4	042_A24.cdf	0
Aspartate	AccQ	0	042_A24.cdf	1513456.59722222
Aspartate	AccQ	1	042_A24.cdf	265755.923611111
Aspartate	AccQ	2	042_A24.cdf	42597.3194444444
Aspartate	AccQ	3	042_A24.cdf	5779.28472222222
Aspartate	AccQ	4	042_A24.cdf	0
Citrulline	AccQ	0	042_A24.cdf	172675.451388889
Citrulline	AccQ	1	042_A24.cdf	39179.0972222222
Citrulline	AccQ	2	042_A24.cdf	6222.16666666667
Citrulline	AccQ	3	042_A24.cdf	848.708333333333
Citrulline	AccQ	4	042_A24.cdf	0
Citrulline	AccQ	5	042_A24.cdf	0
Citrulline	AccQ	6	042_A24.cdf	0
Glutamine	AccQ	0	042_A24.cdf	4893675.58333333
Glutamine	AccQ	1	042_A24.cdf	1925796.75
Glutamine	AccQ	2	042_A24.cdf	245882.180555556
Glutamine	AccQ	3	042_A24.cdf	31028.6805555556
Glutamine	AccQ	4	042_A24.cdf	1435.82638888889
Glutamine	AccQ	5	042_A24.cdf	0
Glycine	AccQ	0	042_A24.cdf	350889.722222222
Glycine	AccQ	1	042_A24.cdf	63320.7430555555
Glycine	AccQ	2	042_A24.cdf	7178.08333333333
Histidine	AccQ	0	042_A24.cdf	167488.611111111
Histidine	AccQ	1	042_A24.cdf	35281.1388888889
Histidine	AccQ	2	042_A24.cdf	4607.28472222222
Histidine	AccQ	3	042_A24.cdf	111.951388888889
Histidine	AccQ	4	042_A24.cdf	0
Histidine	AccQ	5	042_A24.cdf	0
Histidine	AccQ	6	042_A24.cdf	0
Isoleucine	AccQ	0	042_A24.cdf	5924357.125
Isoleucine	AccQ	1	042_A24.cdf	1952426.20833333
Isoleucine	AccQ	2	042_A24.cdf	252651.986111111
Isoleucine	AccQ	3	042_A24.cdf	30685.9444444444
Isoleucine	AccQ	4	042_A24.cdf	282.208333333333
Isoleucine	AccQ	5	042_A24.cdf	0
Isoleucine	AccQ	6	042_A24.cdf	0
Leucine	AccQ	0	042_A24.cdf	4089137.08333333
Leucine	AccQ	1	042_A24.cdf	949827.291666667
Leucine	AccQ	2	042_A24.cdf	136116.388888889
Leucine	AccQ	3	042_A24.cdf	16106.9097222222
Leucine	AccQ	4	042_A24.cdf	0
Leucine	AccQ	5	042_A24.cdf	0
Leucine	AccQ	6	042_A24.cdf	0
Lysine	AccQ	0	042_A24.cdf	575045.381944444
Lysine	AccQ	1	042_A24.cdf	173297.5
Lysine	AccQ	2	042_A24.cdf	33974.7777777778
Lysine	AccQ	3	042_A24.cdf	4544.91666666667
Lysine	AccQ	4	042_A24.cdf	0
Lysine	AccQ	5	042_A24.cdf	0
Lysine	AccQ	6	042_A24.cdf	0
Methionine	AccQ	0	042_A24.cdf	336029.916666667
Methionine	AccQ	1	042_A24.cdf	76640.6736111111
Methionine	AccQ	2	042_A24.cdf	16799.7222222222
Methionine	AccQ	3	042_A24.cdf	0
Methionine	AccQ	4	042_A24.cdf	0
Methionine	AccQ	5	042_A24.cdf	0
Norvaline	AccQ	0	042_A24.cdf	220807.597222222
Norvaline	AccQ	1	042_A24.cdf	48149.2777777778
Norvaline	AccQ	2	042_A24.cdf	6816.16666666667
Norvaline	AccQ	3	042_A24.cdf	1388.84027777778
Norvaline	AccQ	4	042_A24.cdf	0
Norvaline	AccQ	5	042_A24.cdf	0
Phenylalanine	AccQ	0	042_A24.cdf	1842039.29861111
Phenylalanine	AccQ	1	042_A24.cdf	387796.208333333
Phenylalanine	AccQ	2	042_A24.cdf	62584.2986111111
Phenylalanine	AccQ	3	042_A24.cdf	7794.875
Phenylalanine	AccQ	4	042_A24.cdf	0
Phenylalanine	AccQ	5	042_A24.cdf	0
Phenylalanine	AccQ	6	042_A24.cdf	0
Phenylalanine	AccQ	7	042_A24.cdf	0
Phenylalanine	AccQ	8	042_A24.cdf	0
Phenylalanine	AccQ	9	042_A24.cdf	0
Proline	AccQ	0	042_A24.cdf	225209.826388889
Proline	AccQ	1	042_A24.cdf	52076.8263888889
Proline	AccQ	2	042_A24.cdf	8219.52777777778
Proline	AccQ	3	042_A24.cdf	1375.28472222222
Proline	AccQ	4	042_A24.cdf	0
Proline	AccQ	5	042_A24.cdf	0
Serine	AccQ	0	042_A24.cdf	498903.118055556
Serine	AccQ	1	042_A24.cdf	93517.1458333333
Serine	AccQ	2	042_A24.cdf	11122.2152777778
Serine	AccQ	3	042_A24.cdf	227.041666666667
Threonine	AccQ	0	042_A24.cdf	2731190.64583333
Threonine	AccQ	1	042_A24.cdf	506049.645833333
Threonine	AccQ	2	042_A24.cdf	80154.2083333333
Threonine	AccQ	3	042_A24.cdf	9851.34027777778
Threonine	AccQ	4	042_A24.cdf	0
Tryptophan	AccQ	0	042_A24.cdf	1045858.24305556
Tryptophan	AccQ	1	042_A24.cdf	248767.083333333
Tryptophan	AccQ	2	042_A24.cdf	42392.2847222222
Tryptophan	AccQ	3	042_A24.cdf	5449.43055555556
Tryptophan	AccQ	4	042_A24.cdf	0
Tryptophan	AccQ	5	042_A24.cdf	0
Tryptophan	AccQ	6	042_A24.cdf	0
Tryptophan	AccQ	7	042_A24.cdf	0
Tryptophan	AccQ	8	042_A24.cdf	0
Tryptophan	AccQ	9	042_A24.cdf	0
Tryptophan	AccQ	10	042_A24.cdf	0
Tryptophan	AccQ	11	042_A24.cdf	0
Tyrosine	AccQ	0	042_A24.cdf	2243644.06944444
Tyrosine	AccQ	1	042_A24.cdf	455131.069444444
Tyrosine	AccQ	2	042_A24.cdf	79347.5347222222
Tyrosine	AccQ	3	042_A24.cdf	10610.0138888889
Tyrosine	AccQ	4	042_A24.cdf	0
Tyrosine	AccQ	5	042_A24.cdf	0
Tyrosine	AccQ	6	042_A24.cdf	0
Tyrosine	AccQ	7	042_A24.cdf	0
Tyrosine	AccQ	8	042_A24.cdf	0
Tyrosine	AccQ	9	042_A24.cdf	0
Valine	AccQ	0	042_A24.cdf	2460712.84027778
Valine	AccQ	1	042_A24.cdf	503614.819444444
Valine	AccQ	2	042_A24.cdf	73250.5277777778
Valine	AccQ	3	042_A24.cdf	8774.45138888889
Valine	AccQ	4	042_A24.cdf	0
Valine	AccQ	5	042_A24.cdf	0
GABA	AccQ	0	042_A24.cdf	1896254.25694444
GABA	AccQ	1	042_A24.cdf	347761.930555556
GABA	AccQ	2	042_A24.cdf	46842.4375
GABA	AccQ	3	042_A24.cdf	6984.21527777778
GABA	AccQ	4	042_A24.cdf	0
Glutamate	AccQ	0	042_A24.cdf	2586879.25694444
Glutamate	AccQ	1	042_A24.cdf	545447.847222222
Glutamate	AccQ	2	042_A24.cdf	96434.2708333333
Glutamate	AccQ	3	042_A24.cdf	10918.125
Glutamate	AccQ	4	042_A24.cdf	316.243055555556
Glutamate	AccQ	5	042_A24.cdf	0
Ornithine	2AccQ	0	042_A24.cdf	135494.201388889
Ornithine	2AccQ	1	042_A24.cdf	45382.4791666667
Ornithine	2AccQ	2	042_A24.cdf	7273.22916666667
Ornithine	2AccQ	3	042_A24.cdf	589.770833333333
Ornithine	2AccQ	4	042_A24.cdf	0
Ornithine	2AccQ	5	042_A24.cdf	0
Alanine	AccQ	0	043_A25.cdf	783919.837601499
Alanine	AccQ	1	043_A25.cdf	134980.712054966
Alanine	AccQ	2	043_A25.cdf	18050.362273579
Alanine	AccQ	3	043_A25.cdf	2243.79762648345
Arginine	AccQ	0	043_A25.cdf	1347379.9937539
Arginine	AccQ	1	043_A25.cdf	237998.407245472
Arginine	AccQ	2	043_A25.cdf	36876.8769519051
Arginine	AccQ	3	043_A25.cdf	3876.20861961274
Arginine	AccQ	4	043_A25.cdf	0
Arginine	AccQ	5	043_A25.cdf	0
Arginine	AccQ	6	043_A25.cdf	0
Asparagine	AccQ	0	043_A25.cdf	3786698.66958151
Asparagine	AccQ	1	043_A25.cdf	1070643.14803248
Asparagine	AccQ	2	043_A25.cdf	140220.518425984
Asparagine	AccQ	3	043_A25.cdf	18420.1124297314
Asparagine	AccQ	4	043_A25.cdf	100.043722673329
Aspartate	AccQ	0	043_A25.cdf	1752461.34915678
Aspartate	AccQ	1	043_A25.cdf	303941.998750781
Aspartate	AccQ	2	043_A25.cdf	53562.435977514
Aspartate	AccQ	3	043_A25.cdf	7039.65021861337
Aspartate	AccQ	4	043_A25.cdf	0
Citrulline	AccQ	0	043_A25.cdf	283230.206121174
Citrulline	AccQ	1	043_A25.cdf	65676.3460337289
Citrulline	AccQ	2	043_A25.cdf	10332.0924422236
Citrulline	AccQ	3	043_A25.cdf	1472.2860712055
Citrulline	AccQ	4	043_A25.cdf	0
Citrulline	AccQ	5	043_A25.cdf	0
Citrulline	AccQ	6	043_A25.cdf	0
Glutamine	AccQ	0	043_A25.cdf	4640278.91942536
Glutamine	AccQ	1	043_A25.cdf	1889890.04372267
Glutamine	AccQ	2	043_A25.cdf	242115.915053092
Glutamine	AccQ	3	043_A25.cdf	30442.6483447845
Glutamine	AccQ	4	043_A25.cdf	1321.62398500937
Glutamine	AccQ	5	043_A25.cdf	0
Glycine	AccQ	0	043_A25.cdf	407711.336664585
Glycine	AccQ	1	043_A25.cdf	73432.3735165522
Glycine	AccQ	2	043_A25.cdf	8588.026233604
Histidine	AccQ	0	043_A25.cdf	191926.539662711
Histidine	AccQ	1	043_A25.cdf	42647.8076202373
Histidine	AccQ	2	043_A25.cdf	5031.13054341037
Histidine	AccQ	3	043_A25.cdf	368.294815740162
Histidine	AccQ	4	043_A25.cdf	0
Histidine	AccQ	5	043_A25.cdf	0
Histidine	AccQ	6	043_A25.cdf	0
Isoleucine	AccQ	0	043_A25.cdf	5746327.5390381
Isoleucine	AccQ	1	043_A25.cdf	2107876.30231106
Isoleucine	AccQ	2	043_A25.cdf	265525.452841974
Isoleucine	AccQ	3	043_A25.cdf	33217.7451592755
Isoleucine	AccQ	4	043_A25.cdf	635.515302935665
Isoleucine	AccQ	5	043_A25.cdf	0
Isoleucine	AccQ	6	043_A25.cdf	0
Leucine	AccQ	0	043_A25.cdf	4448794.35977514
Leucine	AccQ	1	043_A25.cdf	1189283.21673954
Leucine	AccQ	2	043_A25.cdf	166409.60649594
Leucine	AccQ	3	043_A25.cdf	20442.698313554
Leucine	AccQ	4	043_A25.cdf	0
Leucine	AccQ	5	043_A25.cdf	0
Leucine	AccQ	6	043_A25.cdf	0
Lysine	AccQ	0	043_A25.cdf	466846.396002498
Lysine	AccQ	1	043_A25.cdf	139684.684572142
Lysine	AccQ	2	043_A25.cdf	26116.7332916927
Lysine	AccQ	3	043_A25.cdf	3446.03372891942
Lysine	AccQ	4	043_A25.cdf	0
Lysine	AccQ	5	043_A25.cdf	0
Lysine	AccQ	6	043_A25.cdf	0
Methionine	AccQ	0	043_A25.cdf	366984.06620862
Methionine	AccQ	1	043_A25.cdf	86166.7895065584
Methionine	AccQ	2	043_A25.cdf	18863.1043098064
Methionine	AccQ	3	043_A25.cdf	0
Methionine	AccQ	4	043_A25.cdf	0
Methionine	AccQ	5	043_A25.cdf	0
Norvaline	AccQ	0	043_A25.cdf	220809.219237976
Norvaline	AccQ	1	043_A25.cdf	47820.39350406
Norvaline	AccQ	2	043_A25.cdf	6157.5890068707
Norvaline	AccQ	3	043_A25.cdf	1451.6052467208
Norvaline	AccQ	4	043_A25.cdf	0
Norvaline	AccQ	5	043_A25.cdf	0
Phenylalanine	AccQ	0	043_A25.cdf	2003475.02810743
Phenylalanine	AccQ	1	043_A25.cdf	428001.936289819
Phenylalanine	AccQ	2	043_A25.cdf	67632.9231730169
Phenylalanine	AccQ	3	043_A25.cdf	8291.81761399125
Phenylalanine	AccQ	4	043_A25.cdf	0
Phenylalanine	AccQ	5	043_A25.cdf	0
Phenylalanine	AccQ	6	043_A25.cdf	0
Phenylalanine	AccQ	7	043_A25.cdf	0
Phenylalanine	AccQ	8	043_A25.cdf	0
Phenylalanine	AccQ	9	043_A25.cdf	0
Proline	AccQ	0	043_A25.cdf	370399.675202998
Proline	AccQ	1	043_A25.cdf	78698.7570268582
Proline	AccQ	2	043_A25.cdf	11139.7938788257
Proline	AccQ	3	043_A25.cdf	1748.67582760774
Proline	AccQ	4	043_A25.cdf	0
Proline	AccQ	5	043_A25.cdf	0
Serine	AccQ	0	043_A25.cdf	535024.515927545
Serine	AccQ	1	043_A25.cdf	100518.244846971
Serine	AccQ	2	043_A25.cdf	12722.698313554
Serine	AccQ	3	043_A25.cdf	0
Threonine	AccQ	0	043_A25.cdf	2913577.88257339
Threonine	AccQ	1	043_A25.cdf	596205.103060587
Threonine	AccQ	2	043_A25.cdf	89080.0936914428
Threonine	AccQ	3	043_A25.cdf	9649.013116802
Threonine	AccQ	4	043_A25.cdf	0
Tryptophan	AccQ	0	043_A25.cdf	863073.766396002
Tryptophan	AccQ	1	043_A25.cdf	209986.227357901
Tryptophan	AccQ	2	043_A25.cdf	35437.8388507183
Tryptophan	AccQ	3	043_A25.cdf	4395.1217988757
Tryptophan	AccQ	4	043_A25.cdf	0
Tryptophan	AccQ	5	043_A25.cdf	0
Tryptophan	AccQ	6	043_A25.cdf	0
Tryptophan	AccQ	7	043_A25.cdf	0
Tryptophan	AccQ	8	043_A25.cdf	0
Tryptophan	AccQ	9	043_A25.cdf	0
Tryptophan	AccQ	10	043_A25.cdf	0
Tryptophan	AccQ	11	043_A25.cdf	0
Tyrosine	AccQ	0	043_A25.cdf	2157688.29481574
Tyrosine	AccQ	1	043_A25.cdf	445643.329169269
Tyrosine	AccQ	2	043_A25.cdf	79995.7651467832
Tyrosine	AccQ	3	043_A25.cdf	10194.8407245472
Tyrosine	AccQ	4	043_A25.cdf	0
Tyrosine	AccQ	5	043_A25.cdf	0
Tyrosine	AccQ	6	043_A25.cdf	0
Tyrosine	AccQ	7	043_A25.cdf	0
Tyrosine	AccQ	8	043_A25.cdf	0
Tyrosine	AccQ	9	043_A25.cdf	0
Valine	AccQ	0	043_A25.cdf	2962535.00312305
Valine	AccQ	1	043_A25.cdf	672250.91817614
Valine	AccQ	2	043_A25.cdf	98496.3960024984
Valine	AccQ	3	043_A25.cdf	10919.1193004372
Valine	AccQ	4	043_A25.cdf	0
Valine	AccQ	5	043_A25.cdf	0
GABA	AccQ	0	043_A25.cdf	2023580.51217989
GABA	AccQ	1	043_A25.cdf	388960.899437851
GABA	AccQ	2	043_A25.cdf	51852.1611492817
GABA	AccQ	3	043_A25.cdf	7082.17364147408
GABA	AccQ	4	043_A25.cdf	0
Glutamate	AccQ	0	043_A25.cdf	2579216.19612742
Glutamate	AccQ	1	043_A25.cdf	574248.144909432
Glutamate	AccQ	2	043_A25.cdf	94909.8875702686
Glutamate	AccQ	3	043_A25.cdf	11948.8694565896
Glutamate	AccQ	4	043_A25.cdf	197.970018738289
Glutamate	AccQ	5	043_A25.cdf	0
Ornithine	2AccQ	0	043_A25.cdf	145964.634603373
Ornithine	2AccQ	1	043_A25.cdf	48462.2548407245
Ornithine	2AccQ	2	043_A25.cdf	7869.23797626483
Ornithine	2AccQ	3	043_A25.cdf	906.995627732667
Ornithine	2AccQ	4	043_A25.cdf	0
Ornithine	2AccQ	5	043_A25.cdf	0
Alanine	AccQ	0	044_A26.cdf	786750.375161708
Alanine	AccQ	1	044_A26.cdf	135934.068564036
Alanine	AccQ	2	044_A26.cdf	15813.5769728331
Alanine	AccQ	3	044_A26.cdf	2225.78266494179
Arginine	AccQ	0	044_A26.cdf	1519461.49417853
Arginine	AccQ	1	044_A26.cdf	280745.381630013
Arginine	AccQ	2	044_A26.cdf	43422.7749029754
Arginine	AccQ	3	044_A26.cdf	4219.8447606727
Arginine	AccQ	4	044_A26.cdf	0
Arginine	AccQ	5	044_A26.cdf	0
Arginine	AccQ	6	044_A26.cdf	0
Asparagine	AccQ	0	044_A26.cdf	4265335.16817594
Asparagine	AccQ	1	044_A26.cdf	1262720.04527814
Asparagine	AccQ	2	044_A26.cdf	169547.296248383
Asparagine	AccQ	3	044_A26.cdf	22315.0711513583
Asparagine	AccQ	4	044_A26.cdf	372.535575679172
Aspartate	AccQ	0	044_A26.cdf	1461995.58861578
Aspartate	AccQ	1	044_A26.cdf	256762.005174644
Aspartate	AccQ	2	044_A26.cdf	41475.9443725744
Aspartate	AccQ	3	044_A26.cdf	6229.81888745149
Aspartate	AccQ	4	044_A26.cdf	0
Citrulline	AccQ	0	044_A26.cdf	231056.119016818
Citrulline	AccQ	1	044_A26.cdf	54185.1358344114
Citrulline	AccQ	2	044_A26.cdf	8330.25226390686
Citrulline	AccQ	3	044_A26.cdf	1508.83570504528
Citrulline	AccQ	4	044_A26.cdf	0
Citrulline	AccQ	5	044_A26.cdf	0
Citrulline	AccQ	6	044_A26.cdf	0
Glutamine	AccQ	0	044_A26.cdf	4791826.60413971
Glutamine	AccQ	1	044_A26.cdf	1944594.35963777
Glutamine	AccQ	2	044_A26.cdf	270328.130659767
Glutamine	AccQ	3	044_A26.cdf	34118.8033635188
Glutamine	AccQ	4	044_A26.cdf	2888.92626131953
Glutamine	AccQ	5	044_A26.cdf	0
Glycine	AccQ	0	044_A26.cdf	488934.495472186
Glycine	AccQ	1	044_A26.cdf	87924.2626131953
Glycine	AccQ	2	044_A26.cdf	9438.60931435964
Histidine	AccQ	0	044_A26.cdf	261296.630012937
Histidine	AccQ	1	044_A26.cdf	59940.213454075
Histidine	AccQ	2	044_A26.cdf	7684.21086675291
Histidine	AccQ	3	044_A26.cdf	743.512289780078
Histidine	AccQ	4	044_A26.cdf	0
Histidine	AccQ	5	044_A26.cdf	0
Histidine	AccQ	6	044_A26.cdf	0
Isoleucine	AccQ	0	044_A26.cdf	6188907.46442432
Isoleucine	AccQ	1	044_A26.cdf	2384028.89391979
Isoleucine	AccQ	2	044_A26.cdf	306215.737386805
Isoleucine	AccQ	3	044_A26.cdf	36414.3143596378
Isoleucine	AccQ	4	044_A26.cdf	385.666235446313
Isoleucine	AccQ	5	044_A26.cdf	0
Isoleucine	AccQ	6	044_A26.cdf	0
Leucine	AccQ	0	044_A26.cdf	4407083.07244502
Leucine	AccQ	1	044_A26.cdf	1137488.76455369
Leucine	AccQ	2	044_A26.cdf	163924.055627426
Leucine	AccQ	3	044_A26.cdf	20086.4359637775
Leucine	AccQ	4	044_A26.cdf	0
Leucine	AccQ	5	044_A26.cdf	0
Leucine	AccQ	6	044_A26.cdf	0
Lysine	AccQ	0	044_A26.cdf	578113.479948254
Lysine	AccQ	1	044_A26.cdf	174678.880983182
Lysine	AccQ	2	044_A26.cdf	33009.3661060802
Lysine	AccQ	3	044_A26.cdf	4798.92626131953
Lysine	AccQ	4	044_A26.cdf	0
Lysine	AccQ	5	044_A26.cdf	0
Lysine	AccQ	6	044_A26.cdf	0
Methionine	AccQ	0	044_A26.cdf	312068.557567917
Methionine	AccQ	1	044_A26.cdf	69263.82923674
Methionine	AccQ	2	044_A26.cdf	13823.745148771
Methionine	AccQ	3	044_A26.cdf	0
Methionine	AccQ	4	044_A26.cdf	0
Methionine	AccQ	5	044_A26.cdf	0
Norvaline	AccQ	0	044_A26.cdf	187552.852522639
Norvaline	AccQ	1	044_A26.cdf	43039.4307891332
Norvaline	AccQ	2	044_A26.cdf	5749.37904269081
Norvaline	AccQ	3	044_A26.cdf	923.078913324709
Norvaline	AccQ	4	044_A26.cdf	0
Norvaline	AccQ	5	044_A26.cdf	0
Phenylalanine	AccQ	0	044_A26.cdf	2654557.29624838
Phenylalanine	AccQ	1	044_A26.cdf	609598.040103493
Phenylalanine	AccQ	2	044_A26.cdf	96605.4786545925
Phenylalanine	AccQ	3	044_A26.cdf	12741.6364812419
Phenylalanine	AccQ	4	044_A26.cdf	0
Phenylalanine	AccQ	5	044_A26.cdf	0
Phenylalanine	AccQ	6	044_A26.cdf	0
