metabolite;Time;Labeling;Treatment;N;mean;sd;se
336;Pyruvate;120;U;P;5;1.1490633087519e-07;0;0
337;Succinate;15;L;C;5;1.1490633087519e-07;0;0
338;Succinate;15;L;Fe;4;1.46209751954332e-05;2.90121377291161e-05;1.4506068864558e-05
339;Succinate;15;L;P;5;3.47752601581748e-05;7.75029072820368e-05;3.46603538272996e-05
340;Succinate;15;U;C;5;1.1490633087519e-07;0;0
341;Succinate;15;U;Fe;5;1.1490633087519e-07;0;0
342;Succinate;15;U;P;4;2.75407618663399e-05;5.48517110709294e-05;2.74258555354647e-05
343;Succinate;30;L;C;4;1.1490633087519e-07;0;0
344;Succinate;30;L;Fe;5;1.1490633087519e-07;0;0
345;Succinate;30;L;P;5;2.78956907858609e-05;6.15432403661181e-05;2.75229738028498e-05
346;Succinate;30;U;C;5;1.1490633087519e-07;0;0
347;Succinate;30;U;Fe;5;1.1490633087519e-07;0;0
348;Succinate;30;U;P;5;1.1490633087519e-07;0;0
349;Succinate;60;L;C;5;8.64042692148771e-05;0.000135210473824754;6.04679621484211e-05
350;Succinate;60;L;Fe;5;9.4868154747842e-05;0.000161155716652885;7.2071027479709e-05
351;Succinate;60;L;P;5;6.55926586987997e-05;9.12182525569148e-05;4.07940427012011e-05
352;Succinate;60;U;C;5;1.1490633087519e-07;0;0
353;Succinate;60;U;Fe;5;1.1490633087519e-07;0;0
354;Succinate;60;U;P;5;1.1490633087519e-07;0;0
355;Succinate;120;L;C;5;8.40974854468221e-05;0.000128435230462937;5.74379812041956e-05
356;Succinate;120;L;Fe;5;2.28459990844227e-06;4.85158232978471e-06;2.16969357756708e-06
357;Succinate;120;L;P;5;6.71432627012476e-05;0.000112984127206954;5.05280377626465e-05
358;Succinate;120;U;C;5;1.1490633087519e-07;0;0
359;Succinate;120;U;Fe;5;1.1490633087519e-07;0;0
360;Succinate;120;U;P;5;1.1490633087519e-07;0;0
