"metabolite";"Time";"Treatment";"L";"L_se";"U";"U_se";"Enrichment";"P_Value"
"Proline";"30";"C";0.0130501246010855;0.00189115932929663;0.00824403254392509;0.00103332605973425;0.00480609205716045;0.0277777777777778
"Proline";"30";"Fe";0.0168568481808116;0.00249609173542269;0.0140904891093455;0.00181830615052648;0.00276635907146607;0.154761904761905
"Proline";"30";"P";0.0131715462854738;0.00250543831611689;0.00988665950142351;0.0013206559210889;0.00328488678405032;0.0753968253968254
"Proline";"60";"C";0.0151479640265988;0.00141918379963882;0.0140029646601502;0.00105273603751948;0.00114499936644866;0.345238095238095
"Proline";"60";"Fe";0.0153255637989763;0.00156502272925545;0.0132982371240456;0.00134395657223854;0.00202732667493071;0.273809523809524
"Proline";"60";"P";0.00993518302826761;0.00167527073676153;0.0141421258841355;0.00182580846922086;-0.00420694285586792;0.952380952380952
"Proline";"120";"C";0.0122900653886454;0.00115543103857561;0.0101677415604465;0.00247616710307207;0.00212232382819898;0.273809523809524
"Proline";"120";"Fe";0.0138532199971565;0.00182982099364703;0.0136341601390872;0.000859701358622407;0.000219059858069278;0.5
"Proline";"120";"P";0.0120477213265697;0.0029651544087442;0.0136360482554535;0.00166506116018395;-0.00158832692888377;0.845238095238095
"Serine";"15";"C";0.00500440601045564;0.000903846739266108;0.004222047841725;0.000897916785842585;0.000782358168730639;0.345238095238095
"Serine";"15";"Fe";0.00820488184172443;0.000210396429600279;0.00909791172581786;0.000440078852313907;-0.000893029884093429;0.968253968253968
"Serine";"15";"P";0.00739457571968621;0.000582435683428546;0.00784212510510839;0.00118816628080482;-0.000447549385422174;0.5
"Serine";"30";"C";0.00693874390310687;0.000592718126988378;0.00518107644015914;0.00071200505459322;0.00175766746294773;0.0476190476190476
"Serine";"30";"Fe";0.00886034533259153;0.000790262337867776;0.00728690196862598;0.00122129404249285;0.00157344336396554;0.111111111111111
"Serine";"30";"P";0.00864990831559113;0.000703109363588184;0.00765052592117243;0.000860234001344832;0.000999382394418701;0.420634920634921
"Serine";"60";"C";0.0072396732552005;0.000710111389357809;0.00529110216099622;0.00091351620788639;0.00194857109420428;0.111111111111111
"Serine";"60";"Fe";0.00871853997156486;0.000738143723842777;0.00761659690369633;0.000555543943746409;0.00110194306786853;0.21031746031746
"Serine";"60";"P";0.00678956029889982;0.00101289770531885;0.00900913933263479;0.00064405766366856;-0.00221957903373497;0.952380952380952
"Serine";"120";"C";0.00622415353205259;0.000764037134506444;0.00550342838769459;0.00103326975145511;0.000720725144357999;0.345238095238095
"Serine";"120";"Fe";0.0101933657064349;0.000803677719888662;0.0111022400311392;0.000678797680841966;-0.000908874324704384;0.888888888888889
"Serine";"120";"P";0.00971361411836203;0.000648548997453087;0.00796987783699043;0.000674223593933784;0.0017437362813716;0.0753968253968254
"Threonine";"15";"C";0.00359404341191735;0.000364359202578006;0.00352189782081455;0.000256916704633183;7.21455911027952e-05;0.345238095238095
"Threonine";"15";"Fe";0.00339665191587285;0.000256896757502731;0.00593159672004089;0.00222098599232959;-0.00253494480416804;0.547619047619048
"Threonine";"15";"P";0.0111219643649171;0.000771951150709188;0.0106153880674764;0.00170184765482408;0.000506576297440641;0.5
"Threonine";"30";"C";0.00366680905261689;0.000284986717626289;0.00352053002968772;0.000157763743425542;0.000146279022929167;0.5
"Threonine";"30";"Fe";0.00381232645777197;0.000745173735225757;0.00463807705648814;0.00173022261344289;-0.000825750598716168;0.579365079365079
"Threonine";"30";"P";0.00999995269391967;0.00169636946968854;0.0110402209794185;0.00101458944056107;-0.00104026828549879;0.654761904761905
"Threonine";"60";"C";0.00436474766469662;0.000641927913617291;0.0047908901568053;0.00111658579157387;-0.000426142492108685;0.579365079365079
"Threonine";"60";"Fe";0.00391046065595043;0.000186861168985333;0.0035812662806264;0.00042151109198436;0.000329194375324027;0.21031746031746
"Threonine";"60";"P";0.0122137698372788;0.00108370483926645;0.00787184870369059;0.00113098965318942;0.00434192113358822;0.0476190476190476
"Threonine";"120";"C";0.00353517755360598;0.000476243819054607;0.00323155231689792;0.000304642983772221;0.000303625236708066;0.420634920634921
"Threonine";"120";"Fe";0.00494925848236057;0.000482903175341032;0.00501641739811038;0.000624479748006138;-6.71589157498036e-05;0.579365079365079
"Threonine";"120";"P";0.0106239286143809;0.00200746971291383;0.0104261688447963;0.00163493457716179;0.000197759769584567;0.5
"Tryptophan";"15";"C";0.00266164403356453;0.000427190227434837;0.00348140707515133;0.000683471046178723;-0.000819763041586795;0.952380952380952
"Tryptophan";"15";"Fe";0.00371020947923125;0.000276990460174238;0.00287474809609971;0.0004918764943365;0.000835461383131537;0.206349206349206
"Tryptophan";"15";"P";0.00125971424924938;0.000285419913145326;0.000900023913482141;8.65833719666823e-05;0.000359690335767243;0.21031746031746
"Tryptophan";"30";"C";0.00306235072270436;0.000452650581361596;0.00332648694215239;0.000340167655361017;-0.000264136219448024;0.579365079365079
"Tryptophan";"30";"Fe";0.00355019751765391;0.000301061837765809;0.00312681492993321;0.000495981819966556;0.000423382587720697;0.345238095238095
"Tryptophan";"30";"P";0.00121813400804789;0.000219153683877866;0.000938731551295305;0.000107958130476634;0.000279402456752582;0.21031746031746
"Tryptophan";"60";"C";0.0027998123097269;0.000497883637159395;0.00384763902208366;8.82125543024774e-05;-0.00104782671235676;0.924603174603175
"Tryptophan";"60";"Fe";0.00402588598636612;0.000164491695794197;0.00367621495466748;0.000150666760668952;0.000349671031698637;0.0476190476190476
"Tryptophan";"60";"P";0.00100542834055343;8.38432906846445e-05;0.00137567213065016;0.000252340059944738;-0.000370243790096729;0.78968253968254
"Tryptophan";"120";"C";0.00400205477789622;0.000197113564022875;0.00275924167438886;0.000546219651452695;0.00124281310350735;0.111111111111111
"Tryptophan";"120";"Fe";0.00388962999703709;0.000262808616652115;0.00383060239538518;0.000146689652517035;5.90276016519137e-05;0.420634920634921
"Tryptophan";"120";"P";0.00152453565543709;0.000683189139624061;0.0012352414384312;0.000154943686820763;0.000289294217005892;0.924603174603175
"Tyrosine";"15";"C";0.00327223209533776;0.000528335281961875;0.0050542111718704;0.000283045231073525;-0.00178197907653264;0.996031746031746
"Tyrosine";"15";"Fe";0.00553688753641513;0.000250941328776992;0.00525156127102047;0.000220737860802578;0.000285326265394662;0.206349206349206
"Tyrosine";"15";"P";0.00193706665763853;0.000298788385082783;0.00127784889407121;0.000138551579218244;0.000659217763567311;0.0476190476190476
"Tyrosine";"30";"C";0.00491187324895337;0.000562874880435963;0.00456521251624907;0.000475275460794878;0.000346660732704302;0.345238095238095
"Tyrosine";"30";"Fe";0.00566828821093799;0.000149189036397018;0.00491929110290009;0.000158662634165902;0.000748997108037898;0.00793650793650794
"Tyrosine";"30";"P";0.00142972539837239;0.0002777043940625;0.00112168015765978;3.77764093391731e-05;0.000308045240712607;0.21031746031746
"Tyrosine";"60";"C";0.00459360369445428;0.000260727940174475;0.00605446637507974;0.000666694543223472;-0.00146086268062546;0.984126984126984
"Tyrosine";"60";"Fe";0.00541288740118136;0.000381059304594706;0.00612313425983219;0.0003585010222794;-0.00071024685865083;0.888888888888889
"Tyrosine";"60";"P";0.00224647040888508;0.000584867400757467;0.00170742879216373;0.000295261645306215;0.000539041616721358;0.345238095238095
"Tyrosine";"120";"C";0.00363633236313928;0.000278374597501363;0.00462138089238188;0.000600254616116332;-0.000985048529242601;0.924603174603175
"Tyrosine";"120";"Fe";0.00637512981962536;0.000352578244406619;0.00526139533514844;0.000494827158133126;0.00111373448447693;0.0476190476190476
"Tyrosine";"120";"P";0.00162394750437895;0.000213412040669571;0.00130753685942832;0.000160059408775543;0.00031641064495063;0.21031746031746
"Valine";"15";"C";0.00729078091921997;0.00144722094952654;0.00662989848895934;0.00115503232551405;0.000660882430260626;0.420634920634921
"Valine";"15";"Fe";0.00797101412419692;0.000206312617841811;0.00833281191404817;0.000456046325256938;-0.000361797789851253;0.857142857142857
"Valine";"15";"P";0.0103404100358112;0.000795855491270919;0.00988902345221053;0.00132222304188213;0.000451386583600692;0.420634920634921
"Valine";"30";"C";0.00570487294545911;0.000662973630620116;0.00549684727370209;0.000782326572707611;0.000208025671757025;0.420634920634921
"Valine";"30";"Fe";0.00775023005316376;0.000677563657724664;0.00782324236710849;0.000857323467595112;-7.30123139447338e-05;0.420634920634921
"Valine";"30";"P";0.00809237126961115;0.00137569244193397;0.00930849919906513;0.0011720773428554;-0.00121612792945398;0.78968253968254
"Valine";"60";"C";0.00526152244002889;0.000413421889279802;0.00589018353681394;0.00064817584711615;-0.000628661096785053;0.78968253968254
"Valine";"60";"Fe";0.00830050550574818;0.000280203279484653;0.00680249193708813;0.000511862744557681;0.00149801356866006;0.0158730158730159
"Valine";"60";"P";0.011069394366528;0.00114072708304161;0.00613089142279738;0.00054595255024011;0.00493850294373062;0.00396825396825397
"Valine";"120";"C";0.00494228823611372;0.000268720164437222;0.00623126981777173;0.00116866293720302;-0.00128898158165801;0.726190476190476
"Valine";"120";"Fe";0.00756339475526245;0.000663539664992685;0.00807871176652644;0.000439756655293394;-0.000515317011263988;0.579365079365079
"Valine";"120";"P";0.00908267997521971;0.00115995394052892;0.00864511242551598;0.00118206372534002;0.00043756754970373;0.345238095238095
