"metabolite";"derivative";"isotopologue";"sample";"area"
"9974";"Valine";"AccQ";0;"091_A69.cdf";2384008.43055556
"9975";"Valine";"AccQ";1;"091_A69.cdf";476443.645833333
"9976";"Valine";"AccQ";2;"091_A69.cdf";67451.7916666667
"9977";"Valine";"AccQ";3;"091_A69.cdf";8411.89583333333
"9978";"Valine";"AccQ";4;"091_A69.cdf";0
"9979";"Valine";"AccQ";5;"091_A69.cdf";0
"9980";"GABA";"AccQ";0;"091_A69.cdf";2340249.60416667
"9981";"GABA";"AccQ";1;"091_A69.cdf";523126.805555556
"9982";"GABA";"AccQ";2;"091_A69.cdf";73997.0138888889
"9983";"GABA";"AccQ";3;"091_A69.cdf";10407.9236111111
"9984";"GABA";"AccQ";4;"091_A69.cdf";0
"9985";"Glutamate";"AccQ";0;"091_A69.cdf";2601213.72222222
"9986";"Glutamate";"AccQ";1;"091_A69.cdf";578813.5
"9987";"Glutamate";"AccQ";2;"091_A69.cdf";225290.527777778
"9988";"Glutamate";"AccQ";3;"091_A69.cdf";39494.3611111111
"9989";"Glutamate";"AccQ";4;"091_A69.cdf";1153.82638888889
"9990";"Glutamate";"AccQ";5;"091_A69.cdf";0
"9991";"Ornithine";"2AccQ";0;"091_A69.cdf";20119.9652777778
"9992";"Ornithine";"2AccQ";1;"091_A69.cdf";6191.54861111111
"9993";"Ornithine";"2AccQ";2;"091_A69.cdf";1795.75694444444
"9994";"Ornithine";"2AccQ";3;"091_A69.cdf";284.527777777778
"9995";"Ornithine";"2AccQ";4;"091_A69.cdf";0
"9996";"Ornithine";"2AccQ";5;"091_A69.cdf";0
"9997";"Alanine";"AccQ";0;"092_A70.cdf";682560.651289009
"9998";"Alanine";"AccQ";1;"092_A70.cdf";125892.340569878
"9999";"Alanine";"AccQ";2;"092_A70.cdf";16116.6350067843
"10000";"Alanine";"AccQ";3;"092_A70.cdf";2046.87245590231
"10001";"Arginine";"AccQ";0;"092_A70.cdf";78572.1913161465
"10002";"Arginine";"AccQ";1;"092_A70.cdf";17523.8738127544
"10003";"Arginine";"AccQ";2;"092_A70.cdf";2416.75712347354
"10004";"Arginine";"AccQ";3;"092_A70.cdf";92.2998643147897
"10005";"Arginine";"AccQ";4;"092_A70.cdf";0
"10006";"Arginine";"AccQ";5;"092_A70.cdf";0
"10007";"Arginine";"AccQ";6;"092_A70.cdf";0
"10008";"Asparagine";"AccQ";0;"092_A70.cdf";542151.478968792
"10009";"Asparagine";"AccQ";1;"092_A70.cdf";101209.457259159
"10010";"Asparagine";"AccQ";2;"092_A70.cdf";16781.9063772049
"10011";"Asparagine";"AccQ";3;"092_A70.cdf";1695.58344640434
"10012";"Asparagine";"AccQ";4;"092_A70.cdf";0
"10013";"Aspartate";"AccQ";0;"092_A70.cdf";1790444.76933514
"10014";"Aspartate";"AccQ";1;"092_A70.cdf";315630.515603799
"10015";"Aspartate";"AccQ";2;"092_A70.cdf";54072.6933514247
"10016";"Aspartate";"AccQ";3;"092_A70.cdf";6727.40841248304
"10017";"Aspartate";"AccQ";4;"092_A70.cdf";0
"10018";"Citrulline";"AccQ";0;"092_A70.cdf";195491.160108548
"10019";"Citrulline";"AccQ";1;"092_A70.cdf";45517.4898236092
"10020";"Citrulline";"AccQ";2;"092_A70.cdf";9802.97150610583
"10021";"Citrulline";"AccQ";3;"092_A70.cdf";1849.59972862958
"10022";"Citrulline";"AccQ";4;"092_A70.cdf";0
"10023";"Citrulline";"AccQ";5;"092_A70.cdf";0
"10024";"Citrulline";"AccQ";6;"092_A70.cdf";0
"10025";"Glutamine";"AccQ";0;"092_A70.cdf";2252950.59701493
"10026";"Glutamine";"AccQ";1;"092_A70.cdf";496551.431478969
"10027";"Glutamine";"AccQ";2;"092_A70.cdf";219880.91587517
"10028";"Glutamine";"AccQ";3;"092_A70.cdf";40548.5413839891
"10029";"Glutamine";"AccQ";4;"092_A70.cdf";5705.02035278155
"10030";"Glutamine";"AccQ";5;"092_A70.cdf";0
"10031";"Glycine";"AccQ";0;"092_A70.cdf";206586.132971506
"10032";"Glycine";"AccQ";1;"092_A70.cdf";37119.7421981004
"10033";"Glycine";"AccQ";2;"092_A70.cdf";3804.75576662144
"10034";"Histidine";"AccQ";0;"092_A70.cdf";57006.5671641791
"10035";"Histidine";"AccQ";1;"092_A70.cdf";10585.7327001357
"10036";"Histidine";"AccQ";2;"092_A70.cdf";410.610583446404
"10037";"Histidine";"AccQ";3;"092_A70.cdf";0
"10038";"Histidine";"AccQ";4;"092_A70.cdf";0
"10039";"Histidine";"AccQ";5;"092_A70.cdf";0
"10040";"Histidine";"AccQ";6;"092_A70.cdf";0
"10041";"Isoleucine";"AccQ";0;"092_A70.cdf";2608533.94843962
"10042";"Isoleucine";"AccQ";1;"092_A70.cdf";491592.645861601
"10043";"Isoleucine";"AccQ";2;"092_A70.cdf";74720.0949796472
"10044";"Isoleucine";"AccQ";3;"092_A70.cdf";9742.07598371778
"10045";"Isoleucine";"AccQ";4;"092_A70.cdf";528.453188602442
"10046";"Isoleucine";"AccQ";5;"092_A70.cdf";0
"10047";"Isoleucine";"AccQ";6;"092_A70.cdf";0
"10048";"Leucine";"AccQ";0;"092_A70.cdf";1160684.76255088
"10049";"Leucine";"AccQ";1;"092_A70.cdf";213476.872455902
"10050";"Leucine";"AccQ";2;"092_A70.cdf";33405.7462686567
"10051";"Leucine";"AccQ";3;"092_A70.cdf";4335.85481682497
"10052";"Leucine";"AccQ";4;"092_A70.cdf";0
"10053";"Leucine";"AccQ";5;"092_A70.cdf";0
"10054";"Leucine";"AccQ";6;"092_A70.cdf";0
"10055";"Lysine";"AccQ";0;"092_A70.cdf";110302.557666214
"10056";"Lysine";"AccQ";1;"092_A70.cdf";36697.6526458616
"10057";"Lysine";"AccQ";2;"092_A70.cdf";7388.1750339213
"10058";"Lysine";"AccQ";3;"092_A70.cdf";549.192672998643
"10059";"Lysine";"AccQ";4;"092_A70.cdf";0
"10060";"Lysine";"AccQ";5;"092_A70.cdf";0
"10061";"Lysine";"AccQ";6;"092_A70.cdf";0
"10062";"Methionine";"AccQ";0;"092_A70.cdf";134420.468113976
"10063";"Methionine";"AccQ";1;"092_A70.cdf";27934.8168249661
"10064";"Methionine";"AccQ";2;"092_A70.cdf";7809.05020352782
"10065";"Methionine";"AccQ";3;"092_A70.cdf";0
"10066";"Methionine";"AccQ";4;"092_A70.cdf";0
"10067";"Methionine";"AccQ";5;"092_A70.cdf";0
"10068";"Norvaline";"AccQ";0;"092_A70.cdf";191436.641791045
"10069";"Norvaline";"AccQ";1;"092_A70.cdf";44487.1506105834
"10070";"Norvaline";"AccQ";2;"092_A70.cdf";6224.30800542741
"10071";"Norvaline";"AccQ";3;"092_A70.cdf";728.222523744912
"10072";"Norvaline";"AccQ";4;"092_A70.cdf";0
"10073";"Norvaline";"AccQ";5;"092_A70.cdf";0
"10074";"Phenylalanine";"AccQ";0;"092_A70.cdf";709837.727272727
"10075";"Phenylalanine";"AccQ";1;"092_A70.cdf";166438.54816825
"10076";"Phenylalanine";"AccQ";2;"092_A70.cdf";26091.4789687924
"10077";"Phenylalanine";"AccQ";3;"092_A70.cdf";3919.55223880597
"10078";"Phenylalanine";"AccQ";4;"092_A70.cdf";0
"10079";"Phenylalanine";"AccQ";5;"092_A70.cdf";0
"10080";"Phenylalanine";"AccQ";6;"092_A70.cdf";0
"10081";"Phenylalanine";"AccQ";7;"092_A70.cdf";0
"10082";"Phenylalanine";"AccQ";8;"092_A70.cdf";0
"10083";"Phenylalanine";"AccQ";9;"092_A70.cdf";0
"10084";"Proline";"AccQ";0;"092_A70.cdf";336026.506105834
"10085";"Proline";"AccQ";1;"092_A70.cdf";76660.7530529172
"10086";"Proline";"AccQ";2;"092_A70.cdf";14246.3432835821
"10087";"Proline";"AccQ";3;"092_A70.cdf";3783.37177747625
"10088";"Proline";"AccQ";4;"092_A70.cdf";0
"10089";"Proline";"AccQ";5;"092_A70.cdf";0
"10090";"Serine";"AccQ";0;"092_A70.cdf";719573.337856174
"10091";"Serine";"AccQ";1;"092_A70.cdf";123179.369063772
"10092";"Serine";"AccQ";2;"092_A70.cdf";17682.8018995929
"10093";"Serine";"AccQ";3;"092_A70.cdf";1225.98371777476
"10094";"Threonine";"AccQ";0;"092_A70.cdf";1495003.13432836
"10095";"Threonine";"AccQ";1;"092_A70.cdf";247583.94843962
"10096";"Threonine";"AccQ";2;"092_A70.cdf";39961.3297150611
"10097";"Threonine";"AccQ";3;"092_A70.cdf";5853.56852103121
"10098";"Threonine";"AccQ";4;"092_A70.cdf";0
"10099";"Tryptophan";"AccQ";0;"092_A70.cdf";173434.036635007
"10100";"Tryptophan";"AccQ";1;"092_A70.cdf";45834.3147896879
"10101";"Tryptophan";"AccQ";2;"092_A70.cdf";7491.96743554953
"10102";"Tryptophan";"AccQ";3;"092_A70.cdf";1082.15739484396
"10103";"Tryptophan";"AccQ";4;"092_A70.cdf";0
"10104";"Tryptophan";"AccQ";5;"092_A70.cdf";0
"10105";"Tryptophan";"AccQ";6;"092_A70.cdf";0
"10106";"Tryptophan";"AccQ";7;"092_A70.cdf";0
"10107";"Tryptophan";"AccQ";8;"092_A70.cdf";0
"10108";"Tryptophan";"AccQ";9;"092_A70.cdf";0
"10109";"Tryptophan";"AccQ";10;"092_A70.cdf";0
"10110";"Tryptophan";"AccQ";11;"092_A70.cdf";0
"10111";"Tyrosine";"AccQ";0;"092_A70.cdf";447118.120759837
"10112";"Tyrosine";"AccQ";1;"092_A70.cdf";110340.420624152
"10113";"Tyrosine";"AccQ";2;"092_A70.cdf";18180.6852103121
"10114";"Tyrosine";"AccQ";3;"092_A70.cdf";3286.58751696065
"10115";"Tyrosine";"AccQ";4;"092_A70.cdf";0
"10116";"Tyrosine";"AccQ";5;"092_A70.cdf";0
"10117";"Tyrosine";"AccQ";6;"092_A70.cdf";0
"10118";"Tyrosine";"AccQ";7;"092_A70.cdf";0
"10119";"Tyrosine";"AccQ";8;"092_A70.cdf";0
"10120";"Tyrosine";"AccQ";9;"092_A70.cdf";0
"10121";"Valine";"AccQ";0;"092_A70.cdf";1118934.45725916
"10122";"Valine";"AccQ";1;"092_A70.cdf";216629.830393487
"10123";"Valine";"AccQ";2;"092_A70.cdf";30490.6173677069
"10124";"Valine";"AccQ";3;"092_A70.cdf";4605.37313432836
"10125";"Valine";"AccQ";4;"092_A70.cdf";0
"10126";"Valine";"AccQ";5;"092_A70.cdf";0
"10127";"GABA";"AccQ";0;"092_A70.cdf";3190854.61329715
"10128";"GABA";"AccQ";1;"092_A70.cdf";918743.15468114
"10129";"GABA";"AccQ";2;"092_A70.cdf";121617.265943012
"10130";"GABA";"AccQ";3;"092_A70.cdf";16433.2360922659
"10131";"GABA";"AccQ";4;"092_A70.cdf";0
"10132";"Glutamate";"AccQ";0;"092_A70.cdf";2830072.15739484
"10133";"Glutamate";"AccQ";1;"092_A70.cdf";656539.525101764
"10134";"Glutamate";"AccQ";2;"092_A70.cdf";216895.902306649
"10135";"Glutamate";"AccQ";3;"092_A70.cdf";38212.7069199457
"10136";"Glutamate";"AccQ";4;"092_A70.cdf";1039.40298507463
"10137";"Glutamate";"AccQ";5;"092_A70.cdf";0
"10138";"Ornithine";"2AccQ";0;"092_A70.cdf";7909.12483039349
"10139";"Ornithine";"2AccQ";1;"092_A70.cdf";2988.56173677069
"10140";"Ornithine";"2AccQ";2;"092_A70.cdf";626.621438263229
"10141";"Ornithine";"2AccQ";3;"092_A70.cdf";93.2089552238806
"10142";"Ornithine";"2AccQ";4;"092_A70.cdf";0
"10143";"Ornithine";"2AccQ";5;"092_A70.cdf";0
"10144";"Alanine";"AccQ";0;"094_A71.cdf";651089.704142012
"10145";"Alanine";"AccQ";1;"094_A71.cdf";116393.28731098
"10146";"Alanine";"AccQ";2;"094_A71.cdf";13078.1722550953
"10147";"Alanine";"AccQ";3;"094_A71.cdf";1517.46219592373
"10148";"Arginine";"AccQ";0;"094_A71.cdf";60193.5305719921
"10149";"Arginine";"AccQ";1;"094_A71.cdf";11693.865877712
"10150";"Arginine";"AccQ";2;"094_A71.cdf";1328.22485207101
"10151";"Arginine";"AccQ";3;"094_A71.cdf";0
"10152";"Arginine";"AccQ";4;"094_A71.cdf";0
"10153";"Arginine";"AccQ";5;"094_A71.cdf";0
"10154";"Arginine";"AccQ";6;"094_A71.cdf";0
"10155";"Asparagine";"AccQ";0;"094_A71.cdf";554710.578566732
"10156";"Asparagine";"AccQ";1;"094_A71.cdf";100311.24260355
"10157";"Asparagine";"AccQ";2;"094_A71.cdf";16193.4779750164
"10158";"Asparagine";"AccQ";3;"094_A71.cdf";1652.98487836949
"10159";"Asparagine";"AccQ";4;"094_A71.cdf";0
"10160";"Aspartate";"AccQ";0;"094_A71.cdf";1386481.2886259
"10161";"Aspartate";"AccQ";1;"094_A71.cdf";231982.603550296
"10162";"Aspartate";"AccQ";2;"094_A71.cdf";39174.7994740302
"10163";"Aspartate";"AccQ";3;"094_A71.cdf";5332.34056541749
"10164";"Aspartate";"AccQ";4;"094_A71.cdf";0
"10165";"Citrulline";"AccQ";0;"094_A71.cdf";97892.9651545036
"10166";"Citrulline";"AccQ";1;"094_A71.cdf";21783.4582511506
"10167";"Citrulline";"AccQ";2;"094_A71.cdf";4364.19460880999
"10168";"Citrulline";"AccQ";3;"094_A71.cdf";476.46285338593
"10169";"Citrulline";"AccQ";4;"094_A71.cdf";0
"10170";"Citrulline";"AccQ";5;"094_A71.cdf";0
"10171";"Citrulline";"AccQ";6;"094_A71.cdf";0
"10172";"Glutamine";"AccQ";0;"094_A71.cdf";1905309.64497041
"10173";"Glutamine";"AccQ";1;"094_A71.cdf";366251.334648258
"10174";"Glutamine";"AccQ";2;"094_A71.cdf";55587.1860618014
"10175";"Glutamine";"AccQ";3;"094_A71.cdf";7916.26561472715
"10176";"Glutamine";"AccQ";4;"094_A71.cdf";1115.10848126233
"10177";"Glutamine";"AccQ";5;"094_A71.cdf";0
"10178";"Glycine";"AccQ";0;"094_A71.cdf";204222.958579882
"10179";"Glycine";"AccQ";1;"094_A71.cdf";35760.4602235371
"10180";"Glycine";"AccQ";2;"094_A71.cdf";4687.98816568047
"10181";"Histidine";"AccQ";0;"094_A71.cdf";50932.103879027
"10182";"Histidine";"AccQ";1;"094_A71.cdf";9469.71071663379
"10183";"Histidine";"AccQ";2;"094_A71.cdf";266.844181459566
"10184";"Histidine";"AccQ";3;"094_A71.cdf";0
"10185";"Histidine";"AccQ";4;"094_A71.cdf";0
"10186";"Histidine";"AccQ";5;"094_A71.cdf";0
"10187";"Histidine";"AccQ";6;"094_A71.cdf";0
"10188";"Isoleucine";"AccQ";0;"094_A71.cdf";2059360.25641026
"10189";"Isoleucine";"AccQ";1;"094_A71.cdf";366863.898750822
"10190";"Isoleucine";"AccQ";2;"094_A71.cdf";54434.3852728468
"10191";"Isoleucine";"AccQ";3;"094_A71.cdf";6378.73767258383
"10192";"Isoleucine";"AccQ";4;"094_A71.cdf";598.159105851414
"10193";"Isoleucine";"AccQ";5;"094_A71.cdf";0
"10194";"Isoleucine";"AccQ";6;"094_A71.cdf";0
"10195";"Leucine";"AccQ";0;"094_A71.cdf";851316.949375411
"10196";"Leucine";"AccQ";1;"094_A71.cdf";166092.452333991
"10197";"Leucine";"AccQ";2;"094_A71.cdf";26081.2228796844
"10198";"Leucine";"AccQ";3;"094_A71.cdf";3164.4838921762
"10199";"Leucine";"AccQ";4;"094_A71.cdf";0
"10200";"Leucine";"AccQ";5;"094_A71.cdf";0
"10201";"Leucine";"AccQ";6;"094_A71.cdf";0
"10202";"Lysine";"AccQ";0;"094_A71.cdf";124451.413543721
"10203";"Lysine";"AccQ";1;"094_A71.cdf";42298.8954635108
"10204";"Lysine";"AccQ";2;"094_A71.cdf";7100.50624589086
"10205";"Lysine";"AccQ";3;"094_A71.cdf";1279.32938856016
"10206";"Lysine";"AccQ";4;"094_A71.cdf";0
"10207";"Lysine";"AccQ";5;"094_A71.cdf";0
"10208";"Lysine";"AccQ";6;"094_A71.cdf";0
"10209";"Methionine";"AccQ";0;"094_A71.cdf";156174.858645628
"10210";"Methionine";"AccQ";1;"094_A71.cdf";35020.3944773175
"10211";"Methionine";"AccQ";2;"094_A71.cdf";7818.00131492439
"10212";"Methionine";"AccQ";3;"094_A71.cdf";0
"10213";"Methionine";"AccQ";4;"094_A71.cdf";0
"10214";"Methionine";"AccQ";5;"094_A71.cdf";0
"10215";"Norvaline";"AccQ";0;"094_A71.cdf";199499.533201841
"10216";"Norvaline";"AccQ";1;"094_A71.cdf";46257.4358974359
"10217";"Norvaline";"AccQ";2;"094_A71.cdf";6231.58448389218
"10218";"Norvaline";"AccQ";3;"094_A71.cdf";1261.8869165023
"10219";"Norvaline";"AccQ";4;"094_A71.cdf";0
"10220";"Norvaline";"AccQ";5;"094_A71.cdf";0
"10221";"Phenylalanine";"AccQ";0;"094_A71.cdf";663805.864562788
"10222";"Phenylalanine";"AccQ";1;"094_A71.cdf";163800.585141354
"10223";"Phenylalanine";"AccQ";2;"094_A71.cdf";24105.5555555556
"10224";"Phenylalanine";"AccQ";3;"094_A71.cdf";4129.31623931624
"10225";"Phenylalanine";"AccQ";4;"094_A71.cdf";0
"10226";"Phenylalanine";"AccQ";5;"094_A71.cdf";0
"10227";"Phenylalanine";"AccQ";6;"094_A71.cdf";0
"10228";"Phenylalanine";"AccQ";7;"094_A71.cdf";0
"10229";"Phenylalanine";"AccQ";8;"094_A71.cdf";0
"10230";"Phenylalanine";"AccQ";9;"094_A71.cdf";0
"10231";"Proline";"AccQ";0;"094_A71.cdf";225600.453648915
"10232";"Proline";"AccQ";1;"094_A71.cdf";50947.41617357
"10233";"Proline";"AccQ";2;"094_A71.cdf";8259.23076923077
"10234";"Proline";"AccQ";3;"094_A71.cdf";1941.34779750164
"10235";"Proline";"AccQ";4;"094_A71.cdf";0
"10236";"Proline";"AccQ";5;"094_A71.cdf";0
"10237";"Serine";"AccQ";0;"094_A71.cdf";623425.667324129
"10238";"Serine";"AccQ";1;"094_A71.cdf";110173.997370151
"10239";"Serine";"AccQ";2;"094_A71.cdf";15378.5338593031
"10240";"Serine";"AccQ";3;"094_A71.cdf";909.250493096647
"10241";"Threonine";"AccQ";0;"094_A71.cdf";995300.23668639
"10242";"Threonine";"AccQ";1;"094_A71.cdf";165068.132807364
"10243";"Threonine";"AccQ";2;"094_A71.cdf";26001.7554240631
"10244";"Threonine";"AccQ";3;"094_A71.cdf";5027.73833004602
"10245";"Threonine";"AccQ";4;"094_A71.cdf";0
"10246";"Tryptophan";"AccQ";0;"094_A71.cdf";174283.563445102
"10247";"Tryptophan";"AccQ";1;"094_A71.cdf";47675.3977646285
"10248";"Tryptophan";"AccQ";2;"094_A71.cdf";7641.18343195266
"10249";"Tryptophan";"AccQ";3;"094_A71.cdf";1330.60486522025
"10250";"Tryptophan";"AccQ";4;"094_A71.cdf";0
"10251";"Tryptophan";"AccQ";5;"094_A71.cdf";0
"10252";"Tryptophan";"AccQ";6;"094_A71.cdf";0
"10253";"Tryptophan";"AccQ";7;"094_A71.cdf";0
"10254";"Tryptophan";"AccQ";8;"094_A71.cdf";0
"10255";"Tryptophan";"AccQ";9;"094_A71.cdf";0
"10256";"Tryptophan";"AccQ";10;"094_A71.cdf";0
"10257";"Tryptophan";"AccQ";11;"094_A71.cdf";0
"10258";"Tyrosine";"AccQ";0;"094_A71.cdf";214203.813280736
"10259";"Tyrosine";"AccQ";1;"094_A71.cdf";57127.7514792899
"10260";"Tyrosine";"AccQ";2;"094_A71.cdf";10342.3142669297
"10261";"Tyrosine";"AccQ";3;"094_A71.cdf";1810.58514135437
"10262";"Tyrosine";"AccQ";4;"094_A71.cdf";0
"10263";"Tyrosine";"AccQ";5;"094_A71.cdf";0
"10264";"Tyrosine";"AccQ";6;"094_A71.cdf";0
"10265";"Tyrosine";"AccQ";7;"094_A71.cdf";0
"10266";"Tyrosine";"AccQ";8;"094_A71.cdf";0
"10267";"Tyrosine";"AccQ";9;"094_A71.cdf";0
"10268";"Valine";"AccQ";0;"094_A71.cdf";718171.104536489
"10269";"Valine";"AccQ";1;"094_A71.cdf";147101.932938856
"10270";"Valine";"AccQ";2;"094_A71.cdf";19553.0374753452
"10271";"Valine";"AccQ";3;"094_A71.cdf";2946.85075608153
"10272";"Valine";"AccQ";4;"094_A71.cdf";0
"10273";"Valine";"AccQ";5;"094_A71.cdf";0
"10274";"GABA";"AccQ";0;"094_A71.cdf";3327540.31558185
"10275";"GABA";"AccQ";1;"094_A71.cdf";797170.33530572
"10276";"GABA";"AccQ";2;"094_A71.cdf";104437.731755424
"10277";"GABA";"AccQ";3;"094_A71.cdf";12937.4556213018
"10278";"GABA";"AccQ";4;"094_A71.cdf";0
"10279";"Glutamate";"AccQ";0;"094_A71.cdf";2532734.11571335
"10280";"Glutamate";"AccQ";1;"094_A71.cdf";535261.433267587
"10281";"Glutamate";"AccQ";2;"094_A71.cdf";90301.3017751479
"10282";"Glutamate";"AccQ";3;"094_A71.cdf";11144.2537804076
"10283";"Glutamate";"AccQ";4;"094_A71.cdf";196.63379355687
"10284";"Glutamate";"AccQ";5;"094_A71.cdf";0
"10285";"Ornithine";"2AccQ";0;"094_A71.cdf";6111.29520052597
"10286";"Ornithine";"2AccQ";1;"094_A71.cdf";2435.21367521367
"10287";"Ornithine";"2AccQ";2;"094_A71.cdf";146.20644312952
"10288";"Ornithine";"2AccQ";3;"094_A71.cdf";0
"10289";"Ornithine";"2AccQ";4;"094_A71.cdf";0
"10290";"Ornithine";"2AccQ";5;"094_A71.cdf";0
"10291";"Alanine";"AccQ";0;"095_A72.cdf";782911.326299925
"10292";"Alanine";"AccQ";1;"095_A72.cdf";139922.667671439
"10293";"Alanine";"AccQ";2;"095_A72.cdf";16357.0911831198
"10294";"Alanine";"AccQ";3;"095_A72.cdf";2219.94724943482
"10295";"Arginine";"AccQ";0;"095_A72.cdf";84634.2351168048
"10296";"Arginine";"AccQ";1;"095_A72.cdf";18352.290881688
"10297";"Arginine";"AccQ";2;"095_A72.cdf";2194.95101733233
"10298";"Arginine";"AccQ";3;"095_A72.cdf";0
"10299";"Arginine";"AccQ";4;"095_A72.cdf";0
"10300";"Arginine";"AccQ";5;"095_A72.cdf";0
"10301";"Arginine";"AccQ";6;"095_A72.cdf";0
"10302";"Asparagine";"AccQ";0;"095_A72.cdf";380719.073097212
"10303";"Asparagine";"AccQ";1;"095_A72.cdf";75312.5244913338
"10304";"Asparagine";"AccQ";2;"095_A72.cdf";12804.0316503391
"10305";"Asparagine";"AccQ";3;"095_A72.cdf";821.175584024115
"10306";"Asparagine";"AccQ";4;"095_A72.cdf";49.5704596834966
"10307";"Aspartate";"AccQ";0;"095_A72.cdf";1808088.77920121
"10308";"Aspartate";"AccQ";1;"095_A72.cdf";310311.793519216
"10309";"Aspartate";"AccQ";2;"095_A72.cdf";57040.4446119066
"10310";"Aspartate";"AccQ";3;"095_A72.cdf";7536.66917859834
"10311";"Aspartate";"AccQ";4;"095_A72.cdf";0
"10312";"Citrulline";"AccQ";0;"095_A72.cdf";69607.8824415976
"10313";"Citrulline";"AccQ";1;"095_A72.cdf";14832.4566691786
"10314";"Citrulline";"AccQ";2;"095_A72.cdf";3742.84853051997
"10315";"Citrulline";"AccQ";3;"095_A72.cdf";570.859080633007
"10316";"Citrulline";"AccQ";4;"095_A72.cdf";0
"10317";"Citrulline";"AccQ";5;"095_A72.cdf";0
"10318";"Citrulline";"AccQ";6;"095_A72.cdf";0
"10319";"Glutamine";"AccQ";0;"095_A72.cdf";1879591.68801809
"10320";"Glutamine";"AccQ";1;"095_A72.cdf";348133.308214017
"10321";"Glutamine";"AccQ";2;"095_A72.cdf";54325.6292388847
"10322";"Glutamine";"AccQ";3;"095_A72.cdf";8095.93067068576
"10323";"Glutamine";"AccQ";4;"095_A72.cdf";696.006028636021
"10324";"Glutamine";"AccQ";5;"095_A72.cdf";0
"10325";"Glycine";"AccQ";0;"095_A72.cdf";215538.146194424
"10326";"Glycine";"AccQ";1;"095_A72.cdf";36883.3157498116
"10327";"Glycine";"AccQ";2;"095_A72.cdf";4259.70610399397
"10328";"Histidine";"AccQ";0;"095_A72.cdf";39576.8801808591
"10329";"Histidine";"AccQ";1;"095_A72.cdf";6720.97965335343
"10330";"Histidine";"AccQ";2;"095_A72.cdf";0
"10331";"Histidine";"AccQ";3;"095_A72.cdf";0
"10332";"Histidine";"AccQ";4;"095_A72.cdf";0
"10333";"Histidine";"AccQ";5;"095_A72.cdf";0
"10334";"Histidine";"AccQ";6;"095_A72.cdf";0
"10335";"Isoleucine";"AccQ";0;"095_A72.cdf";2439311.33383572
"10336";"Isoleucine";"AccQ";1;"095_A72.cdf";445543.315749812
"10337";"Isoleucine";"AccQ";2;"095_A72.cdf";67271.5297663903
"10338";"Isoleucine";"AccQ";3;"095_A72.cdf";8013.8583270535
"10339";"Isoleucine";"AccQ";4;"095_A72.cdf";711.235870384326
"10340";"Isoleucine";"AccQ";5;"095_A72.cdf";0
"10341";"Isoleucine";"AccQ";6;"095_A72.cdf";0
"10342";"Leucine";"AccQ";0;"095_A72.cdf";926154.280331575
"10343";"Leucine";"AccQ";1;"095_A72.cdf";187508.070836473
"10344";"Leucine";"AccQ";2;"095_A72.cdf";27314.6345139412
"10345";"Leucine";"AccQ";3;"095_A72.cdf";3813.26299924642
"10346";"Leucine";"AccQ";4;"095_A72.cdf";0
"10347";"Leucine";"AccQ";5;"095_A72.cdf";0
"10348";"Leucine";"AccQ";6;"095_A72.cdf";0
"10349";"Lysine";"AccQ";0;"095_A72.cdf";187096.525998493
"10350";"Lysine";"AccQ";1;"095_A72.cdf";64830.293896006
"10351";"Lysine";"AccQ";2;"095_A72.cdf";9884.72494348154
"10352";"Lysine";"AccQ";3;"095_A72.cdf";1925.49359457423
"10353";"Lysine";"AccQ";4;"095_A72.cdf";0
"10354";"Lysine";"AccQ";5;"095_A72.cdf";0
"10355";"Lysine";"AccQ";6;"095_A72.cdf";0
"10356";"Methionine";"AccQ";0;"095_A72.cdf";241914.046721929
"10357";"Methionine";"AccQ";1;"095_A72.cdf";53865.6443104748
"10358";"Methionine";"AccQ";2;"095_A72.cdf";13480.6782215524
"10359";"Methionine";"AccQ";3;"095_A72.cdf";0
"10360";"Methionine";"AccQ";4;"095_A72.cdf";0
"10361";"Methionine";"AccQ";5;"095_A72.cdf";0
"10362";"Norvaline";"AccQ";0;"095_A72.cdf";220559.555388093
"10363";"Norvaline";"AccQ";1;"095_A72.cdf";49848.7942727958
"10364";"Norvaline";"AccQ";2;"095_A72.cdf";7605.90806330068
"10365";"Norvaline";"AccQ";3;"095_A72.cdf";1422.96910324039
"10366";"Norvaline";"AccQ";4;"095_A72.cdf";0
"10367";"Norvaline";"AccQ";5;"095_A72.cdf";0
"10368";"Phenylalanine";"AccQ";0;"095_A72.cdf";768908.311981914
"10369";"Phenylalanine";"AccQ";1;"095_A72.cdf";183870.881688018
"10370";"Phenylalanine";"AccQ";2;"095_A72.cdf";29087.0987189148
"10371";"Phenylalanine";"AccQ";3;"095_A72.cdf";4816.08138658628
"10372";"Phenylalanine";"AccQ";4;"095_A72.cdf";0
"10373";"Phenylalanine";"AccQ";5;"095_A72.cdf";0
"10374";"Phenylalanine";"AccQ";6;"095_A72.cdf";0
"10375";"Phenylalanine";"AccQ";7;"095_A72.cdf";0
"10376";"Phenylalanine";"AccQ";8;"095_A72.cdf";0
"10377";"Phenylalanine";"AccQ";9;"095_A72.cdf";0
"10378";"Proline";"AccQ";0;"095_A72.cdf";387678.703843256
"10379";"Proline";"AccQ";1;"095_A72.cdf";85126.8425018839
"10380";"Proline";"AccQ";2;"095_A72.cdf";12921.1755840241
