"metabolite";"derivative";"isotopologue";"sample";"area"
"5051";"Leucine";"AccQ";1;"055_A36.cdf";480810.585614258
"5052";"Leucine";"AccQ";2;"055_A36.cdf";74769.2425206875
"5053";"Leucine";"AccQ";3;"055_A36.cdf";8716.91279439847
"5054";"Leucine";"AccQ";4;"055_A36.cdf";0
"5055";"Leucine";"AccQ";5;"055_A36.cdf";0
"5056";"Leucine";"AccQ";6;"055_A36.cdf";0
"5057";"Lysine";"AccQ";0;"055_A36.cdf";224311.578612349
"5058";"Lysine";"AccQ";1;"055_A36.cdf";74465.3532781668
"5059";"Lysine";"AccQ";2;"055_A36.cdf";13083.0299172502
"5060";"Lysine";"AccQ";3;"055_A36.cdf";1448.35136855506
"5061";"Lysine";"AccQ";4;"055_A36.cdf";0
"5062";"Lysine";"AccQ";5;"055_A36.cdf";0
"5063";"Lysine";"AccQ";6;"055_A36.cdf";0
"5064";"Methionine";"AccQ";0;"055_A36.cdf";156034.373010821
"5065";"Methionine";"AccQ";1;"055_A36.cdf";35270.3882877148
"5066";"Methionine";"AccQ";2;"055_A36.cdf";8441.22851686824
"5067";"Methionine";"AccQ";3;"055_A36.cdf";0
"5068";"Methionine";"AccQ";4;"055_A36.cdf";0
"5069";"Methionine";"AccQ";5;"055_A36.cdf";0
"5070";"Norvaline";"AccQ";0;"055_A36.cdf";190222.444302992
"5071";"Norvaline";"AccQ";1;"055_A36.cdf";43310.2864417568
"5072";"Norvaline";"AccQ";2;"055_A36.cdf";5942.66072565245
"5073";"Norvaline";"AccQ";3;"055_A36.cdf";1253.46276257161
"5074";"Norvaline";"AccQ";4;"055_A36.cdf";0
"5075";"Norvaline";"AccQ";5;"055_A36.cdf";0
"5076";"Phenylalanine";"AccQ";0;"055_A36.cdf";906244.31572247
"5077";"Phenylalanine";"AccQ";1;"055_A36.cdf";208126.575429663
"5078";"Phenylalanine";"AccQ";2;"055_A36.cdf";32642.2087842139
"5079";"Phenylalanine";"AccQ";3;"055_A36.cdf";4372.0050922979
"5080";"Phenylalanine";"AccQ";4;"055_A36.cdf";0
"5081";"Phenylalanine";"AccQ";5;"055_A36.cdf";0
"5082";"Phenylalanine";"AccQ";6;"055_A36.cdf";0
"5083";"Phenylalanine";"AccQ";7;"055_A36.cdf";0
"5084";"Phenylalanine";"AccQ";8;"055_A36.cdf";0
"5085";"Phenylalanine";"AccQ";9;"055_A36.cdf";0
"5086";"Proline";"AccQ";0;"055_A36.cdf";389157.288351369
"5087";"Proline";"AccQ";1;"055_A36.cdf";80377.4920432845
"5088";"Proline";"AccQ";2;"055_A36.cdf";13787.1928707829
"5089";"Proline";"AccQ";3;"055_A36.cdf";2782.55251432209
"5090";"Proline";"AccQ";4;"055_A36.cdf";0
"5091";"Proline";"AccQ";5;"055_A36.cdf";0
"5092";"Serine";"AccQ";0;"055_A36.cdf";614210.006365372
"5093";"Serine";"AccQ";1;"055_A36.cdf";107457.581158498
"5094";"Serine";"AccQ";2;"055_A36.cdf";14605.5506047104
"5095";"Serine";"AccQ";3;"055_A36.cdf";704.385741565882
"5096";"Threonine";"AccQ";0;"055_A36.cdf";1561307.281986
"5097";"Threonine";"AccQ";1;"055_A36.cdf";262586.467218332
"5098";"Threonine";"AccQ";2;"055_A36.cdf";41111.8459579885
"5099";"Threonine";"AccQ";3;"055_A36.cdf";7232.4761298536
"5100";"Threonine";"AccQ";4;"055_A36.cdf";0
"5101";"Tryptophan";"AccQ";0;"055_A36.cdf";651184.169318905
"5102";"Tryptophan";"AccQ";1;"055_A36.cdf";165499.528962444
"5103";"Tryptophan";"AccQ";2;"055_A36.cdf";27178.9369828135
"5104";"Tryptophan";"AccQ";3;"055_A36.cdf";3813.23997453851
"5105";"Tryptophan";"AccQ";4;"055_A36.cdf";0
"5106";"Tryptophan";"AccQ";5;"055_A36.cdf";0
"5107";"Tryptophan";"AccQ";6;"055_A36.cdf";0
"5108";"Tryptophan";"AccQ";7;"055_A36.cdf";0
"5109";"Tryptophan";"AccQ";8;"055_A36.cdf";0
"5110";"Tryptophan";"AccQ";9;"055_A36.cdf";0
"5111";"Tryptophan";"AccQ";10;"055_A36.cdf";0
"5112";"Tryptophan";"AccQ";11;"055_A36.cdf";0
"5113";"Tyrosine";"AccQ";0;"055_A36.cdf";546425.773392743
"5114";"Tyrosine";"AccQ";1;"055_A36.cdf";130707.269255251
"5115";"Tyrosine";"AccQ";2;"055_A36.cdf";23290.9739019733
"5116";"Tyrosine";"AccQ";3;"055_A36.cdf";3534.13749204328
"5117";"Tyrosine";"AccQ";4;"055_A36.cdf";0
"5118";"Tyrosine";"AccQ";5;"055_A36.cdf";0
"5119";"Tyrosine";"AccQ";6;"055_A36.cdf";0
"5120";"Tyrosine";"AccQ";7;"055_A36.cdf";0
"5121";"Tyrosine";"AccQ";8;"055_A36.cdf";0
"5122";"Tyrosine";"AccQ";9;"055_A36.cdf";0
"5123";"Valine";"AccQ";0;"055_A36.cdf";2111896.99554424
"5124";"Valine";"AccQ";1;"055_A36.cdf";414259.331635901
"5125";"Valine";"AccQ";2;"055_A36.cdf";60658.0585614258
"5126";"Valine";"AccQ";3;"055_A36.cdf";7403.09993634628
"5127";"Valine";"AccQ";4;"055_A36.cdf";0
"5128";"Valine";"AccQ";5;"055_A36.cdf";0
"5129";"GABA";"AccQ";0;"055_A36.cdf";2254695.76702737
"5130";"GABA";"AccQ";1;"055_A36.cdf";500530.184595799
"5131";"GABA";"AccQ";2;"055_A36.cdf";72107.1737746658
"5132";"GABA";"AccQ";3;"055_A36.cdf";10000.9548058561
"5133";"GABA";"AccQ";4;"055_A36.cdf";0
"5134";"Glutamate";"AccQ";0;"055_A36.cdf";2114210.42011458
"5135";"Glutamate";"AccQ";1;"055_A36.cdf";434630.216422661
"5136";"Glutamate";"AccQ";2;"055_A36.cdf";166784.608529599
"5137";"Glutamate";"AccQ";3;"055_A36.cdf";30628.2431572247
"5138";"Glutamate";"AccQ";4;"055_A36.cdf";772.189688096754
"5139";"Glutamate";"AccQ";5;"055_A36.cdf";0
"5140";"Ornithine";"2AccQ";0;"055_A36.cdf";19004.9586250796
"5141";"Ornithine";"2AccQ";1;"055_A36.cdf";5741.00572883514
"5142";"Ornithine";"2AccQ";2;"055_A36.cdf";1595.58879694462
"5143";"Ornithine";"2AccQ";3;"055_A36.cdf";295.372374283896
"5144";"Ornithine";"2AccQ";4;"055_A36.cdf";0
"5145";"Ornithine";"2AccQ";5;"055_A36.cdf";0
"5146";"Alanine";"AccQ";0;"056_A37.cdf";704054.818059299
"5147";"Alanine";"AccQ";1;"056_A37.cdf";130965.363881402
"5148";"Alanine";"AccQ";2;"056_A37.cdf";15586.7722371968
"5149";"Alanine";"AccQ";3;"056_A37.cdf";1717.27088948787
"5150";"Arginine";"AccQ";0;"056_A37.cdf";262802.371967655
"5151";"Arginine";"AccQ";1;"056_A37.cdf";62006.4083557951
"5152";"Arginine";"AccQ";2;"056_A37.cdf";7723.49056603774
"5153";"Arginine";"AccQ";3;"056_A37.cdf";743.00539083558
"5154";"Arginine";"AccQ";4;"056_A37.cdf";0
"5155";"Arginine";"AccQ";5;"056_A37.cdf";0
"5156";"Arginine";"AccQ";6;"056_A37.cdf";0
"5157";"Asparagine";"AccQ";0;"056_A37.cdf";1406048.78032345
"5158";"Asparagine";"AccQ";1;"056_A37.cdf";234421.34097035
"5159";"Asparagine";"AccQ";2;"056_A37.cdf";38781.2398921833
"5160";"Asparagine";"AccQ";3;"056_A37.cdf";5051.9204851752
"5161";"Asparagine";"AccQ";4;"056_A37.cdf";88.3827493261455
"5162";"Aspartate";"AccQ";0;"056_A37.cdf";1323284.10377359
"5163";"Aspartate";"AccQ";1;"056_A37.cdf";242052.203504043
"5164";"Aspartate";"AccQ";2;"056_A37.cdf";41938.409703504
"5165";"Aspartate";"AccQ";3;"056_A37.cdf";6087.25741239892
"5166";"Aspartate";"AccQ";4;"056_A37.cdf";0
"5167";"Citrulline";"AccQ";0;"056_A37.cdf";130725.923180593
"5168";"Citrulline";"AccQ";1;"056_A37.cdf";29261.7318059299
"5169";"Citrulline";"AccQ";2;"056_A37.cdf";5026.20619946092
"5170";"Citrulline";"AccQ";3;"056_A37.cdf";853.032345013477
"5171";"Citrulline";"AccQ";4;"056_A37.cdf";0
"5172";"Citrulline";"AccQ";5;"056_A37.cdf";0
"5173";"Citrulline";"AccQ";6;"056_A37.cdf";0
"5174";"Glutamine";"AccQ";0;"056_A37.cdf";3377500.29649596
"5175";"Glutamine";"AccQ";1;"056_A37.cdf";947744.710242588
"5176";"Glutamine";"AccQ";2;"056_A37.cdf";247096.583557951
"5177";"Glutamine";"AccQ";3;"056_A37.cdf";41410.7345013477
"5178";"Glutamine";"AccQ";4;"056_A37.cdf";5741.25336927224
"5179";"Glutamine";"AccQ";5;"056_A37.cdf";0
"5180";"Glycine";"AccQ";0;"056_A37.cdf";221378.274932615
"5181";"Glycine";"AccQ";1;"056_A37.cdf";39956.6778975741
"5182";"Glycine";"AccQ";2;"056_A37.cdf";4199.95283018868
"5183";"Histidine";"AccQ";0;"056_A37.cdf";91093.7668463612
"5184";"Histidine";"AccQ";1;"056_A37.cdf";17819.076819407
"5185";"Histidine";"AccQ";2;"056_A37.cdf";1890.39083557951
"5186";"Histidine";"AccQ";3;"056_A37.cdf";0
"5187";"Histidine";"AccQ";4;"056_A37.cdf";0
"5188";"Histidine";"AccQ";5;"056_A37.cdf";0
"5189";"Histidine";"AccQ";6;"056_A37.cdf";0
"5190";"Isoleucine";"AccQ";0;"056_A37.cdf";4411669.09703504
"5191";"Isoleucine";"AccQ";1;"056_A37.cdf";1126826.82614555
"5192";"Isoleucine";"AccQ";2;"056_A37.cdf";156127.944743935
"5193";"Isoleucine";"AccQ";3;"056_A37.cdf";19120.4312668464
"5194";"Isoleucine";"AccQ";4;"056_A37.cdf";299.83153638814
"5195";"Isoleucine";"AccQ";5;"056_A37.cdf";0
"5196";"Isoleucine";"AccQ";6;"056_A37.cdf";0
"5197";"Leucine";"AccQ";0;"056_A37.cdf";2795414.44743935
"5198";"Leucine";"AccQ";1;"056_A37.cdf";550148.867924528
"5199";"Leucine";"AccQ";2;"056_A37.cdf";83617.1293800539
"5200";"Leucine";"AccQ";3;"056_A37.cdf";9888.42318059299
"5201";"Leucine";"AccQ";4;"056_A37.cdf";0
"5202";"Leucine";"AccQ";5;"056_A37.cdf";0
"5203";"Leucine";"AccQ";6;"056_A37.cdf";0
"5204";"Lysine";"AccQ";0;"056_A37.cdf";369654.144204852
"5205";"Lysine";"AccQ";1;"056_A37.cdf";106145.916442049
"5206";"Lysine";"AccQ";2;"056_A37.cdf";21261.8800539084
"5207";"Lysine";"AccQ";3;"056_A37.cdf";2803.59164420485
"5208";"Lysine";"AccQ";4;"056_A37.cdf";0
"5209";"Lysine";"AccQ";5;"056_A37.cdf";0
"5210";"Lysine";"AccQ";6;"056_A37.cdf";0
"5211";"Methionine";"AccQ";0;"056_A37.cdf";208069.009433962
"5212";"Methionine";"AccQ";1;"056_A37.cdf";48222.7358490566
"5213";"Methionine";"AccQ";2;"056_A37.cdf";11698.807277628
"5214";"Methionine";"AccQ";3;"056_A37.cdf";0
"5215";"Methionine";"AccQ";4;"056_A37.cdf";0
"5216";"Methionine";"AccQ";5;"056_A37.cdf";0
"5217";"Norvaline";"AccQ";0;"056_A37.cdf";211499.191374663
"5218";"Norvaline";"AccQ";1;"056_A37.cdf";46554.8113207547
"5219";"Norvaline";"AccQ";2;"056_A37.cdf";6458.58490566038
"5220";"Norvaline";"AccQ";3;"056_A37.cdf";1270.64690026954
"5221";"Norvaline";"AccQ";4;"056_A37.cdf";0
"5222";"Norvaline";"AccQ";5;"056_A37.cdf";0
"5223";"Phenylalanine";"AccQ";0;"056_A37.cdf";1018237.71563342
"5224";"Phenylalanine";"AccQ";1;"056_A37.cdf";224399.74393531
"5225";"Phenylalanine";"AccQ";2;"056_A37.cdf";36856.8126684636
"5226";"Phenylalanine";"AccQ";3;"056_A37.cdf";5219.51482479784
"5227";"Phenylalanine";"AccQ";4;"056_A37.cdf";0
"5228";"Phenylalanine";"AccQ";5;"056_A37.cdf";0
"5229";"Phenylalanine";"AccQ";6;"056_A37.cdf";0
"5230";"Phenylalanine";"AccQ";7;"056_A37.cdf";0
"5231";"Phenylalanine";"AccQ";8;"056_A37.cdf";0
"5232";"Phenylalanine";"AccQ";9;"056_A37.cdf";0
"5233";"Proline";"AccQ";0;"056_A37.cdf";462120.559299191
"5234";"Proline";"AccQ";1;"056_A37.cdf";95330.6401617251
"5235";"Proline";"AccQ";2;"056_A37.cdf";15984.6765498652
"5236";"Proline";"AccQ";3;"056_A37.cdf";3341.13881401617
"5237";"Proline";"AccQ";4;"056_A37.cdf";0
"5238";"Proline";"AccQ";5;"056_A37.cdf";0
"5239";"Serine";"AccQ";0;"056_A37.cdf";661455.633423181
"5240";"Serine";"AccQ";1;"056_A37.cdf";117266.502695418
"5241";"Serine";"AccQ";2;"056_A37.cdf";15596.7789757412
"5242";"Serine";"AccQ";3;"056_A37.cdf";753.38948787062
"5243";"Threonine";"AccQ";0;"056_A37.cdf";1693188.18059299
"5244";"Threonine";"AccQ";1;"056_A37.cdf";284577.452830189
"5245";"Threonine";"AccQ";2;"056_A37.cdf";43711.2129380054
"5246";"Threonine";"AccQ";3;"056_A37.cdf";5484.44070080863
"5247";"Threonine";"AccQ";4;"056_A37.cdf";0
"5248";"Tryptophan";"AccQ";0;"056_A37.cdf";538102.917789757
"5249";"Tryptophan";"AccQ";1;"056_A37.cdf";141675.336927224
"5250";"Tryptophan";"AccQ";2;"056_A37.cdf";22466.1590296496
"5251";"Tryptophan";"AccQ";3;"056_A37.cdf";2727.38544474394
"5252";"Tryptophan";"AccQ";4;"056_A37.cdf";0
"5253";"Tryptophan";"AccQ";5;"056_A37.cdf";0
"5254";"Tryptophan";"AccQ";6;"056_A37.cdf";0
"5255";"Tryptophan";"AccQ";7;"056_A37.cdf";0
"5256";"Tryptophan";"AccQ";8;"056_A37.cdf";0
"5257";"Tryptophan";"AccQ";9;"056_A37.cdf";0
"5258";"Tryptophan";"AccQ";10;"056_A37.cdf";0
"5259";"Tryptophan";"AccQ";11;"056_A37.cdf";0
"5260";"Tyrosine";"AccQ";0;"056_A37.cdf";673850.485175202
"5261";"Tyrosine";"AccQ";1;"056_A37.cdf";157108.092991914
"5262";"Tyrosine";"AccQ";2;"056_A37.cdf";28403.2681940701
"5263";"Tyrosine";"AccQ";3;"056_A37.cdf";3920.76145552561
"5264";"Tyrosine";"AccQ";4;"056_A37.cdf";0
"5265";"Tyrosine";"AccQ";5;"056_A37.cdf";0
"5266";"Tyrosine";"AccQ";6;"056_A37.cdf";0
"5267";"Tyrosine";"AccQ";7;"056_A37.cdf";0
"5268";"Tyrosine";"AccQ";8;"056_A37.cdf";0
"5269";"Tyrosine";"AccQ";9;"056_A37.cdf";0
"5270";"Valine";"AccQ";0;"056_A37.cdf";2300475.80862534
"5271";"Valine";"AccQ";1;"056_A37.cdf";462687.446091644
"5272";"Valine";"AccQ";2;"056_A37.cdf";68078.7061994609
"5273";"Valine";"AccQ";3;"056_A37.cdf";8393.20754716981
"5274";"Valine";"AccQ";4;"056_A37.cdf";0
"5275";"Valine";"AccQ";5;"056_A37.cdf";0
"5276";"GABA";"AccQ";0;"056_A37.cdf";2546095.15498652
"5277";"GABA";"AccQ";1;"056_A37.cdf";580984.319407008
"5278";"GABA";"AccQ";2;"056_A37.cdf";83431.2870619946
"5279";"GABA";"AccQ";3;"056_A37.cdf";10139.8652291105
"5280";"GABA";"AccQ";4;"056_A37.cdf";0
"5281";"Glutamate";"AccQ";0;"056_A37.cdf";2736448.36927224
"5282";"Glutamate";"AccQ";1;"056_A37.cdf";620001.394878706
"5283";"Glutamate";"AccQ";2;"056_A37.cdf";224564.535040431
"5284";"Glutamate";"AccQ";3;"056_A37.cdf";41378.4164420485
"5285";"Glutamate";"AccQ";4;"056_A37.cdf";2951.05795148248
"5286";"Glutamate";"AccQ";5;"056_A37.cdf";0
"5287";"Ornithine";"2AccQ";0;"056_A37.cdf";11661.3814016173
"5288";"Ornithine";"2AccQ";1;"056_A37.cdf";4618.12668463612
"5289";"Ornithine";"2AccQ";2;"056_A37.cdf";755.33692722372
"5290";"Ornithine";"2AccQ";3;"056_A37.cdf";0
"5291";"Ornithine";"2AccQ";4;"056_A37.cdf";0
"5292";"Ornithine";"2AccQ";5;"056_A37.cdf";0
"5293";"Alanine";"AccQ";0;"057_A38.cdf";596296.217277487
"5294";"Alanine";"AccQ";1;"057_A38.cdf";113099.810209424
"5295";"Alanine";"AccQ";2;"057_A38.cdf";13341.8979057592
"5296";"Alanine";"AccQ";3;"057_A38.cdf";1910.96204188482
"5297";"Arginine";"AccQ";0;"057_A38.cdf";68138.2460732984
"5298";"Arginine";"AccQ";1;"057_A38.cdf";14475.7264397906
"5299";"Arginine";"AccQ";2;"057_A38.cdf";1915.9554973822
"5300";"Arginine";"AccQ";3;"057_A38.cdf";71.6099476439791
"5301";"Arginine";"AccQ";4;"057_A38.cdf";0
"5302";"Arginine";"AccQ";5;"057_A38.cdf";0
"5303";"Arginine";"AccQ";6;"057_A38.cdf";0
"5304";"Asparagine";"AccQ";0;"057_A38.cdf";426827.316753927
"5305";"Asparagine";"AccQ";1;"057_A38.cdf";81610.6937172775
"5306";"Asparagine";"AccQ";2;"057_A38.cdf";17360.4581151832
"5307";"Asparagine";"AccQ";3;"057_A38.cdf";1633.0497382199
"5308";"Asparagine";"AccQ";4;"057_A38.cdf";0
"5309";"Aspartate";"AccQ";0;"057_A38.cdf";1614290.37303665
"5310";"Aspartate";"AccQ";1;"057_A38.cdf";287592.630890052
"5311";"Aspartate";"AccQ";2;"057_A38.cdf";50797.2709424084
"5312";"Aspartate";"AccQ";3;"057_A38.cdf";6772.51963350785
"5313";"Aspartate";"AccQ";4;"057_A38.cdf";0
"5314";"Citrulline";"AccQ";0;"057_A38.cdf";132380.962041885
"5315";"Citrulline";"AccQ";1;"057_A38.cdf";30722.9057591623
"5316";"Citrulline";"AccQ";2;"057_A38.cdf";5899.01178010471
"5317";"Citrulline";"AccQ";3;"057_A38.cdf";1009.53534031414
"5318";"Citrulline";"AccQ";4;"057_A38.cdf";0
"5319";"Citrulline";"AccQ";5;"057_A38.cdf";0
"5320";"Citrulline";"AccQ";6;"057_A38.cdf";0
"5321";"Glutamine";"AccQ";0;"057_A38.cdf";2184408.68455497
"5322";"Glutamine";"AccQ";1;"057_A38.cdf";468595.320680628
"5323";"Glutamine";"AccQ";2;"057_A38.cdf";181688.579842932
"5324";"Glutamine";"AccQ";3;"057_A38.cdf";33829.6727748691
"5325";"Glutamine";"AccQ";4;"057_A38.cdf";5377.42801047121
"5326";"Glutamine";"AccQ";5;"057_A38.cdf";0
"5327";"Glycine";"AccQ";0;"057_A38.cdf";173309.581151832
"5328";"Glycine";"AccQ";1;"057_A38.cdf";29500.0589005236
"5329";"Glycine";"AccQ";2;"057_A38.cdf";3179.12958115183
"5330";"Histidine";"AccQ";0;"057_A38.cdf";46530.530104712
"5331";"Histidine";"AccQ";1;"057_A38.cdf";8477.16623036649
"5332";"Histidine";"AccQ";2;"057_A38.cdf";759.908376963351
"5333";"Histidine";"AccQ";3;"057_A38.cdf";0
"5334";"Histidine";"AccQ";4;"057_A38.cdf";0
"5335";"Histidine";"AccQ";5;"057_A38.cdf";0
"5336";"Histidine";"AccQ";6;"057_A38.cdf";0
"5337";"Isoleucine";"AccQ";0;"057_A38.cdf";1724163.22643979
"5338";"Isoleucine";"AccQ";1;"057_A38.cdf";309627.356020942
"5339";"Isoleucine";"AccQ";2;"057_A38.cdf";45484.3848167539
"5340";"Isoleucine";"AccQ";3;"057_A38.cdf";5058.46204188482
"5341";"Isoleucine";"AccQ";4;"057_A38.cdf";736.335078534031
"5342";"Isoleucine";"AccQ";5;"057_A38.cdf";0
"5343";"Isoleucine";"AccQ";6;"057_A38.cdf";0
"5344";"Leucine";"AccQ";0;"057_A38.cdf";778384.842931937
"5345";"Leucine";"AccQ";1;"057_A38.cdf";161235.569371728
"5346";"Leucine";"AccQ";2;"057_A38.cdf";23694.3782722513
"5347";"Leucine";"AccQ";3;"057_A38.cdf";3564.07722513089
"5348";"Leucine";"AccQ";4;"057_A38.cdf";0
"5349";"Leucine";"AccQ";5;"057_A38.cdf";0
"5350";"Leucine";"AccQ";6;"057_A38.cdf";0
"5351";"Lysine";"AccQ";0;"057_A38.cdf";108270.660994764
"5352";"Lysine";"AccQ";1;"057_A38.cdf";36255.1112565445
"5353";"Lysine";"AccQ";2;"057_A38.cdf";6375.61518324607
"5354";"Lysine";"AccQ";3;"057_A38.cdf";828.259162303665
"5355";"Lysine";"AccQ";4;"057_A38.cdf";0
"5356";"Lysine";"AccQ";5;"057_A38.cdf";0
"5357";"Lysine";"AccQ";6;"057_A38.cdf";0
"5358";"Methionine";"AccQ";0;"057_A38.cdf";106167.238219895
"5359";"Methionine";"AccQ";1;"057_A38.cdf";22386.4201570681
"5360";"Methionine";"AccQ";2;"057_A38.cdf";7220.96858638743
"5361";"Methionine";"AccQ";3;"057_A38.cdf";0
"5362";"Methionine";"AccQ";4;"057_A38.cdf";0
"5363";"Methionine";"AccQ";5;"057_A38.cdf";0
"5364";"Norvaline";"AccQ";0;"057_A38.cdf";190945.818062827
"5365";"Norvaline";"AccQ";1;"057_A38.cdf";43146.1976439791
"5366";"Norvaline";"AccQ";2;"057_A38.cdf";6063.01047120419
"5367";"Norvaline";"AccQ";3;"057_A38.cdf";685.955497382199
"5368";"Norvaline";"AccQ";4;"057_A38.cdf";0
"5369";"Norvaline";"AccQ";5;"057_A38.cdf";0
"5370";"Phenylalanine";"AccQ";0;"057_A38.cdf";521506.577225131
"5371";"Phenylalanine";"AccQ";1;"057_A38.cdf";129522.866492147
"5372";"Phenylalanine";"AccQ";2;"057_A38.cdf";18217.3036649215
"5373";"Phenylalanine";"AccQ";3;"057_A38.cdf";3736.12565445026
"5374";"Phenylalanine";"AccQ";4;"057_A38.cdf";0
"5375";"Phenylalanine";"AccQ";5;"057_A38.cdf";0
"5376";"Phenylalanine";"AccQ";6;"057_A38.cdf";0
"5377";"Phenylalanine";"AccQ";7;"057_A38.cdf";0
"5378";"Phenylalanine";"AccQ";8;"057_A38.cdf";0
"5379";"Phenylalanine";"AccQ";9;"057_A38.cdf";0
"5380";"Proline";"AccQ";0;"057_A38.cdf";250315.268324607
"5381";"Proline";"AccQ";1;"057_A38.cdf";56051.5379581152
"5382";"Proline";"AccQ";2;"057_A38.cdf";12239.8167539267
"5383";"Proline";"AccQ";3;"057_A38.cdf";2512.54581151832
"5384";"Proline";"AccQ";4;"057_A38.cdf";0
"5385";"Proline";"AccQ";5;"057_A38.cdf";0
"5386";"Serine";"AccQ";0;"057_A38.cdf";725570.373036649
"5387";"Serine";"AccQ";1;"057_A38.cdf";122783.32460733
"5388";"Serine";"AccQ";2;"057_A38.cdf";17602.277486911
"5389";"Serine";"AccQ";3;"057_A38.cdf";1152.63089005236
"5390";"Threonine";"AccQ";0;"057_A38.cdf";1101262.64397906
"5391";"Threonine";"AccQ";1;"057_A38.cdf";179541.40052356
"5392";"Threonine";"AccQ";2;"057_A38.cdf";28397.7028795812
"5393";"Threonine";"AccQ";3;"057_A38.cdf";4549.53534031414
"5394";"Threonine";"AccQ";4;"057_A38.cdf";0
"5395";"Tryptophan";"AccQ";0;"057_A38.cdf";139867.316753927
"5396";"Tryptophan";"AccQ";1;"057_A38.cdf";38781.6884816754
"5397";"Tryptophan";"AccQ";2;"057_A38.cdf";6303.2722513089
"5398";"Tryptophan";"AccQ";3;"057_A38.cdf";926.138743455497
"5399";"Tryptophan";"AccQ";4;"057_A38.cdf";0
"5400";"Tryptophan";"AccQ";5;"057_A38.cdf";0
"5401";"Tryptophan";"AccQ";6;"057_A38.cdf";0
"5402";"Tryptophan";"AccQ";7;"057_A38.cdf";0
"5403";"Tryptophan";"AccQ";8;"057_A38.cdf";0
"5404";"Tryptophan";"AccQ";9;"057_A38.cdf";0
"5405";"Tryptophan";"AccQ";10;"057_A38.cdf";0
"5406";"Tryptophan";"AccQ";11;"057_A38.cdf";0
"5407";"Tyrosine";"AccQ";0;"057_A38.cdf";285764.456806283
"5408";"Tyrosine";"AccQ";1;"057_A38.cdf";77896.2434554974
"5409";"Tyrosine";"AccQ";2;"057_A38.cdf";11835.9882198953
"5410";"Tyrosine";"AccQ";3;"057_A38.cdf";2110.93586387435
"5411";"Tyrosine";"AccQ";4;"057_A38.cdf";0
"5412";"Tyrosine";"AccQ";5;"057_A38.cdf";0
"5413";"Tyrosine";"AccQ";6;"057_A38.cdf";0
"5414";"Tyrosine";"AccQ";7;"057_A38.cdf";0
"5415";"Tyrosine";"AccQ";8;"057_A38.cdf";0
"5416";"Tyrosine";"AccQ";9;"057_A38.cdf";0
"5417";"Valine";"AccQ";0;"057_A38.cdf";776300.163612565
"5418";"Valine";"AccQ";1;"057_A38.cdf";157881.335078534
"5419";"Valine";"AccQ";2;"057_A38.cdf";22144.7643979058
"5420";"Valine";"AccQ";3;"057_A38.cdf";3424.46989528796
"5421";"Valine";"AccQ";4;"057_A38.cdf";0
"5422";"Valine";"AccQ";5;"057_A38.cdf";0
"5423";"GABA";"AccQ";0;"057_A38.cdf";2516483.65183246
"5424";"GABA";"AccQ";1;"057_A38.cdf";627236.956806283
"5425";"GABA";"AccQ";2;"057_A38.cdf";92314.4764397906
"5426";"GABA";"AccQ";3;"057_A38.cdf";11036.917539267
"5427";"GABA";"AccQ";4;"057_A38.cdf";0
"5428";"Glutamate";"AccQ";0;"057_A38.cdf";2559094.62696335
"5429";"Glutamate";"AccQ";1;"057_A38.cdf";570729.070680628
"5430";"Glutamate";"AccQ";2;"057_A38.cdf";179204.489528796
"5431";"Glutamate";"AccQ";3;"057_A38.cdf";30138.3311518325
"5432";"Glutamate";"AccQ";4;"057_A38.cdf";1364.97382198953
"5433";"Glutamate";"AccQ";5;"057_A38.cdf";0
"5434";"Ornithine";"2AccQ";0;"057_A38.cdf";6467.33638743456
"5435";"Ornithine";"2AccQ";1;"057_A38.cdf";2569.0445026178
"5436";"Ornithine";"2AccQ";2;"057_A38.cdf";684.40445026178
"5437";"Ornithine";"2AccQ";3;"057_A38.cdf";40.5955497382199
"5438";"Ornithine";"2AccQ";4;"057_A38.cdf";0
"5439";"Ornithine";"2AccQ";5;"057_A38.cdf";0
"5440";"Alanine";"AccQ";0;"058_A39.cdf";690541.466753585
"5441";"Alanine";"AccQ";1;"058_A39.cdf";122513.565840939
"5442";"Alanine";"AccQ";2;"058_A39.cdf";16086.7731421121
"5443";"Alanine";"AccQ";3;"058_A39.cdf";1969.44589308996
"5444";"Arginine";"AccQ";0;"058_A39.cdf";124480.74315515
"5445";"Arginine";"AccQ";1;"058_A39.cdf";29739.4915254237
"5446";"Arginine";"AccQ";2;"058_A39.cdf";3860.29335071708
"5447";"Arginine";"AccQ";3;"058_A39.cdf";269.237288135593
"5448";"Arginine";"AccQ";4;"058_A39.cdf";0
"5449";"Arginine";"AccQ";5;"058_A39.cdf";0
"5450";"Arginine";"AccQ";6;"058_A39.cdf";0
"5451";"Asparagine";"AccQ";0;"058_A39.cdf";838637.829204694
"5452";"Asparagine";"AccQ";1;"058_A39.cdf";145200.110821382
"5453";"Asparagine";"AccQ";2;"058_A39.cdf";26526.9426336375
"5454";"Asparagine";"AccQ";3;"058_A39.cdf";2889.79139504563
"5455";"Asparagine";"AccQ";4;"058_A39.cdf";0
"5456";"Aspartate";"AccQ";0;"058_A39.cdf";1363231.24511082
"5457";"Aspartate";"AccQ";1;"058_A39.cdf";241496.153846154
