Compound;Sample order;Sample;Time;Treatment;Labeling;Relative_abundance;Unlabeled ;Labeled
Alanine;18;1;15min;C;U;22232800;0.971541826;0.028458174
Alanine;19;2;15min;C;U;11345700;0.963803296;0.036196704
Alanine;20;3;15min;C;U;12650740;0.978895119;0.021104881
Alanine;21;4;15min;C;U;10189510;0.968535371;0.03146463
Alanine;22;5;15min;C;U;53727500;0.957112963;0.042887037
Alanine;23;6;15min;C;L;19099180;0.979117708;0.020882292
Alanine;24;7;15min;C;L;10651700;0.961824871;0.038175129
Alanine;25;8;15min;C;L;10657540;0.959774156;0.040225844
Alanine;26;9;15min;C;L;8797732;0.957246804;0.042753196
Alanine;27;10;15min;C;L;26528900;0.963091274;0.036908727
Alanine;29;11;15min;Fe;U;5184222;0.946770014;0.053229986
Alanine;30;12;15min;Fe;U;1601886;0.945199259;0.054800741
Alanine;31;13;15min;Fe;U;8636705;0.960787468;0.039212532
Alanine;32;14;15min;Fe;U;8854756;0.962858021;0.037141979
Alanine;33;15;15min;Fe;U;10050810;0.961876022;0.038123979
Alanine;34;17;15min;Fe;L;8478224;0.954470979;0.045529021
Alanine;35;18;15min;Fe;L;7401701;0.961527007;0.038472993
Alanine;36;19;15min;Fe;L;5288130;0.945814925;0.054185075
Alanine;37;20;15min;Fe;L;9828672;0.965664136;0.034335864
Alanine;39;21;15min;P;U;17006830;0.976847374;0.023152626
Alanine;40;22;15min;P;U;15593410;0.981001229;0.018998771
Alanine;41;23;15min;P;U;9693481;0.962596594;0.037403406
Alanine;42;24;15min;P;U;9426238;0.962790205;0.037209795
Alanine;43;25;15min;P;U;12513220;0.965720292;0.034279708
Alanine;44;26;15min;P;L;12164370;0.971675042;0.028324958
Alanine;45;27;15min;P;L;12931390;0.974025904;0.025974096
Alanine;46;28;15min;P;L;10505210;0.9655583;0.0344417
Alanine;47;29;15min;P;L;12225620;0.967114844;0.032885156
Alanine;48;30;15min;P;L;12065820;0.97157215;0.02842785
Alanine;50;31;30min;C;U;9623746;0.95893343;0.04106657
Alanine;51;32;30min;C;U;13841370;0.975789036;0.024210964
Alanine;52;33;30min;C;U;12535750;0.974358645;0.025641355
Alanine;53;34;30min;C;U;23282530;0.977008168;0.022991832
Alanine;54;35;30min;C;U;24285530;0.976624902;0.023375098
Alanine;55;36;30min;C;L;7938322;0.95351021;0.04648979
Alanine;56;37;30min;C;L;10463430;0.961282236;0.038717764
Alanine;57;38;30min;C;L;9032132;0.958320836;0.041679164
Alanine;58;39;30min;C;L;10575150;0.962523456;0.037476544
Alanine;59;40;30min;C;L;24714160;0.96474343;0.03525657
Alanine;61;41;30min;Fe;U;6634877;0.955942084;0.044057916
Alanine;62;42;30min;Fe;U;8353335;0.957784553;0.042215447
Alanine;63;43;30min;Fe;U;8577902;0.965587413;0.034412587
Alanine;64;44;30min;Fe;U;8701569;0.959168785;0.040831215
Alanine;65;45;30min;Fe;U;2281085;0.949537237;0.050462763
Alanine;66;46;30min;Fe;L;5960042;0.948155346;0.051844655
Alanine;67;47;30min;Fe;L;7536692;0.954768612;0.045231388
Alanine;68;48;30min;Fe;L;5295818;0.935777432;0.064222568
Alanine;69;49;30min;Fe;L;7561513;0.954846472;0.045153528
Alanine;70;50;30min;Fe;L;12439910;0.961442371;0.038557629
Alanine;72;51;30min;P;U;15318450;0.975456911;0.02454309
Alanine;73;52;30min;P;U;9247596;0.957813568;0.042186432
Alanine;74;53;30min;P;U;11123660;0.966133695;0.033866306
Alanine;75;54;30min;P;U;14743690;0.976852131;0.02314787
Alanine;76;55;30min;P;U;13266160;0.971856483;0.028143517
Alanine;77;56;30min;P;L;10730930;0.962722933;0.037277067
Alanine;78;57;30min;P;L;12254000;0.971281908;0.028718093
Alanine;79;58;30min;P;L;8456340;0.951597955;0.048402045
Alanine;80;59;30min;P;L;13857550;0.975059643;0.024940357
Alanine;81;60;30min;P;L;9831136;0.962862532;0.037137468
Alanine;83;61;60min;C;U;6117705;0.954694245;0.045305755
Alanine;84;62;60min;C;U;20028090;0.973663053;0.026336947
Alanine;85;63;60min;C;U;7332652;0.961686558;0.038313442
Alanine;86;64;60min;C;U;17065330;0.979135906;0.020864094
Alanine;87;65;60min;C;U;6866430;0.959227152;0.040772849
Alanine;88;66;60min;C;L;11577220;0.964680483;0.035319517
Alanine;89;67;60min;C;L;7316455;0.948597273;0.051402727
Alanine;90;68;60min;C;L;11647720;0.965522372;0.034477628
Alanine;91;69;60min;C;L;8650400;0.946848819;0.053151182
Alanine;92;70;60min;C;L;10037860;0.960851986;0.039148014
Alanine;94;71;60min;Fe;U;9805052;0.968874698;0.031125303
Alanine;95;72;60min;Fe;U;10237250;0.961054402;0.038945598
Alanine;96;73;60min;Fe;U;8962911;0.967743491;0.032256509
Alanine;97;74;60min;Fe;U;6193334;0.952144201;0.047855799
Alanine;98;75;60min;Fe;U;7914684;0.9586764;0.0413236
Alanine;99;76;60min;Fe;L;5675420;0.948741624;0.051258376
Alanine;100;77;60min;Fe;L;6949178;0.960281233;0.039718767
Alanine;101;78;60min;Fe;L;5905887;0.942248061;0.057751939
Alanine;102;79;60min;Fe;L;7918221;0.954698779;0.045301221
Alanine;103;80;60min;Fe;L;9035926;0.954062473;0.045937528
Alanine;105;81;60min;P;U;9925755;0.959443625;0.040556375
Alanine;106;82;60min;P;U;11235750;0.970206282;0.029793718
Alanine;107;83;60min;P;U;8852262;0.96289252;0.037107481
Alanine;108;84;60min;P;U;9335316;0.968548326;0.031451674
Alanine;109;85;60min;P;U;10301550;0.96458045;0.03541955
Alanine;110;86;60min;P;L;15578780;0.96877448;0.03122552
Alanine;111;87;60min;P;L;13994480;0.965916591;0.034083409
Alanine;112;88;60min;P;L;12071730;0.966682006;0.033317994
Alanine;113;89;60min;P;L;12683160;0.963550978;0.036449022
Alanine;114;90;60min;P;L;10665630;0.958858928;0.041141073
Alanine;116;91;120min;C;U;27356620;0.967078262;0.032921738
Alanine;117;92;120min;C;U;7553659;0.95400817;0.04599183
Alanine;118;93;120min;C;U;9739804;0.965438706;0.034561294
Alanine;119;94;120min;C;U;12523030;0.974898149;0.025101851
Alanine;120;95;120min;C;U;21822590;0.971528602;0.028471398
Alanine;121;96;120min;C;L;7190730;0.955743852;0.044256148
Alanine;122;97;120min;C;L;11964220;0.972612181;0.027387819
Alanine;123;98;120min;C;L;6431449;0.952191676;0.047808324
Alanine;124;99;120min;C;L;8931359;0.955890891;0.044109109
Alanine;125;100;120min;C;L;7823036;0.958859192;0.041140808
Alanine;127;101;120min;Fe;U;5365338;0.94398959;0.05601041
Alanine;128;102;120min;Fe;U;4548998;0.944083171;0.055916829
Alanine;129;103;120min;Fe;U;6017375;0.950453832;0.049546168
Alanine;130;104;120min;Fe;U;6145535;0.956183889;0.043816111
Alanine;131;105;120min;Fe;U;5117167;0.94580421;0.054195791
Alanine;132;106;120min;Fe;L;7206307;0.946412807;0.053587193
Alanine;133;107;120min;Fe;L;5011473;0.947678937;0.052321063
Alanine;134;108;120min;Fe;L;3679555;0.943616852;0.056383148
Alanine;135;109;120min;Fe;L;2475602;0.944169961;0.055830039
Alanine;137;110;120min;Fe;L;3462662;0.944856573;0.055143427
Alanine;138;111;120min;P;U;10414880;0.966521527;0.033478474
Alanine;139;112;120min;P;U;10547050;0.966800959;0.033199042
Alanine;140;113;120min;P;U;7631203;0.956481124;0.043518876
Alanine;141;114;120min;P;U;13173080;0.977815544;0.022184456
Alanine;142;115;120min;P;U;10939570;0.967056048;0.032943952
Alanine;143;116;120min;P;L;11949580;0.961911892;0.038088108
Alanine;144;117;120min;P;L;10124720;0.952874366;0.047125634
Alanine;145;118;120min;P;L;2607035;0.937798611;0.062201389
Alanine;147;119;120min;P;L;9672550;0.955232182;0.044767818
Alanine;148;120;120min;P;L;9792866;0.954355965;0.045644035
Arginine;18;1;15min;C;U;3084256;0.955115086;0.044884914
Arginine;19;2;15min;C;U;2816619;0.952038635;0.047961365
Arginine;20;3;15min;C;U;3058074;0.958188229;0.041811771
Arginine;21;4;15min;C;U;1906150;0.95512989;0.044870111
Arginine;22;5;15min;C;U;3226073;0.949375146;0.050624854
Arginine;23;6;15min;C;L;5171292;0.963120331;0.036879669
Arginine;24;7;15min;C;L;1799930;0.960861968;0.039138032
Arginine;25;8;15min;C;L;2388457;0.946050764;0.053949236
Arginine;26;9;15min;C;L;2277589;0.956515629;0.043484371
Arginine;27;10;15min;C;L;3618531;0.95282175;0.04717825
Arginine;29;11;15min;Fe;U;669252;0.977453692;0.022546308
Arginine;30;12;15min;Fe;U;187274;0.96415229;0.035847711
Arginine;31;13;15min;Fe;U;729373;0.973569789;0.026430211
Arginine;32;14;15min;Fe;U;1114102;0.967853147;0.032146853
Arginine;33;15;15min;Fe;U;1315314;0.955531933;0.044468067
Arginine;34;17;15min;Fe;L;951050;0.979622786;0.020377214
Arginine;35;18;15min;Fe;L;1421608;0.952105274;0.047894726
Arginine;36;19;15min;Fe;L;773497;0.95619631;0.04380369
Arginine;37;20;15min;Fe;L;1014995;0.975332623;0.024667377
Arginine;39;21;15min;P;U;25293130;0.993795654;0.006204346
Arginine;40;22;15min;P;U;31736290;0.992367366;0.007632634
Arginine;41;23;15min;P;U;14805750;0.993739159;0.006260841
Arginine;42;24;15min;P;U;21616530;0.993366395;0.006633605
Arginine;43;25;15min;P;U;21346170;0.99387948;0.00612052
Arginine;44;26;15min;P;L;23132220;0.994037593;0.005962407
Arginine;45;27;15min;P;L;23471330;0.993381823;0.006618177
Arginine;46;28;15min;P;L;21250040;0.993067208;0.006932792
Arginine;47;29;15min;P;L;21367630;0.993491504;0.006508496
Arginine;48;30;15min;P;L;27962440;0.993862315;0.006137685
Arginine;50;31;30min;C;U;4008296;0.948692042;0.051307958
Arginine;51;32;30min;C;U;1693280;0.95614103;0.04385897
Arginine;52;33;30min;C;U;3541893;0.949053127;0.050946873
Arginine;53;34;30min;C;U;4158143;0.951073251;0.048926749
Arginine;54;35;30min;C;U;3673600;0.95454822;0.04545178
Arginine;55;36;30min;C;L;1866043;0.962615304;0.037384696
Arginine;56;37;30min;C;L;3997604;0.95759605;0.04240395
Arginine;57;38;30min;C;L;1085546;0.950503467;0.049496533
Arginine;58;39;30min;C;L;1923029;0.941365131;0.058634869
Arginine;59;40;30min;C;L;2106977;0.944707928;0.055292072
Arginine;61;41;30min;Fe;U;843679;0.978343302;0.021656698
Arginine;62;42;30min;Fe;U;1257349;0.961388771;0.038611229
Arginine;63;43;30min;Fe;U;1217578;0.957344793;0.042655207
Arginine;64;44;30min;Fe;U;1069633;0.979136327;0.020863673
Arginine;65;45;30min;Fe;U;155121;0.918747306;0.081252694
Arginine;66;46;30min;Fe;L;830839;0.97442661;0.02557339
Arginine;67;47;30min;Fe;L;829802;0.961044496;0.038955504
Arginine;68;48;30min;Fe;L;779396;0.969784693;0.030215307
Arginine;69;49;30min;Fe;L;967482;0.973515252;0.026484748
Arginine;70;50;30min;Fe;L;1364547;0.95324326;0.04675674
Arginine;72;51;30min;P;U;19139900;0.995107157;0.004892843
Arginine;73;52;30min;P;U;20899300;0.994866172;0.005133828
Arginine;74;53;30min;P;U;17384940;0.993953226;0.006046774
Arginine;75;54;30min;P;U;27021790;0.993525754;0.006474246
Arginine;76;55;30min;P;U;25225010;0.993091762;0.006908239
Arginine;77;56;30min;P;L;25762420;0.993690262;0.006309738
Arginine;78;57;30min;P;L;26068850;0.991985922;0.008014078
Arginine;79;58;30min;P;L;16162610;0.993994894;0.006005107
Arginine;80;59;30min;P;L;22714210;0.993973542;0.006026459
Arginine;81;60;30min;P;L;19646990;0.994920129;0.005079871
Arginine;83;61;60min;C;U;954348;0.958667869;0.041332132
Arginine;84;62;60min;C;U;1761212;0.953708725;0.046291275
Arginine;85;63;60min;C;U;1520903;0.958197123;0.041802877
Arginine;86;64;60min;C;U;2132928;0.949399338;0.050600662
Arginine;87;65;60min;C;U;1007485;0.98979866;0.01020134
Arginine;88;66;60min;C;L;3690451;0.972366805;0.027633195
Arginine;89;67;60min;C;L;1693524;0.935851053;0.064148947
Arginine;90;68;60min;C;L;1533011;0.956484956;0.043515044
Arginine;91;69;60min;C;L;2096041;0.942462635;0.057537365
Arginine;92;70;60min;C;L;1219020;0.955288665;0.044711335
Arginine;94;71;60min;Fe;U;950943;0.97523372;0.02476628
Arginine;95;72;60min;Fe;U;1138473;0.957338096;0.042661905
Arginine;96;73;60min;Fe;U;1027171;0.964802211;0.035197789
Arginine;97;74;60min;Fe;U;724294;0.972075579;0.027924421
Arginine;98;75;60min;Fe;U;1065966;0.963421016;0.036578984
Arginine;99;76;60min;Fe;L;767339;0.961269502;0.038730498
Arginine;100;77;60min;Fe;L;1169758;0.968690964;0.031309036
Arginine;101;78;60min;Fe;L;866585;0.971461688;0.028538312
Arginine;102;79;60min;Fe;L;1057853;0.980113886;0.019886114
Arginine;103;80;60min;Fe;L;967060;0.980553771;0.019446229
Arginine;105;81;60min;P;U;19180160;0.99474759;0.00525241
Arginine;106;82;60min;P;U;21505920;0.994019304;0.005980696
Arginine;107;83;60min;P;U;18977640;0.993870943;0.006129057
Arginine;108;84;60min;P;U;16066680;0.993356512;0.006643488
Arginine;109;85;60min;P;U;14055470;0.993724472;0.006275528
Arginine;110;86;60min;P;L;24800430;0.993783946;0.006216055
Arginine;111;87;60min;P;L;28688650;0.992121515;0.007878485
Arginine;112;88;60min;P;L;19849970;0.992855933;0.007144067
Arginine;113;89;60min;P;L;25168750;0.993413798;0.006586202
Arginine;114;90;60min;P;L;16353410;0.992707631;0.007292369
Arginine;116;91;120min;C;U;3378137;0.957197529;0.042802471
Arginine;117;92;120min;C;U;998205;0.952205943;0.047794057
Arginine;118;93;120min;C;U;2223762;0.940247522;0.059752478
Arginine;119;94;120min;C;U;2396619;0.952769331;0.047230669
Arginine;120;95;120min;C;U;3672896;0.944167405;0.055832596
Arginine;121;96;120min;C;L;2025195;0.947199862;0.052800138
Arginine;122;97;120min;C;L;1712964;0.952259015;0.047740985
Arginine;123;98;120min;C;L;2655050;0.947901187;0.052098813
Arginine;124;99;120min;C;L;1890641;0.954984067;0.045015933
Arginine;125;100;120min;C;L;1189782;0.948978447;0.051021553
Arginine;127;101;120min;Fe;U;414329;0.960730612;0.039269388
Arginine;128;102;120min;Fe;U;725691;0.976002868;0.023997132
Arginine;129;103;120min;Fe;U;672714;0.969824553;0.030175447
Arginine;130;104;120min;Fe;U;725767;0.970810719;0.029189281
Arginine;131;105;120min;Fe;U;664689;0.973417691;0.026582309
Arginine;132;106;120min;Fe;L;678298;0.969298808;0.030701192
Arginine;133;107;120min;Fe;L;661703;0.971397981;0.028602019
Arginine;134;108;120min;Fe;L;483083;0.964131098;0.035868902
Arginine;135;109;120min;Fe;L;271507;0.940420214;0.059579786
Arginine;137;110;120min;Fe;L;460670;0.945674824;0.054325176
Arginine;138;111;120min;P;U;13643630;0.991489829;0.008510171
Arginine;139;112;120min;P;U;23585130;0.994089327;0.005910673
Arginine;140;113;120min;P;U;12536310;0.992784987;0.007215013
Arginine;141;114;120min;P;U;28638240;0.992569508;0.007430493
Arginine;142;115;120min;P;U;21969910;0.993419253;0.006580747
Arginine;143;116;120min;P;L;26413570;0.993248039;0.006751961
Arginine;144;117;120min;P;L;25919540;0.991909557;0.008090443
Arginine;145;118;120min;P;L;5634033;0.964751607;0.035248393
Arginine;147;119;120min;P;L;15470570;0.99425611;0.00574389
Arginine;148;120;120min;P;L;15308420;0.994266559;0.005733441
Asparagine;18;1;15min;C;U;34465000;0.988265507;0.011734493
Asparagine;19;2;15min;C;U;11214550;0.991666787;0.008333213
Asparagine;20;3;15min;C;U;14230770;0.993285261;0.006714739
Asparagine;21;4;15min;C;U;9164595;0.982279669;0.017720331
Asparagine;22;5;15min;C;U;15779210;0.993494039;0.006505961
Asparagine;23;6;15min;C;L;54828710;0.988887511;0.01111249
Asparagine;24;7;15min;C;L;11218420;0.992626327;0.007373673
Asparagine;25;8;15min;C;L;14283160;0.991537451;0.008462549
Asparagine;26;9;15min;C;L;20967520;0.992925754;0.007074246
Asparagine;27;10;15min;C;L;27342260;0.990214405;0.009785595
Asparagine;29;11;15min;Fe;U;4161355;0.957379909;0.042620092
Asparagine;30;12;15min;Fe;U;1386920;0.968019364;0.031980636
Asparagine;31;13;15min;Fe;U;5634620;0.963550986;0.036449014
Asparagine;32;14;15min;Fe;U;8404465;0.975284677;0.024715323
Asparagine;33;15;15min;Fe;U;6695054;0.970216313;0.029783687
Asparagine;34;17;15min;Fe;L;70241;0.717180957;0.282819043
Asparagine;35;18;15min;Fe;L;4228711;0.948213113;0.051786888
Asparagine;36;19;15min;Fe;L;3083697;0.958367193;0.041632807
Asparagine;37;20;15min;Fe;L;4254668;0.958647334;0.041352666
Asparagine;39;21;15min;P;U;68995120;0.985311255;0.014688745
Asparagine;40;22;15min;P;U;76897320;0.989812795;0.010187205
Asparagine;41;23;15min;P;U;59978900;0.992682411;0.007317589
Asparagine;42;24;15min;P;U;84193310;0.989307536;0.010692464
Asparagine;43;25;15min;P;U;81635400;0.981312543;0.018687458
Asparagine;44;26;15min;P;L;99935060;0.992343194;0.007656806
Asparagine;45;27;15min;P;L;86754540;0.989739623;0.010260377
Asparagine;46;28;15min;P;L;55502360;0.989602763;0.010397237
Asparagine;47;29;15min;P;L;59207600;0.988920587;0.011079413
Asparagine;48;30;15min;P;L;73499340;0.979687789;0.020312211
Asparagine;50;31;30min;C;U;14599800;0.9930926;0.0069074
Asparagine;51;32;30min;C;U;21371540;0.992572665;0.007427335
Asparagine;52;33;30min;C;U;19793460;0.993591513;0.006408487
Asparagine;53;34;30min;C;U;13526910;0.994059556;0.005940444
Asparagine;54;35;30min;C;U;25728690;0.990516654;0.009483346
Asparagine;55;36;30min;C;L;20611690;0.992138651;0.007861349
Asparagine;56;37;30min;C;L;17771540;0.992761213;0.007238787
Asparagine;57;38;30min;C;L;5425724;0.963035286;0.036964714
Asparagine;58;39;30min;C;L;11073450;0.986823856;0.013176144
Asparagine;59;40;30min;C;L;9018948;0.979979421;0.020020579
Asparagine;61;41;30min;Fe;U;3134985;0.952527391;0.047472609
Asparagine;62;42;30min;Fe;U;4104372;0.955952185;0.044047815
Asparagine;63;43;30min;Fe;U;6479961;0.97363647;0.026363531
Asparagine;64;44;30min;Fe;U;4478347;0.955611239;0.044388761
Asparagine;65;45;30min;Fe;U;1564622;0.957860034;0.042139966
Asparagine;66;46;30min;Fe;L;4145918;0.956433675;0.043566326
Asparagine;67;47;30min;Fe;L;3750067;0.94912368;0.05087632
Asparagine;68;48;30min;Fe;L;3666842;0.949476202;0.050523798
Asparagine;69;49;30min;Fe;L;5392948;0.972054066;0.027945934
Asparagine;70;50;30min;Fe;L;4748494;0.968650287;0.031349714
Asparagine;72;51;30min;P;U;78427390;0.985522609;0.014477391
Asparagine;73;52;30min;P;U;91553580;0.98720347;0.01279653
Asparagine;74;53;30min;P;U;71155910;0.990004033;0.009995967
Asparagine;75;54;30min;P;U;147583300;0.986455603;0.013544397
Asparagine;76;55;30min;P;U;89409700;0.985240554;0.014759446
Asparagine;77;56;30min;P;L;57167870;0.986235612;0.013764388
Asparagine;78;57;30min;P;L;112312500;0.990049477;0.009950523
Asparagine;79;58;30min;P;L;50339090;0.982624708;0.017375292
Asparagine;80;59;30min;P;L;86693740;0.986378894;0.013621106
Asparagine;81;60;30min;P;L;54400960;0.988403152;0.011596848
Asparagine;83;61;60min;C;U;9503281;0.986086534;0.013913466
Asparagine;84;62;60min;C;U;22350040;0.992430853;0.007569147
Asparagine;85;63;60min;C;U;5640967;0.9684299;0.0315701
Asparagine;86;64;60min;C;U;11525470;0.99233942;0.00766058
Asparagine;87;65;60min;C;U;7155772;0.975367628;0.024632372
Asparagine;88;66;60min;C;L;15259370;0.992975201;0.007024799
Asparagine;89;67;60min;C;L;9679749;0.98425175;0.015748251
Asparagine;90;68;60min;C;L;18617490;0.992815222;0.007184778
Asparagine;91;69;60min;C;L;24365350;0.987031076;0.012968924
Asparagine;92;70;60min;C;L;6820292;0.971355866;0.028644134
Asparagine;94;71;60min;Fe;U;7096921;0.974871369;0.025128631
Asparagine;95;72;60min;Fe;U;3923544;0.957639948;0.042360052
Asparagine;96;73;60min;Fe;U;7720865;0.97461368;0.02538632
Asparagine;97;74;60min;Fe;U;3601951;0.958422182;0.041577818
Asparagine;98;75;60min;Fe;U;7277984;0.973319888;0.026680113
Asparagine;99;76;60min;Fe;L;4535261;0.959252893;0.040747107
Asparagine;100;77;60min;Fe;L;5472615;0.96644193;0.03355807
Asparagine;101;78;60min;Fe;L;4495328;0.950134717;0.049865283
Asparagine;102;79;60min;Fe;L;4772290;0.965087814;0.034912186
Asparagine;103;80;60min;Fe;L;4219278;0.953270018;0.046729982
Asparagine;105;81;60min;P;U;65554320;0.990258542;0.009741458
Asparagine;106;82;60min;P;U;103424000;0.985461698;0.014538302
Asparagine;107;83;60min;P;U;83236620;0.984444032;0.015555968
Asparagine;108;84;60min;P;U;65232150;0.989020628;0.010979372
Asparagine;109;85;60min;P;U;47539480;0.982096489;0.017903511
Asparagine;110;86;60min;P;L;56480430;0.981515268;0.018484733
Asparagine;111;87;60min;P;L;64484930;0.982145325;0.017854675
Asparagine;112;88;60min;P;L;73665280;0.985176905;0.014823095
Asparagine;113;89;60min;P;L;74118490;0.988566294;0.011433706
Asparagine;114;90;60min;P;L;71288160;0.992886001;0.007113999
Asparagine;116;91;120min;C;U;14189780;0.992636532;0.007363468
Asparagine;117;92;120min;C;U;6070681;0.976401578;0.023598423
Asparagine;118;93;120min;C;U;21372790;0.992382908;0.007617092
Asparagine;119;94;120min;C;U;11880480;0.993634094;0.006365906
Asparagine;120;95;120min;C;U;23498170;0.989883718;0.010116282
Asparagine;121;96;120min;C;L;11394130;0.98906032;0.01093968
Asparagine;122;97;120min;C;L;16326030;0.993127578;0.006872422
Asparagine;123;98;120min;C;L;9932228;0.991005514;0.008994487
Asparagine;124;99;120min;C;L;10242040;0.991924035;0.008075965
Asparagine;125;100;120min;C;L;8011930;0.972462477;0.027537523
Asparagine;127;101;120min;Fe;U;3408183;0.956810429;0.043189571
Asparagine;128;102;120min;Fe;U;3421953;0.946981321;0.05301868
Asparagine;129;103;120min;Fe;U;4864720;0.965655382;0.034344618
Asparagine;130;104;120min;Fe;U;4904044;0.961647937;0.038352063
Asparagine;131;105;120min;Fe;U;3780537;0.953790193;0.046209807
Asparagine;132;106;120min;Fe;L;5735192;0.970571459;0.029428541
Asparagine;133;107;120min;Fe;L;5793040;0.972221971;0.027778029
Asparagine;134;108;120min;Fe;L;2979021;0.95891122;0.04108878
Asparagine;135;109;120min;Fe;L;2730235;0.958730986;0.041269014
Asparagine;137;110;120min;Fe;L;2464434;0.96449458;0.03550542
Asparagine;138;111;120min;P;U;52839420;0.98248194;0.01751806
Asparagine;139;112;120min;P;U;165993200;0.98726259;0.01273741
Asparagine;140;113;120min;P;U;53564180;0.983922106;0.016077894
Asparagine;141;114;120min;P;U;85847560;0.993869835;0.006130165
Asparagine;142;115;120min;P;U;92751470;0.991811993;0.008188007
Asparagine;143;116;120min;P;L;72070350;0.985335433;0.014664567
Asparagine;144;117;120min;P;L;83064300;0.986669969;0.013330031
Asparagine;145;118;120min;P;L;28740150;0.987023964;0.012976036
Asparagine;147;119;120min;P;L;73339810;0.991701117;0.008298883
Asparagine;148;120;120min;P;L;71216780;0.98696537;0.01303463
Aspartic acid;18;1;15min;C;U;13351690;0.97387306;0.02612694
Aspartic acid;19;2;15min;C;U;23485390;0.990606038;0.009393962
Aspartic acid;20;3;15min;C;U;24678260;0.986439141;0.013560859
Aspartic acid;21;4;15min;C;U;27034670;0.983057721;0.016942279
Aspartic acid;22;5;15min;C;U;15747210;0.987619674;0.012380326
Aspartic acid;23;6;15min;C;L;21807120;0.987915856;0.012084144
Aspartic acid;24;7;15min;C;L;17696110;0.985842657;0.014157343
Aspartic acid;25;8;15min;C;L;21801910;0.980712027;0.019287973
Aspartic acid;26;9;15min;C;L;14522780;0.975411093;0.024588908
Aspartic acid;27;10;15min;C;L;12935870;0.977951402;0.022048598
Aspartic acid;29;11;15min;Fe;U;11244740;0.976208447;0.023791553
Aspartic acid;30;12;15min;Fe;U;4023472;0.945740415;0.054259585
Aspartic acid;31;13;15min;Fe;U;28806010;0.981976966;0.018023034
Aspartic acid;32;14;15min;Fe;U;28335370;0.983929897;0.016070103
Aspartic acid;33;15;15min;Fe;U;30875080;0.981066252;0.018933748
Aspartic acid;34;17;15min;Fe;L;21659240;0.985662979;0.014337021
Aspartic acid;35;18;15min;Fe;L;24406120;0.98414794;0.015852061
Aspartic acid;36;19;15min;Fe;L;16307110;0.985614805;0.014385195
Aspartic acid;37;20;15min;Fe;L;24548290;0.978485553;0.021514447
Aspartic acid;39;21;15min;P;U;29507480;0.981486621;0.018513379
Aspartic acid;40;22;15min;P;U;23093000;0.984757929;0.015242071
Aspartic acid;41;23;15min;P;U;17565700;0.987562119;0.012437882
Aspartic acid;42;24;15min;P;U;21377710;0.985322043;0.014677957
Aspartic acid;43;25;15min;P;U;27394930;0.98394138;0.016058621
Aspartic acid;44;26;15min;P;L;22075130;0.982416229;0.017583771
Aspartic acid;45;27;15min;P;L;26159220;0.98077049;0.01922951
Aspartic acid;46;28;15min;P;L;19916750;0.98755348;0.01244652
Aspartic acid;47;29;15min;P;L;20798940;0.991248749;0.008751251
Aspartic acid;48;30;15min;P;L;23207710;0.987994292;0.012005709
Aspartic acid;50;31;30min;C;U;20506280;0.987728535;0.012271465
Aspartic acid;51;32;30min;C;U;27897340;0.982573428;0.017426573
Aspartic acid;52;33;30min;C;U;26305300;0.985614823;0.014385177
Aspartic acid;53;34;30min;C;U;23158460;0.991848782;0.008151218
Aspartic acid;54;35;30min;C;U;27390880;0.985956435;0.014043565
Aspartic acid;55;36;30min;C;L;11554640;0.963479693;0.036520307
Aspartic acid;56;37;30min;C;L;19151930;0.975290072;0.024709928
Aspartic acid;57;38;30min;C;L;24018620;0.980064226;0.019935775
Aspartic acid;58;39;30min;C;L;20418820;0.982633303;0.017366697
Aspartic acid;59;40;30min;C;L;16696130;0.984416165;0.015583836
Aspartic acid;61;41;30min;Fe;U;26392500;0.986020773;0.013979227
Aspartic acid;62;42;30min;Fe;U;28716680;0.981250363;0.018749637
Aspartic acid;63;43;30min;Fe;U;30737970;0.980379704;0.019620296
Aspartic acid;64;44;30min;Fe;U;35655220;0.992349718;0.007650282
Aspartic acid;65;45;30min;Fe;U;6915916;0.953261556;0.046738444
Aspartic acid;66;46;30min;Fe;L;16613750;0.979115532;0.020884468
Aspartic acid;67;47;30min;Fe;L;18053830;0.973239443;0.026760557
Aspartic acid;68;48;30min;Fe;L;13899410;0.973173656;0.026826345
Aspartic acid;69;49;30min;Fe;L;24097230;0.981892675;0.018107326
Aspartic acid;70;50;30min;Fe;L;19259610;0.979520837;0.020479163
Aspartic acid;72;51;30min;P;U;25144650;0.983605805;0.016394196
Aspartic acid;73;52;30min;P;U;24074040;0.985544043;0.014455957
Aspartic acid;74;53;30min;P;U;22410840;0.986882016;0.013117984
Aspartic acid;75;54;30min;P;U;34625800;0.97868961;0.02131039
Aspartic acid;76;55;30min;P;U;26875680;0.986487553;0.013512447
Aspartic acid;77;56;30min;P;L;29545920;0.976720342;0.023279658
Aspartic acid;78;57;30min;P;L;24476980;0.982589111;0.017410889
Aspartic acid;79;58;30min;P;L;13657650;0.976111537;0.023888463
Aspartic acid;80;59;30min;P;L;29198300;0.978567369;0.021432631
Aspartic acid;81;60;30min;P;L;20324560;0.987663128;0.012336872
Aspartic acid;83;61;60min;C;U;16040510;0.985849456;0.014150545
Aspartic acid;84;62;60min;C;U;16732020;0.989029947;0.010970053
