"013_1 uM std mix.cdf";"014_10 uM std mix.cdf";"015_100 uM std mix.cdf";"018_A1.cdf";"019_A2.cdf";"020_A3.cdf";"021_A4.cdf";"022_A5.cdf";"023_A6.cdf";"024_A7.cdf";"025_A8.cdf";"026_A9.cdf";"027_A10.cdf";"028_QC_1.cdf";"029_A11.cdf";"030_A12.cdf";"031_A13.cdf";"032_A14.cdf";"033_A15.cdf";"034_A17.cdf";"035_A18.cdf";"036_A19.cdf";"037_A20.cdf";"038_QC_2.cdf";"039_A21.cdf";"040_A22.cdf";"041_A23.cdf";"042_A24.cdf";"043_A25.cdf";"044_A26.cdf";"045_A27.cdf";"046_A28.cdf";"047_A29.cdf";"048_A30.cdf";"049_QC_3.cdf";"050_A31.cdf";"051_A32.cdf";"052_A33.cdf";"053_A34.cdf";"054_A35.cdf";"055_A36.cdf";"056_A37.cdf";"057_A38.cdf";"058_A39.cdf";"059_A40.cdf";"060_QC_4.cdf";"061_A41.cdf";"062_A42.cdf";"063_A43.cdf";"064_A44.cdf";"065_A45.cdf";"066_A46.cdf";"067_A47.cdf";"068_A48.cdf";"069_A49.cdf";"070_A50.cdf";"071_QC_5.cdf";"072_A51.cdf";"073_A52.cdf";"074_A53.cdf";"075_A54.cdf";"076_A55.cdf";"077_A56.cdf";"078_A57.cdf";"079_A58.cdf";"080_A59.cdf";"081_A60.cdf";"082_QC_6.cdf";"083_A61.cdf";"084_A62.cdf";"085_A63.cdf";"086_A64.cdf";"087_A65.cdf";"088_A66.cdf";"089_A67.cdf";"090_A68.cdf";"091_A69.cdf";"092_A70.cdf";"093_QC_7.cdf";"094_A71.cdf";"095_A72.cdf";"096_A73.cdf";"097_A74.cdf";"098_A75.cdf";"099_A76.cdf";"100_A77.cdf";"101_A78.cdf";"102_A79.cdf";"103_A80.cdf";"104_QC_8.cdf";"105_A81.cdf";"106_A82.cdf";"107_A83.cdf";"108_A84.cdf";"109_A85.cdf";"110_A86.cdf";"111_A87.cdf";"112_A88.cdf";"113_A89.cdf";"114_A90.cdf";"115_QC_8.cdf";"116_A91.cdf";"117_A92.cdf";"118_A93.cdf";"119_A94.cdf";"120_A95.cdf";"121_A96.cdf";"122_A97.cdf";"123_A98.cdf";"124_A99.cdf";"125_A100.cdf";"126_QC_9.cdf";"127_A101.cdf";"128_A102.cdf";"129_A103.cdf";"130_A104.cdf";"131_A105.cdf";"132_A106.cdf";"133_A107.cdf";"134_A108.cdf";"135_A109.cdf";"136_QC_10.cdf";"137_A110.cdf";"138_A111.cdf";"139_A112.cdf";"140_A113.cdf";"141_A114.cdf";"142_A115.cdf";"143_A116.cdf";"144_A117.cdf";"145_A118.cdf";"146_QC_11.cdf";"147_A119.cdf";"148_A120.cdf";"metabolite";"derivative";"isotopologue";"resolution"
"34";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"Gln_322";0;0;0
"35";"2838548.2";"14104292.2";"31506665.4";"4250928.5";"3841653.0";"4399622.6";"3234408.9";"6387326.7";"4832177.1";"3777134.8";"4169024.8";"3649631.6";"4552479.8";"4424878.9";"2313767.5";"731524.7";"2649261.6";"2745217.1";"3376318.0";"3782401.8";"3152063.2";"2035709.3";"2646473.8";"4280158.2";"10011975.9";"11125635.0";"6088543.0";"5052812.0";"6527458.5";"7558927.3";"7919012.6";"6127099.6";"7540880.2";"8205471.8";"4420249.8";"3513728.5";"2993181.3";"3522296.7";"4460022.5";"5530622.1";"2762655.8";"3285253.6";"2648170.4";"3004023.3";"4789295.0";"4308197.4";"2779855.3";"2761791.3";"2631562.4";"2691318.5";"1004219.7";"2683827.4";"2564655.0";"1909212.4";"2446944.4";"2761314.5";"4247449.6";"8126764.1";"4202463.7";"5426865.3";"8085992.4";"7968956.1";"5282142.9";"6330638.2";"4889159.1";"9057736.9";"5621952.7";"4401926.9";"2348151.3";"3840958.0";"3073944.5";"4094826.5";"2301088.5";"4464480.4";"2586400.9";"2309177.8";"3430879.3";"3045079.6";"4310309.7";"3106231.2";"2860191.2";"3009207.8";"2266195.1";"2766223.6";"1888796.8";"2394462.9";"1985312.2";"2697172.8";"2883602.5";"4351125.6";"4288972.3";"5584052.6";"5099807.4";"4543007.6";"3863394.1";"9128106.5";"6926977.6";"8639786.7";"6633623.2";"6212272.1";"4476412.6";"6528400.8";"3084635.5";"2711864.3";"4858238.6";"6392336.9";"2903500.5";"3412016.7";"2900762.4";"3806829.0";"2753711.3";"4387964.2";"2061641.3";"2369734.6";"2299441.9";"1968241.1";"2068343.1";"3181057.6";"2125588.3";"2084622.6";"1385820.5";"4503386.7";"2056328.6";"6146230.1";"4785681.9";"4204067.8";"7183240.6";"4839123.3";"6744699.4";"5925018.3";"2328509.1";"4579100.4";"4952143.9";"4601595.0";"Gly_246";0;0;0
"36";"481942.8";"2239874.6";"4942688.9";"750391.2";"677581.7";"787965.9";"561955.2";"1145132.7";"842797.3";"673968.3";"738482.8";"650503.8";"771392.4";"772697.5";"402886.2";"110361.5";"447703.8";"487361.4";"565672.8";"655142.5";"539335.4";"329397.0";"489390.3";"771041.3";"1721017.5";"1773398.1";"1120252.9";"911818.7";"1175652.3";"1359309.1";"1331716.9";"1141554.0";"1364860.9";"1374212.0";"807562.0";"611700.0";"513563.3";"590219.0";"767540.8";"985085.7";"506835.2";"592957.1";"450760.9";"530986.1";"864833.9";"831212.0";"470777.3";"495754.9";"456739.4";"489667.0";"143352.2";"484604.0";"439024.1";"306999.4";"416911.8";"474704.7";"756454.8";"1363599.2";"762670.2";"980823.1";"1435516.6";"1326179.7";"947894.9";"1127483.6";"879291.9";"1475669.5";"1016979.4";"798753.3";"390812.0";"659817.5";"561735.8";"749241.0";"384605.9";"809857.0";"443248.8";"380796.9";"602108.5";"547145.0";"786928.0";"543916.6";"489441.6";"543232.4";"364065.7";"476917.6";"313514.0";"418631.8";"321008.3";"489407.2";"517045.4";"772946.4";"808712.5";"1026737.4";"961986.0";"783508.6";"713384.7";"1507992.7";"1232384.8";"1446576.4";"1222607.9";"1103284.5";"770821.8";"1197166.6";"543845.4";"474434.9";"853283.1";"1163223.7";"521996.1";"605003.3";"510211.2";"689550.6";"500080.9";"795041.9";"340116.6";"403895.8";"379516.9";"326753.9";"352380.0";"556225.8";"360080.5";"369813.6";"214771.3";"784901.2";"340303.1";"1138116.8";"866091.0";"758939.2";"1239952.8";"884353.7";"1199554.4";"1028455.5";"394089.2";"813732.2";"913109.4";"856883.0";"Gly_247";0;0;0
"37";"65276.0";"287913.4";"672093.2";"86494.9";"71955.4";"94541.4";"58521.1";"126932.8";"102771.0";"66261.6";"78519.4";"78629.4";"90563.6";"86499.7";"45753.7";"13322.9";"47118.9";"50314.4";"74626.4";"72113.6";"69693.3";"44802.3";"55159.3";"92077.9";"212387.6";"232396.1";"129201.2";"103364.4";"137494.3";"145920.9";"160496.5";"127654.7";"157295.3";"175317.2";"89924.9";"71156.3";"56436.7";"67089.3";"90636.5";"114485.3";"51074.8";"62327.3";"48577.1";"65964.9";"98538.1";"92963.3";"44726.6";"53381.1";"53556.5";"53208.0";"16251.7";"52420.3";"50447.9";"35634.7";"45020.7";"58043.5";"86785.8";"164354.7";"89008.9";"120580.7";"164403.1";"166175.0";"110664.7";"131845.1";"97850.4";"184285.9";"106121.2";"92490.4";"47489.0";"86605.2";"58653.2";"84029.1";"39466.2";"96898.4";"59265.7";"36057.9";"69358.9";"56082.1";"87645.6";"71304.3";"56526.3";"61115.6";"44185.3";"54583.5";"35845.9";"47920.7";"38386.4";"54954.0";"53749.4";"100890.6";"85829.8";"120541.6";"110700.3";"94107.6";"85366.9";"174799.3";"138136.3";"192670.4";"138174.1";"116753.4";"89455.1";"134011.0";"57987.6";"45199.1";"87468.9";"134060.3";"52798.5";"73360.4";"68813.0";"80220.6";"58182.3";"86799.0";"35758.9";"45696.4";"36605.4";"34908.2";"47045.2";"72650.4";"38321.0";"46410.6";"24986.4";"93107.5";"42273.3";"120042.9";"102202.2";"83874.2";"145925.5";"95674.1";"152351.5";"125694.4";"49520.1";"96630.7";"104511.4";"103182.4";"Gly_248";0;0;0
"38";"441394.7";"2825481.9";"13869907.8";"1676232.7";"642450.4";"1231900.2";"882288.5";"1640358.7";"2217776.0";"916511.8";"1288807.1";"1157063.3";"1482577.4";"1981554.0";"432527.9";"173673.2";"427320.5";"498162.2";"615316.9";"463756.1";"728713.8";"440217.2";"470823.9";"1965383.1";"2882722.2";"4691120.8";"3094259.4";"2411836.0";"3072743.9";"4039645.9";"3899132.2";"2463464.7";"2711085.9";"4627422.7";"1959388.9";"1576312.5";"1218008.6";"1611544.2";"1194249.7";"1708645.7";"1229499.5";"1351831.5";"710986.5";"1203340.4";"873849.6";"1936744.6";"398329.8";"714327.8";"837559.8";"662339.8";"167454.6";"499081.3";"450766.8";"482749.5";"713377.3";"1069224.3";"1902820.6";"3164434.0";"3503927.8";"2462932.2";"4134603.4";"3629098.8";"2567456.4";"4935613.9";"1720419.3";"3218057.4";"2174344.1";"1920611.0";"860785.2";"1105833.8";"685130.9";"1446848.9";"1249360.6";"1334147.4";"836769.2";"1212992.0";"1396147.4";"840276.8";"1952207.6";"774677.3";"525185.2";"814755.7";"454334.3";"994987.4";"503766.1";"540407.8";"919378.7";"702759.6";"689397.7";"1944073.9";"2256196.6";"3785036.0";"2481446.2";"1949958.4";"1560421.1";"3518366.0";"3641436.5";"2471422.5";"3785638.2";"2633997.5";"1945067.6";"1780430.1";"966393.0";"1421450.7";"1758169.4";"1820037.0";"1171938.9";"1199634.8";"1105370.1";"1509416.0";"739583.3";"1913548.0";"599487.0";"915546.9";"759678.3";"789096.7";"826161.0";"618044.3";"476684.1";"440100.4";"369700.8";"1932156.2";"266206.2";"2047779.2";"4409641.2";"1556793.5";"4534632.1";"2915031.6";"3826425.2";"3580392.7";"1031620.3";"1978521.0";"2325461.3";"2498125.2";"His_326";0;0;0
"39";"69253.0";"648688.3";"2708877.6";"327914.7";"114919.6";"220954.7";"163395.1";"347380.1";"501015.1";"160684.4";"248456.0";"228285.8";"289407.4";"441838.2";"79964.7";"25035.2";"66734.4";"89540.4";"103033.2";"81647.6";"132982.5";"72733.5";"80083.3";"442057.0";"653359.9";"1066975.4";"702472.3";"508048.4";"682791.4";"926675.7";"878957.3";"529051.0";"625024.0";"1048618.3";"431107.7";"327323.2";"232523.0";"333503.8";"224205.8";"352481.0";"242983.4";"264435.1";"129531.1";"213599.6";"152211.8";"439943.4";"66789.0";"125584.7";"141029.2";"119305.1";"25729.6";"87192.5";"75784.6";"82755.9";"128937.2";"197652.9";"431029.1";"738607.2";"823321.8";"542415.9";"930071.8";"837630.4";"581921.3";"1135763.8";"361770.5";"734889.8";"488778.6";"427697.3";"149816.0";"201628.1";"124931.5";"280123.2";"237666.9";"267729.2";"153115.3";"245097.7";"269609.3";"156033.7";"425177.3";"144034.3";"89187.4";"147947.9";"80222.0";"181982.3";"87505.0";"90409.5";"177101.6";"126941.8";"113578.9";"441551.0";"507194.2";"873111.3";"558621.5";"409240.2";"304887.5";"810191.9";"842291.1";"544583.9";"892897.5";"610449.3";"427264.5";"362588.7";"189059.7";"296203.1";"355234.5";"381761.9";"255186.5";"214966.8";"195549.1";"315830.3";"135543.1";"412653.7";"102511.5";"173906.9";"133908.3";"152229.9";"151099.4";"115065.7";"81709.2";"74112.2";"57227.3";"441858.8";"46795.6";"440767.3";"1028282.1";"315594.2";"1049191.4";"660627.9";"867854.7";"818614.2";"186361.0";"446997.0";"512623.9";"563227.3";"His_327";0;0;0
"40";"2171.6";"82293.0";"391123.2";"37252.6";"3834.9";"22835.3";"11784.8";"36475.2";"62816.8";"11315.0";"25081.0";"28615.5";"32026.0";"49509.5";"1876.6";"0.0";"0.0";"3500.4";"2060.5";"0.0";"6413.0";"1600.5";"1782.5";"47071.3";"77487.9";"146832.3";"81745.8";"66344.9";"80548.4";"118797.9";"110381.9";"60352.8";"73429.4";"136350.9";"46817.9";"30444.9";"22277.7";"34972.6";"19782.2";"41383.2";"25958.6";"28053.4";"11611.4";"20254.6";"17610.1";"53965.0";"0.0";"12519.5";"11853.0";"4950.4";"0.0";"2078.5";"5245.2";"2039.8";"4037.4";"24253.1";"50174.2";"90856.2";"100089.1";"62882.7";"114713.8";"102852.5";"76205.8";"153327.4";"42879.1";"96738.8";"59725.8";"46763.7";"12676.9";"17052.8";"1946.7";"28089.7";"20115.0";"25223.4";"10812.0";"26140.4";"25135.5";"6052.4";"51590.6";"4058.7";"0.0";"6647.7";"2489.6";"9884.5";"0.0";"3286.3";"16941.2";"5355.7";"8197.5";"48455.4";"62210.9";"108633.8";"65511.0";"47506.7";"30409.7";"98061.7";"112153.5";"65552.3";"108161.6";"75433.5";"54921.4";"39981.0";"16642.7";"26043.3";"40467.4";"43368.1";"26933.1";"23976.9";"19644.2";"35717.4";"9755.0";"59103.9";"1765.9";"11087.1";"8284.6";"8605.9";"12057.5";"4267.4";"2177.2";"0.0";"2298.0";"50569.4";"0.0";"49819.6";"124872.7";"29046.1";"124565.0";"84719.1";"110043.1";"97108.8";"17368.0";"52733.2";"66724.5";"63317.1";"His_328";0;0;0
"41";"0.0";"0.0";"35965.8";"0.0";"0.0";"0.0";"0.0";"0.0";"1214.5";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1259.7";"9539.6";"3075.9";"1612.1";"5896.4";"11494.7";"6929.2";"0.0";"3065.4";"9596.3";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"6320.3";"9736.2";"3917.5";"9118.7";"2402.1";"1220.3";"8863.3";"0.0";"5450.1";"0.0";"1658.3";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1414.3";"8195.5";"1452.6";"0.0";"0.0";"5742.3";"10308.0";"1169.9";"9102.1";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"1716.1";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"12567.2";"0.0";"13486.2";"3228.4";"8687.1";"4461.2";"0.0";"0.0";"0.0";"0.0";"His_329";0;0;0
"42";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"His_330";0;0;0
"43";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"His_331";0;0;0
"44";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"His_332";0;0;0
"45";"8490200.5";"48110563.2";"71940681.4";"67731457.7";"53541176.5";"61361210.9";"41784209.1";"54882469.3";"75722134.3";"45432066.7";"52212160.0";"58573609.6";"65186976.9";"73363234.3";"18069633.2";"3686110.7";"23250933.5";"29220289.8";"28816022.4";"26427474.2";"32048099.3";"21812620.7";"27777827.1";"71747627.0";"94540835.5";"99933037.8";"76077605.2";"85310742.6";"91998703.9";"95680509.4";"90005497.9";"81887478.0";"85911946.4";"97955177.6";"72138741.7";"58386652.9";"46191737.6";"53963846.7";"52592222.3";"64766073.9";"56591242.7";"65469169.4";"26345214.1";"46261329.1";"42729010.6";"72512559.1";"23555129.6";"29550536.3";"30939375.3";"29870721.1";"5148216.9";"28251854.7";"19367692.1";"22606136.3";"26252739.9";"29392347.5";"72168665.6";"81434784.6";"89012578.4";"74281572.4";"87676902.5";"101937684.6";"84145316.5";"104016426.9";"74216783.9";"93198369.1";"79080250.1";"72605317.8";"24306901.8";"43882247.1";"37838364.4";"43688052.7";"32696673.5";"55323481.4";"31661714.9";"50028203.8";"59139279.6";"38449790.4";"71902466.1";"31322869.5";"32369661.4";"33258650.9";"21616403.6";"35486922.4";"22665242.0";"30874731.2";"24250502.0";"31256735.9";"30002607.6";"72370572.3";"75454043.7";"86440221.0";"87126093.4";"74817220.9";"62398562.0";"94682872.1";"99120005.2";"89328246.5";"96579975.7";"89993704.6";"72631258.0";"49855574.5";"37727964.6";"57184456.6";"50785631.4";"69381744.1";"48826008.6";"47183992.6";"41145274.3";"49707008.6";"33810819.3";"72670535.9";"16014419.1";"21019984.8";"25703778.2";"23750345.8";"20106226.6";"23816434.2";"24910903.8";"22416077.1";"15024228.0";"73264281.1";"16784947.6";"77203054.8";"87124360.4";"72291299.7";"100106353.9";"90347642.6";"98143160.6";"94978919.8";"43493401.1";"74754996.6";"80441760.8";"77713455.7";"Ile_302";0;0;0
"46";"1775012.5";"9865845.1";"19604790.5";"17366861.4";"11751014.7";"14858774.7";"8195959.4";"12379886.7";"22012435.8";"9269380.3";"11204100.8";"13691450.7";"16294015.1";"20687225.1";"3349876.7";"867957.4";"4056386.8";"5236024.9";"5219986.3";"4816888.9";"5868341.1";"3853756.6";"5124556.7";"20079243.3";"36095174.0";"39631447.9";"22045751.8";"28114937.4";"33747099.6";"36857086.7";"33323547.8";"25533387.2";"29406164.6";"38490744.0";"20256781.5";"13620696.6";"9440141.1";"11779140.2";"11452454.8";"16683134.0";"12829461.6";"16722110.1";"4731106.0";"9404415.9";"8288562.5";"20194821.0";"4251680.5";"5353853.0";"5649166.3";"5358542.0";"1205562.8";"5009425.5";"3616600.4";"4096101.0";"4951398.2";"5379317.6";"20242806.5";"25363459.8";"31957514.5";"21470934.8";"29528915.6";"41335446.0";"28656949.8";"42496332.0";"21173768.6";"34481083.1";"24419377.9";"20139498.0";"4392372.7";"8831855.8";"7123274.5";"8823692.6";"5997651.0";"12576286.6";"5715147.1";"10457049.7";"13804790.3";"7246075.6";"19990527.2";"5579999.9";"5912359.8";"6024050.0";"3972989.0";"6551101.3";"4089891.0";"5649837.1";"4370614.3";"5701637.0";"5511136.1";"20126791.6";"21142228.0";"29210970.3";"29416971.7";"21519004.5";"15342367.9";"35838192.2";"38701012.8";"31506015.3";"37469794.6";"31309521.1";"20200861.6";"10409774.2";"7163021.9";"12895096.3";"10629433.4";"18325638.2";"10157392.7";"9526751.8";"7928154.5";"10326528.1";"6298677.3";"20225215.5";"2965053.5";"3815456.7";"4515565.1";"4188861.6";"3659944.1";"4225538.9";"4353195.8";"3984699.0";"2883927.8";"20621927.6";"3092815.6";"22806708.8";"29253488.6";"19653680.2";"40344368.9";"32440849.8";"38033091.8";"36172444.1";"8610561.6";"21136260.4";"25284294.7";"23286721.2";"Ile_303";0;0;0
"47";"262770.1";"1513390.0";"2708582.7";"2412008.5";"1791854.4";"2106569.7";"1252603.6";"1835073.6";"2990662.6";"1368518.4";"1673232.4";"1995497.4";"2305374.4";"2794833.0";"536755.1";"121525.1";"639611.9";"774609.6";"771251.9";"699685.1";"888996.2";"587089.9";"767065.3";"2843397.3";"4569723.0";"5131430.7";"2991631.9";"3638188.6";"4251062.5";"4734095.3";"4212454.1";"3354696.3";"3709638.8";"4961701.5";"2784155.6";"1975224.6";"1490937.6";"1808362.8";"1724489.1";"2232877.7";"1919625.3";"2316938.7";"695001.4";"1497277.1";"1266373.3";"2824864.0";"644732.7";"812515.5";"854348.2";"846184.0";"160122.8";"815702.5";"565059.8";"615519.7";"718751.5";"798434.0";"2799063.1";"3286812.2";"4072768.6";"2944004.8";"3881957.9";"5469270.4";"3672247.4";"5619781.5";"2905647.5";"4451482.4";"3164203.2";"2716820.6";"687446.1";"1306112.1";"1096589.0";"1364651.5";"892323.9";"1836176.0";"882618.6";"1667860.3";"1933934.3";"1101374.2";"2779593.3";"827947.0";"892693.2";"962519.3";"621344.8";"1032636.5";"657678.5";"891549.9";"651499.1";"867373.9";"847890.9";"2777142.7";"2909044.0";"3727307.5";"3761903.6";"2939088.1";"2187659.7";"4562532.8";"5121605.3";"3956723.9";"4889808.8";"3904615.3";"2811952.0";"1653592.1";"1107370.4";"1865055.6";"1657174.9";"2574224.8";"1577972.2";"1504825.3";"1231355.4";"1649383.2";"929879.9";"2823844.1";"481862.0";"594893.5";"710524.1";"641777.9";"570404.5";"647908.1";"677833.7";"648364.0";"452279.7";"2883848.4";"502429.0";"3007578.9";"3823403.6";"2724911.1";"5161139.0";"4210035.2";"4957187.2";"4666990.5";"1323579.6";"2858323.6";"3288810.7";"3110461.8";"Ile_304";0;0;0
"48";"47210.0";"186882.8";"323412.2";"285052.5";"211785.2";"233661.0";"145691.5";"218812.0";"358149.5";"152895.1";"204703.4";"219975.4";"269428.9";"344227.1";"77584.4";"27202.2";"84847.0";"99769.2";"97615.5";"102708.7";"112283.8";"85548.9";"103862.0";"357757.2";"595782.5";"644089.5";"350573.8";"441877.6";"531816.1";"562965.3";"513641.9";"399165.0";"487038.5";"604905.0";"333116.2";"241637.9";"163277.4";"213426.4";"204983.1";"272192.7";"217984.6";"283747.2";"77293.3";"165602.3";"150020.4";"339320.1";"87698.5";"98416.1";"91252.9";"107494.5";"36377.8";"101926.1";"80573.8";"83247.4";"94891.8";"116582.2";"353945.8";"389208.7";"492058.5";"381270.1";"493347.9";"659332.8";"461257.0";"663466.9";"352287.8";"551328.9";"429671.3";"336435.1";"100048.3";"170064.5";"129961.3";"157844.3";"123091.4";"220424.2";"111217.7";"191999.7";"253480.8";"143598.2";"318121.2";"97020.6";"106343.9";"123441.8";"89544.5";"120027.8";"77062.2";"117879.6";"95103.1";"105798.0";"107257.0";"303039.2";"351422.7";"454135.2";"465833.7";"351614.6";"265715.0";"546813.0";"621780.5";"490082.1";"601754.3";"477486.1";"338495.1";"181615.8";"138132.7";"236910.5";"186410.7";"321670.5";"173442.2";"178999.8";"132784.7";"179722.4";"127438.1";"347006.1";"69974.4";"91787.8";"86226.0";"85426.0";"79579.6";"93946.0";"99633.7";"83182.4";"70164.2";"355604.0";"78208.3";"395716.8";"476254.8";"313489.0";"666625.1";"514122.1";"608384.3";"579648.6";"161813.1";"363464.7";"445612.0";"362387.9";"Ile_305";0;0;0
