Compound;Time;Labeling;Treatment;N;mean;sd;se
324;Methionine;15min;U;P;5;0.0514600594;0.0146338548456995;0.00654445884156974
325;Methionine;30min;L;C;5;0.0533092972;0.0105919861350797;0.0047368802029547
326;Methionine;30min;L;Fe;5;0.045810024;0.00821027390974622;0.0036717461152171
327;Methionine;30min;L;P;5;0.0584156294;0.00631642052420798;0.00282478913332078
328;Methionine;30min;U;C;5;0.0581477104;0.004917325811024;0.00219909495619279
329;Methionine;30min;U;Fe;5;0.055147694;0.00838757322918444;0.00375103678134276
330;Methionine;30min;U;P;5;0.0490501326;0.0115722392048476;0.00517526270278545
331;Methionine;60min;L;C;5;0.0421276228;0.0110896380084035;0.0049594368865311
332;Methionine;60min;L;Fe;5;0.0578665754;0.0139978842858187;0.00626004416085334
333;Methionine;60min;L;P;5;0.0463822834;0.00902738727333464;0.00403717032047855
334;Methionine;60min;U;C;5;0.0524290438;0.0126769899164998;0.00566932224067461
335;Methionine;60min;U;Fe;5;0.0588649842;0.0121107003693306;0.00541606985619102
336;Methionine;60min;U;P;5;0.058548516;0.00475164127416086;0.00212499857874348
337;Norvaline;120min;L;C;5;0.0606833224;0.00615924265215629;0.00275449705202751
338;Norvaline;120min;L;Fe;5;0.0594582346;0.00470637518282338;0.00210475496728222
339;Norvaline;120min;L;P;5;0.0383307268;0.023875529804112;0.0106774615281633
340;Norvaline;120min;U;C;5;0.057604206;0.0213164375035856;0.00953300065922867
341;Norvaline;120min;U;Fe;5;0.0546188286;0.00740541149535232;0.00331180070099323
342;Norvaline;120min;U;P;5;0.0418900638;0.028919304165129;0.0129331059950443
343;Norvaline;15min;L;C;5;0.0557667404;0.023598058522556;0.0105533725986907
344;Norvaline;15min;L;Fe;4;0.0567681655;0.0122775131775057;0.00613875658875287
345;Norvaline;15min;L;P;5;0.0309294906;0.015812354389617;0.00707149985990015
346;Norvaline;15min;U;C;5;0.052322584;0.0268481894975465;0.012006875357862
347;Norvaline;15min;U;Fe;5;0.0547635494;0.0243004739247848;0.010867502316256
348;Norvaline;15min;U;P;5;0.0375385986;0.0260883251950585;0.0116670537110543
349;Norvaline;30min;L;C;5;0.0623791798;0.00784515129002696;0.00350845831565409
350;Norvaline;30min;L;Fe;5;0.0623476862;0.00267531181971555;0.00119643581797852
351;Norvaline;30min;L;P;5;0.0430921302;0.0179290889828425;0.0080181323480557
352;Norvaline;30min;U;C;5;0.0639125074;0.00352759685801422;0.00157758927434689
353;Norvaline;30min;U;Fe;5;0.0566130982;0.00548120805739448;0.00245127076303073
354;Norvaline;30min;U;P;5;0.052501038;0.0269952065074332;0.0120726233634531
355;Norvaline;60min;L;C;5;0.0605237106;0.00811201768108889;0.00362780459391899
356;Norvaline;60min;L;Fe;5;0.0553777204;0.00672849553707583;0.0030090746814411
357;Norvaline;60min;L;P;5;0.0399120652;0.0271992887268902;0.012163891706594
358;Norvaline;60min;U;C;5;0.0562443732;0.00351756711165383;0.00157310383541511
359;Norvaline;60min;U;Fe;5;0.063372873;0.00681628252102174;0.00304833421416965
360;Norvaline;60min;U;P;5;0.06825212;0.00689467707447151;0.00308339332428553
361;Phenylalanine;120min;L;C;5;0.0222548238;0.00808315404866397;0.00361489638508305
362;Phenylalanine;120min;L;Fe;5;0.0500704574;0.0129715969306263;0.00580107450272162
363;Phenylalanine;120min;L;P;5;0.0144424202;0.0136630714676309;0.00611031131661212
364;Phenylalanine;120min;U;C;5;0.0197954306;0.0121081071174926;0.00541491011871248
365;Phenylalanine;120min;U;Fe;5;0.0564400322;0.0054443491636931;0.00243478696465238
366;Phenylalanine;120min;U;P;5;0.00986856;0.00133810251807214;0.000598417638254589
367;Phenylalanine;15min;L;C;5;0.0160768662;0.0034781231750333;0.00155546397069837
368;Phenylalanine;15min;L;Fe;4;0.026895197;0.00528572042508064;0.00264286021254032
369;Phenylalanine;15min;L;P;5;0.013685881;0.00417536935254787;0.00186728194069326
370;Phenylalanine;15min;U;C;5;0.011706097;0.00316888273156526;0.00141716744010103
371;Phenylalanine;15min;U;Fe;5;0.0316946446;0.00531619033120615;0.00237747259238082
372;Phenylalanine;15min;U;P;5;0.0115900338;0.00531891059262728;0.00237868913027166
373;Phenylalanine;30min;L;C;5;0.028291666;0.00944482278731864;0.0042238531575767
374;Phenylalanine;30min;L;Fe;5;0.030461357;0.0117504002523093;0.00525493874539885
375;Phenylalanine;30min;L;P;5;0.0127800096;0.00425952069787175;0.00190491556640171
376;Phenylalanine;30min;U;C;5;0.0164486494;0.00474806863705753;0.00212340084685908
377;Phenylalanine;30min;U;Fe;5;0.03264703;0.0186922257928038;0.00835941750469684
378;Phenylalanine;30min;U;P;5;0.009606407;0.000798531322848703;0.000357114064010506
379;Phenylalanine;60min;L;C;5;0.0296149424;0.0094385511637159;0.0042210484022357
380;Phenylalanine;60min;L;Fe;5;0.0252004578;0.00600391677736481;0.00268503320908784
381;Phenylalanine;60min;L;P;5;0.0103416282;0.00207826768492986;0.000929429563788854
382;Phenylalanine;60min;U;C;5;0.0311942582;0.00803510301279484;0.00359340730856452
383;Phenylalanine;60min;U;Fe;5;0.0319926544;0.00453117427779337;0.0020264027406089
384;Phenylalanine;60min;U;P;5;0.012559599;0.00432116573294886;0.00193248406418327
385;Proline;120min;L;C;5;0.0529624812;0.0118956581348854;0.0053199000453404
386;Proline;120min;L;Fe;5;0.0578955664;0.0125425312358504;0.00560919049065519
387;Proline;120min;L;P;5;0.0492940392;0.0145513210017705;0.00650754858447585
388;Proline;120min;U;C;5;0.0373111222;0.0187711995275935;0.0083947356325822
389;Proline;120min;U;Fe;5;0.057853787;0.00249535440961579;0.00111595641757095
390;Proline;120min;U;P;5;0.0569648412;0.0136200009964181;0.00609104961632114
391;Proline;15min;L;C;5;0.0266750434;0.0101258978328191;0.00452843917748028
392;Proline;15min;L;Fe;4;0.03793741875;0.00968624621069454;0.00484312310534727
393;Proline;15min;L;P;5;0.0503456876;0.0146098864968334;0.00653373987009513
394;Proline;15min;U;C;5;0.0308888572;0.0110745581983964;0.00495269299047838
395;Proline;15min;U;Fe;5;0.0403312218;0.0144226463507594;0.00645000353114747
396;Proline;15min;U;P;5;0.0429942854;0.0164811054417461;0.00737057442241721
397;Proline;30min;L;C;5;0.0534155368;0.0169289268008511;0.00757084622256423
398;Proline;30min;L;Fe;5;0.062920667;0.0167855379539053;0.00750672078076699
399;Proline;30min;L;P;5;0.052850929;0.019822703392458;0.00886498245667035
400;Proline;30min;U;C;5;0.035665374;0.00665335570810283;0.00297547112836083
401;Proline;30min;U;Fe;5;0.0496090336;0.00469913986063331;0.00210151923283099
402;Proline;30min;U;P;5;0.0447933598;0.0135660672625659;0.00606692971728636
403;Proline;60min;L;C;5;0.0559275206;0.0121461041445806;0.00543190290581484
404;Proline;60min;L;Fe;5;0.0576143222;0.0108894987859475;0.00486993190525599
405;Proline;60min;L;P;5;0.0426068002;0.0195257794320525;0.00873219402474734
406;Proline;60min;U;C;5;0.0544912664;0.00422906618943116;0.00189129589618282
407;Proline;60min;U;Fe;5;0.0534307112;0.00803226050031815;0.00359213609833957
408;Proline;60min;U;P;5;0.05401485;0.0120467192237851;0.0053874566180474
409;Serine;120min;L;C;5;0.0238556846;0.00749668388757348;0.00335261895568834
410;Serine;120min;L;Fe;5;0.0414370506;0.00867133458460382;0.00387793871736381
411;Serine;120min;L;P;5;0.0442874882;0.00686694215934343;0.00307098989317022
412;Serine;120min;U;C;5;0.0230288838;0.00721687443167696;0.00322748436286197
413;Serine;120min;U;Fe;5;0.0451332864;0.00603961463922942;0.00270099777824397
414;Serine;120min;U;P;5;0.0351019244;0.0103724091143787;0.00463868237403783
415;Serine;15min;L;C;5;0.0228149768;0.00868489549105487;0.00388400333909602
416;Serine;15min;L;Fe;4;0.0331651785;0.00259201439667369;0.00129600719833685
417;Serine;15min;L;P;5;0.0327237922;0.00432516995112258;0.00193427480498991
418;Serine;15min;U;C;5;0.0197176342;0.00701807233797182;0.00313857736374317
419;Serine;15min;U;Fe;5;0.0381442102;0.00793148045754468;0.00354706589305621
420;Serine;15min;U;P;5;0.031981134;0.00889045080423189;0.00397593046977604
421;Serine;30min;L;C;5;0.029418262;0.0040347671846997;0.00180440273967479
422;Serine;30min;L;Fe;5;0.0381375678;0.00914668660909297;0.00409052260536379
423;Serine;30min;L;P;5;0.036249632;0.00580187576266379;0.00259467772046493
424;Serine;30min;U;C;5;0.0233098314;0.00743521125680046;0.0033251275594555
425;Serine;30min;U;Fe;5;0.0333426056;0.0153130249839293;0.00684819296104371
426;Serine;30min;U;P;5;0.0334870594;0.00521168423322042;0.00233073604454894
427;Serine;60min;L;C;5;0.0313895004;0.00866796119826236;0.00387643009312903
428;Serine;60min;L;Fe;5;0.0361824262;0.00797651575973625;0.00356720629247373
429;Serine;60min;L;P;5;0.0282782936;0.00956394068153135;0.00427712429933595
430;Serine;60min;U;C;5;0.0225672124;0.007793666542853;0.00348543363675702
431;Serine;60min;U;Fe;5;0.03048926;0.00393761636865408;0.00176095557392528
432;Serine;60min;U;P;5;0.039433961;0.00554392123062242;0.0024793169467152
433;Threonine;120min;L;C;5;0.012786995;0.00503891860566992;0.00225347290707328
434;Threonine;120min;L;Fe;5;0.0214679586;0.00845092766704809;0.00377936974729065
435;Threonine;120min;L;P;5;0.0178860446;0.0051656973854722;0.00231017010102175
436;Threonine;120min;U;C;5;0.0112722382;0.00415550566274247;0.00185839862855549
437;Threonine;120min;U;Fe;5;0.0190828032;0.00263770552179033;0.00117961777026995
438;Threonine;120min;U;P;5;0.0143733648;0.00725249930293662;0.00324341628962723
439;Threonine;15min;L;C;5;0.012617733;0.00246394956539983;0.00110191174427302
440;Threonine;15min;L;Fe;4;0.014049738;0.00509916209179574;0.00254958104589787
441;Threonine;15min;L;P;5;0.0171876826;0.00653864559297572;0.00292417120533463
442;Threonine;15min;U;C;5;0.011901784;0.00190872783760637;0.000853609039086806
443;Threonine;15min;U;Fe;5;0.0259208102;0.0239221921913333;0.0106983295821272
444;Threonine;15min;U;P;5;0.0151701662;0.00353489089986363;0.0015808512690281
445;Threonine;30min;L;C;5;0.0132875142;0.00342082307050499;0.00152983858492974
446;Threonine;30min;L;Fe;5;0.017729332;0.00943965120361894;0.00422154035503593
447;Threonine;30min;L;P;5;0.0197396096;0.00395978615118055;0.0017708702020804
448;Threonine;30min;U;C;5;0.0124452048;0.00150346647109994;0.000672370646254237
449;Threonine;30min;U;Fe;5;0.0204371492;0.0213895645033897;0.00956570404773916
450;Threonine;30min;U;P;5;0.0188119478;0.00844565528106255;0.00377701186459719
451;Threonine;60min;L;C;5;0.0165745826;0.00648137351264258;0.00289855835236708
452;Threonine;60min;L;Fe;5;0.0141647592;0.00274577176231815;0.00122794646224855
453;Threonine;60min;L;P;5;0.0163513936;0.00622619028933772;0.00278443694556164
454;Threonine;60min;U;C;5;0.0182716828;0.00999116636256705;0.00446818543224184
455;Threonine;60min;U;Fe;5;0.0144663148;0.00431154851022944;0.0019281831114322
456;Threonine;60min;U;P;5;0.0148688382;0.00589909381164007;0.00263815495369511
457;Tryptophan;120min;L;C;5;0.0570619202;0.00977282497215287;0.00437054019398826
458;Tryptophan;120min;L;Fe;5;0.053152051;0.0112786371439515;0.00504395986948593
459;Tryptophan;120min;L;P;5;0.0175889108;0.0222764374725409;0.00996232569702499
460;Tryptophan;120min;U;C;5;0.0390367146;0.0165583050264147;0.00740509912624794
461;Tryptophan;120min;U;Fe;5;0.056161594;0.00257758435853572;0.00115273076868521
462;Tryptophan;120min;U;P;5;0.0139449528;0.00615516195463586;0.00275267210861725
463;Tryptophan;15min;L;C;5;0.0389853654;0.0170112265437281;0.00760765178648494
464;Tryptophan;15min;L;Fe;4;0.0497604155;0.0109349366914745;0.00546746834573727
465;Tryptophan;15min;L;P;5;0.0150746514;0.00912076407588563;0.00407892969608366
466;Tryptophan;15min;U;C;5;0.0478715832;0.022047587724588;0.00985998097841372
467;Tryptophan;15min;U;Fe;5;0.041754468;0.0231119201040158;0.0103359648886247
468;Tryptophan;15min;U;P;5;0.0108669254;0.00431921947483012;0.00193161367109222
469;Tryptophan;30min;L;C;5;0.0448123592;0.0142000988670605;0.00635047727079299
470;Tryptophan;30min;L;Fe;5;0.0457197488;0.0154009339996327;0.00688750706803328
471;Tryptophan;30min;L;P;5;0.015997559;0.00852413707988636;0.00381210999203049
472;Tryptophan;30min;U;C;5;0.0483082398;0.0113133659169762;0.00505949104893759
473;Tryptophan;30min;U;Fe;5;0.0369894478;0.0187303180140786;0.00837645286393372
474;Tryptophan;30min;U;P;5;0.0105494534;0.00372681937231828;0.00166668429127335
475;Tryptophan;60min;L;C;5;0.0367347602;0.0137228349700855;0.00613703836742449
476;Tryptophan;60min;L;Fe;5;0.0581900914;0.00680265104204723;0.00304223803144548
477;Tryptophan;60min;L;P;5;0.012355762;0.00468283444167862;0.00209422722779413
478;Tryptophan;60min;U;C;5;0.0523809262;0.00850337872098345;0.00380282657170884
479;Tryptophan;60min;U;Fe;5;0.0541706618;0.00743408929264377;0.00332462580183096
480;Tryptophan;60min;U;P;5;0.0170301756;0.00786840908821309;0.00351885951920432
481;Tyrosine;120min;L;C;5;0.0336185034;0.00795761728516613;0.00355875463771176
482;Tyrosine;120min;L;Fe;5;0.066318005;0.00933369459667475;0.00417415511987745
483;Tyrosine;120min;L;P;5;0.0098145642;0.00481552259643153;0.00215356717456144
484;Tyrosine;120min;U;C;5;0.0465180808;0.0163974902748468;0.00733318058298985
485;Tyrosine;120min;U;Fe;5;0.054089071;0.00715966111787852;0.0032018977910877
486;Tyrosine;120min;U;P;5;0.009648464;0.0022921256053996;0.00102506973332827
487;Tyrosine;15min;L;C;5;0.0313801588;0.0138604656300971;0.0061985886697393
488;Tyrosine;15min;L;Fe;4;0.06150675075;0.00590939073223393;0.00295469536611697
489;Tyrosine;15min;L;P;5;0.009390952;0.00218496195342768;0.000977144691223004
490;Tyrosine;15min;U;C;5;0.0528214698;0.00960346684227142;0.00429480093579683
491;Tyrosine;15min;U;Fe;5;0.0546962982;0.00442473064777605;0.00197879970211079
492;Tyrosine;15min;U;P;5;0.0090837654;0.0013465542332607;0.000602197360192205
493;Tyrosine;30min;L;C;5;0.0474185728;0.0151562294433853;0.00677807186359865
494;Tyrosine;30min;L;Fe;5;0.0603475914;0.00635160785695144;0.00284052538691304
495;Tyrosine;30min;L;P;5;0.0087899116;0.000616468104801294;0.000275692917659232
496;Tyrosine;30min;U;C;5;0.046614608;0.012072396179066;0.00539893970154004
497;Tyrosine;30min;U;Fe;5;0.0541331816;0.00537751127321155;0.00240489615133449
498;Tyrosine;30min;U;P;5;0.0082836934;0.000780913962711514;0.000349235341040336
499;Tyrosine;60min;L;C;5;0.0420387086;0.00604436190381783;0.00270312081950934
500;Tyrosine;60min;L;Fe;5;0.0583817634;0.00688728959493198;0.00308008954299898
501;Tyrosine;60min;L;P;5;0.0087817676;0.00183417878161271;0.000820269687714754
502;Tyrosine;60min;U;C;5;0.0580946214;0.010702892884407;0.00478647920908656
503;Tyrosine;60min;U;Fe;5;0.063658863;0.00663930572757709;0.00296918778605322
504;Tyrosine;60min;U;P;5;0.0126093102;0.00583486262324647;0.00260942989299037
505;Valine;120min;L;C;5;0.0267709452;0.0048885284327006;0.00218621637709181
506;Valine;120min;L;Fe;5;0.041931513;0.00722323790876727;0.00323033019633141
507;Valine;120min;L;P;5;0.0322246652;0.00675882298322672;0.00302263752767657
508;Valine;120min;U;C;5;0.0291193142;0.0056068633086447;0.00250746549973579
509;Valine;120min;U;Fe;5;0.0440412774;0.0059344264988544;0.0026539562117829
510;Valine;120min;U;P;5;0.0314333514;0.00915989336406764;0.00409642884574089
511;Valine;15min;L;C;5;0.0307148406;0.00618502692495763;0.00276602812937435
512;Valine;15min;L;Fe;4;0.0416472645;0.00286747854457774;0.00143373927228887
513;Valine;15min;L;P;5;0.0327434612;0.00532927994868249;0.00238332644727613
514;Valine;15min;U;C;5;0.0263727872;0.00244197995403703;0.00109208663538372
515;Valine;15min;U;Fe;5;0.0432990478;0.00621624101728474;0.00277998749583422
516;Valine;15min;U;P;5;0.0318684672;0.00450793607213292;0.00201601029910252
517;Valine;30min;L;C;5;0.0284134768;0.00912010108217207;0.00407863319628123
518;Valine;30min;L;Fe;5;0.0420240586;0.00881115054915431;0.00394046631757873
519;Valine;30min;L;P;5;0.0319123692;0.00273672084951136;0.00122389877098968
520;Valine;30min;U;C;5;0.0281506864;0.00790739105354922;0.00353629278408195
521;Valine;30min;U;Fe;5;0.0420036286;0.00781750247047369;0.00349609338765034
522;Valine;30min;U;P;5;0.0350316518;0.00613577099195086;0.00274400020647469
523;Valine;60min;L;C;5;0.0275427974;0.00359872836628799;0.00160940025191534
524;Valine;60min;L;Fe;5;0.0470842896;0.00315144714900144;0.00140937001053303
525;Valine;60min;L;P;5;0.0333815204;0.00937269947929895;0.00419159863367787
526;Valine;60min;U;C;5;0.0321865102;0.0102869106484348;0.00460044629767334
527;Valine;60min;U;Fe;5;0.0371676362;0.00786618164706757;0.00351786337724087
528;Valine;60min;U;P;5;0.0303719736;0.00613932142554251;0.00274558800864679
